panel,book,gross,cost_bps,chooser,pick,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_turn,committed_turn,committed_OOS_Sharpe,committed_OOS_CAGR,base_OOS_Sharpe,base_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,CAP2,0.75,0.0,C_ISSHARPE,LQD/M,True,0.13706743804884014,1.2521869801910086,-0.1932815101544445,3.3372771826805954,3.5063829420832255,1.3693466954314062,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,0.0,C_ISCALMAR,IEF/W,True,0.12959869405242763,1.3020050096387168,-0.17079625884722227,3.522654558885119,3.5063829420832255,1.3693466954314062,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,10.0,C_ISSHARPE,LQD/M,True,0.13321828223347665,1.2203933831020668,-0.19649205271427472,3.3372771826805954,3.5063829420832255,1.3318413815124672,0.12773946456006358,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,10.0,C_ISCALMAR,IEF/W,True,0.12563701833875718,1.2658203690574346,-0.17407895404817375,3.522654558885119,3.5063829420832255,1.3318413815124672,0.12773946456006358,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,25.0,C_ISSHARPE,LQD/M,True,0.12746805988129362,1.1726461437680815,-0.20128472641886141,3.3372771826805954,3.5063829420832255,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,25.0,C_ISCALMAR,IEF/W,True,0.11971944179463856,1.211434800641787,-0.17897960332786222,3.522654558885119,3.5063829420832255,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,50.0,C_ISSHARPE,LQD/M,False,0.11794672526255012,1.0929425522296308,-0.2092111905076519,3.3372771826805954,3.5063829420832255,1.181260845927782,0.11207234887057682,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.75,50.0,C_ISCALMAR,LQD/M,False,0.11794672526255012,1.0929425522296308,-0.2092111905076519,3.3372771826805954,3.5063829420832255,1.181260845927782,0.11207234887057682,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,1.0,0.0,C_ISSHARPE,LQD/W,False,0.15516755061761622,1.2416862447180639,-0.26426606255943275,3.992366014557339,3.9918738682526236,1.333105459265909,0.14757573417524883,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,1.0,0.0,C_ISCALMAR,IEF/W,True,0.14744954696007473,1.3000239096408106,-0.17744017303118886,3.9747845855850255,3.9918738682526236,1.333105459265909,0.14757573417524883,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
