panel,minhold,fill,kind,look,rot,seed,full_CAGR,full_Sharpe,full_MaxDD,full_Vol,h1_CAGR,h1_Sharpe,h1_MaxDD,h1_Vol,h2_CAGR,h2_Sharpe,h2_MaxDD,h2_Vol,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_Vol,is__CAGR,is__Sharpe,is__MaxDD,is__Vol,turnover,gross_mean,gross_max,gross_set_max,book_beta,rot_week_share,rot_slots_mean,freed_mean,keep4a,keep4b,fail4a,fail4b
U56,126,RESPREAD,LOWBETA,63,0.0,0,0.15781438521655367,1.152200994598872,-0.19127563591226437,0.1351570947930908,0.1498542235451763,1.212687865496583,-0.1395224795715576,0.12124918178400564,0.16582603672706409,1.1127597044294906,-0.19127563591226404,0.14775423506872148,0.17284600189211563,1.1831862943616593,-0.19127563591226426,0.14351386424481372,0.13979901348331447,1.115763988686414,-0.1395224795715576,0.12423409021000648,2.754546768370398,0.7503304672603365,0.7673683389683401,0.75,0.65285293695983,0.0,0.0,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,63,0.25,0,0.15639225645860222,1.146445552215691,-0.1910439588397438,0.13471004176405443,0.1475821235906012,1.1980986829909206,-0.13952247957155783,0.12105406818652639,0.16526601874947566,1.1138067318397062,-0.1910439588397439,0.14709599441127852,0.1723324747506889,1.1846101157221487,-0.19104395883974357,0.14289629296513742,0.1373046553613717,1.0997813688462355,-0.13952247957155783,0.12402255554215691,3.22067883611665,0.7503289309667229,0.7669802227921609,0.75,0.6514901498072643,0.03253796095444685,0.049891540130151846,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,63,0.5,0,0.1547142377710673,1.1369407673020844,-0.19159262793563514,0.1345388166574913,0.14587854594271432,1.1856541664936937,-0.13952247957155806,0.1210729480504171,0.1636140413432683,1.1063163788055472,-0.1915926279356347,0.14676674472737788,0.1708175117072348,1.1778032359629018,-0.19159262793563525,0.1425875865438155,0.13543478130351172,1.086352592880505,-0.13952247957155806,0.12404250831496327,3.193483919266412,0.7503236844253933,0.7672227480762146,0.75,0.6526368929233749,0.03579175704989154,0.10303687635574837,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,63,0.75,0,0.15469189891032986,1.1381698903332362,-0.19197884685991862,0.13435441668592643,0.14702775755545483,1.1925069103835433,-0.13952247957155783,0.12123477508609583,0.1624037693740743,1.1022865791738874,-0.1919788468599185,0.14629520780699548,0.16970749839214205,1.1743419483759532,-0.19197884685991884,0.14214537855316592,0.1366961415280079,1.0939386850237216,-0.13952247957155783,0.12421777053097026,3.1037879368988395,0.7503222859099031,0.7671253316406759,0.75,0.6524806409269607,0.0368763557483731,0.15726681127982647,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,63,1.0,0,0.154043894166084,1.1338845428285758,-0.19351586308833313,0.13436842877519772,0.14693364771169093,1.1898067275451343,-0.13952247957155717,0.12146435048367075,0.16119499272841042,1.0962372327391976,-0.19351586308833268,0.14613072600128182,0.16859875440317373,1.1687783432494452,-0.1935158630883329,0.14199123868466174,0.13659284263126215,1.0912753276520755,-0.13952247957155717,0.12446591763313604,3.122963806518074,0.7503209194017443,0.7671534176688108,0.75,0.6542052578759083,0.0368763557483731,0.20498915401301518,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,126,0.0,0,0.15781438521655367,1.152200994598872,-0.19127563591226437,0.1351570947930908,0.1498542235451763,1.212687865496583,-0.1395224795715576,0.12124918178400564,0.16582603672706409,1.1127597044294906,-0.19127563591226404,0.14775423506872148,0.17284600189211563,1.1831862943616593,-0.19127563591226426,0.14351386424481372,0.13979901348331447,1.115763988686414,-0.1395224795715576,0.12423409021000648,2.754546768370398,0.7503304672603365,0.7673683389683401,0.75,0.65285293695983,0.0,0.0,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,126,0.25,0,0.1567654392015112,1.1476339094392136,-0.19320627085763364,0.13487210935544608,0.1491672846124441,1.2095762135784198,-0.1395224795715574,0.12104646308327498,0.1644103815017839,1.1068494296263083,-0.19320627085763364,0.14739938642992184,0.17154782747549335,1.1778770212878975,-0.19320627085763398,0.14318105965914424,0.1390448217828777,1.112177688802083,-0.1395224795715574,0.1240147524234506,3.1614413874052842,0.7503255758770139,0.7669802227921609,0.75,0.6523676731090792,0.03253796095444685,0.049891540130151846,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,126,0.5,0,0.15594389363303307,1.1449977702559686,-0.19159262793563525,0.13451998505157867,0.1488264429681867,1.2074046506417904,-0.13952247957155717,0.12101521232421368,0.16310220975221212,1.1032272601687603,-0.1915926279356347,0.1467805270704252,0.1703480926063874,1.174895195139818,-0.19159262793563525,0.14260057914093408,0.13867062903173077,1.1097961405998893,-0.13952247957155717,0.12398087596986104,3.049527112687834,0.7503237110034948,0.7672227480762146,0.75,0.6516386451425809,0.03579175704989154,0.10303687635574837,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,126,0.75,0,0.15517620011888122,1.141059116547726,-0.19197884685991884,0.13438553823016844,0.14794339054304895,1.1987167598611421,-0.1395224795715574,0.12127696061027295,0.16245129828560634,1.102419676845341,-0.1919788468599185,0.14631758099091133,0.16975109194883453,1.174451604579682,-0.19197884685991884,0.1421663602001722,0.13770122615321934,1.1006963264274743,-0.1395224795715574,0.12426361931037247,3.0458521518164643,0.7503235641588843,0.7671253316406759,0.75,0.6534456720002274,0.0368763557483731,0.15726681127982647,0.20824295010845986,False,True,"H1,H2,DD",-
U56,126,RESPREAD,LOWBETA,126,1.0,0,0.15429141622557885,1.135053737323986,-0.19351586308833302,0.1344258000521695,0.14734282319418046,1.1918694768014326,-0.1395224795715576,0.12156361452578,0.16127893887761702,1.0965818744429245,-0.19351586308833268,0.14615378632284798,0.16867575686506409,1.1690859465268744,-0.1935158630883329,0.1420128593305162,0.13704197737579826,1.0936140989590248,-0.1395224795715576,0.12457332382992316,3.080540105822272,0.7503219976636958,0.7671534176688108,0.75,0.6551271916610737,0.0368763557483731,0.20498915401301518,0.20824295010845986,False,True,"H1,H2,DD",-
