conv,step,tie,rung,n_win,share_exact,top_QROLL,bottom_ABS,pair_RvE,pair_EvA,pair_RvA,mean_ABS,mean_QEXP,mean_QROLL
FULLMATCH,21,EXCLUDE,40.0,176,0.22727272727272727,0.4147727272727273,0.7556818181818182,0.4318181818181818,0.7954545454545454,0.9431818181818182,0.32838804713804715,0.6925505050505051,0.6042587331649831
FULLMATCH,21,EXCLUDE,50.0,176,0.22727272727272727,0.4147727272727273,0.7556818181818182,0.42613636363636365,0.8011363636363636,0.9431818181818182,0.30289877946127947,0.6797348484848486,0.5698784722222222
FULLMATCH,21,EXCLUDE,75.0,176,0.14204545454545456,0.2784090909090909,0.7556818181818182,0.3352272727272727,0.8011363636363636,0.8920454545454546,0.25883838383838387,0.6491161616161616,0.4985532407407408
FULLMATCH,21,EXCLUDE,100.0,176,0.07954545454545454,0.17613636363636365,0.7556818181818182,0.2727272727272727,0.8068181818181818,0.8522727272727273,0.2238531144781145,0.6219065656565658,0.43913089225589225
FULLMATCH,21,WIN,0.0,176,0.42613636363636365,0.6988636363636364,0.6477272727272727,0.7784090909090909,0.6477272727272727,0.9204545454545454,0.48484848484848475,0.650357744107744,0.7076888678451179
FULLMATCH,21,WIN,1.0,176,0.4090909090909091,0.6818181818181818,0.6534090909090909,0.7556818181818182,0.6534090909090909,0.9261363636363636,0.4795875420875422,0.6623000841750841,0.7093394886363638
FULLMATCH,21,WIN,2.0,176,0.4090909090909091,0.6761363636363636,0.6647727272727273,0.7443181818181818,0.6647727272727273,0.9318181818181818,0.47453703703703703,0.66635101010101,0.7068142361111112
FULLMATCH,21,WIN,3.0,176,0.42045454545454547,0.6647727272727273,0.6875,0.7329545454545454,0.6875,0.9318181818181818,0.4699074074074074,0.6714541245791246,0.7053872053872055
FULLMATCH,21,WIN,5.0,176,0.4034090909090909,0.6420454545454546,0.6931818181818182,0.7102272727272727,0.6931818181818182,0.9318181818181818,0.4602272727272727,0.6799768518518519,0.703677398989899
FULLMATCH,21,WIN,7.5,176,0.39204545454545453,0.6136363636363636,0.7215909090909091,0.6704545454545454,0.7215909090909091,0.9431818181818182,0.44952125420875416,0.6933396464646465,0.7027107007575758
FULLMATCH,21,WIN,10.0,176,0.3522727272727273,0.5795454545454546,0.7272727272727273,0.625,0.7272727272727273,0.9545454545454546,0.4375,0.7043876262626263,0.6979692760942761
FULLMATCH,21,WIN,15.0,176,0.30113636363636365,0.4943181818181818,0.7727272727272727,0.5284090909090909,0.7727272727272727,0.9659090909090909,0.41440446127946123,0.7255892255892257,0.6865727588383839
FULLMATCH,21,WIN,20.0,176,0.2159090909090909,0.4034090909090909,0.7613636363636364,0.4431818181818182,0.7727272727272727,0.9488636363636364,0.3965172558922559,0.7296401515151515,0.6666929713804713
FULLMATCH,21,WIN,25.0,176,0.1534090909090909,0.3181818181818182,0.7613636363636364,0.36363636363636365,0.7897727272727273,0.9261363636363636,0.3769465488215488,0.7439499158249157,0.6519820601851852
FULLMATCH,21,WIN,30.0,176,0.17045454545454544,0.32954545454545453,0.7670454545454546,0.3693181818181818,0.8011363636363636,0.9261363636363636,0.35795454545454547,0.7486321548821547,0.6375670770202021
FULLMATCH,21,WIN,40.0,176,0.1534090909090909,0.3125,0.7840909090909091,0.32954545454545453,0.8238636363636364,0.9431818181818182,0.32838804713804715,0.7437920875420875,0.6042587331649831
FULLMATCH,21,WIN,50.0,176,0.13068181818181818,0.2784090909090909,0.7954545454545454,0.2897727272727273,0.8409090909090909,0.9431818181818182,0.30289877946127947,0.7331123737373737,0.5698784722222222
FULLMATCH,21,WIN,75.0,176,0.10227272727272728,0.18181818181818182,0.8125,0.23295454545454544,0.8636363636363636,0.8920454545454546,0.25883838383838387,0.7075968013468014,0.4985532407407408
FULLMATCH,21,WIN,100.0,176,0.06818181818181818,0.10795454545454546,0.8125,0.1875,0.8636363636363636,0.8522727272727273,0.2238531144781145,0.684922138047138,0.43913089225589225
FULLMATCH,63,LOSS,0.0,59,0.2711864406779661,0.7457627118644068,0.4406779661016949,0.8305084745762712,0.4406779661016949,0.9152542372881356,0.4830508474576271,0.4775580665411175,0.7041156622724417
FULLMATCH,63,LOSS,1.0,59,0.23728813559322035,0.6949152542372882,0.4576271186440678,0.7796610169491526,0.4576271186440678,0.9152542372881356,0.4778719397363465,0.488857501569366,0.7048022598870056
FULLMATCH,63,LOSS,2.0,59,0.2542372881355932,0.711864406779661,0.4745762711864407,0.7796610169491526,0.4745762711864407,0.9322033898305084,0.47394852479598243,0.49387947269303206,0.7028405524168235
FULLMATCH,63,LOSS,3.0,59,0.2711864406779661,0.711864406779661,0.4915254237288136,0.7796610169491526,0.4915254237288136,0.9322033898305084,0.46876961707470177,0.5001569365976146,0.7028797865662272
FULLMATCH,63,LOSS,5.0,59,0.23728813559322035,0.6610169491525424,0.5084745762711864,0.7288135593220338,0.5084745762711864,0.9322033898305084,0.46092278719397356,0.5164783427495292,0.7022520401757688
FULLMATCH,63,LOSS,7.5,59,0.288135593220339,0.6610169491525424,0.559322033898305,0.7288135593220338,0.559322033898305,0.9322033898305084,0.4510357815442561,0.528091650973007,0.7019774011299433
FULLMATCH,63,LOSS,10.0,59,0.3220338983050847,0.6440677966101694,0.6271186440677966,0.6949152542372882,0.6271186440677966,0.9491525423728814,0.43895166352793474,0.5403327055869428,0.7003295668549906
FULLMATCH,63,LOSS,15.0,59,0.288135593220339,0.6101694915254238,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.9661016949152542,0.41682360326428125,0.5480225988700566,0.6842435655994978
FULLMATCH,63,LOSS,20.0,59,0.3220338983050847,0.5932203389830508,0.6610169491525424,0.6271186440677966,0.6949152542372882,0.9322033898305084,0.3994036409290646,0.5574387947269303,0.6657446641556811
FULLMATCH,63,LOSS,25.0,59,0.3050847457627119,0.559322033898305,0.6610169491525424,0.6101694915254238,0.6949152542372882,0.9152542372881356,0.37570621468926557,0.5734463276836158,0.6524639045825487
FULLMATCH,63,LOSS,30.0,59,0.288135593220339,0.5084745762711864,0.711864406779661,0.5423728813559322,0.7457627118644068,0.9322033898305084,0.35734463276836154,0.5816070307595731,0.6396735718769616
FULLMATCH,63,LOSS,40.0,59,0.3050847457627119,0.5084745762711864,0.7457627118644068,0.5254237288135594,0.7796610169491526,0.9491525423728814,0.3300376647834275,0.5762711864406779,0.6062068424356559
FULLMATCH,63,LOSS,50.0,59,0.2542372881355932,0.4915254237288136,0.711864406779661,0.4915254237288136,0.7627118644067796,0.9491525423728814,0.30681104833647205,0.5640301318267419,0.5722300690521029
FULLMATCH,63,LOSS,75.0,59,0.2033898305084746,0.4067796610169492,0.6949152542372882,0.4576271186440678,0.7457627118644068,0.8983050847457628,0.2600439422473321,0.5375078468298807,0.4992545511613308
FULLMATCH,63,LOSS,100.0,59,0.1016949152542373,0.2542372881355932,0.711864406779661,0.3389830508474576,0.7627118644067796,0.864406779661017,0.2261456371625863,0.5161644695543002,0.4424042686754551
FULLMATCH,63,EXCLUDE,0.0,59,0.3389830508474576,0.711864406779661,0.5423728813559322,0.7966101694915254,0.5423728813559322,0.9152542372881356,0.4830508474576271,0.5730696798493409,0.7041156622724417
FULLMATCH,63,EXCLUDE,1.0,59,0.3050847457627119,0.6779661016949152,0.5423728813559322,0.7627118644067796,0.5423728813559322,0.9152542372881356,0.4778719397363465,0.5866290018832391,0.7048022598870056
FULLMATCH,63,EXCLUDE,2.0,59,0.3389830508474576,0.6949152542372882,0.576271186440678,0.7627118644067796,0.576271186440678,0.9322033898305084,0.47394852479598243,0.5926553672316384,0.7028405524168235
FULLMATCH,63,EXCLUDE,3.0,59,0.3220338983050847,0.6779661016949152,0.576271186440678,0.7457627118644068,0.576271186440678,0.9322033898305084,0.46876961707470177,0.6001883239171375,0.7028797865662272
FULLMATCH,63,EXCLUDE,5.0,59,0.3050847457627119,0.6440677966101694,0.5932203389830508,0.711864406779661,0.5932203389830508,0.9322033898305084,0.46092278719397356,0.6197740112994351,0.7022520401757688
FULLMATCH,63,EXCLUDE,7.5,59,0.3220338983050847,0.6271186440677966,0.6271186440677966,0.6949152542372882,0.6271186440677966,0.9322033898305084,0.4510357815442561,0.6337099811676083,0.7019774011299433
FULLMATCH,63,EXCLUDE,10.0,59,0.3389830508474576,0.6101694915254238,0.6779661016949152,0.6610169491525424,0.6779661016949152,0.9491525423728814,0.43895166352793474,0.6483992467043316,0.7003295668549906
FULLMATCH,63,EXCLUDE,15.0,59,0.3220338983050847,0.5932203389830508,0.6949152542372882,0.6271186440677966,0.6949152542372882,0.9661016949152542,0.41682360326428125,0.6576271186440678,0.6842435655994978
FULLMATCH,63,EXCLUDE,20.0,59,0.3220338983050847,0.5423728813559322,0.711864406779661,0.576271186440678,0.7457627118644068,0.9322033898305084,0.3994036409290646,0.6689265536723165,0.6657446641556811
FULLMATCH,63,EXCLUDE,25.0,59,0.23728813559322035,0.4067796610169492,0.7457627118644068,0.4576271186440678,0.7796610169491526,0.9152542372881356,0.37570621468926557,0.688135593220339,0.6524639045825487
FULLMATCH,63,EXCLUDE,30.0,59,0.22033898305084745,0.3898305084745763,0.7627118644067796,0.423728813559322,0.7966101694915254,0.9322033898305084,0.35734463276836154,0.6979284369114876,0.6396735718769616
FULLMATCH,63,EXCLUDE,40.0,59,0.22033898305084745,0.423728813559322,0.7457627118644068,0.4406779661016949,0.7796610169491526,0.9491525423728814,0.3300376647834275,0.6915254237288135,0.6062068424356559
FULLMATCH,63,EXCLUDE,50.0,59,0.2033898305084746,0.423728813559322,0.7288135593220338,0.423728813559322,0.7796610169491526,0.9491525423728814,0.30681104833647205,0.6768361581920903,0.5722300690521029
FULLMATCH,63,EXCLUDE,75.0,59,0.11864406779661017,0.288135593220339,0.7288135593220338,0.3389830508474576,0.7796610169491526,0.8983050847457628,0.2600439422473321,0.6450094161958569,0.4992545511613308
FULLMATCH,63,EXCLUDE,100.0,59,0.05084745762711865,0.1864406779661017,0.7288135593220338,0.2711864406779661,0.7796610169491526,0.864406779661017,0.2261456371625863,0.6193973634651602,0.4424042686754551
FULLMATCH,63,WIN,0.0,59,0.4576271186440678,0.6949152542372882,0.6779661016949152,0.7796610169491526,0.6779661016949152,0.9152542372881356,0.4830508474576271,0.6442247332077841,0.7041156622724417
FULLMATCH,63,WIN,1.0,59,0.4406779661016949,0.6779661016949152,0.6779661016949152,0.7627118644067796,0.6779661016949152,0.9152542372881356,0.4778719397363465,0.6555241682360327,0.7048022598870056
FULLMATCH,63,WIN,2.0,59,0.4576271186440678,0.6949152542372882,0.6949152542372882,0.7627118644067796,0.6949152542372882,0.9322033898305084,0.47394852479598243,0.6605461393596986,0.7028405524168235
FULLMATCH,63,WIN,3.0,59,0.4406779661016949,0.6610169491525424,0.711864406779661,0.7288135593220338,0.711864406779661,0.9322033898305084,0.46876961707470177,0.6668236032642811,0.7028797865662272
FULLMATCH,63,WIN,5.0,59,0.423728813559322,0.6271186440677966,0.7288135593220338,0.6949152542372882,0.7288135593220338,0.9322033898305084,0.46092278719397356,0.6831450094161957,0.7022520401757688
FULLMATCH,63,WIN,7.5,59,0.3898305084745763,0.576271186440678,0.7457627118644068,0.6440677966101694,0.7457627118644068,0.9322033898305084,0.4510357815442561,0.6947583176396736,0.7019774011299433
FULLMATCH,63,WIN,10.0,59,0.3559322033898305,0.559322033898305,0.7457627118644068,0.6101694915254238,0.7457627118644068,0.9491525423728814,0.43895166352793474,0.7069993722536094,0.7003295668549906
FULLMATCH,63,WIN,15.0,59,0.3389830508474576,0.5254237288135594,0.7796610169491526,0.559322033898305,0.7796610169491526,0.9661016949152542,0.41682360326428125,0.7146892655367231,0.6842435655994978
FULLMATCH,63,WIN,20.0,59,0.2542372881355932,0.4406779661016949,0.7457627118644068,0.4745762711864407,0.7796610169491526,0.9322033898305084,0.3994036409290646,0.7241054613935971,0.6657446641556811
FULLMATCH,63,WIN,25.0,59,0.1864406779661017,0.3220338983050847,0.7796610169491526,0.3728813559322034,0.8135593220338984,0.9152542372881356,0.37570621468926557,0.7401129943502825,0.6524639045825487
FULLMATCH,63,WIN,30.0,59,0.1694915254237288,0.3389830508474576,0.7627118644067796,0.3728813559322034,0.7966101694915254,0.9322033898305084,0.35734463276836154,0.7482736974262398,0.6396735718769616
FULLMATCH,63,WIN,40.0,59,0.15254237288135594,0.3220338983050847,0.7796610169491526,0.3389830508474576,0.8135593220338984,0.9491525423728814,0.3300376647834275,0.7429378531073448,0.6062068424356559
FULLMATCH,63,WIN,50.0,59,0.1016949152542373,0.288135593220339,0.7627118644067796,0.288135593220339,0.8135593220338984,0.9491525423728814,0.30681104833647205,0.7306967984934089,0.5722300690521029
FULLMATCH,63,WIN,75.0,59,0.1016949152542373,0.1864406779661017,0.8135593220338984,0.23728813559322035,0.864406779661017,0.8983050847457628,0.2600439422473321,0.7041745134965477,0.4992545511613308
FULLMATCH,63,WIN,100.0,59,0.0847457627118644,0.13559322033898305,0.8135593220338984,0.2033898305084746,0.864406779661017,0.864406779661017,0.2261456371625863,0.6828311362209669,0.4424042686754551
FULLMATCH,126,LOSS,0.0,30,0.26666666666666666,0.7333333333333333,0.43333333333333335,0.8333333333333334,0.43333333333333335,0.9,0.4953703703703704,0.475,0.6984953703703705
FULLMATCH,126,LOSS,1.0,30,0.16666666666666666,0.6333333333333333,0.43333333333333335,0.7333333333333333,0.43333333333333335,0.9,0.4907407407407407,0.49753086419753084,0.7050925925925926
FULLMATCH,126,LOSS,2.0,30,0.16666666666666666,0.6666666666666666,0.43333333333333335,0.7333333333333333,0.43333333333333335,0.9333333333333333,0.487037037037037,0.495679012345679,0.7003858024691358
FULLMATCH,126,LOSS,3.0,30,0.16666666666666666,0.6666666666666666,0.43333333333333335,0.7333333333333333,0.43333333333333335,0.9333333333333333,0.48148148148148134,0.4947530864197531,0.6974537037037037
FULLMATCH,126,LOSS,5.0,30,0.16666666666666666,0.6333333333333333,0.4666666666666667,0.7,0.4666666666666667,0.9333333333333333,0.47222222222222227,0.5145061728395062,0.7002314814814815
FULLMATCH,126,LOSS,7.5,30,0.23333333333333334,0.6333333333333333,0.5333333333333333,0.7,0.5333333333333333,0.9333333333333333,0.46049382716049375,0.5222222222222221,0.6980709876543212
FULLMATCH,126,LOSS,10.0,30,0.3,0.6666666666666666,0.6,0.7,0.6,0.9666666666666667,0.4493827160493826,0.5367283950617284,0.6992283950617285
FULLMATCH,126,LOSS,15.0,30,0.3,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.6333333333333333,0.9666666666666667,0.4274691358024692,0.5432098765432098,0.6824074074074074
FULLMATCH,126,LOSS,20.0,30,0.36666666666666664,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.7,0.9333333333333333,0.407716049382716,0.5481481481481482,0.6602237654320987
FULLMATCH,126,LOSS,25.0,30,0.36666666666666664,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.7,0.9333333333333333,0.38302469135802475,0.5746913580246914,0.6506944444444444
FULLMATCH,126,LOSS,30.0,30,0.3,0.5333333333333333,0.7,0.5666666666666667,0.7333333333333333,0.9333333333333333,0.36574074074074076,0.5919753086419753,0.6427469135802469
FULLMATCH,126,LOSS,40.0,30,0.3333333333333333,0.5333333333333333,0.7333333333333333,0.5666666666666667,0.7666666666666667,0.9333333333333333,0.3376543209876544,0.5777777777777778,0.6081790123456792
FULLMATCH,126,LOSS,50.0,30,0.26666666666666666,0.5,0.7,0.5,0.7666666666666667,0.9333333333333333,0.312962962962963,0.5675925925925928,0.5770833333333332
FULLMATCH,126,LOSS,75.0,30,0.23333333333333334,0.4,0.7,0.4666666666666667,0.7666666666666667,0.8666666666666667,0.2617283950617284,0.5404320987654323,0.5031635802469137
FULLMATCH,126,LOSS,100.0,30,0.1,0.23333333333333334,0.7333333333333333,0.3,0.8,0.8666666666666667,0.22067901234567902,0.5191358024691356,0.4423611111111111
FULLMATCH,126,EXCLUDE,0.0,30,0.3333333333333333,0.7,0.5333333333333333,0.8,0.5333333333333333,0.9,0.4953703703703704,0.5699999999999998,0.6984953703703705
FULLMATCH,126,EXCLUDE,1.0,30,0.26666666666666666,0.6333333333333333,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.9,0.4907407407407407,0.5970370370370369,0.7050925925925926
FULLMATCH,126,EXCLUDE,2.0,30,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.9333333333333333,0.487037037037037,0.5948148148148147,0.7003858024691358
FULLMATCH,126,EXCLUDE,3.0,30,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.9333333333333333,0.48148148148148134,0.5937037037037036,0.6974537037037037
FULLMATCH,126,EXCLUDE,5.0,30,0.26666666666666666,0.6333333333333333,0.5666666666666667,0.7,0.5666666666666667,0.9333333333333333,0.47222222222222227,0.6174074074074073,0.7002314814814815
FULLMATCH,126,EXCLUDE,7.5,30,0.3,0.6333333333333333,0.6,0.7,0.6,0.9333333333333333,0.46049382716049375,0.6266666666666666,0.6980709876543212
FULLMATCH,126,EXCLUDE,10.0,30,0.3333333333333333,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9666666666666667,0.4493827160493826,0.6440740740740739,0.6992283950617285
FULLMATCH,126,EXCLUDE,15.0,30,0.36666666666666664,0.6333333333333333,0.7,0.6666666666666666,0.7,0.9666666666666667,0.4274691358024692,0.6518518518518516,0.6824074074074074
FULLMATCH,126,EXCLUDE,20.0,30,0.36666666666666664,0.5666666666666667,0.7333333333333333,0.6,0.7666666666666667,0.9333333333333333,0.407716049382716,0.6577777777777776,0.6602237654320987
FULLMATCH,126,EXCLUDE,25.0,30,0.26666666666666666,0.43333333333333335,0.7666666666666667,0.4666666666666667,0.8,0.9333333333333333,0.38302469135802475,0.6896296296296295,0.6506944444444444
FULLMATCH,126,EXCLUDE,30.0,30,0.2,0.36666666666666664,0.7666666666666667,0.4,0.8,0.9333333333333333,0.36574074074074076,0.7103703703703702,0.6427469135802469
FULLMATCH,126,EXCLUDE,40.0,30,0.23333333333333334,0.43333333333333335,0.7333333333333333,0.4666666666666667,0.7666666666666667,0.9333333333333333,0.3376543209876544,0.6933333333333331,0.6081790123456792
FULLMATCH,126,EXCLUDE,50.0,30,0.23333333333333334,0.43333333333333335,0.7333333333333333,0.43333333333333335,0.8,0.9333333333333333,0.312962962962963,0.6811111111111109,0.5770833333333332
FULLMATCH,126,EXCLUDE,75.0,30,0.1,0.23333333333333334,0.7333333333333333,0.3,0.8,0.8666666666666667,0.2617283950617284,0.6485185185185183,0.5031635802469137
FULLMATCH,126,EXCLUDE,100.0,30,0.06666666666666667,0.2,0.7333333333333333,0.26666666666666666,0.8,0.8666666666666667,0.22067901234567902,0.6229629629629627,0.4423611111111111
FULLMATCH,126,WIN,0.0,30,0.43333333333333335,0.6666666666666666,0.6666666666666666,0.7666666666666667,0.6666666666666666,0.9,0.4953703703703704,0.6416666666666667,0.6984953703703705
FULLMATCH,126,WIN,1.0,30,0.4,0.6333333333333333,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.9,0.4907407407407407,0.6641975308641975,0.7050925925925926
FULLMATCH,126,WIN,2.0,30,0.4,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.9333333333333333,0.487037037037037,0.6623456790123456,0.7003858024691358
FULLMATCH,126,WIN,3.0,30,0.43333333333333335,0.6666666666666666,0.7,0.7333333333333333,0.7,0.9333333333333333,0.48148148148148134,0.6614197530864199,0.6974537037037037
FULLMATCH,126,WIN,5.0,30,0.43333333333333335,0.6333333333333333,0.7333333333333333,0.7,0.7333333333333333,0.9333333333333333,0.47222222222222227,0.6811728395061729,0.7002314814814815
FULLMATCH,126,WIN,7.5,30,0.43333333333333335,0.6,0.7666666666666667,0.6666666666666666,0.7666666666666667,0.9333333333333333,0.46049382716049375,0.6888888888888889,0.6980709876543212
FULLMATCH,126,WIN,10.0,30,0.4,0.6,0.7666666666666667,0.6333333333333333,0.7666666666666667,0.9666666666666667,0.4493827160493826,0.7033950617283952,0.6992283950617285
FULLMATCH,126,WIN,15.0,30,0.4,0.5666666666666667,0.8,0.6,0.8,0.9666666666666667,0.4274691358024692,0.7098765432098765,0.6824074074074074
FULLMATCH,126,WIN,20.0,30,0.3333333333333333,0.5,0.7666666666666667,0.5333333333333333,0.8,0.9333333333333333,0.407716049382716,0.7148148148148149,0.6602237654320987
FULLMATCH,126,WIN,25.0,30,0.2,0.3333333333333333,0.8,0.36666666666666664,0.8333333333333334,0.9333333333333333,0.38302469135802475,0.741358024691358,0.6506944444444444
FULLMATCH,126,WIN,30.0,30,0.16666666666666666,0.3333333333333333,0.7666666666666667,0.36666666666666664,0.8,0.9333333333333333,0.36574074074074076,0.758641975308642,0.6427469135802469
FULLMATCH,126,WIN,40.0,30,0.1,0.26666666666666666,0.7666666666666667,0.3,0.8,0.9333333333333333,0.3376543209876544,0.7444444444444444,0.6081790123456792
FULLMATCH,126,WIN,50.0,30,0.1,0.3,0.7333333333333333,0.3,0.8,0.9333333333333333,0.312962962962963,0.7342592592592592,0.5770833333333332
FULLMATCH,126,WIN,75.0,30,0.13333333333333333,0.2,0.8,0.26666666666666666,0.8666666666666667,0.8666666666666667,0.2617283950617284,0.7070987654320985,0.5031635802469137
FULLMATCH,126,WIN,100.0,30,0.13333333333333333,0.16666666666666666,0.8333333333333334,0.23333333333333334,0.9,0.8666666666666667,0.22067901234567902,0.6858024691358026,0.4423611111111111
WINMATCH,21,LOSS,0.0,176,0.06818181818181818,0.8295454545454546,0.06818181818181818,1.0,0.06818181818181818,0.8295454545454546,0.46564604377104374,0.2569444444444444,0.5982546822390572
WINMATCH,21,LOSS,1.0,176,0.06818181818181818,0.8352272727272727,0.06818181818181818,1.0,0.06818181818181818,0.8352272727272727,0.4604377104377104,0.2552083333333333,0.59386179503367
WINMATCH,21,LOSS,2.0,176,0.0625,0.8409090909090909,0.0625,1.0,0.0625,0.8409090909090909,0.45528198653198654,0.25326178451178455,0.58939656986532
WINMATCH,21,LOSS,3.0,176,0.06818181818181818,0.8352272727272727,0.06818181818181818,1.0,0.06818181818181818,0.8352272727272727,0.4505471380471381,0.25131523569023567,0.5852798821548821
WINMATCH,21,LOSS,5.0,176,0.07386363636363637,0.8352272727272727,0.07386363636363637,1.0,0.07386363636363637,0.8352272727272727,0.44076178451178455,0.2464225589225589,0.577684396043771
