panel,book,cost,stop,arm,fires,fires_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,dCAGR,dSharpe,dMaxDD,gross,turn_yr,lever_pp,d_crash_ann,d_trend_ann,y2020,y2022,fail4a,fail4b,paid_pp,cheap
u56,v1,10,0.10,always,53,3.008785762559135,0.062119666039542,0.6456162698263356,-0.13430797979695241,0.6369221161899234,0.6562991988802264,0.5490431686713966,0.7184942322285264,0.07324209142161031,-0.13430797979695264,-0.24108687989301547,-0.018564131900582148,0.39699817478558996,0.7473417070726573,23.89813010714958,0.4697741620315583,-0.6954704744484983,-0.1388163718441132,-0.5282350182006068,-0.6065348711617791,H1|H2,H1|H2|OOS|CAGR,0.6072745297210025,False
u56,v1,10,0.10,spy200,27,1.5327776526244652,0.06331675744946175,0.6545041405869336,-0.13430797979695275,0.6375326660901275,0.6725609761994386,0.5497241916550042,0.7331708641132262,0.07538701744196197,-0.13430797979695241,-0.12137773890104064,-0.0096762611399841,0.39699817478555666,0.7484500940653169,23.700770835356018,0.4697741620315977,-0.6954704744484983,0.001995645937319796,-0.7425202475117798,-0.6065348711617791,H1|H2,H1|H2|OOS|CAGR,0.30573878322388837,True
u56,v1,10,0.10,breadth20,23,1.3056994818652852,0.06342865837902534,0.6553166434414468,-0.13786210296709622,0.6447105800452425,0.6679494120134645,0.5575485405443351,0.7288243421917396,0.07492869482461528,-0.13786210296709578,-0.11018764594468156,-0.008863758285470924,0.041585857771209156,0.7486450580469568,23.68450501895662,0.4697771378803328,-0.6215637450281575,-1.484079019371793e-18,-1.1846944833445283,-0.6065348711617791,H2,H1|H2|OOS|CAGR,2.649642254607214,False
u56,v1,25,0.10,always,53,3.008785762559135,0.0247120527783089,0.29147064388325,-0.154239855379242,0.2786903887475603,0.3039147675667951,0.19879276961748482,0.36060143477169915,0.03322607802478994,-0.15423985537924267,-0.28061202707518884,-0.025455294785750093,0.20594822522954637,0.7473417070726573,23.89813010714958,0.15374070624980193,-0.8115784923125582,-0.17151319927809655,-0.6414121688291585,-0.717398587059781,H1|H2|DD,H1|H2|OOS|CAGR,1.3625367577818333,False
u56,v1,25,0.10,spy200,27,1.5327776526244652,0.026168342745091167,0.3046021851213397,-0.15408763983903573,0.28036370001683825,0.3269782538252209,0.20064674942378166,0.38169522377933046,0.035753548848155736,-0.146686001350533,-0.13498303039696236,-0.01232375354766041,0.22116977925017434,0.7484500940653169,23.700770835356018,0.15376681526233893,-0.8115784923125582,0.00498911484329949,-0.7618501549676804,-0.717398587059781,H1|H2|DD,H1|H2|OOS|CAGR,0.6103140802264736,False
u56,v1,25,0.10,breadth20,23,1.3056994818652852,0.02630161531087949,0.3057999689538896,-0.15408763983903562,0.28809752651160886,0.3225937728071087,0.2090745461694782,0.37757086034463716,0.03531209573124805,-0.14689234799308615,-0.12165577381813009,-0.011125969715110484,0.22116977925018544,0.7486450580469568,23.68450501895662,0.1537668152623312,-0.7088044625469668,-5.936316077487172e-18,-1.1886141423984364,-0.717398587059781,H1|H2|DD,H1|H2|OOS|CAGR,0.5500560439612053,False
u56,top20,10,0.10,always,857,48.651498085154316,0.11453532571421499,1.043691673150628,-0.14968593172580613,1.0472043870040888,1.0443381608566638,0.9445765246580852,1.1200653215894327,0.1289178715794237,-0.14968593172580646,-1.2062032609305717,-0.048444232280695054,3.3397555252975164,0.7033755878650059,12.048007751883274,0.7361480156879943,-0.800922666054413,-1.2097067733882754,-0.7381065975781587,0.4761044294753547,DD,,0.36116513672752115,True
u56,top20,10,0.10,spy200,328,18.62041000225276,0.1208560386915396,1.0716179597090494,-0.16417002152855098,1.073522936132593,1.0745473359099578,0.9751590120978919,1.1457531338889595,0.13606322467211407,-0.1641700215285511,-0.5741319631981101,-0.020517945722273723,1.8913465450230316,0.7119355842334397,10.403734366435764,0.7407250371214541,-1.7437753669686418,-0.2974960265491703,-1.5676780360508902,-1.0279596909331556,DD,,0.3035572538035956,True
u56,top20,10,0.10,breadth20,228,12.943455733273261,0.11985290621677236,1.0604516441800997,-0.15938078882773354,1.0579181072266695,1.0667539521416336,0.9590995451151346,1.1384587360325331,0.13513104970683987,-0.15938078882773343,-0.6744452106748344,-0.03168426125122337,2.370269815104775,0.7136285177698554,10.159236920926494,0.7392065313507666,-2.3727052517247205,-0.2709820834267229,-0.9154706878727215,-0.25197042304619943,DD,,0.28454364409354016,True
u56,top20,10,0.15,always,294,16.69024555079973,0.1207622200878189,1.0712105981941902,-0.16241037832836525,1.0899708998431217,1.0591119506238809,0.9936544530315126,1.131295226965923,0.13385516053578805,-0.16241037832836525,-0.5835138235701809,-0.02092530723713293,2.067310865041605,0.7124431713552994,10.259167243443406,0.7401665275227356,-0.7615901117646772,-0.5100156121878352,-1.259913066598628,-0.4819603545326956,DD,,0.28225741635544377,True
