panel,gross,freq,bps,names,CAGR,MaxDD,turn_yr,mean_gross,FULL,H1,H2,IS,OOS
u56,0.5,W,10.0,56,0.08812441173885799,-0.1545548520317358,0.5764036829397554,0.5003175369437202,1.1233165754887684,1.1883807702385605,1.0719571509894894,1.1081258209408928,1.1358723197232372
u56,0.5,W,25.0,56,0.08718401708063661,-0.1547371619334078,0.5764036829397554,0.5003175369437202,1.1121690008228693,1.1770764819441026,1.0608873509082664,1.0969655069462934,1.1247252967843937
u56,0.5,M,10.0,56,0.08806371696961857,-0.15212417451885007,0.2814298954039167,0.5018445009227752,1.133920232473714,1.185169640838418,1.093419549233794,1.1046361971721563,1.1573317328028827
u56,0.5,M,25.0,56,0.0876047642887876,-0.15215934783055818,0.2814298954039167,0.5018445009227752,1.1284645470802053,1.1796598796778082,1.0879870691187377,1.0992130021424316,1.1518478818718216
u56,0.75,W,10.0,56,0.132695611497607,-0.22525890947548477,0.828443130785896,0.7502297496579479,1.1240348445494415,1.1901343237555249,1.0719568324911295,1.1099711173381261,1.1357457661990908
u56,0.75,W,25.0,56,0.13128889455610704,-0.2254761817775679,0.828443130785896,0.7502297496579479,1.1133658809928635,1.1793263208835163,1.0613518094908136,1.0993254577204428,1.125049412500613
u56,0.75,M,10.0,56,0.13286143373434944,-0.2227698877014943,0.4055215317978619,0.7513396549152913,1.1339940391184753,1.1889933057541309,1.090705173428649,1.108792292806237,1.1542484968884863
u56,0.75,M,25.0,56,0.13217313855836044,-0.22281189055109263,0.4055215317978619,0.7513396549152913,1.1287700406882402,1.18369486804133,1.085521740183752,1.1035876551036348,1.1490060899954286
u56,1.0,W,10.0,56,0.17741216273196692,-0.29179000341006245,1.0909252568518153,1.0,1.1244751918745803,1.1916506331295815,1.0716667450067952,1.1115796444325916,1.1353160287711217
u56,1.0,W,25.0,56,0.1754869015162397,-0.29203022284389046,1.0909252568518153,1.0,1.1139507286066106,1.180998325221859,1.0611964654722894,1.1011006992368468,1.124746719733084
u56,1.0,M,10.0,56,0.1780488705498937,-0.29001386967888065,0.5363304810900117,1.0,1.1337901934066135,1.192570992590949,1.0877722029188008,1.112733165173786,1.1508791216098773
u56,1.0,M,25.0,56,0.17710256789913315,-0.29005913236344105,0.5363304810900117,1.0,1.128627387532584,1.1873214045669926,1.0826590632980873,1.1075845167687635,1.145701260814725
broad136,0.5,W,10.0,136,0.09402878987717611,-0.17483787554564623,0.6051489882916963,0.5003056462744245,1.1215619496412734,1.228872184413695,1.0250910923755148,1.1434054510095633,1.1034476037363115
broad136,0.5,W,25.0,136,0.09303606550933385,-0.17501735345594593,0.6051489882916963,0.5003056462744245,1.110595054996036,1.21820176083917,1.013827484284579,1.1329252101427547,1.0920829453901493
broad136,0.5,M,10.0,136,0.09294406539140931,-0.17087982666779655,0.29587120864468147,0.5019681441420717,1.1221863584910547,1.220177312870774,1.0322824231125387,1.133336622819377,1.1126998678080782
broad136,0.5,M,25.0,136,0.09245933322994282,-0.17091642115593575,0.29587120864468147,0.5019681441420717,1.1167976556027968,1.2149288768579694,1.0267568905780116,1.1282177620929925,1.1070878181575756
broad136,0.75,W,10.0,136,0.14157411947237497,-0.2537106610635024,0.8657057588560485,0.7502196524570406,1.1219549467170127,1.2311809584625346,1.0240240275629426,1.145853501085796,1.1022031339130582
broad136,0.75,W,25.0,136,0.1400924235152614,-0.2539134786931566,0.8657057588560485,0.7502196524570406,1.111511168713029,1.2210337678029723,1.0132839604042894,1.1359109440642106,1.0913501695849346
broad136,0.75,M,10.0,136,0.1403118949199531,-0.24997108761675702,0.42443246347568403,0.751428002534905,1.1223215296797846,1.2242984600783364,1.0295928583140241,1.1378972590708736,1.1092258920060423
broad136,0.75,M,25.0,136,0.1395866097092111,-0.250013161769996,0.42443246347568403,0.751428002534905,1.1171895467729789,1.2192867462881571,1.024342535079205,1.133019080335441,1.1038851374068703
broad136,1.0,W,10.0,136,0.18923588424462245,-0.327214784143414,1.1385640217325947,1.0,1.12201871066808,1.2332369225764621,1.0226050579153692,1.1480524682716666,1.100579361004539
broad136,1.0,W,25.0,136,0.1872059454120174,-0.3274419487429574,1.1385640217325947,1.0,1.1117313488231204,1.2232355775998685,1.0120310835197788,1.1382615688686237,1.0898873739634305
broad136,1.0,M,10.0,136,0.1881435093051551,-0.3250597810106297,0.5582754811016835,1.0,1.122044041476199,1.2280913006948575,1.026582337115144,1.1421705387584062,1.1053168262930422
broad136,1.0,M,25.0,136,0.1871497380897924,-0.325104939364796,0.5582754811016835,1.0,1.11700581895464,1.2231537973515,1.0214432001244762,1.1373691625285962,1.100085045673399
small439,0.5,W,10.0,439,0.06994207130721097,-0.2521441364247132,1.1851082469559608,0.5001582679699295,0.6790598275986033,0.7969956676819628,0.6154181993905303,0.7735883197438016,0.6380414257814953
small439,0.5,W,25.0,439,0.06804149073755816,-0.25421295572440705,1.1851082469559608,0.5001582679699295,0.6625946381447361,0.7788396566202054,0.5996624512331518,0.7565999957104534,0.6216885663162921
small439,0.5,M,10.0,439,0.06693602567193913,-0.2363882248926633,0.6016177380760018,0.5008923216597126,0.6624547612602079,0.7763110763282024,0.5992491238730145,0.7437661149653088,0.6269942883096565
small439,0.5,M,25.0,439,0.06597361044123629,-0.23745547946634304,0.6016177380760018,0.5008923216597126,0.653958713056373,0.766977389624902,0.5911106537653547,0.7351316847849242,0.6184892047573495
small439,0.75,W,10.0,439,0.10181777831745098,-0.361663735820842,1.740900347722501,0.7501008892339183,0.6781352696586783,0.7970199840580423,0.6139801956312069,0.7737298887497329,0.6366624355474835
small439,0.75,W,25.0,439,0.09894356898141066,-0.3642600785827511,1.740900347722501,0.7501008892339183,0.6620350100338489,0.7792038123461951,0.5986138224529465,0.7571055453583595,0.6206770724346841
small439,0.75,M,10.0,439,0.09756071669611144,-0.3476061094999652,0.8862315721152745,0.750561485290705,0.6606192319497557,0.7766615946286014,0.5963665514200113,0.7449694246548508,0.6238458517363084
small439,0.75,M,25.0,439,0.09610255335535411,-0.34894802777904643,0.8862315721152745,0.750561485290705,0.6523244992842052,0.7674959471556279,0.5884529656415438,0.7365092427345327,0.615555749126941
small439,1.0,W,10.0,439,0.13122175544841386,-0.46032779538269775,2.316451270281132,1.0,0.6770308933152684,0.7968992103547003,0.6123984905213492,0.7737304115156104,0.6351153641844326
small439,1.0,W,25.0,439,0.12729623896455555,-0.463258121562795,2.316451270281132,1.0,0.6609914379556712,0.7791297936548532,0.5971001988578823,0.7571639780362476,0.6191913543087516
small439,1.0,M,10.0,439,0.12596736622106164,-0.4529519682382065,1.1793458872489524,1.0,0.6585817939866547,0.7769840599330309,0.5934932232342749,0.7462033116962986,0.6205397357484593
small439,1.0,M,25.0,439,0.12397687293801885,-0.4544524726517133,1.1793458872489524,1.0,0.650365941124135,0.767872286279393,0.5856694681742725,0.7378002355526023,0.6123370656000956
