arm,panel,cost_bps,c,tol,name,CAGR,Sharpe,MaxDD,H1,H2,CAGR_H1,CAGR_H2,MaxDD_H1,MaxDD_H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,turn_yr
REFERENCE,U56,10.0,,,SPY,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15457292550855706,0.14821136985130767,-0.22062001264433273,-0.33717256724185296,0.9570474592489958,0.14821136985130767,0.8263998129294376,-0.33717256724185296,False,False,
REFERENCE,U56,10.0,,,RULES v2 (live),0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.08309293535955065,0.08929352427851023,-0.07887196637752447,-0.12054941914043837,1.227649981048117,0.08929352427851023,1.1806425080695122,-0.12054941914043837,False,False,1.7735559161867938
REFERENCE,U56,10.0,,,RULES v1,0.06354589291260848,0.6552748928075371,-0.13827791043318094,0.6499237971709989,0.6636051862189187,0.058009654662764865,0.06911110058992742,-0.1310365840808828,-0.13827791043318094,,,,,False,False,
LAZY-ALL,U56,10.0,0.02,0.0,LAZY-ALL c=0.02 tol=0.0,0.08470860730709018,1.1936321069961249,-0.1185854937343378,1.205182224903458,1.186302806702033,0.08082711436624357,0.0886040395609402,-0.07565346104882631,-0.11858549373433802,1.205182224903458,0.0886040395609402,1.186302806702033,-0.11858549373433802,False,False,2.1515905360755974
LAZY-ALL,U56,10.0,0.02,0.02,LAZY-ALL c=0.02 tol=0.02,0.0851569119061133,1.1994554847282541,-0.11868850593635671,1.2120627123557242,1.1912063835340412,0.08131562864762643,0.08901184100183923,-0.0757893491657552,-0.11868850593635649,1.2120627123557242,0.08901184100183923,1.1912063835340412,-0.11868850593635649,False,False,2.0768864240659797
LAZY-ALL,U56,10.0,0.02,0.04,LAZY-ALL c=0.02 tol=0.04,0.08621063018559827,1.2104631922970088,-0.1197147559989451,1.2030763943484661,1.2200189065184066,0.08102740999450653,0.09141870244917238,-0.07610370722436355,-0.11971475599894532,1.2030763943484661,0.09141870244917238,1.2200189065184066,-0.11971475599894532,False,False,1.9074053377102076
LAZY-ALL,U56,10.0,0.02,0.06,LAZY-ALL c=0.02 tol=0.06,0.08520722893492749,1.1954089307235598,-0.1197147559989451,1.191573469510668,1.2019334530361863,0.08017146157794008,0.0902664730766436,-0.07930715066655114,-0.11971475599894499,1.191573469510668,0.0902664730766436,1.2019334530361863,-0.11971475599894499,False,False,1.7599617313809686
LAZY-ALL,U56,10.0,0.02,0.08,LAZY-ALL c=0.02 tol=0.08,0.08676955424188426,1.2143317014912678,-0.11971475599894521,1.2167192152106638,1.2154301460489643,0.08200806265911487,0.09155199927488744,-0.07744300708108298,-0.11971475599894499,1.2167192152106638,0.09155199927488744,1.2154301460489643,-0.11971475599894499,False,False,1.5828630777332644
LAZY-ALL,U56,10.0,0.02,0.1,LAZY-ALL c=0.02 tol=0.1,0.08514881759398274,1.1848457614146624,-0.1165040688024146,1.1813238969710154,1.1911357378508205,0.08008004652124745,0.09024137620012396,-0.07990492459625897,-0.11650406880241426,1.1813238969710154,0.09024137620012396,1.1911357378508205,-0.11650406880241426,False,False,1.4285894746924537
LAZY-ALL,U56,10.0,0.02,0.15,LAZY-ALL c=0.02 tol=0.15,0.0865790736824037,1.1922924431780149,-0.11166618294350539,1.185875461469745,1.2017831707742113,0.08074761749483939,0.09244199501568451,-0.10025222710085357,-0.11166618294350561,1.185875461469745,0.09244199501568451,1.2017831707742113,-0.11166618294350561,False,False,1.1250590620585679
LAZY-ALL,U56,10.0,0.02,0.2,LAZY-ALL c=0.02 tol=0.2,0.08448103504368287,1.1561051140052196,-0.10932069596582294,1.1938988152076397,1.1266699405402631,0.08183086025029929,0.0871377020039048,-0.08269750722952762,-0.10932069596582272,1.1938988152076397,0.0871377020039048,1.1266699405402631,-0.10932069596582272,False,False,0.9580291811729574
LAZY-ALL,U56,10.0,0.02,0.3,LAZY-ALL c=0.02 tol=0.3,0.08802007038046678,1.1813117901639316,-0.12593882053582361,1.3151887339533452,1.0947440377808055,0.08525578001136269,0.09079140176366685,-0.06925725179008635,-0.12593882053582384,1.3151887339533452,0.09079140176366685,1.0947440377808055,-0.12593882053582384,False,False,0.6603004217670196
LAZY-ALL,U56,10.0,0.02,0.4,LAZY-ALL c=0.02 tol=0.4,0.08433385412509953,1.1267604258401895,-0.13963197272739536,1.161260063926603,1.1205975186971966,0.07388998437671512,0.09487929332371414,-0.09239762720643863,-0.13963197272739503,1.161260063926603,0.09487929332371414,1.1205975186971966,-0.13963197272739503,False,False,0.5122007278043209
LAZY-ALL,U56,10.0,0.03,0.0,LAZY-ALL c=0.03 tol=0.0,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.08309293535955065,0.08929352427851023,-0.07887196637752447,-0.12054941914043837,1.227649981048117,0.08929352427851023,1.1806425080695122,-0.12054941914043837,False,False,1.7735559161867938
LAZY-ALL,U56,10.0,0.03,0.02,LAZY-ALL c=0.03 tol=0.02,0.08633909011689123,1.202271790966369,-0.12065623745268284,1.2304050086688156,1.1805129440412963,0.08333906135572411,0.08934742668573326,-0.07973564768475616,-0.12065623745268306,1.2304050086688156,0.08934742668573326,1.1805129440412963,-0.12065623745268306,False,False,1.6802085148336794
LAZY-ALL,U56,10.0,0.03,0.04,LAZY-ALL c=0.03 tol=0.04,0.08611123978965218,1.1949361318347616,-0.12307225615064421,1.2259864111365582,1.1705248963599848,0.08335938630814677,0.08887008328544077,-0.07850204246185422,-0.12307225615064465,1.2259864111365582,0.08887008328544077,1.1705248963599848,-0.12307225615064465,False,False,1.533608489050098
LAZY-ALL,U56,10.0,0.03,0.06,LAZY-ALL c=0.03 tol=0.06,0.08647211035639235,1.2005624451552437,-0.12307225615064443,1.230261416608304,1.1775732487395463,0.08349358338108681,0.08945882531091542,-0.08041737944768501,-0.1230722561506441,1.230261416608304,0.08945882531091542,1.1775732487395463,-0.1230722561506441,False,False,1.3993555504628248
LAZY-ALL,U56,10.0,0.03,0.08,LAZY-ALL c=0.03 tol=0.08,0.087103411730038,1.2002899948468044,-0.12382701873916413,1.189852564123013,1.2132537152486589,0.08104458297130446,0.09319619783568056,-0.08463977576451209,-0.12382701873916346,1.189852564123013,0.09319619783568056,1.2132537152486589,-0.12382701873916346,False,False,1.2993719836454205
LAZY-ALL,U56,10.0,0.03,0.1,LAZY-ALL c=0.03 tol=0.1,0.08514098583840646,1.1723753201359803,-0.1278977091430894,1.190323116296106,1.1602582428074635,0.08113450738823147,0.0891623115341944,-0.08589571020271825,-0.12789770914308918,1.190323116296106,0.0891623115341944,1.1602582428074635,-0.12789770914308918,False,False,1.2229633293436593
LAZY-ALL,U56,10.0,0.03,0.15,LAZY-ALL c=0.03 tol=0.15,0.08413672129849892,1.1537028810678787,-0.12845909664165578,1.1933450796821496,1.123215489236521,0.0813711486630102,0.08690936679885164,-0.0991875485557181,-0.12845909664165622,1.1933450796821496,0.08690936679885164,1.123215489236521,-0.12845909664165622,False,False,1.0233431956192316
