panel,claim_class,listing_stat,n_rungs,list_pick,list_pick_is_anchor,S_LIST,S_WF,S_ANCH,CAGR_LIST,CAGR_WF,CAGR_ANCH,DD_LIST,DD_WF,DD_ANCH,GAP_curve,GAP_pooled,GAP_se,GAP_t,WF_vs_ANCH_pooled,WF_vs_ANCH_se,WF_vs_ANCH_t,n_moves,move_rate,share_anchor_picks,SPY_S
U56,K_N,S_SHARPE,9,N12/H126/g0.75/W,False,1.245437403861519,1.0204173328366668,1.2115645715804908,0.18909928489405292,0.14203839042658206,0.16476840913601332,-0.20169231264867604,-0.19273573088775586,-0.19127561830465056,0.22502007102485222,0.17646184500607845,0.05921404994662704,2.9800671490150306,-0.12558112881516784,0.07798854663243579,-1.6102509180872218,6,0.46153846153846156,0.0,0.9180297163891651
U56,K_N,S_CAGR,9,N5/H126/g0.75/W,False,1.0469766638297517,0.9492168488629308,1.2115645715804908,0.18979586645021196,0.1657013101532312,0.16476840913601332,-0.258535970580156,-0.2585359705801562,-0.19127561830465056,0.09775981496682096,0.1493907691404059,0.11916904210996702,1.2536038428717988,-0.28980960826520347,0.16239934081119584,-1.7845491663795223,3,0.23076923076923078,0.0,0.9180297163891651
U56,K_N,S_MAR,9,N12/H126/g0.75/W,False,1.245437403861519,1.0847170046358625,1.2115645715804908,0.18909928489405292,0.15627271022696654,0.16476840913601332,-0.20169231264867604,-0.20974143218869645,-0.19127561830465056,0.1607203992256565,0.14661546548873655,0.05918739933079541,2.477139849806714,-0.09573474929782595,0.07410499501739813,-1.2918798425848306,8,0.6153846153846154,0.0,0.9180297163891651
U56,K_N,S_4BMARGIN,9,N20/H126/g0.75/W,True,1.2115645715804908,1.092311306833678,1.2115645715804908,0.16476840913601332,0.15012285237543943,0.16476840913601332,-0.19127561830465056,-0.22984197733835132,-0.19127561830465056,0.11925326474681275,0.0732486992265901,0.07087785003711074,1.0334497898601327,-0.0732486992265901,0.07087785003711074,-1.0334497898601327,2,0.15384615384615385,0.07142857142857142,0.9180297163891651
U56,K_H,S_SHARPE,7,N20/H252/g0.75/W,False,1.2320598217463044,1.1651548475160212,1.2115645715804908,0.1647347095453835,0.16178810267226051,0.16476840913601332,-0.21843530966689806,-0.22213520845091705,-0.19127561830465056,0.06690497423028319,0.052792334596411854,0.05333887231820092,0.9897534818784954,-0.015309620119377162,0.07655249328088995,-0.1999885237336738,2,0.15384615384615385,0.0,0.9180297163891651
U56,K_H,S_CAGR,7,N20/H126/g0.75/W,True,1.2115645715804908,1.1558206904297321,1.2115645715804908,0.16476840913601332,0.1603408516846614,0.16476840913601332,-0.19127561830465056,-0.22213520845091705,-0.19127561830465056,0.05574388115075868,0.025269960053300847,0.08120707460026881,0.3111792929087634,-0.025269960053300847,0.08120707460026881,-0.3111792929087634,1,0.07692307692307693,0.0,0.9180297163891651
U56,K_H,S_MAR,7,N20/H126/g0.75/W,True,1.2115645715804908,1.1958685387389614,1.2115645715804908,0.16476840913601332,0.16118824985430136,0.16476840913601332,-0.19127561830465056,-0.20241631642427493,-0.19127561830465056,0.015696032841529428,0.022202741334049283,0.047840395828694544,0.46410028490466915,-0.022202741334049283,0.047840395828694544,-0.46410028490466915,3,0.23076923076923078,0.42857142857142855,0.9180297163891651
U56,K_H,S_4BMARGIN,7,N20/H126/g0.75/W,True,1.2115645715804908,1.205182522188027,1.2115645715804908,0.16476840913601332,0.1602863816106359,0.16476840913601332,-0.19127561830465056,-0.20241631642427504,-0.19127561830465056,0.0063820493924637844,0.024919511163484707,0.050556576978579494,0.49290344902193334,-0.024919511163484707,0.050556576978579494,-0.49290344902193334,1,0.07692307692307693,0.42857142857142855,0.9180297163891651
U56,K_GROSS,S_SHARPE,7,N20/H126/g1.0/W,False,1.2124310533257447,1.1086330407720557,1.2115645715804908,0.2210685689684031,0.18894001708422636,0.16476840913601332,-0.24927640903130777,-0.24927640903130777,-0.19127561830465056,0.10379801255368903,0.0009674081251981643,0.000739714429964961,1.307812969450912,0.0007243365731728445,0.000723717797697735,1.0008549955204609,2,0.15384615384615385,0.07142857142857142,0.9180297163891651
U56,K_GROSS,S_CAGR,7,N20/H126/g1.0/W,False,1.2124310533257447,1.2124310533257447,1.2115645715804908,0.2210685689684031,0.2210685689684031,0.16476840913601332,-0.24927640903130777,-0.24927640903130777,-0.19127561830465056,0.0,0.0,0.0,,0.0016917446983710088,0.0005460052839761812,3.0984035283526836,0,0.0,0.0,0.9180297163891651
