panel,gate,con,gross,cad,hnd,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,fail4b,keep4b
U56,BAND3,DEGROSS,0.5,D,DRIFT,0.05566476112111052,1.1935794134795492,-0.07561708317673366,1.2055342698431764,1.1850018495849313,0.061691331343952216,1.2913311019498463,-0.07561708317673366,False,CAGR,False
U56,BAND3,DEGROSS,0.5,D,RTT,0.05566476112111052,1.1935794134795492,-0.07561708317673366,1.2055342698431764,1.1850018495849313,0.061691331343952216,1.2913311019498463,-0.07561708317673366,False,CAGR,False
U56,BAND3,DEGROSS,0.5,W,DRIFT,0.0573406740158624,1.2070619270778755,-0.08009405329976294,1.2395774978093657,1.1812076685592574,0.06284216286869282,1.2840012516468897,-0.08009405329976282,False,CAGR,False
U56,BAND3,DEGROSS,0.5,W,RTT,0.05732285321584585,1.203497397320818,-0.08164853032744712,1.2337479917789747,1.1798775270266761,0.06295525375745803,1.2818641875963452,-0.08164853032744723,False,CAGR,False
U56,BAND3,DEGROSS,0.5,M,DRIFT,0.058955753087725826,1.176940551961942,-0.09646215263984104,1.2240027589538949,1.1386154533568302,0.06344148717615328,1.2295939716805036,-0.09646215263984104,False,CAGR,False
U56,BAND3,DEGROSS,0.5,M,RTT,0.0591606489661638,1.1682781541487528,-0.0937421116431143,1.2159493788872138,1.129693087703183,0.06366686331293847,1.2200426219073925,-0.09374211164311419,False,CAGR,False
U56,BAND3,DEGROSS,0.5,Q,DRIFT,0.05367693861956124,1.004310328500592,-0.13437529857828212,1.1542296157136485,0.8977445481540685,0.05669520356607616,0.9879200738339504,-0.134375298578282,False,CAGR,False
U56,BAND3,DEGROSS,0.5,Q,RTT,0.05211892299802723,0.960418922551628,-0.13679747946669418,1.1295490892136213,0.8426056882661088,0.05470348304336592,0.9341927088217659,-0.1367974794666934,False,CAGR,False
U56,BAND3,DEGROSS,0.75,D,DRIFT,0.08381535497394332,1.194175118193209,-0.11178606552968673,1.2062041674421782,1.1855311811846105,0.09306728034956224,1.2918541620845991,-0.11178606552968662,False,CAGR,False
U56,BAND3,DEGROSS,0.75,D,RTT,0.08381535497394332,1.194175118193209,-0.11178606552968673,1.2062041674421782,1.1855311811846105,0.09306728034956224,1.2918541620845991,-0.11178606552968662,False,CAGR,False
