panel,stat,cadence_y,date,N,H,objective
U56,CAGR,1,2018-01-08,5,63,0.16328858696905102
U56,CAGR,1,2019-01-07,5,126,0.1512778977851157
U56,CAGR,1,2020-01-06,5,126,0.14452484706204327
U56,CAGR,1,2021-01-04,5,63,0.13978328240932747
U56,CAGR,1,2022-01-10,5,63,0.13720695837431673
U56,CAGR,1,2023-01-09,5,63,0.13011434825751955
U56,CAGR,1,2024-01-08,5,63,0.14035967760256218
U56,CAGR,1,2025-01-06,5,126,0.15562275747551158
U56,CAGR,1,2026-01-05,10,63,0.15381121816476795
U56,CAGR,2,2013-01-07,5,21,0.14559163832388178
U56,CAGR,2,2015-01-05,5,126,0.1709855799156179
U56,CAGR,2,2017-01-03,5,63,0.16172114614836852
U56,CAGR,2,2019-01-07,5,126,0.1512778977851157
U56,CAGR,2,2021-01-04,5,63,0.13978328240932747
U56,CAGR,2,2023-01-09,5,63,0.13011434825751955
U56,CAGR,2,2025-01-06,5,126,0.15562275747551158
U56,CAGR,3,2013-01-07,5,21,0.14559163832388178
U56,CAGR,3,2016-01-04,5,126,0.16072938656247682
U56,CAGR,3,2019-01-07,5,126,0.1512778977851157
U56,CAGR,3,2022-01-03,5,63,0.14113747686171396
U56,CAGR,3,2025-01-06,5,126,0.15562275747551158
U56,CAGR,5,2013-01-07,5,21,0.14559163832388178
U56,CAGR,5,2018-01-02,5,63,0.15948464125403405
U56,CAGR,5,2023-01-03,5,63,0.13068654939582536
U56,CAGR,0,2013-01-07,5,21,0.14559163832388178
U56,MAXDD,1,2013-01-07,40,21,-0.08444700045947184
U56,MAXDD,1,2014-01-06,40,21,-0.08444700045947184
U56,MAXDD,1,2015-01-05,40,21,-0.08444700045947184
U56,MAXDD,1,2016-01-04,40,21,-0.08444700045947184
U56,MAXDD,1,2017-01-03,40,21,-0.08444700045947184
U56,MAXDD,1,2018-01-08,40,21,-0.08444700045947184
U56,MAXDD,1,2019-01-07,40,21,-0.10522420005538713
U56,MAXDD,1,2020-01-06,40,21,-0.10522420005538713
U56,MAXDD,1,2021-01-04,10,126,-0.15082731798041338
U56,MAXDD,1,2022-01-10,10,126,-0.15082731798041338
U56,MAXDD,1,2023-01-09,10,126,-0.15082731798041338
U56,MAXDD,1,2024-01-08,10,126,-0.15082731798041338
U56,MAXDD,1,2025-01-06,10,126,-0.15082731798041338
U56,MAXDD,1,2026-01-05,40,21,-0.15407456039305434
U56,MAXDD,2,2013-01-07,40,21,-0.08444700045947184
U56,MAXDD,2,2015-01-05,40,21,-0.08444700045947184
U56,MAXDD,2,2017-01-03,40,21,-0.08444700045947184
U56,MAXDD,2,2019-01-07,40,21,-0.10522420005538713
U56,MAXDD,2,2021-01-04,10,126,-0.15082731798041338
U56,MAXDD,2,2023-01-09,10,126,-0.15082731798041338
U56,MAXDD,2,2025-01-06,10,126,-0.15082731798041338
U56,MAXDD,3,2013-01-07,40,21,-0.08444700045947184
U56,MAXDD,3,2016-01-04,40,21,-0.08444700045947184
U56,MAXDD,3,2019-01-07,40,21,-0.10522420005538713
U56,MAXDD,3,2022-01-03,10,126,-0.15082731798041338
U56,MAXDD,3,2025-01-06,10,126,-0.15082731798041338
U56,MAXDD,5,2013-01-07,40,21,-0.08444700045947184
U56,MAXDD,5,2018-01-02,40,21,-0.08444700045947184
U56,MAXDD,5,2023-01-03,10,126,-0.15082731798041338
U56,MAXDD,0,2013-01-07,40,21,-0.08444700045947184
U56,MARGIN4B,1,2013-01-07,10,63,0.000658195835988834
U56,MARGIN4B,1,2014-01-06,10,63,0.002534908198897262
U56,MARGIN4B,1,2015-01-05,10,63,0.002534908198897262
U56,MARGIN4B,1,2016-01-04,10,21,0.020233985035066
U56,MARGIN4B,1,2017-01-03,10,21,0.01934410085352914
U56,MARGIN4B,1,2018-01-08,10,21,0.01934410085352914
U56,MARGIN4B,1,2019-01-07,15,21,0.01454840990188469
U56,MARGIN4B,1,2020-01-06,10,21,0.010636144701031275
U56,MARGIN4B,1,2021-01-04,10,21,0.029277898864322804
U56,MARGIN4B,1,2022-01-10,10,21,0.01990537301891307
U56,MARGIN4B,1,2023-01-09,10,21,0.028677687651648714
U56,MARGIN4B,1,2024-01-08,15,126,0.024055935202311446
U56,MARGIN4B,1,2025-01-06,10,126,0.033532034087730755
U56,MARGIN4B,1,2026-01-05,10,126,0.030239992432422952
U56,MARGIN4B,2,2013-01-07,10,63,0.000658195835988834
U56,MARGIN4B,2,2015-01-05,10,63,0.002534908198897262
U56,MARGIN4B,2,2017-01-03,10,21,0.01934410085352914
U56,MARGIN4B,2,2019-01-07,15,21,0.01454840990188469
U56,MARGIN4B,2,2021-01-04,10,21,0.029277898864322804
U56,MARGIN4B,2,2023-01-09,10,21,0.028677687651648714
U56,MARGIN4B,2,2025-01-06,10,126,0.033532034087730755
U56,MARGIN4B,3,2013-01-07,10,63,0.000658195835988834
U56,MARGIN4B,3,2016-01-04,10,21,0.020233985035066
U56,MARGIN4B,3,2019-01-07,15,21,0.01454840990188469
U56,MARGIN4B,3,2022-01-03,10,21,0.020576983571473403
U56,MARGIN4B,3,2025-01-06,10,126,0.033532034087730755
U56,MARGIN4B,5,2013-01-07,10,63,0.000658195835988834
U56,MARGIN4B,5,2018-01-02,10,21,0.01934410085352914
U56,MARGIN4B,5,2023-01-03,10,21,0.02928818272564991
U56,MARGIN4B,0,2013-01-07,10,63,0.000658195835988834
B136,SHARPE,1,2013-01-07,5,63,1.2871685922044533
B136,SHARPE,1,2014-01-06,10,126,1.5482944028466843
B136,SHARPE,1,2015-01-05,10,126,1.5487438504110729
B136,SHARPE,1,2016-01-04,5,63,1.4302436468653925
B136,SHARPE,1,2017-01-03,5,63,1.4601054906849857
B136,SHARPE,1,2018-01-08,5,63,1.5006203740803403
B136,SHARPE,1,2019-01-07,5,63,1.3808789234931291
B136,SHARPE,1,2020-01-06,5,63,1.3833168298385143
B136,SHARPE,1,2021-01-04,5,63,1.2545410257596687
B136,SHARPE,1,2022-01-10,5,63,1.251486746473405
B136,SHARPE,1,2023-01-09,5,63,1.158037003959817
B136,SHARPE,1,2024-01-08,5,63,1.1558524029478459
B136,SHARPE,1,2025-01-06,5,63,1.1488187727451677
B136,SHARPE,1,2026-01-05,5,63,1.1451024251118997
B136,SHARPE,2,2013-01-07,5,63,1.2871685922044533
B136,SHARPE,2,2015-01-05,10,126,1.5487438504110729
B136,SHARPE,2,2017-01-03,5,63,1.4601054906849857
B136,SHARPE,2,2019-01-07,5,63,1.3808789234931291
B136,SHARPE,2,2021-01-04,5,63,1.2545410257596687
B136,SHARPE,2,2023-01-09,5,63,1.158037003959817
B136,SHARPE,2,2025-01-06,5,63,1.1488187727451677
B136,SHARPE,3,2013-01-07,5,63,1.2871685922044533
B136,SHARPE,3,2016-01-04,5,63,1.4302436468653925
B136,SHARPE,3,2019-01-07,5,63,1.3808789234931291
B136,SHARPE,3,2022-01-03,5,63,1.2755124223540468
B136,SHARPE,3,2025-01-06,5,63,1.1488187727451677
B136,SHARPE,5,2013-01-07,5,63,1.2871685922044533
B136,SHARPE,5,2018-01-02,5,63,1.4751494562034675
B136,SHARPE,5,2023-01-03,5,63,1.1587790529084725
B136,SHARPE,0,2013-01-07,5,63,1.2871685922044533
B136,CAGR,1,2013-01-07,5,63,0.20390798659920528
B136,CAGR,1,2014-01-06,5,126,0.23212718828755952
B136,CAGR,1,2015-01-05,5,126,0.23377522215741764
B136,CAGR,1,2016-01-04,5,63,0.22009054864413247
B136,CAGR,1,2017-01-03,5,63,0.22474527130352118
B136,CAGR,1,2018-01-08,5,63,0.2294078946001863
B136,CAGR,1,2019-01-07,5,63,0.21439257650726828
B136,CAGR,1,2020-01-06,5,63,0.209619655144901
B136,CAGR,1,2021-01-04,5,63,0.20375471466462236
B136,CAGR,1,2022-01-10,5,63,0.20359859447167783
B136,CAGR,1,2023-01-09,5,63,0.18791490133569577
B136,CAGR,1,2024-01-08,5,63,0.18709725755063888
B136,CAGR,1,2025-01-06,5,63,0.18777218003738483
B136,CAGR,1,2026-01-05,5,63,0.18983552023037586
B136,CAGR,2,2013-01-07,5,63,0.20390798659920528
B136,CAGR,2,2015-01-05,5,126,0.23377522215741764
B136,CAGR,2,2017-01-03,5,63,0.22474527130352118
B136,CAGR,2,2019-01-07,5,63,0.21439257650726828
B136,CAGR,2,2021-01-04,5,63,0.20375471466462236
B136,CAGR,2,2023-01-09,5,63,0.18791490133569577
B136,CAGR,2,2025-01-06,5,63,0.18777218003738483
B136,CAGR,3,2013-01-07,5,63,0.20390798659920528
B136,CAGR,3,2016-01-04,5,63,0.22009054864413247
B136,CAGR,3,2019-01-07,5,63,0.21439257650726828
B136,CAGR,3,2022-01-03,5,63,0.20811538843879163
B136,CAGR,3,2025-01-06,5,63,0.18777218003738483
B136,CAGR,5,2013-01-07,5,63,0.20390798659920528
B136,CAGR,5,2018-01-02,5,63,0.2248972980243451
B136,CAGR,5,2023-01-03,5,63,0.18804058750188224
B136,CAGR,0,2013-01-07,5,63,0.20390798659920528
B136,MAXDD,1,2013-01-07,40,63,-0.10388733567055419
B136,MAXDD,1,2014-01-06,40,63,-0.10388733567055419
B136,MAXDD,1,2015-01-05,40,63,-0.10388733567055419
B136,MAXDD,1,2016-01-04,40,63,-0.10388733567055419
B136,MAXDD,1,2017-01-03,40,63,-0.10388733567055419
B136,MAXDD,1,2018-01-08,40,63,-0.10388733567055419
B136,MAXDD,1,2019-01-07,40,21,-0.11811245377550683
B136,MAXDD,1,2020-01-06,40,21,-0.11811245377550683
B136,MAXDD,1,2021-01-04,15,126,-0.1597039087489136
B136,MAXDD,1,2022-01-10,15,126,-0.1597039087489136
B136,MAXDD,1,2023-01-09,15,126,-0.1597039087489136
B136,MAXDD,1,2024-01-08,15,126,-0.1597039087489136
B136,MAXDD,1,2025-01-06,15,126,-0.1597039087489136
B136,MAXDD,1,2026-01-05,15,126,-0.1597039087489136
B136,MAXDD,2,2013-01-07,40,63,-0.10388733567055419
B136,MAXDD,2,2015-01-05,40,63,-0.10388733567055419
B136,MAXDD,2,2017-01-03,40,63,-0.10388733567055419
B136,MAXDD,2,2019-01-07,40,21,-0.11811245377550683
B136,MAXDD,2,2021-01-04,15,126,-0.1597039087489136
B136,MAXDD,2,2023-01-09,15,126,-0.1597039087489136
B136,MAXDD,2,2025-01-06,15,126,-0.1597039087489136
B136,MAXDD,3,2013-01-07,40,63,-0.10388733567055419
B136,MAXDD,3,2016-01-04,40,63,-0.10388733567055419
B136,MAXDD,3,2019-01-07,40,21,-0.11811245377550683
B136,MAXDD,3,2022-01-03,15,126,-0.1597039087489136
B136,MAXDD,3,2025-01-06,15,126,-0.1597039087489136
B136,MAXDD,5,2013-01-07,40,63,-0.10388733567055419
B136,MAXDD,5,2018-01-02,40,63,-0.10388733567055419
B136,MAXDD,5,2023-01-03,15,126,-0.1597039087489136
B136,MAXDD,0,2013-01-07,40,63,-0.10388733567055419
B136,MARGIN4B,1,2013-01-07,15,63,0.023901546169546234
B136,MARGIN4B,1,2014-01-06,20,21,0.02502616447873332
B136,MARGIN4B,1,2015-01-05,20,21,0.02502616447873332
B136,MARGIN4B,1,2016-01-04,20,21,0.02502616447873332
B136,MARGIN4B,1,2017-01-03,20,21,0.02502616447873332
B136,MARGIN4B,1,2018-01-08,20,21,0.02502616447873332
B136,MARGIN4B,1,2019-01-07,40,21,0.01188872741529022
B136,MARGIN4B,1,2020-01-06,30,63,0.007328697824735914
B136,MARGIN4B,1,2021-01-04,10,126,0.038161348485209634
B136,MARGIN4B,1,2022-01-10,10,126,0.021968806494864837
B136,MARGIN4B,1,2023-01-09,10,126,0.032435614468719676
B136,MARGIN4B,1,2024-01-08,10,126,0.030686142328404553
B136,MARGIN4B,1,2025-01-06,10,126,0.03613230743230067
B136,MARGIN4B,1,2026-01-05,10,126,0.032756868520255056
B136,MARGIN4B,2,2013-01-07,15,63,0.023901546169546234
B136,MARGIN4B,2,2015-01-05,20,21,0.02502616447873332
B136,MARGIN4B,2,2017-01-03,20,21,0.02502616447873332
B136,MARGIN4B,2,2019-01-07,40,21,0.01188872741529022
B136,MARGIN4B,2,2021-01-04,10,126,0.038161348485209634
B136,MARGIN4B,2,2023-01-09,10,126,0.032435614468719676
B136,MARGIN4B,2,2025-01-06,10,126,0.03613230743230067
B136,MARGIN4B,3,2013-01-07,15,63,0.023901546169546234
B136,MARGIN4B,3,2016-01-04,20,21,0.02502616447873332
B136,MARGIN4B,3,2019-01-07,40,21,0.01188872741529022
B136,MARGIN4B,3,2022-01-03,10,126,0.022405175007065764
B136,MARGIN4B,3,2025-01-06,10,126,0.03613230743230067
B136,MARGIN4B,5,2013-01-07,15,63,0.023901546169546234
B136,MARGIN4B,5,2018-01-02,20,21,0.02502616447873332
B136,MARGIN4B,5,2023-01-03,10,126,0.03391098204555926
B136,MARGIN4B,0,2013-01-07,15,63,0.023901546169546234
SMALL663,SHARPE,1,2013-01-07,20,63,0.7977601357975953
SMALL663,SHARPE,1,2014-01-06,20,63,1.2268378892766287
SMALL663,SHARPE,1,2015-01-05,20,63,1.0937584346928548
SMALL663,SHARPE,1,2016-01-04,5,252,1.0283178306597849
SMALL663,SHARPE,1,2017-01-03,15,252,1.0212442271853444
SMALL663,SHARPE,1,2018-01-08,10,252,1.097942129473246
SMALL663,SHARPE,1,2019-01-07,10,252,0.9880052647811232
SMALL663,SHARPE,1,2020-01-06,10,252,1.1105718951532604
SMALL663,SHARPE,1,2021-01-04,10,252,1.1315505556132175
SMALL663,SHARPE,1,2022-01-10,5,252,1.131923367148485
SMALL663,SHARPE,1,2023-01-09,5,252,0.9886631085008349
SMALL663,SHARPE,1,2024-01-08,5,252,1.0188672686045035
SMALL663,SHARPE,1,2025-01-06,5,252,1.0637079422899727
SMALL663,SHARPE,1,2026-01-05,5,252,1.008063198326355
SMALL663,SHARPE,2,2013-01-07,20,63,0.7977601357975953
SMALL663,SHARPE,2,2015-01-05,20,63,1.0937584346928548
SMALL663,SHARPE,2,2017-01-03,15,252,1.0212442271853444
SMALL663,SHARPE,2,2019-01-07,10,252,0.9880052647811232
SMALL663,SHARPE,2,2021-01-04,10,252,1.1315505556132175
SMALL663,SHARPE,2,2023-01-09,5,252,0.9886631085008349
SMALL663,SHARPE,2,2025-01-06,5,252,1.0637079422899727
SMALL663,SHARPE,3,2013-01-07,20,63,0.7977601357975953
SMALL663,SHARPE,3,2016-01-04,5,252,1.0283178306597849
SMALL663,SHARPE,3,2019-01-07,10,252,0.9880052647811232
SMALL663,SHARPE,3,2022-01-03,5,252,1.1538283056364649
SMALL663,SHARPE,3,2025-01-06,5,252,1.0637079422899727
SMALL663,SHARPE,5,2013-01-07,20,63,0.7977601357975953
SMALL663,SHARPE,5,2018-01-02,10,252,1.0830054735447763
SMALL663,SHARPE,5,2023-01-03,5,252,0.9896261601152212
SMALL663,SHARPE,0,2013-01-07,20,63,0.7977601357975953
SMALL663,CAGR,1,2013-01-07,20,63,0.1146242045595276
SMALL663,CAGR,1,2014-01-06,5,252,0.19625329189603002
SMALL663,CAGR,1,2015-01-05,5,252,0.20790145899248325
SMALL663,CAGR,1,2016-01-04,5,252,0.20170952710695667
SMALL663,CAGR,1,2017-01-03,5,252,0.17724849875320148
SMALL663,CAGR,1,2018-01-08,5,252,0.1738937641911309
SMALL663,CAGR,1,2019-01-07,5,252,0.16083340861586115
SMALL663,CAGR,1,2020-01-06,5,252,0.18399909369256884
SMALL663,CAGR,1,2021-01-04,5,252,0.22509635103593273
SMALL663,CAGR,1,2022-01-10,5,252,0.23154926117649088
SMALL663,CAGR,1,2023-01-09,5,252,0.20016431895227593
SMALL663,CAGR,1,2024-01-08,5,252,0.20400474512165956
SMALL663,CAGR,1,2025-01-06,5,252,0.21440864093806455
SMALL663,CAGR,1,2026-01-05,5,252,0.1996768468287633
SMALL663,CAGR,2,2013-01-07,20,63,0.1146242045595276
SMALL663,CAGR,2,2015-01-05,5,252,0.20790145899248325
SMALL663,CAGR,2,2017-01-03,5,252,0.17724849875320148
SMALL663,CAGR,2,2019-01-07,5,252,0.16083340861586115
SMALL663,CAGR,2,2021-01-04,5,252,0.22509635103593273
SMALL663,CAGR,2,2023-01-09,5,252,0.20016431895227593
SMALL663,CAGR,2,2025-01-06,5,252,0.21440864093806455
SMALL663,CAGR,3,2013-01-07,20,63,0.1146242045595276
SMALL663,CAGR,3,2016-01-04,5,252,0.20170952710695667
SMALL663,CAGR,3,2019-01-07,5,252,0.16083340861586115
SMALL663,CAGR,3,2022-01-03,5,252,0.23664639005980437
SMALL663,CAGR,3,2025-01-06,5,252,0.21440864093806455
SMALL663,CAGR,5,2013-01-07,20,63,0.1146242045595276
SMALL663,CAGR,5,2018-01-02,5,252,0.16913741980662955
SMALL663,CAGR,5,2023-01-03,5,252,0.20047428543218104
SMALL663,CAGR,0,2013-01-07,20,63,0.1146242045595276
SMALL663,MAXDD,1,2013-01-07,10,63,-0.1517639372896813
SMALL663,MAXDD,1,2014-01-06,10,63,-0.1517639372896813
SMALL663,MAXDD,1,2015-01-05,10,63,-0.1517639372896813
SMALL663,MAXDD,1,2016-01-04,20,126,-0.15672327718224532
SMALL663,MAXDD,1,2017-01-03,40,21,-0.16343621918049334
SMALL663,MAXDD,1,2018-01-08,40,21,-0.16343621918049334
SMALL663,MAXDD,1,2019-01-07,40,126,-0.1664315694538928
SMALL663,MAXDD,1,2020-01-06,40,126,-0.1664315694538928
SMALL663,MAXDD,1,2021-01-04,5,63,-0.27921112533924697
SMALL663,MAXDD,1,2022-01-10,5,63,-0.27921112533924697
SMALL663,MAXDD,1,2023-01-09,5,63,-0.27921112533924697
SMALL663,MAXDD,1,2024-01-08,5,63,-0.27921112533924697
SMALL663,MAXDD,1,2025-01-06,30,63,-0.28692737460451423
SMALL663,MAXDD,1,2026-01-05,30,63,-0.28692737460451423
SMALL663,MAXDD,2,2013-01-07,10,63,-0.1517639372896813
SMALL663,MAXDD,2,2015-01-05,10,63,-0.1517639372896813
SMALL663,MAXDD,2,2017-01-03,40,21,-0.16343621918049334
SMALL663,MAXDD,2,2019-01-07,40,126,-0.1664315694538928
SMALL663,MAXDD,2,2021-01-04,5,63,-0.27921112533924697
SMALL663,MAXDD,2,2023-01-09,5,63,-0.27921112533924697
SMALL663,MAXDD,2,2025-01-06,30,63,-0.28692737460451423
SMALL663,MAXDD,3,2013-01-07,10,63,-0.1517639372896813
SMALL663,MAXDD,3,2016-01-04,20,126,-0.15672327718224532
SMALL663,MAXDD,3,2019-01-07,40,126,-0.1664315694538928
SMALL663,MAXDD,3,2022-01-03,5,63,-0.27921112533924697
SMALL663,MAXDD,3,2025-01-06,30,63,-0.28692737460451423
SMALL663,MAXDD,5,2013-01-07,10,63,-0.1517639372896813
SMALL663,MAXDD,5,2018-01-02,40,21,-0.16343621918049334
SMALL663,MAXDD,5,2023-01-03,5,63,-0.27921112533924697
SMALL663,MAXDD,0,2013-01-07,10,63,-0.1517639372896813
SMALL663,MARGIN4B,1,2013-01-07,10,63,-0.04013119928235746
SMALL663,MARGIN4B,1,2014-01-06,10,63,-0.04013119928235746
SMALL663,MARGIN4B,1,2015-01-05,10,63,-0.04013119928235746
SMALL663,MARGIN4B,1,2016-01-04,15,63,-0.045576890525731925
SMALL663,MARGIN4B,1,2017-01-03,40,63,-0.06430674469528179
SMALL663,MARGIN4B,1,2018-01-08,40,63,-0.08786092468483109
SMALL663,MARGIN4B,1,2019-01-07,40,63,-0.05984599112624232
SMALL663,MARGIN4B,1,2020-01-06,20,63,-0.08680499977077583
SMALL663,MARGIN4B,1,2021-01-04,30,63,-0.08462376835374005
SMALL663,MARGIN4B,1,2022-01-10,30,63,-0.08462376835374005
SMALL663,MARGIN4B,1,2023-01-09,30,63,-0.08462376835374005
SMALL663,MARGIN4B,1,2024-01-08,30,63,-0.09263174577797895
SMALL663,MARGIN4B,1,2025-01-06,20,252,-0.10625419438429504
SMALL663,MARGIN4B,1,2026-01-05,20,252,-0.10625419438429504
SMALL663,MARGIN4B,2,2013-01-07,10,63,-0.04013119928235746
SMALL663,MARGIN4B,2,2015-01-05,10,63,-0.04013119928235746
SMALL663,MARGIN4B,2,2017-01-03,40,63,-0.06430674469528179
SMALL663,MARGIN4B,2,2019-01-07,40,63,-0.05984599112624232
SMALL663,MARGIN4B,2,2021-01-04,30,63,-0.08462376835374005
SMALL663,MARGIN4B,2,2023-01-09,30,63,-0.08462376835374005
SMALL663,MARGIN4B,2,2025-01-06,20,252,-0.10625419438429504
SMALL663,MARGIN4B,3,2013-01-07,10,63,-0.04013119928235746
SMALL663,MARGIN4B,3,2016-01-04,15,63,-0.045576890525731925
SMALL663,MARGIN4B,3,2019-01-07,40,63,-0.05984599112624232
SMALL663,MARGIN4B,3,2022-01-03,30,63,-0.08462376835374005
SMALL663,MARGIN4B,3,2025-01-06,20,252,-0.10625419438429504
SMALL663,MARGIN4B,5,2013-01-07,10,63,-0.04013119928235746
SMALL663,MARGIN4B,5,2018-01-02,20,63,-0.09020636126538521
SMALL663,MARGIN4B,5,2023-01-03,30,63,-0.08462376835374005
SMALL663,MARGIN4B,0,2013-01-07,10,63,-0.04013119928235746
