panel,con,gross,pick,oSharpe_MA,oCAGR_MA,oMaxDD_MA,oDSharpe_pair,oDCAGR_pair_pp,vs_SPY,vs_RULESv2,regret
SMALL439,RESPREAD,0.5,"theta=+0.30,cad=M",1.1057969283032756,0.16042261542148784,-0.20841965340788193,0.3209844625919085,5.827334461160194,0.22378642725276754,-0.17928788259837014,0.0
SMALL439,RESPREAD,0.75,"theta=+0.30,cad=M",1.1041600612175628,0.24022985785064388,-0.3077804460589927,0.3173799184991125,9.039395759167324,0.22214956016705478,-0.1809247496840829,0.0
SMALL439,RESPREAD,1.0,"theta=+0.30,cad=M",1.101945706666426,0.31897387623849016,-0.40435000548175715,0.31349614666123216,12.432573088369935,0.21993520561591795,-0.18313910423521973,0.0
SMALL439,DEGROSS,0.5,"theta=-0.40,cad=Q",0.5956501642850824,0.05568480069935888,-0.217168255072004,-0.04197023145376977,-0.8123473778988366,-0.2863603367654256,-0.6894346466165633,0.23541008007113884
SMALL439,DEGROSS,0.75,"theta=-0.40,cad=Q",0.5874263980687731,0.07975352536349556,-0.3246766886644833,-0.04241038069711134,-1.1623862408481012,-0.294584102981735,-0.6976584128328727,0.2473557405029818
SMALL439,DEGROSS,1.0,"theta=-0.40,cad=Q",0.5779777331463707,0.10092694794439305,-0.43038404762387816,-0.042287176381708313,-1.4725078977408934,-0.30403276790413736,-0.707107077755275,0.26041285199157604
U56,RESPREAD,0.5,"theta=+0.20,cad=Q",0.9289002559914896,0.14473424914833988,-0.2321444717325386,-0.03703286127341476,0.07645698054954408,0.05025408766962158,-0.3527874047945685,0.3111077721234057
U56,RESPREAD,0.75,"theta=+0.20,cad=Q",0.9389440910869066,0.21384920836366406,-0.32510635940216404,-0.04036037962925909,-0.11089209078170015,0.060297922765038536,-0.34274356969915154,0.2841255485409705
U56,RESPREAD,1.0,"theta=+0.20,cad=Q",0.948555366710109,0.2806732666535754,-0.40649687590703576,-0.04261127746068738,-0.4172729883938242,0.06990919838824095,-0.33313229407594913,0.25659061343542566
U56,DEGROSS,0.5,"theta=+0.30,cad=Q",0.5654349235100823,0.006983842870201595,-0.022730475772562486,-0.3036611964378071,-0.2863286682165622,-0.31321124481178575,-0.7162527372759758,0.7119443729274736
U56,DEGROSS,0.75,"theta=+0.30,cad=Q",0.5676700137783639,0.010463121750692306,-0.033800585095968394,-0.30302746504589495,-0.4298309847103887,-0.31097615454350414,-0.7140176470076942,0.7112303322301212
U56,DEGROSS,1.0,"theta=+0.30,cad=Q",0.5698909694497335,0.013933954088976686,-0.044680695847405416,-0.3023913699893679,-0.5735587171978196,-0.30875519887213454,-0.7117966913363246,0.7104417874535284
B136,RESPREAD,0.5,"theta=+0.20,cad=Q",1.0628142816113013,0.14136907760072748,-0.2055710733767545,0.07715469199778924,1.468168739715181,0.18079035801406973,-0.2222705292903444,0.11085064183407578
B136,RESPREAD,0.75,"theta=+0.20,cad=Q",1.0664525071109843,0.21106474661139196,-0.2952507655794452,0.07402198767374979,2.1456168648079643,0.1844285835137527,-0.21863230379066145,0.08918150307413542
B136,RESPREAD,1.0,"theta=+0.20,cad=Q",1.0692531803569685,0.2799130683816031,-0.37761807599139086,0.07110951746531802,2.7987604660772547,0.1872292567597369,-0.21583163054467724,0.06773203673766903
B136,DEGROSS,0.5,"theta=-0.25,cad=Q",1.1475899596535513,0.09039246747200091,-0.16341434903481955,-0.001386525831657659,-0.18243657105134758,0.2655660360563197,-0.13749485124809446,0.024316632369923097
B136,DEGROSS,0.75,"theta=-0.25,cad=Q",1.1384051662705015,0.13580129917386707,-0.24163593668050243,-0.0037571673595253596,-0.2789929872513808,0.2563812426732699,-0.14667964463114425,0.016368472246311327
B136,DEGROSS,1.0,"theta=-0.25,cad=Q",1.1278634610903082,0.18118179682102387,-0.3176641185260196,-0.005976519169273775,-0.3793498385434413,0.24583953749307663,-0.1572213498113375,0.027726295443813553
