seed,turnover,cstar_full_bps,failing_legs_full,pass4b_0,CAGR_0,pass4b_5,CAGR_5,pass4b_10,CAGR_10,pass4b_15,CAGR_15,pass4b_20,CAGR_20,pass4b_25,CAGR_25,pass4b_30,CAGR_30,pass4b_40,CAGR_40,pass4b_50,CAGR_50,pass4b_75,CAGR_75,pass4b_100,CAGR_100
0,13.138619012386021,,fails at 0 bps,False,0.15005345274778858,False,0.14252122900902942,False,0.1350340352365249,False,0.1275916276321376,False,0.12019376358222988,False,0.11284020165255182,False,0.10553070158315414,False,0.09104293182648981,False,0.07672855552640145,False,0.04168891656401974,False,0.007692402107320584
1,12.886792604209774,,fails at 0 bps,False,0.1125842549644438,False,0.10543580520121965,False,0.09832929919365196,False,0.09126451394686774,False,0.08424122753048957,False,0.07725921907411748,False,0.07031826876283365,False,0.056558668566397685,False,0.04296068936160302,False,0.009661579753598382,False,-0.022664552754111833
2,12.883304737695955,,fails at 0 bps,False,0.13792136238483454,False,0.13061637267079473,False,0.12335418384846175,False,0.11613456883703788,False,0.10895730163670181,False,0.10182215732403543,False,0.09472891204747746,False,0.08066722852851727,False,0.06677048153253917,False,0.032738750436927644,False,-0.00029996743137150617
3,12.962107151049315,,fails at 0 bps,False,0.11823529686351586,False,0.1110120299299111,False,0.10383133435686576,False,0.09669298303938278,False,0.08959674995898537,False,0.08254241017911079,False,0.07552973984051081,False,0.061628517409282546,False,0.047891313164141636,False,0.014254422284490254,False,-0.018395189635358355
4,12.864961668479136,,fails at 0 bps,False,0.1402950697355898,False,0.13298283593622862,False,0.12571340812655007,False,0.11848655933144814,False,0.11130206365606043,False,0.10415969628120325,False,0.09705923345882361,False,0.08298313180775119,False,0.0690719899692025,False,0.035004378894955446,False,0.001929943812379431
5,12.763126358674024,,fails at 0 bps,False,0.13376758170330993,False,0.1265530507129402,False,0.11938043243129925,False,0.11224950629319208,False,0.10516005277536089,False,0.09811185339210216,False,0.09110469069091898,False,0.07721261066478569,False,0.06348209357654477,False,0.029851503289559878,False,-0.002806086768924132
6,12.872923325185294,,fails at 0 bps,False,0.11870950372448097,False,0.11152874175898986,False,0.10439006308912879,False,0.09729324427803387,False,0.09023806295393588,False,0.08322429780565921,False,0.07625172857811768,False,0.06242930211852871,False,0.04876904248665315,False,0.015316596907107405,False,-0.01715953632845746
7,12.859711633016085,,fails at 0 bps,False,0.1356823229109616,False,0.1283999179536337,False,0.1211601402844602,False,0.11396276392312821,False,0.10680756396440816,False,0.09969431657361283,False,0.09262279898207204,False,0.0786040674251336,False,0.06474960829372045,False,0.03082074670030721,False,-0.002119070022502001
8,12.901641856108638,,fails at 0 bps,False,0.11651341390059988,False,0.10933138155007471,False,0.10219152384782326,False,0.09509361647536152,False,0.08803743618505044,False,0.0810227607955547,False,0.07404936918732119,False,0.060225558118315314,False,0.04656425508643447,False,0.01311064995520006,False,-0.01936465450200242
9,12.821936187428909,,fails at 0 bps,False,0.1296573385613038,False,0.12243920679652764,False,0.11526318853651651,False,0.1081290611757395,False,0.10103660316504781,False,0.09398559400722006,False,0.08697581425252388,False,0.07307907036454608,False,0.0593446366855066,False,0.025707423242225635,False,-0.006952451378329116
10,12.704307579642943,,fails at 0 bps,False,0.10839271107515924,False,0.10137002128485051,False,0.09438794204595014,False,0.08744626068498129,False,0.08054476552802181,False,0.0736832458965293,False,0.06686149210318537,False,0.053336448212949694,False,0.039967976026231034,False,0.007221057623431726,False,-0.024582748990253145
11,12.855767806877221,,fails at 0 bps,False,0.13572986189828984,False,0.12845378482969427,False,0.12122025126398772,False,0.11402903595713987,False,0.10687991473508629,False,0.0997726644892214,False,0.09270706317189936,False,0.0786999244102553,False,0.06485674311845036,False,0.030954734679450757,False,-0.0019600774318775382
12,12.742250072448694,,fails at 0 bps,False,0.12466443365300695,False,0.11752219129726682,False,0.11042134718975882,False,0.10336168403835733,False,0.0963429855743343,False,0.08936503654808492,False,0.08242762272485771,False,0.06867354879728782,False,0.055079070049745216,False,0.02178013063219497,False,-0.010557566689941789
13,12.979258711423563,,fails at 0 bps,False,0.13591333205938816,False,0.1285659925150262,False,0.12126202283296506,False,0.11400119122540908,False,0.10678326701593166,False,0.09960802063474095,False,0.09247522361397098,False,0.07833606926369585,False,0.06436399808269888,False,0.03015311388841524,False,-0.0030521111584891347
14,12.916402114630037,,fails at 0 bps,False,0.12496916315117845,False,0.11772696213720679,False,0.11052733220624389,False,0.10337004664988347,False,0.09625487984358472,False,0.08918160724206947,False,0.08215000537473571,False,0.06821092530619555,False,0.05443587319349952,False,0.020704425071866872,False,-0.01203961831500766
15,12.950027086793948,,fails at 0 bps,False,0.1256009385024599,False,0.11833513169444787,False,0.11111213456139835,False,0.10393171868390416,False,0.09679365673620621,False,0.08969772248153962,False,0.08264369076750544,False,0.06866043974589187,False,0.054842123964563116,False,0.021006400375453094,False,-0.01183653023365816
16,12.916662189561466,,fails at 0 bps,False,0.12465758713729613,False,0.11741590387659051,False,0.11021677752527848,False,0.10305998163985364,False,0.0959452908577203,False,0.08887248089261401,False,0.08184132853004211,False,0.06790310908613129,False,0.054128868073165526,False,0.020399243695506275,False,-0.012343244211757143
17,12.777733820037552,,fails at 0 bps,False,0.1247756340154127,False,0.11760946233033853,False,0.11048496508896122,False,0.10340192280851568,False,0.09636011704355907,False,0.08935933038162225,False,0.08239934643887037,False,0.0686009262928462,False,0.054963145943702996,False,0.021560413624959418,False,-0.01087490677076386
18,13.007306312282507,,fails at 0 bps,False,0.11869824288510489,False,0.11144327855003078,False,0.10423124731779398,False,0.09706191920510987,False,0.08993506533348383,False,0.08285045792450285,False,0.07580787029514724,False,0.06184785309217533,False,0.04805322199114648,False,0.014278605251629717,False,-0.01850065482241814
19,12.692302792235738,,fails at 0 bps,False,0.15527762141006352,False,0.14797117590780173,False,0.14070692696749498,False,0.13348465377875196,False,0.12630413656874762,False,0.11916515659789195,False,0.11206749615550948,False,0.09799526813226866,False,0.0840857312289518,False,0.05001251250040761,False,0.01691929474182441
20,12.936632562917103,,fails at 0 bps,False,0.11613825879350048,False,0.10894019373087938,False,0.10178449945214907,False,0.09467095008461457,False,0.0875993208361554,False,0.08056938799063551,False,0.07358092890333379,False,0.05972754675423397,False,0.04603741448660936,False,0.012514904372522784,False,-0.020024923513051962
21,12.911582592199752,7.0,L_H1,True,0.1316548461170015,True,0.12437133047856874,False,0.11713060140156206,False,0.10993243127857677,False,0.10277659358863023,False,0.09566286289255199,False,0.08859101482840015,False,0.07457207450685455,False,0.06071799909981768,False,0.026792608343686908,False,-0.006140299438248564
22,13.032757907205331,,fails at 0 bps,False,0.13827270397697644,False,0.1308774878564558,False,0.12352613168243542,False,0.11621839986230875,False,0.1089540579390933,False,0.10173287258657027,False,0.09455461160444245,False,0.08032593955087641,False,0.06626620651162929,False,0.031844097538913374,False,-0.0015613767175564064
23,12.865441336842427,,fails at 0 bps,False,0.11424056364823376,False,0.10709569058595592,False,0.09999264545213071,False,0.09293120643236952,False,0.08591115276815642,False,0.07893226475238313,False,0.07199432372489989,False,0.058240413202441665,False,0.04464769269082569,False,0.01135990259678099,False,-0.020957412468583847
24,12.977209695812105,,fails at 0 bps,False,0.12723386350148336,False,0.11994118425951839,False,0.11269157316570166,False,0.1054847998774151,False,0.09832063515747191,False,0.09119885086940505,False,0.08411921997277405,False,0.07008551564418353,False,0.056217727591579614,False,0.022262519393806413,False,-0.010694080301912545
25,13.020988631573339,,fails at 0 bps,False,0.1344647280863216,False,0.12710031531292199,False,0.11977953438501743,False,0.11250215123030416,False,0.10526793290310543,False,0.09807664757955625,False,0.09092806455281166,False,0.07675808811879481,False,0.06275618010556294,False,0.028474900845053552,False,-0.0047949345880671235
26,12.900845867139797,,fails at 0 bps,False,0.14662321700124314,False,0.13925170152866273,False,0.13192345679340445,False,0.12463825268997075,False,0.11739586021136961,False,0.11019605144445688,False,0.1030385995652936,False,0.08884986459277466,False,0.07482786231116778,False,0.04049069988786025,False,0.007157278079602758
27,13.057392443657834,,fails at 0 bps,False,0.13619738095387657,False,0.12880195631853142,False,0.12145047477349613,False,0.11414269984012515,False,0.10687839618175876,False,0.09965732959882434,False,0.0924792670239627,False,0.07825122726093392,False,0.06419243481383075,False,0.029773982321330994,False,-0.0036260525297552304
28,12.904247658510078,,fails at 0 bps,False,0.14470151546340082,False,0.13733631214262254,False,0.13001437693648832,False,0.12273547959310327,False,0.11549939096032302,False,0.10830588298108368,False,0.10115472868875997,False,0.08697857872278059,False,0.07296914696262191,False,0.038663340313257466,False,0.005361160303703816
29,12.948032608168822,,fails at 0 bps,False,0.11415756175546576,False,0.10696404368274037,False,0.09981291548807558,False,0.09270395098096018,False,0.08563692505377363,False,0.07861161367719016,False,0.07162779389558604,False,0.057783742635967084,False,0.04410300893090824,False,0.010604275592447587,False,-0.021911404124121514
30,12.90660737239969,,fails at 0 bps,False,0.1221974704912514,False,0.11497617277443672,False,0.10779729677979244,False,0.10066061678846716,False,0.09356590815951216,False,0.0865129473253139,False,0.07950151178703391,False,0.06560233191958043,False,0.05186660977006485,False,0.01823104118652208,False,-0.014420523891433334
31,12.925285820649984,,fails at 0 bps,False,0.12972913838647182,False,0.12245082871656443,False,0.11521534169373604,False,0.10802244902329172,False,0.1008719235033313,False,0.09376353902010459,False,0.08669707054337761,False,0.07268898687842884,False,0.05884589376214633,False,0.024948474991737246,False,-0.00795578480675807
32,13.173294442072978,11.0,L_H2,True,0.13351319317198151,True,0.12607042822214676,True,0.11867227429770177,False,0.11131848924069043,False,0.10400883207262623,False,0.09674306298938862,False,0.0895209433561519,False,0.07520670371646587,False,0.061064227268904814,False,0.02644728947833741,False,-0.007136434859867702
33,12.899436751365233,,fails at 0 bps,False,0.1556359836448753,False,0.14820696514545006,False,0.1408215479150381,False,0.13347950014049847,False,0.12618059111512125,False,0.11892459123393984,False,0.1117112719890534,False,0.0974117668339709,False,0.08328026935148691,False,0.048674860699433165,False,0.015080876389032882
34,12.839044017519173,,fails at 0 bps,False,0.11907281566804051,False,0.11191191553468682,False,0.104792837284986,False,0.09771535974001222,False,0.0906792627704085,False,0.08368432729196806,False,0.07673033526122697,False,0.06294431454638882,False,0.04931947692668537,False,0.01595139450686034,False,-0.016446155835072362
35,12.83455015188024,,fails at 0 bps,False,0.15401060599842276,False,0.14662806966507125,False,0.13928864598541524,False,0.1319921069286678,False,0.12473822554649638,False,0.1175267759684584,False,0.11035753339745247,False,0.09614477542771072,False,0.08209817455567148,False,0.04769709955858903,False,0.01429650282914241
36,13.041292769486482,,fails at 0 bps,False,0.1533042548795056,False,0.14581246763754474,False,0.1383651182546406,False,0.13096196792298298,False,0.12360277898696492,False,0.11628731493823907,False,0.1090153404108003,False,0.09460092413808718,False,0.08035766990183335,False,0.045486321913679184,False,0.011644968917968734
37,13.100663961051238,,fails at 0 bps,False,0.1486440557126596,False,0.14114889010946596,False,0.1336983697319789,False,0.12629225373616126,False,0.11893030244391745,False,0.11161227733808388,False,0.1043379410574381,False,0.08991939127669779,False,0.07567277714218146,False,0.04079631288464469,False,0.0069543463578523035
38,12.93242850861297,,fails at 0 bps,False,0.12006852109841515,False,0.11284831299420417,False,0.1056705864171592,False,0.09853511503205303,False,0.09144167358558564,False,0.08439003790179656,False,0.07737998487748743,False,0.06348373973102128,False,0.04975117460317491,False,0.016124440491011915,False,-0.01651700155498048
39,13.06736819895333,,fails at 0 bps,False,0.12435216835719021,False,0.11703049275041555,False,0.10975234891881125,False,0.10251750241834867,False,0.09532571993816008,False,0.0881767692956823,False,0.08107041943180904,False,0.06698460339180268,False,0.053066445631502424,False,0.01899273087297515,False,-0.014072157194339519
