panel,book,gross,cadence,prem_W961,prem_WBUCKET,prem_win,best_win_prem,best_win_d,argmax_d,fam_spread_pp
B136,BAND03,CORE,M,,,-0.023164000470914103,0.035719147293530595,0.0,12.0,0.5953185710252384
B136,BAND03,CORE,Q,0.35696605467656656,0.35328060086250507,0.35696605467656656,0.3801770920197225,18.0,23.0,1.572534300524886
B136,BAND03,CORE,W,,,0.08880888357124805,5.551115123125783e-16,0.0,2.0,0.458277461034462
B136,BAND03,EXT,M,,,-0.06755767586027195,0.03882770015671222,0.0,12.0,0.8056921253496663
B136,BAND03,EXT,Q,0.5143561104477484,0.5006281802651761,0.5143561104477484,0.5426101300100056,18.0,23.0,2.2179109059149216
B136,BAND03,EXT,W,,,0.11895897167303743,-2.7755575615628914e-16,0.0,2.0,0.6296246467034861
B136,EWELIG,CORE,M,,,-0.1944297682613838,0.02263813509633783,11.0,0.0,0.8914151377674484
B136,EWELIG,CORE,Q,0.3100536579749238,0.2098501095732537,0.3100536579749238,0.5324597744940154,44.0,21.0,1.915887673380734
B136,EWELIG,CORE,W,,,0.34450161351202296,2.636779683484747e-16,0.0,2.0,0.9701242776889885
B136,EWELIG,EXT,M,,,-0.30321098004194025,0.03989707306573553,11.0,0.0,1.3086812633603229
B136,EWELIG,EXT,Q,0.4634183377065999,0.31430556822780853,0.4634183377065999,0.7415137221205788,44.0,21.0,2.727535020141736
B136,EWELIG,EXT,W,,,0.47968491416663095,-5.551115123125783e-16,0.0,2.0,1.368665822188242
B136,TOP05,CORE,M,,,0.562365497941117,0.8973412708212591,0.0,0.0,6.881449290648889
B136,TOP05,CORE,Q,-1.474480906399203,-1.4076353592477717,-1.474480906399203,4.297552399912663,45.0,50.0,10.814619195987785
B136,TOP05,CORE,W,,,0.30259394722252086,5.551115123125783e-16,0.0,1.0,1.1865342340019458
B136,TOP05,EXT,M,,,0.741251206105098,1.2624403872126644,0.0,0.0,9.698579506390681
B136,TOP05,EXT,Q,-2.017606676852297,-1.8807006885466342,-2.017606676852297,5.956596260263425,45.0,50.0,14.916900834399405
B136,TOP05,EXT,W,,,0.3940760141200039,0.0,0.0,1.0,1.6482038672164911
B136,TOP10,CORE,M,,,0.32633489410332506,0.6622884820339414,0.0,1.0,3.9313246513737354
B136,TOP10,CORE,Q,-0.5476220167908713,0.07301180715126662,-0.5476220167908713,1.7495840239625828,44.0,51.0,6.18688903113529
