family,gross,n,c_sd_at_075,med_ratio,max_abs_dev_from_1,expected_if_SCALES,INVARIANT_at_0p05,SCALES_at_0p10
MA-THRESH,0.5,108,0.12133846782526991,1.0,0.010381865400730717,0.6666666666666666,True,False
MA-THRESH,0.75,108,0.12133846782526991,1.0,0.0,1.0,True,True
MA-THRESH,1.0,108,0.12133846782526991,1.0000000000000007,0.011394382461410002,1.3333333333333333,True,False
QUANTILE,0.5,108,0.004736234752858421,0.8615931035078437,0.3353676129748182,0.6666666666666666,False,False
QUANTILE,0.75,108,0.004736234752858421,1.0,0.0,1.0,True,True
QUANTILE,1.0,108,0.004736234752858421,1.1697564508214888,0.3402196585204236,1.3333333333333333,False,False
