panel,window,comparand,comp_gross,comp_MaxDD,comp_Sharpe,comp_CAGR,m,pass4a,rate4a,passSharpeLeg,rateSharpeLeg,passDDleg,rateDDleg,pass4b_recordreading,rate4b
U56,FULL,v2@g0.10,0.1,-0.016493401583679956,1.1996457947335926,0.011359189766232847,54,0,0.0,3,0.05555555555555555,0,0.0,11,0.2037037037037037
U56,FULL,v2@g0.25,0.25,-0.04099161680143759,1.1997569487409514,0.028476675291541964,54,0,0.0,3,0.05555555555555555,0,0.0,11,0.2037037037037037
U56,FULL,v2@g0.40,0.4,-0.06519909944168834,1.1998238192367436,0.045682480077649856,54,0,0.0,3,0.05555555555555555,1,0.018518518518518517,11,0.2037037037037037
U56,FULL,v2@g0.50,0.5,-0.08117567547064941,1.1998443223583883,0.05719859436086572,54,0,0.0,3,0.05555555555555555,2,0.037037037037037035,11,0.2037037037037037
U56,FULL,v2@g0.60,0.6,-0.09702264037677477,1.1998450740781486,0.06874860883763056,54,0,0.0,3,0.05555555555555555,9,0.16666666666666666,11,0.2037037037037037
U56,FULL,v2@g0.75,0.75,-0.12054945176473186,1.199806892667932,0.08613208348721213,54,1,0.018518518518518517,3,0.05555555555555555,17,0.3148148148148148,11,0.2037037037037037
U56,FULL,v2@g0.90,0.9,-0.14378349880954744,1.1997178027990332,0.1035782584578937,54,1,0.018518518518518517,3,0.05555555555555555,26,0.48148148148148145,11,0.2037037037037037
U56,FULL,v2@g1.00,1.0,-0.15910990855024076,1.1996276726447268,0.11523943200801301,54,2,0.037037037037037035,3,0.05555555555555555,31,0.5740740740740741,11,0.2037037037037037
U56,FULL,RULESv1,,-0.13827817657207953,0.6554051377968462,0.06357105892269366,54,24,0.4444444444444444,54,1.0,24,0.4444444444444444,11,0.2037037037037037
U56,FULL,SPY,,-0.3371725677562024,0.8834737236154954,0.15111316477020176,54,48,0.8888888888888888,48,0.8888888888888888,54,1.0,11,0.2037037037037037
U56,POST2020,v2@g0.10,0.1,-0.01649340158368018,1.2845772117102348,0.013308781325020336,54,0,0.0,0,0.0,0,0.0,12,0.2222222222222222
U56,POST2020,v2@g0.25,0.25,-0.04099161680143748,1.2843085764579703,0.03340240928457949,54,0,0.0,0,0.0,0,0.0,12,0.2222222222222222
U56,POST2020,v2@g0.40,0.4,-0.06519909944168834,1.2839851737352366,0.05364465163739918,54,0,0.0,0,0.0,1,0.018518518518518517,12,0.2222222222222222
U56,POST2020,v2@g0.50,0.5,-0.0811756754706493,1.283739999118358,0.06721748484765744,54,0,0.0,0,0.0,3,0.05555555555555555,12,0.2222222222222222
U56,POST2020,v2@g0.60,0.6,-0.09702264037677466,1.2834714980721567,0.08084941222658482,54,0,0.0,0,0.0,9,0.16666666666666666,12,0.2222222222222222
U56,POST2020,v2@g0.75,0.75,-0.12054945176473164,1.2830251407862339,0.10140168649687498,54,0,0.0,0,0.0,17,0.3148148148148148,12,0.2222222222222222
U56,POST2020,v2@g0.90,0.9,-0.14378349880954766,1.28252436373604,0.122069789234305,54,0,0.0,0,0.0,26,0.48148148148148145,12,0.2222222222222222
U56,POST2020,v2@g1.00,1.0,-0.15910990855024076,1.2821560513893164,0.13590698178298521,54,0,0.0,0,0.0,31,0.5740740740740741,12,0.2222222222222222
U56,POST2020,RULESv1,,-0.13827817657207986,0.6159345366382283,0.06545513884703458,54,24,0.4444444444444444,54,1.0,24,0.4444444444444444,12,0.2222222222222222
U56,POST2020,SPY,,-0.3371725677562022,0.8085248340263745,0.15287988513079798,54,36,0.6666666666666666,36,0.6666666666666666,54,1.0,12,0.2222222222222222
B136,FULL,v2@g0.10,0.1,-0.01674329063535529,1.1054290708986843,0.010638291303239678,54,0,0.0,0,0.0,0,0.0,2,0.037037037037037035
B136,FULL,v2@g0.25,0.25,-0.041615518500660476,1.1055813705348283,0.026642328288666084,54,0,0.0,0,0.0,0,0.0,2,0.037037037037037035
B136,FULL,v2@g0.40,0.4,-0.06619561131194118,1.1056941690925706,0.042695862809587926,54,0,0.0,0,0.0,0,0.0,2,0.037037037037037035
B136,FULL,v2@g0.50,0.5,-0.08241955543826551,1.1057465852553034,0.05342200830227117,54,0,0.0,0,0.0,1,0.018518518518518517,2,0.037037037037037035
B136,FULL,v2@g0.60,0.6,-0.09851296450319647,1.1057796559910502,0.06416444462928061,54,0,0.0,0,0.0,5,0.09259259259259259,2,0.037037037037037035
B136,FULL,v2@g0.75,0.75,-0.1224079386020801,1.1057901818007876,0.0803031894255104,54,0,0.0,0,0.0,10,0.18518518518518517,2,0.037037037037037035
B136,FULL,v2@g0.90,0.9,-0.14600788442004242,1.1057498103959742,0.09646413357687034,54,0,0.0,0,0.0,21,0.3888888888888889,2,0.037037037037037035
B136,FULL,v2@g1.00,1.0,-0.16157734777304544,1.1056928857688249,0.10724582624809265,54,0,0.0,0,0.0,28,0.5185185185185185,2,0.037037037037037035
B136,FULL,RULESv1,,-0.21191263611532518,0.6349911081998837,0.06385177680442844,54,40,0.7407407407407407,51,0.9444444444444444,43,0.7962962962962963,2,0.037037037037037035
B136,FULL,SPY,,-0.3371595330739301,0.8890499106949826,0.15228333786002324,54,15,0.2777777777777778,15,0.2777777777777778,54,1.0,2,0.037037037037037035
B136,POST2020,v2@g0.10,0.1,-0.01674329063535529,1.051607902676384,0.010250564128329254,54,0,0.0,0,0.0,0,0.0,0,0.0
B136,POST2020,v2@g0.25,0.25,-0.041615518500660253,1.0510383781587065,0.025641723848134124,54,0,0.0,0,0.0,0,0.0,0,0.0
B136,POST2020,v2@g0.40,0.4,-0.06619561131194085,1.0504218289717455,0.041043569645138334,54,0,0.0,0,0.0,0,0.0,0,0.0
B136,POST2020,v2@g0.50,0.5,-0.08241955543826562,1.0499854806500486,0.051313064701877575,54,0,0.0,0,0.0,1,0.018518518518518517,0,0.0
B136,POST2020,v2@g0.60,0.6,-0.09851296450319624,1.0495275277041316,0.06158062121713126,54,0,0.0,0,0.0,5,0.09259259259259259,0,0.0
B136,POST2020,v2@g0.75,0.75,-0.12240793860207999,1.0487977176427559,0.07697201354046146,54,0,0.0,0,0.0,10,0.18518518518518517,0,0.0
B136,POST2020,v2@g0.90,0.9,-0.14600788442004253,1.0480152364757442,0.09234260959891682,54,2,0.037037037037037035,2,0.037037037037037035,21,0.3888888888888889,0,0.0
B136,POST2020,v2@g1.00,1.0,-0.1615773477730451,1.0474617194795752,0.10257280774279676,54,2,0.037037037037037035,2,0.037037037037037035,28,0.5185185185185185,0,0.0
B136,POST2020,RULESv1,,-0.21191263611532662,0.5013244728297919,0.05227188809971017,54,35,0.6481481481481481,45,0.8333333333333334,43,0.7962962962962963,0,0.0
B136,POST2020,SPY,,-0.33715953307393,0.8214723895327649,0.1559792705502996,54,6,0.1111111111111111,6,0.1111111111111111,54,1.0,0,0.0
SMALL439,FULL,v2@g0.10,0.1,-0.0206290135978362,0.5724213396916364,0.005281909104991156,54,0,0.0,3,0.05555555555555555,0,0.0,0,0.0
SMALL439,FULL,v2@g0.25,0.25,-0.05095635515189123,0.5724543869381118,0.01309534252989919,54,0,0.0,3,0.05555555555555555,0,0.0,0,0.0
SMALL439,FULL,v2@g0.40,0.4,-0.08055458156248374,0.5724757400830047,0.020773457842896192,54,0,0.0,3,0.05555555555555555,0,0.0,0,0.0
SMALL439,FULL,v2@g0.50,0.5,-0.09988739472238894,0.5724827595068737,0.02581476689668505,54,0,0.0,3,0.05555555555555555,1,0.018518518518518517,0,0.0
SMALL439,FULL,v2@g0.60,0.6,-0.11890469434090878,0.5724836195733921,0.03079253235128543,54,1,0.018518518518518517,3,0.05555555555555555,2,0.037037037037037035,0,0.0
SMALL439,FULL,v2@g0.75,0.75,-0.14684660563541208,0.5724733736510185,0.03813706883572432,54,1,0.018518518518518517,3,0.05555555555555555,3,0.05555555555555555,0,0.0
SMALL439,FULL,v2@g0.90,0.9,-0.17409783501669718,0.5724490424459134,0.045330988215887213,54,2,0.037037037037037035,3,0.05555555555555555,4,0.07407407407407407,0,0.0
SMALL439,FULL,v2@g1.00,1.0,-0.19188733023830373,0.5724246336132572,0.05004096638670741,54,2,0.037037037037037035,3,0.05555555555555555,5,0.09259259259259259,0,0.0
SMALL439,FULL,RULESv1,,-0.361243872235137,0.5646750465741526,0.07414437470974344,54,10,0.18518518518518517,15,0.2777777777777778,36,0.6666666666666666,0,0.0
SMALL439,FULL,SPY,,-0.3371725677562025,0.8615350977995732,0.14129855476403863,54,0,0.0,0,0.0,33,0.6111111111111112,0,0.0
SMALL439,POST2020,v2@g0.10,0.1,-0.015408664957175189,0.6981637053372585,0.007285702272506578,54,0,0.0,0,0.0,0,0.0,0,0.0
SMALL439,POST2020,v2@g0.25,0.25,-0.03839603016722448,0.6974857273332851,0.018086841366649287,54,0,0.0,0,0.0,0,0.0,0,0.0
SMALL439,POST2020,v2@g0.40,0.4,-0.06122195444184897,0.6967979522344757,0.028728319022320425,54,0,0.0,0,0.0,0,0.0,0,0.0
SMALL439,POST2020,v2@g0.50,0.5,-0.07634377780826929,0.696333327832365,0.035730133809926734,54,0,0.0,0,0.0,1,0.018518518518518517,0,0.0
SMALL439,POST2020,v2@g0.60,0.6,-0.09138525973698497,0.6958632200537117,0.04265524854860692,54,0,0.0,0,0.0,2,0.037037037037037035,0,0.0
SMALL439,POST2020,v2@g0.75,0.75,-0.11378985664578423,0.6951478058290315,0.052894086932104845,54,0,0.0,0,0.0,3,0.05555555555555555,0,0.0
SMALL439,POST2020,v2@g0.90,0.9,-0.1359956111104964,0.6944195612301348,0.06294739164108965,54,0,0.0,0,0.0,4,0.07407407407407407,0,0.0
SMALL439,POST2020,v2@g1.00,1.0,-0.15068389610544053,0.69392660442753,0.06954264996789683,54,0,0.0,0,0.0,5,0.09259259259259259,0,0.0
SMALL439,POST2020,RULESv1,,-0.3612438722351351,0.38535316212238513,0.050187313277831436,54,15,0.2777777777777778,18,0.3333333333333333,40,0.7407407407407407,0,0.0
SMALL439,POST2020,SPY,,-0.3371725677562022,0.8214549166693488,0.1559783237753758,54,0,0.0,0,0.0,38,0.7037037037037037,0,0.0
