panel,r_target,n,n_elig,r_real,sat_share,S_ew,S_fwd,C_ew,C_fwd,dS,dC,rev,rev_eps0,ew_wins_S,ew_wins_C,turn_fwd,turn_ew
B136,0.05,5,99.0,0.050505050505050504,0.002171552660152009,1.0261183690583502,0.8759512186202089,0.10716215168162102,0.16633229591191312,0.15016715043814133,-0.0591701442302921,True,True,True,False,21.883816969723267,8.266497294317862
B136,0.1,10,99.0,0.10101010101010101,0.011943539630836048,1.0261183690583502,0.8945662564516421,0.10716215168162102,0.1425213779576584,0.13155211260670807,-0.03535922627603738,True,True,True,False,17.922295935407835,8.266497294317862
B136,0.2,20,99.0,0.20202020202020202,0.0249728555917481,1.0261183690583502,0.9431848997615343,0.10716215168162102,0.12992958836952506,0.08293346929681589,-0.02276743668790404,True,True,True,False,14.310741802245708,8.266497294317862
B136,0.35,35,99.0,0.35353535353535354,0.06297502714440825,1.0261183690583502,0.9700445125302554,0.10716215168162102,0.12060631834158508,0.05607385652809482,-0.013444166659964063,True,True,True,False,11.771809812807087,8.266497294317862
B136,0.5,50,99.0,0.5050505050505051,0.10857763300760044,1.0261183690583502,1.0029147648049466,0.10716215168162102,0.11756729647194453,0.02320360425340362,-0.010405144790323506,True,True,True,False,10.455695288265538,8.266497294317862
B136,0.75,74,99.0,0.7474747474747475,0.20629750271444083,1.0261183690583502,1.0103310233130127,0.10716215168162102,0.11150961876611465,0.015787345745337467,-0.004347467084493628,True,True,True,False,9.101088307371008,8.266497294317862
B136,1.0,99,99.0,1.0,0.511400651465798,1.0261183690583502,1.026829686387191,0.10716215168162102,0.10891077244437519,-0.000711317328840888,-0.0017486207627541717,False,False,False,False,8.334675165292676,8.266497294317862
BSTK100,0.05,4,72.0,0.05555555555555555,0.011943539630836048,1.0228373951970056,0.9385099547940509,0.12738334929822792,0.1979666999336167,0.0843274404029547,-0.07058335063538879,True,True,True,False,22.64786183976224,8.6396905042728
BSTK100,0.1,7,72.0,0.09722222222222222,0.01737242128121607,1.0228373951970056,0.8708353283924066,0.12738334929822792,0.15520873070099173,0.15200206680459893,-0.027825381402763805,True,True,True,False,19.73428622885414,8.6396905042728
BSTK100,0.2,14,72.0,0.19444444444444445,0.023887079261672096,1.0228373951970056,0.9564860186124482,0.12738334929822792,0.1500153012086145,0.06635137658455736,-0.022631951910386583,True,True,True,False,15.388434983437703,8.6396905042728
BSTK100,0.35,25,72.0,0.3472222222222222,0.05537459283387622,1.0228373951970056,0.938883394613312,0.12738334929822792,0.13282841987424976,0.08395400058369351,-0.005445070576021838,True,True,True,False,12.5992809952296,8.6396905042728
BSTK100,0.5,36,72.0,0.5,0.09446254071661238,1.0228373951970056,0.9898851360312592,0.12738334929822792,0.13361865618084057,0.0329522591657464,-0.006235306882612646,True,True,True,False,10.958373229542628,8.6396905042728
