panel,L,ruler,pick,cost,CAGR,Sharpe,MaxDD,H1,H2,KEEP_4a_oos,KEEP_4b_oos
U56,5,marginal,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,5,marginal,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,5,marginal,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,5,marginal,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,5,paired,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,5,paired,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,5,paired,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,5,paired,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,10,marginal,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,10,marginal,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,10,marginal,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,10,marginal,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,10,paired,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,10,paired,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,10,paired,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,10,paired,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,21,marginal,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,21,marginal,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,21,marginal,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,21,marginal,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,21,paired,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,21,paired,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,21,paired,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,21,paired,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,63,marginal,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,63,marginal,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,63,marginal,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,63,marginal,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,63,paired,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,63,paired,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,63,paired,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,63,paired,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,126,marginal,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,126,marginal,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,126,marginal,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,126,marginal,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
U56,126,paired,b0.02g0.50,0,0.06359337212109084,1.3102204751990971,-0.07962215523564675,1.4947209550120695,1.1072317301116765,False,False
U56,126,paired,b0.02g0.50,10,0.062041305203349495,1.2798368237277165,-0.07985033371788619,1.4688841677167412,1.071573629341072,False,False
U56,126,paired,b0.02g0.50,25,0.05971732264451868,1.234197172580146,-0.0801925596710038,1.4300701635195696,1.0180174341438102,False,False
U56,126,paired,b0.02g0.50,50,0.05585497411861695,1.1579784153915185,-0.08076282487597553,1.3652359727974455,0.9285999219411655,False,False
B136,5,marginal,b0.03g0.50,0,0.05372764835624988,1.1328053382110252,-0.08221546096968513,1.3183229686946178,0.9156388637183475,False,False
B136,5,marginal,b0.03g0.50,10,0.05223856475356703,1.1028414065419778,-0.08242143912987199,1.293787843219461,0.8782321080237786,False,False
B136,5,marginal,b0.03g0.50,25,0.05000877395192482,1.0578516204334585,-0.08273037324142196,1.2569440978005917,0.822075130290862,False,False
B136,5,marginal,b0.03g0.50,50,0.046302658806729236,0.9827677976075397,-0.08324517508690821,1.1954387653078478,0.7283825174380612,False,False
B136,5,paired,b0.03g0.50,0,0.05372764835624988,1.1328053382110252,-0.08221546096968513,1.3183229686946178,0.9156388637183475,False,False
B136,5,paired,b0.03g0.50,10,0.05223856475356703,1.1028414065419778,-0.08242143912987199,1.293787843219461,0.8782321080237786,False,False
B136,5,paired,b0.03g0.50,25,0.05000877395192482,1.0578516204334585,-0.08273037324142196,1.2569440978005917,0.822075130290862,False,False
B136,5,paired,b0.03g0.50,50,0.046302658806729236,0.9827677976075397,-0.08324517508690821,1.1954387653078478,0.7283825174380612,False,False
