panel,sleeve,gross,sbar,nominal_resid,CAGR_sleeve,measured_dCAGR,F_A,F_B,F_C,F_E,F_D,err_A,err_B,err_C,err_E,err_D,sleeve_vol,var_term,cov_core_sleeve,d_drag,SE_dCAGR,t_dCAGR,errB_over_SE,errC_over_SE,measured_dSharpe,measured_dMaxDD,OOS_measured_dCAGR,OOS_F_A,OOS_F_B,OOS_F_C,OOS_err_A,OOS_err_B,OOS_err_C,OOS_measured_dSharpe,script
U56,SHY,0.4,0.5995321206397309,0.6,0.013095314957878301,0.008342754044125655,0.00785718897472698,0.007851061947141967,0.008315767989701045,0.00837886270196582,0.008342754044125655,-0.0004855650693986746,-0.0004916920969836886,-2.698605442461033e-05,3.610865784016426e-05,0.0,0.013680055481184622,7.161220992902748e-05,-0.0002048122490534698,0.0002471741202865203,0.0024617252205159632,3.3889867051762432,-0.1997347603566546,-0.010962252894721617,0.10270402127047173,0.006025088717876437,0.01105803555243523,0.01032878942217974,0.010319478317652639,0.011107781000222607,-0.0007292461302554898,-0.0007385572347825917,4.974544778737697e-05,0.11731019602837933,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,SHY,0.5,0.49951925440959244,0.5,0.013095314957878301,0.007051619650490837,0.006547657478939151,0.0065413619640181525,0.007027474577616138,0.0070944216213181,0.007051619650490837,-0.0005039621715516862,-0.0005102576864726843,-2.4145072874699053e-05,4.2801970827263496e-05,0.0,0.013680055481184622,7.462668426350321e-05,-0.00020493477806986815,0.0002572679131977287,0.0020939821819359597,3.3675643046644113,-0.2436781415212107,-0.011530696432371784,0.06944939978558273,0.004869581313968863,0.009364818942264819,0.008607324518483117,0.008597755564595452,0.009422463328530814,-0.0007574944237817016,-0.0007670633776693664,5.7644386265995676e-05,0.07958626118824519,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,SHY,0.6,0.39954484899733306,0.4,0.013095314957878301,0.005719974276815032,0.0052381259831513205,0.0052321656374180025,0.005700581163444065,0.005766023569208988,0.005719974276815254,-0.0004818482936637114,-0.0004878086393970294,-1.9393113370966622e-05,4.604929239395653e-05,2.220446049250313e-16,0.013680055481184622,7.167124967620483e-05,-0.00020505824800004207,0.0002468319871627771,0.0017096528593661346,3.3456933935323874,-0.2853261331530705,-0.011343304732726123,0.04657981135653255,0.0037774120871590933,0.007610679589274749,0.006885859614786494,0.006876798387833356,0.007671624265192404,-0.0007248199744882555,-0.0007338812014413935,6.094467591765459e-05,0.0535003853704219,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,SHY,0.75,0.24965187541818762,0.25,0.013095314957878301,0.003647842464936657,0.0032738287394695753,0.0032692699384261623,0.0036370722550390423,0.003689570419419491,0.003647842464936435,-0.00037401372546708167,-0.0003785725265104947,-1.0770209897614704e-05,4.1727954482834e-05,-2.220446049250313e-16,0.013680055481184622,5.602821915732021e-05,-0.00020524520985489643,0.0001926093176952528,0.001101308298350367,3.3122809211559603,-0.3437480014248079,-0.009779468577279621,0.023325501159299877,0.0022535820123052996,0.0048669059716393015,0.0043036622592415585,0.004296729755488134,0.0049209836046703115,-0.000563243712397743,-0.0005701762161511676,5.407763303101002e-05,0.026857598624856927,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,SHY,0.9,0.09983648516441818,0.09999999999999998,0.013095314957878301,0.0014878631335260017,0.00130953149578783,0.0013073902175156004,0.0014847471317601638,0.0015106008926610863,0.0014878631335260017,-0.00017833163773817184,-0.0001804729160104013,-3.116001765837966e-06,2.2737759135084542e-05,0.0,0.013680055481184622,2.6910381081311775e-05,-0.00020543227525265283,9.226587857866075e-05,0.00045385980982911943,3.278243857031954,-0.3976402230423317,-0.00686556002174142,0.007750767834656669,0.0008600472155971817,0.001990259266539729,0.001721464903696623,0.001718207766256545,0.0020192622228290117,-0.00026879436284310597,-0.00027205150028318395,2.9002956289282764e-05,0.008941194751740378,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,IEF,0.4,0.5995346953784882,0.6,0.01943853877550583,0.013322911482156918,0.011663123265303499,0.01165407842337582,0.012431770667646166,0.013537586928241946,0.013322911482156696,-0.0016597882168534195,-0.0016688330587810978,-0.0008911408145107526,0.00021467544608502753,-2.220446049250313e-16,0.06757462563431166,0.00103718114391506,-0.0020384230848373985,0.0002790192301395935,0.01095675609549514,1.2159540073758346,-0.1523108705018301,-0.08133254101340673,0.09327195566731605,-0.043336047330963856,0.0059699905982493195,0.005301798223619425,0.005296601639630418,0.005549053862115233,-0.0006681923746298946,-0.0006733889586189017,-0.0004209367361340862,-0.02217415552066515,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,IEF,0.5,0.4995232700389096,0.5,0.01943853877550583,0.011466535746072593,0.009719269387752916,0.009710002453918815,0.010524666127518357,0.01169890243631592,0.011466535746072593,-0.0017472663583196768,-0.001756533292153778,-0.0009418696185542353,0.00023236669024332725,0.0,0.06757462563431166,0.0010808767426648204,-0.0020403419558505972,0.0002888109206954832,0.009307842071033478,1.2319220350501099,-0.18871541639282935,-0.10119097545556621,0.09940230694509644,-0.013972025255043152,0.005122308877239412,0.004418165186349521,0.0044128247438924096,0.004679341199565216,-0.0007041436908898913,-0.0007094841333470025,-0.0004429676776741961,0.011267717101498764,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,IEF,0.6,0.3995499843896445,0.4,0.01943853877550583,0.009470530783254771,0.007775415510202333,0.007766667864310854,0.008553078975971256,0.009701770273272256,0.009470530783254993,-0.0016951152730524388,-0.001703862918943917,-0.0009174518072835158,0.00023123949001748433,2.220446049250313e-16,0.06757462563431166,0.0010381100496929538,-0.002042293525578623,0.0002753079279633841,0.007588170866676694,1.2480650409236862,-0.22454198104926684,-0.12090552827592321,0.08318224652900663,0.011603851988413849,0.004218322117666817,0.0035345321490796167,0.0035294750935748213,0.003788791751285012,-0.0006837899685872006,-0.000688847024091996,-0.0004295303663818051,0.020188467431173418,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,IEF,0.75,0.24965738845481575,0.25,0.01943853877550583,0.00620514489161339,0.004859634693876458,0.004852974826070458,0.005472508677429403,0.006394957798136977,0.006205144891613168,-0.0013455101977369321,-0.001352170065542932,-0.0007326362141839866,0.00018981290652358724,-2.220446049250313e-16,0.06757462563431166,0.0008115849159063635,-0.002045287870025254,0.00021235326862712166,0.004875663557578759,1.27267700454189,-0.2773304699092929,-0.15026389855082858,0.049526316434695516,0.006963680031092934,0.002752920516397861,0.0022090825931747604,0.00220521356779508,0.0024120995441610435,-0.0005438379232231005,-0.0005477069486027808,-0.00034082097223681745,0.01647236854867762,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
U56,IEF,0.9,0.09983985246315198,0.09999999999999998,0.01943853877550583,0.00260027575709576,0.0019438538775505827,0.0019407408434457612,0.0022407542819630104,0.00269547890398661,0.002600275757095538,-0.0006564218795451775,-0.000659534913649999,-0.0003595214751327498,9.520314689084961e-05,-2.220446049250313e-16,0.06757462563431166,0.0003898368152055449,-0.0020483551541418143,0.00010022511256377254,0.002003441236737991,1.297904679914414,-0.329201027490008,-0.17945196921179665,0.018071805154478815,0.0026735225990062172,0.0011498210258045205,0.000883633037269904,0.0008818152066788236,0.0009834491820808363,-0.00026618798853461655,-0.00026800581912569694,-0.00016637184372368424,0.006835918665751617,2026-09-19_is-the-SLEEVE-CREDIT-a-CLOSED-FORM-CORRECTION_C.py
