panel,g,cost,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,keep4a_oos,keep4b_oos,gbar
U56,0.05,0.0,0.010567053486219002,1.1736714765543168,-0.013589032569144677,1.228316565023938,1.1389514565951373,0.011510754189532957,1.204347786008015,-0.013589032569145232,False,False,False,False,0.049999999999999996
U56,0.05,10.0,0.010359046220931756,1.1507356827046882,-0.013647384092121517,1.204200516039771,1.1168032722157741,0.011296932088224132,1.182088457083752,-0.013647384092122072,False,False,False,False,0.049999999999999996
U56,0.05,25.0,0.01004711135624392,1.1162813079670406,-0.013734905977783596,1.1679563169396954,1.0835425389680062,0.01097627939143675,1.1486573064285646,-0.013734905977783374,False,False,False,False,0.049999999999999996
U56,0.05,50.0,0.0095274226079336,1.0587370054959415,-0.013880761391391827,1.1073806934421786,1.0280179689511242,0.010442072709074601,1.0928392020672824,-0.013880761391391605,False,False,False,False,0.049999999999999996
U56,0.06,0.0,0.01268446664084677,1.173691807602592,-0.016291267929625652,1.2283298560746378,1.1389802748561089,0.013818359456269969,1.2043782883595038,-0.01629126792962532,False,False,False,False,0.06
U56,0.06,10.0,0.012434701697914496,1.1507893703815544,-0.016360911750961327,1.2042482047199543,1.1168648556843115,0.013561565324224478,1.182151402327527,-0.01636091175096077,False,False,False,False,0.06
U56,0.06,25.0,0.012060163668704993,1.1163850967881452,-0.016465369774174454,1.1680556664967348,1.083653336628794,0.013176489894931587,1.1487689840150226,-0.016465369774174565,False,False,False,False,0.06
U56,0.06,50.0,0.011436225206174155,1.0589244340166735,-0.01663944592443567,1.107566273179344,1.028210931383379,0.012535006111962677,1.0930322456772255,-0.01663944592443567,False,False,False,False,0.06
U56,0.07,0.0,0.014803190268225075,1.1737120786453965,-0.018988320442562934,1.2283430938940818,1.1390090449701444,0.01612775636167485,1.2044087259425549,-0.018988320442561823,False,False,False,False,0.07
U56,0.07,10.0,0.014511614417350716,1.1508428062445295,-0.019069132398796595,1.2042956291745366,1.1169262133995277,0.015827919873600216,1.1822141007660172,-0.019069132398796262,False,False,False,False,0.07
U56,0.07,25.0,0.014074399388339431,1.1164883454356296,-0.01919033992915098,1.168154434467964,1.0837636416121612,0.0153783225992834,1.1488801412039247,-0.019190339929151867,False,False,False,False,0.07
U56,0.07,50.0,0.013346104162228922,1.0591108403449316,-0.019392324738383482,1.1077507404354792,1.028402955167799,0.014629413509996247,1.09322431174845,-0.019392324738382705,False,False,False,False,0.07
U56,0.08,0.0,0.016923214144618948,1.173732289832172,-0.021680193379388868,1.22835627853822,1.139037767224577,0.018438933449178574,1.2044390989848515,-0.02168019337939009,False,False,False,False,0.07999999999999999
U56,0.08,10.0,0.016589772755767562,1.1508959336538362,-0.021772049712404318,1.204342719844375,1.1169873000364305,0.01809598310954197,1.18227650961914,-0.021772049712402874,False,False,False,False,0.07999999999999999
U56,0.08,25.0,0.016089804777571493,1.116590911710099,-0.0219098207379812,1.1682524460427406,1.0838733400771559,0.017581763110205095,1.1489906706089792,-0.021909820737980423,False,False,False,False,0.07999999999999999
U56,0.08,50.0,0.015257042173512758,1.059295938731059,-0.022139403187311002,1.1079337428261413,1.0285938120557157,0.016725277527637417,1.0934151850089349,-0.022139403187310336,False,False,False,False,0.07999999999999999
U56,0.09,0.0,0.01904452800866041,1.1737524413117097,-0.02436689003204129,1.2283694100626654,1.1390664419063188,0.02075187921339161,1.2044694077133429,-0.024366890032040955,False,False,False,False,0.08999999999999998
U56,0.09,10.0,0.018669166192857745,1.1509487856847602,-0.02446966762392666,1.2043894936445625,1.117048160845066,0.02036574333020913,1.1823386614829594,-0.024469667623926217,False,False,False,False,0.08999999999999998
U56,0.09,25.0,0.01810636891256734,1.1166928783388466,-0.02462381710343664,1.168349744120693,1.0839825447043054,0.01978679941851902,1.1491006534683021,-0.024623817103436307,False,False,False,False,0.08999999999999998
U56,0.09,50.0,0.017169027600532516,1.059479895328475,-0.024880687819229363,1.1081153684465086,1.0287837270140272,0.018822585606662168,1.0936050279514966,-0.024880687819228697,False,False,False,False,0.08999999999999998
U56,0.1,0.0,0.02116712156135403,1.1737725332321491,-0.027048413712860375,1.2283824885226913,1.1390950693018627,0.023066582100098154,1.2044996523542464,-0.027048413712860597,False,False,False,False,0.09999999999999999
U56,0.1,10.0,0.020749783832327173,1.1510013566798496,-0.027161990084026977,1.2044359902514936,1.117108751049204,0.022637187853527196,1.1824005255879952,-0.02716199008402631,False,False,False,False,0.09999999999999999
U56,0.1,25.0,0.02012407998676191,1.116794231727191,-0.027332333943834275,1.1684464293457475,1.084091143436665,0.02199341713938696,1.1492100127830978,-0.027332333943835052,False,False,False,False,0.09999999999999999
U56,0.1,50.0,0.019082047078597286,1.0596626853632256,-0.027616185192416265,1.1082958236174052,1.028972476699078,0.02092132049193718,1.0937936872376144,-0.027616185192416376,False,False,False,False,0.09999999999999999
U56,0.11,0.0,0.023290984466082243,1.17379256574098,-0.029724767754507275,1.2283955139732339,1.1391236496972903,0.025383030506244575,1.2045298331330507,-0.029724767754507053,False,False,False,False,0.11
U56,0.11,10.0,0.02283161560845115,1.1510536997084881,-0.02984902106178211,1.2044822764463037,1.1171691148791034,0.02491030531897742,1.1824621503932533,-0.029849021061782444,False,False,False,False,0.11
U56,0.11,25.0,0.022142928325414868,1.11689510372417,-0.03003537619295471,1.1685426670940577,1.0841992463775418,0.024201605263552972,1.1493188692726966,-0.030035376192955487,False,False,False,False,0.11
U56,0.11,50.0,0.02099609154091797,1.0598445703408417,-0.03034590187534547,1.1084754340275769,1.029160280843319,0.023021471723184694,1.0939814037326243,-0.030345901875345582,False,False,False,False,0.11
U56,0.12,0.0,0.025416106348611134,1.1738125389850433,-0.032395955509865404,1.2284084864688958,1.1391521833782712,0.02770121277993054,1.2045599502745157,-0.03239595550986474,False,False,False,False,0.12
U56,0.12,10.0,0.02491464639609986,1.1511056180712185,-0.032530764544608015,1.204528227045167,1.1172289942771778,0.027185077611712183,1.1825232847869798,-0.03253076454460779,False,False,False,False,0.12
U56,0.12,25.0,0.02416289167070551,1.1169950021739707,-0.03273294879994626,1.168638144499843,1.0843062075771825,0.02641133598155876,1.1494265944040114,-0.032732948799945594,False,False,False,False,0.12
U56,0.12,50.0,0.022911126822166894,1.0600245653710285,-0.033069844446607655,1.1086535746228336,1.0293458462231704,0.025122995329707187,1.0941669189801302,-0.033069844446607766,False,False,False,False,0.12
U56,0.13,0.0,0.027542476797102644,1.1738324531105293,-0.035061980351954625,1.2284214060639411,1.1391806706300704,0.030021117220404347,1.204590004002672,-0.03506198035195529,False,False,False,False,0.13
U56,0.13,10.0,0.026998865769580327,1.1511571731359707,-0.03520722485066996,1.204573900158367,1.117288453645606,0.02946149286409927,1.182584000559071,-0.03520722485067096,False,False,False,False,0.13
