panel,book,estimator,lam,beta_used_mean,cmp_CAGR,cmp_Sharpe,cmp_MaxDD,pass4a,pass4b_SPY100,pass4b_BETAMATCH,spy_h1,spy_h2,spy_oos,spy_dd,spy_cagr,bm_h1,bm_h2,bm_oos,bm_dd,bm_cagr
U56,BAND03_g050,FULL,0.0,0.20880595250587894,0.0325407254825254,0.8845060132920906,-0.0777579920688064,False,False,False,True,True,True,True,False,True,True,True,False,True
U56,BAND03_g050,FULL,0.25,0.4066044643794092,0.06299585011387165,0.8845060132920907,-0.14784120571135595,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,FULL,0.5,0.6044029762529395,0.09300111944545009,0.8845060132920907,-0.21443119266140354,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,FULL,0.75,0.80220148812647,0.12246692018564187,0.8845060132920908,-0.27753373802794856,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,FULL,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,IS,0.0,0.20399278732368267,0.03179477813185838,0.8845060132920906,-0.07600914798603431,False,False,False,True,True,True,True,False,True,True,True,False,True
U56,BAND03_g050,IS,0.25,0.402994590492762,0.06244379595153515,0.8845060132920906,-0.1465934518467109,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,IS,0.5,0.6019963936618414,0.09263910903115002,0.8845060132920909,-0.2136419910143057,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,IS,0.75,0.8009981968309204,0.12228948023827035,0.8845060132920908,-0.27716036279830303,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,IS,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,R52,0.0,0.28644327168613465,0.035886012809150936,0.5256841633282586,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,R52,0.25,0.46483245376460103,0.06521332724715356,0.7229259041955853,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,R52,0.5,0.6432216358430674,0.0942706420237911,0.8139030106520782,-0.2255833028263532,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,R52,0.75,0.8216108179215338,0.12299007713634325,0.8593821254280464,-0.2828161402282612,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,R52,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,R104,0.0,0.2826464134672504,0.04333447565997628,0.6040154777014052,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,R104,0.25,0.4619848101004378,0.07094557568575666,0.7677599179193277,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,R104,0.5,0.6413232067336252,0.09818823723274561,0.838080661836825,-0.22062101823395863,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,R104,0.75,0.8206616033668126,0.12499623141797334,0.869501300076629,-0.28019062431962394,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,R104,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,EWMA,0.0,0.26321633784843906,0.03294154101654567,0.5035820635025279,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,EWMA,0.25,0.4474122533863293,0.06302256732061307,0.7175209241340726,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g050,EWMA,0.5,0.6316081689242196,0.09282530374652809,0.8127905226252068,-0.22206194197163098,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,EWMA,0.75,0.8158040844621097,0.12227674788159026,0.8592288520467839,-0.28115140213719647,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g050,EWMA,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,FULL,0.0,0.3134316837111964,0.04870061854517882,0.8845060132920908,-0.115263403110895,False,False,False,True,True,True,True,False,True,True,True,False,True
U56,BAND03_g075,FULL,0.25,0.4850737627833972,0.07495813371774607,0.8845060132920909,-0.17467645738655468,False,False,False,True,True,True,True,False,True,True,True,False,True
U56,BAND03_g075,FULL,0.5,0.6567158418555982,0.1008502776379876,0.8845060132920907,-0.2314588059974213,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,FULL,0.75,0.8283579209277993,0.12631820588840004,0.8845060132920907,-0.2856182706262024,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,FULL,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,IS,0.0,0.3060531522276975,0.047564561950115714,0.8845060132920907,-0.11265038996076215,False,False,False,True,True,True,True,False,True,True,True,False,True
U56,BAND03_g075,IS,0.25,0.47953986417077327,0.0741169534188939,0.8845060132920909,-0.1728019801873958,False,False,False,True,True,True,True,False,True,True,True,False,True
U56,BAND03_g075,IS,0.5,0.6530265761138487,0.10029800238987407,0.8845060132920906,-0.23026595766891378,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,IS,0.75,0.8265132880569244,0.12604696689549288,0.8845060132920907,-0.2850501085346264,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,IS,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,R52,0.0,0.4156028309201854,0.05191170483415175,0.6195834016983572,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,R52,0.25,0.5617021231901391,0.07708155727474253,0.7460777019568074,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,R52,0.5,0.7078014154600927,0.10206418593806266,0.8168684576825688,-0.24799671989033123,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,R52,0.75,0.8539007077300462,0.12681843375025736,0.8585207089349114,-0.29351600302108205,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,R52,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,R104,0.0,0.3957781195503838,0.05629739676487633,0.6654439685973987,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,R104,0.25,0.5468335896627877,0.08045092413855293,0.7744763628423331,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,R104,0.5,0.6978890597751919,0.10436370442246878,0.8327071165802626,-0.23979522574625733,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,R104,0.75,0.8489445298875959,0.1279947339848151,0.8652676217284112,-0.28960257224229746,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,R104,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,EWMA,0.0,0.38079926227013094,0.04759860459411347,0.6047453015082074,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,EWMA,0.25,0.5355994467025982,0.07385919848218903,0.7424022417960296,-0.22062101823395863,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,EWMA,0.5,0.6903996311350654,0.09992761346138868,0.8161281886456336,-0.24283101217827674,False,False,True,True,True,True,True,False,True,True,True,True,True
U56,BAND03_g075,EWMA,0.75,0.8451998155675328,0.1257576935128346,0.8584248033537911,-0.29105035880381325,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g075,EWMA,1.0,1.0,0.15130245537273979,0.8845060132920908,-0.33717267708462395,False,False,False,True,True,True,True,False,True,True,True,True,False
U56,BAND03_g100,FULL,0.0,0.4182181658703771,0.06477090222387116,0.8845060132920909,-0.15184758799184928,False,True,False,True,True,True,True,True,True,True,True,False,True
U56,BAND03_g100,FULL,0.25,0.5636636244027828,0.08686226499394256,0.8845060132920907,-0.201001698821479,False,True,False,True,True,True,True,True,True,True,True,False,True
U56,BAND03_g100,FULL,0.5,0.7091090829351885,0.10867200277183686,0.8845060132920906,-0.24826830921313525,False,True,False,True,True,True,True,True,True,True,True,False,True
U56,BAND03_g100,FULL,0.75,0.8545545414675944,0.130164151437403,0.8845060132920909,-0.2936545716035118,False,True,True,True,True,True,True,True,True,True,True,True,True
