panel,book,gross,cadence,n_cert_BOTH,n_cert_ROT,n_cert_FIX,survive_BOTH,survive_ROT,survive_FIX,p4b,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,Sharpe,MaxDD,CAGR,degenerate
B136,BAND03,0.5,M,1,1,1,True,True,True,False,1.0837274881852046,0.05478362245617574,-0.10671624288481929,1.0843234515076439,-0.1067162428848194,0.055371776717578314,False
B136,BAND03,0.5,Q,3,3,3,True,True,True,False,0.8950046087433235,0.05109536420103389,-0.1476326535118534,0.9465946629911675,-0.1476326535118534,0.05216853952738809,False
B136,BAND03,0.5,W,1,2,1,True,True,True,False,1.106827770282897,0.05248467634530685,-0.08242086768618784,1.0992062993916163,-0.08242086768618762,0.053080901431818095,False
B136,BAND03,0.75,M,1,1,1,True,True,True,False,1.0844057926375004,0.0824836526658046,-0.15687661157282995,1.0859915596886773,-0.15687661157282973,0.08342180442618718,False
B136,BAND03,0.75,Q,4,4,4,True,True,True,False,0.8874250166805555,0.0763910456337471,-0.21842850303993333,0.9420751709942093,-0.21842850303993322,0.07815970228175284,False
B136,BAND03,0.75,W,1,2,1,True,True,True,False,1.1058878697278782,0.07884939392053303,-0.12240985403190019,1.0992531359665725,-0.12240985403190019,0.0797788392776686,False
B136,BAND03,1.0,M,1,1,1,True,True,True,False,1.0850147956378027,0.1103584979956771,-0.20501364063176808,1.0875879364734806,-0.20501364063176797,0.11168623276553302,False
B136,BAND03,1.0,Q,4,4,4,True,True,True,False,0.8791505610352727,0.10145587255278521,-0.287319084441905,0.9369629235662861,-0.28731908444190546,0.10404076973432863,False
B136,BAND03,1.0,W,1,2,1,True,True,True,True,1.1048029424254948,0.1052418687479828,-0.16157983013208965,1.0991593874420873,-0.16157983013208965,0.10652976854836904,False
B136,EWELIG,0.5,M,1,1,1,True,True,True,False,1.0750846807633614,0.07979251165853962,-0.14797628897585346,1.0629185768125176,-0.1479762889758537,0.0772798433946078,True
B136,EWELIG,0.5,Q,1,1,1,True,True,True,False,0.9766632052748527,0.07335094142535703,-0.16525544089125488,1.037093189892943,-0.16525544089125455,0.0759711524805351,True
B136,EWELIG,0.5,W,1,1,1,True,True,True,False,1.0114174375073146,0.06996487096545234,-0.12041587838334944,1.0210851465081279,-0.12041587838334888,0.07104412291154527,True
B136,EWELIG,0.75,M,1,1,1,True,True,True,False,1.0742148583460525,0.12023571188334992,-0.21662223241008782,1.0639804082131474,-0.21662223241008793,0.11649463120249348,True
B136,EWELIG,0.75,Q,1,1,1,True,True,True,False,0.9692699571578512,0.10969651952700232,-0.24436024823827196,1.0323553337522522,-0.24436024823827196,0.11391287714896636,True
B136,EWELIG,0.75,W,0,0,0,False,False,False,True,1.010456111383248,0.1048601354934191,-0.1768808521297457,1.021147356526676,-0.17688085212974547,0.10656429035062365,True
B136,EWELIG,1.0,M,1,1,1,True,True,True,False,1.0732533364465402,0.16095827926757345,-0.2819058168125479,1.0649750398396785,-0.2819058168125478,0.15601858654111278,True
B136,EWELIG,1.0,Q,1,1,1,True,True,True,False,0.9608932897431763,0.14568300343325702,-0.32124808956653617,1.0268521761778555,-0.32124808956653683,0.15171641778324885,True
B136,EWELIG,1.0,W,1,1,1,True,True,True,False,1.009404721817359,0.1395703824198451,-0.23092049750109678,1.021138121609721,-0.23092049750109667,0.14196133962087365,True
B136,TOP10,0.5,M,4,4,4,True,True,True,True,0.9855162870495208,0.12053979955333749,-0.19269034481486413,1.0721701280540932,-0.19269034481486425,0.12329655762528602,False
B136,TOP10,0.5,Q,3,4,3,True,True,True,False,0.7945272772570688,0.09668406685782482,-0.1957966567267353,1.022193434140055,-0.1957966567267354,0.11866444239535756,False
B136,TOP10,0.5,W,4,4,4,True,True,True,False,0.768885340210783,0.08541366261831485,-0.14625325664655242,0.8874490849048661,-0.1462532566465521,0.09520692604823178,False
B136,TOP10,0.75,M,5,5,5,True,True,True,False,0.9942085687305234,0.18173127582213633,-0.278411730958104,1.0790375785068766,-0.2784117309581041,0.18647284675381348,False
B136,TOP10,0.75,Q,4,5,4,True,True,True,False,0.8011725112732445,0.14358760260243342,-0.286125974835453,1.0258929495058184,-0.28612597483545343,0.17822429503447368,False
B136,TOP10,0.75,W,5,5,5,True,True,True,False,0.7734748144266975,0.12615869802448088,-0.21445763823418762,0.8908085554302552,-0.21445763823418784,0.1417376523504481,False
B136,TOP10,1.0,M,4,4,4,True,True,True,False,1.0025784002425753,0.243219591085857,-0.35792666087771463,1.0856155281979463,-0.3579266608777145,0.2504063310521272,False
B136,TOP10,1.0,Q,3,4,3,True,True,True,False,0.8068966984629515,0.18918715772578754,-0.3719163932042403,1.0285549986033442,-0.3719163932042402,0.23766001775414414,False
B136,TOP10,1.0,W,4,5,4,True,True,True,False,0.7778660224849776,0.16516251909392787,-0.2794875252234523,0.8939208993591112,-0.2794875252234523,0.18711921075314164,False
B136,TOP20,0.5,M,2,4,2,True,True,True,True,1.0299981703180439,0.1079159660402591,-0.17999419967845842,1.0989618247376374,-0.17999419967845876,0.10911476499262829,False
B136,TOP20,0.5,Q,3,3,3,True,True,True,False,0.77245038082193,0.08296397435551528,-0.18445147798512385,0.9234837983506052,-0.18445147798512396,0.09373182628815857,False
B136,TOP20,0.5,W,3,4,3,True,True,True,False,0.8734759387570199,0.08272812288052656,-0.136398100566131,0.9411649814995489,-0.13639810056613066,0.08691989060186689,False
B136,TOP20,0.75,M,3,5,3,True,True,True,False,1.0345160788708132,0.16283141296469616,-0.2610525610883294,1.1034702279364668,-0.2610525610883291,0.16508825465433818,False
B136,TOP20,0.75,Q,4,4,4,True,True,True,False,0.7778272940822292,0.12356345808597968,-0.2706600347397399,0.926983124272449,-0.27066003473973943,0.14053439868333717,False
B136,TOP20,0.75,W,4,5,4,True,True,True,False,0.8754294981062942,0.12315018108531217,-0.20052393396044954,0.9431869804604216,-0.2005239339604491,0.1299052438285504,False
B136,TOP20,1.0,M,2,4,2,True,True,True,False,1.03879261320819,0.21816721688297935,-0.33675172386421515,1.1077517955728404,-0.33675172386421537,0.22183320371583148,False
B136,TOP20,1.0,Q,3,3,3,True,True,True,False,0.7824661790273338,0.16334337760014628,-0.35319867374641223,0.9296985351996615,-0.3531986737464121,0.18710944335639645,False
B136,TOP20,1.0,W,3,5,3,True,True,True,False,0.8771756663043515,0.16263234250394354,-0.261989351023341,0.9449775888804264,-0.26198935102334087,0.17227741614671688,False
B136,TOP5,0.5,M,4,4,4,True,True,True,False,1.1397148007464724,0.17538178867452592,-0.2192135332009838,1.1497957669910064,-0.21921353320098436,0.16254543143310252,False
B136,TOP5,0.5,Q,5,5,5,True,True,True,False,0.8284258437149252,0.11999882551924568,-0.1993317858865834,1.0638881438500074,-0.19933178588658385,0.14823366715280484,False
B136,TOP5,0.5,W,4,5,4,True,True,True,False,0.7933803394891609,0.10719698364389418,-0.16569906022249214,0.862235451885013,-0.16569906022249226,0.11094072017431822,False
B136,TOP5,0.75,M,5,5,5,True,True,True,False,1.151873171258599,0.26634378920588864,-0.3125071087124476,1.1589655995342742,-0.31250710871244725,0.24649025288615278,False
B136,TOP5,0.75,Q,5,5,5,True,True,True,False,0.8442301758502643,0.17837589452290414,-0.28627132368997743,1.0747189309443397,-0.28627132368997743,0.22289913774331338,False
B136,TOP5,0.75,W,5,5,5,True,True,True,False,0.8001520117438541,0.15801215591890916,-0.23988742224655146,0.8668679935885631,-0.23988742224655102,0.16436190053466038,False
B136,TOP5,1.0,M,4,5,4,True,True,True,False,1.1633478328910822,0.3589470741517471,-0.3969539109926936,1.1676186153234858,-0.3969539109926934,0.331748144472952,False
B136,TOP5,1.0,Q,4,4,4,True,True,True,False,0.8591849580776798,0.23548721742784928,-0.36611212470561416,1.0845840853687003,-0.36611212470561405,0.29766825653567763,False
B136,TOP5,1.0,W,5,5,5,True,True,True,False,0.8066757231488816,0.206233078123504,-0.308750150555806,0.8712308212505286,-0.30875015055580657,0.215709155815329,False
U56,BAND03,0.5,M,1,1,1,True,True,True,False,1.222380852953727,0.06326431310074021,-0.09778160623580334,1.1699562235135152,-0.09778160623580323,0.05881304788526154,False
U56,BAND03,0.5,Q,1,1,1,True,True,True,False,0.9778062721052313,0.056203636704921234,-0.1350657995075013,0.9951661213501573,-0.13506579950750097,0.053346225128205305,False
U56,BAND03,0.5,W,1,1,1,True,True,True,False,1.2767816592721966,0.06269554686498391,-0.08117569681767012,1.2007655653686844,-0.0811756968176699,0.05722738517124415,False
U56,BAND03,0.75,M,1,1,1,True,True,True,False,1.223385284070857,0.09550316049849017,-0.14381683197937534,1.1714894184178362,-0.14381683197937545,0.0887245597961821,False
U56,BAND03,0.75,Q,2,2,2,True,True,True,False,0.9734372916661632,0.08414466778294916,-0.1990158754159993,0.9928349191664455,-0.19901587541599897,0.07996559436568318,False
U56,BAND03,0.75,W,1,1,1,True,True,True,False,1.2762297973468626,0.09454831802271624,-0.12054949323437059,1.2007324826082908,-0.12054949323437114,0.08617736292500311,False
U56,BAND03,1.0,M,1,1,1,True,True,True,True,1.2242967479324933,0.12811745110447625,-0.18805272334496947,1.1729283977188028,-0.1880527233449688,0.11894663570005903,False
U56,BAND03,1.0,Q,2,2,2,True,True,True,False,0.968486995605916,0.11191532857119713,-0.260743425722605,0.9900490982927892,-0.2607434257226049,0.10650519373331613,False
U56,BAND03,1.0,W,1,1,1,True,True,True,True,1.2755286548566704,0.1266852163572325,-0.15910997512978242,1.2005575943324631,-0.1591099751297821,0.11530267751423562,False
U56,EWELIG,0.5,M,1,1,1,True,True,True,False,1.214852476193258,0.08584677726313861,-0.11600197267042311,1.1365272529179942,-0.11600197267042267,0.07804505166632225,True
