source,window,arm,outcome,strata,b_pub,t_pub,is_claim,sign_pub,t_partial,b_partial,survive_partial,defined_partial,t_residx,b_residx,survive_residx,defined_residx,t_ratio,b_ratio,survive_ratio,defined_ratio,t_logx,b_logx,survive_logx,defined_logx,t_loglog,b_loglog,survive_loglog,defined_loglog
idea533.grid,full,EWall,Sharpe,3,-0.0433415513343856,-3.820655433149388,True,-1,1.1072819871761939,0.01311658240302517,False,True,0.9013420185094639,0.01311658240302517,False,True,4.461962807346126,0.049888212512303264,False,True,1.2313685731728676,0.2097364441773073,False,True,,,False,False
idea533.grid,full,EWall,Sharpe,5,-0.001139923582756228,-0.11238219550472009,False,-1,3.0868170778508546,0.030572906128633642,False,True,2.7614667228343572,0.030572906128633667,False,True,5.552711984732167,0.05172558513483497,False,True,3.1190863169729317,0.5272374141394126,False,True,,,False,False
idea533.grid,full,EWall,Sharpe,7,0.016354866938633906,1.7152834652041176,False,1,4.443669069511398,0.04002700485277637,False,True,4.052917481070874,0.04002700485277642,False,True,6.728696070726165,0.057370241694232445,False,True,4.501696327845682,0.762515151912537,False,True,,,False,False
idea533.grid,full,EWall,Sharpe,21,0.025169738991741523,2.872612412113238,True,1,4.84195953649751,0.04095275689412924,True,True,4.585090277803228,0.040952756894129264,True,True,6.311282640900064,0.05088049425322228,True,True,4.8696544146153125,0.8275438602748737,True,True,,,False,False
idea533.grid,full,EWall,CAGR,3,-0.003811742318811605,-2.3650888228639273,True,-1,1.6869548480208247,0.0029947131625592503,False,True,1.4922905460529654,0.002994713162559247,False,True,4.138699485966214,0.006456723768188348,False,True,1.749620570945149,0.04485180156452266,False,True,,,False,False
idea533.grid,full,EWall,CAGR,5,0.0014258401205453164,0.9728550092209021,False,1,3.2925995147978866,0.00499514588796325,False,True,3.1333833752852946,0.004995145887963249,False,True,4.613921640132302,0.006384490185028486,False,True,3.2702946942495252,0.08464298244526383,False,True,,,False,False
idea533.grid,full,EWall,CAGR,7,0.004012647155778573,2.963090152492956,True,1,4.784818329826795,0.006522721546088328,True,True,4.6347561581950565,0.006522721546088333,True,True,5.511871246744703,0.007041764388189451,True,True,4.7515380155023035,0.12184555602851849,True,True,,,False,False
idea533.grid,full,EWall,CAGR,21,0.005183999659089627,4.1839029168000215,True,1,5.201930051395757,0.006592730580647514,True,True,5.162384212252016,0.006592730580647516,True,True,4.951480227521464,0.006021093510398915,True,True,5.138132325321517,0.13069909020753856,True,True,,,False,False
idea533.grid,full,EWall,MaxDD,3,-0.021838120736968985,-4.647251693818324,True,-1,1.9440483675659261,0.008198562861923737,False,True,1.3383428760106721,0.008198562861923732,False,True,5.996897224410359,0.02715957019320965,False,True,2.0465686615529024,0.12417850153088472,False,True,-1.4755933223321698,-0.3120035730618267,False,True
idea533.grid,full,EWall,MaxDD,5,-0.015631915181669967,-3.3533306759418946,True,-1,1.3142322359445964,0.0049569959651757645,False,True,0.9242928138817349,0.004956995965175771,False,True,6.1057660673739775,0.02657755477464175,False,True,1.447422372386666,0.09338582608613422,False,True,-1.0303911975355444,-0.2309864815638143,False,True
