panel,book,gross,cost_bps,chooser,pick_k,pick_salt,pick_is_incumbent,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,inc_OOS_Sharpe,inc_OOS_CAGR,base_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR
U56,CAP2,0.75,0.0,C_ISSHARPE,2,1,False,True,0.13093277644302215,1.35248093386687,-0.15596565593844436,1.3693466954314062,0.13168913356431755,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,0.0,C_ISCALMAR,2,1,False,True,0.13093277644302215,1.35248093386687,-0.15596565593844436,1.3693466954314062,0.13168913356431755,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,10.0,C_ISSHARPE,2,1,False,True,0.12723786931850078,1.3176344265586326,-0.1567123232644383,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,10.0,C_ISCALMAR,2,1,False,True,0.12723786931850078,1.3176344265586326,-0.1567123232644383,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,25.0,C_ISSHARPE,2,1,False,True,0.12171732307545313,1.2652873145912227,-0.15783153933775906,1.275468963789105,0.12183969460699817,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,25.0,C_ISCALMAR,2,1,False,True,0.12171732307545313,1.2652873145912227,-0.15783153933775906,1.275468963789105,0.12183969460699817,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,50.0,C_ISSHARPE,8,1,False,True,0.12275685743637776,1.1628667379275182,-0.19881610798397864,1.181260845927782,0.11207234887057682,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,0.75,50.0,C_ISCALMAR,2,1,False,False,0.11257429026707078,1.1778695992529695,-0.15969480735987052,1.181260845927782,0.11207234887057682,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,0.0,C_ISSHARPE,2,1,False,True,0.14820784453580815,1.323885621137042,-0.17902087405785538,1.333105459265909,0.14757573417524905,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,0.0,C_ISCALMAR,1,0,True,True,0.14757573417524905,1.333105459265909,-0.17219526991017187,1.333105459265909,0.14757573417524905,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,10.0,C_ISSHARPE,2,1,False,True,0.14408476142964788,1.2907761484862885,-0.17990423920972376,1.2952683323978311,0.14292015051644658,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,10.0,C_ISCALMAR,2,1,False,True,0.14408476142964788,1.2907761484862885,-0.17990423920972376,1.2952683323978311,0.14292015051644658,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,25.0,C_ISSHARPE,2,1,False,True,0.1379268932630351,1.2410381196618903,-0.18122809554899522,1.2384027260128632,0.13597078538040064,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,25.0,C_ISCALMAR,2,1,False,True,0.1379268932630351,1.2410381196618903,-0.18122809554899522,1.2384027260128632,0.13597078538040064,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,50.0,C_ISSHARPE,8,0,False,False,0.13743800809955675,1.1215368955421665,-0.23883491729385642,1.1433814467910008,0.12447863828467565,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAP2,1.0,50.0,C_ISCALMAR,2,1,False,True,0.12773473364810606,1.1579734479930641,-0.1834313477610593,1.1433814467910008,0.12447863828467565,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,0.0,C_ISSHARPE,2,0,False,True,0.14641618138401746,1.2921479020745434,-0.1763032709531922,1.2803390722324455,0.143538533309864,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,0.0,C_ISCALMAR,2,0,False,True,0.14641618138401746,1.2921479020745434,-0.1763032709531922,1.2803390722324455,0.143538533309864,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,10.0,C_ISSHARPE,8,0,False,True,0.14415740599428362,1.2342415038546573,-0.18921422053941095,1.2397071765466103,0.13852464950781207,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,10.0,C_ISCALMAR,2,0,False,True,0.14141380982777751,1.2524173430113121,-0.1769839606089113,1.2397071765466103,0.13852464950781207,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,25.0,C_ISSHARPE,8,0,False,True,0.13908163544637864,1.1953326239357727,-0.18953427467335637,1.1786655678511138,0.13104300062203,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,25.0,C_ISCALMAR,4,1,False,True,0.13830183478957592,1.1962692123356071,-0.18900902272528608,1.1786655678511138,0.13104300062203,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,50.0,C_ISSHARPE,8,1,False,False,0.1363612017720217,1.1403693790766316,-0.20270303571140802,1.076754013234637,0.11867736655768191,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,0.75,50.0,C_ISCALMAR,4,1,False,True,0.12781442312765456,1.1144522914480153,-0.19002984027752168,1.076754013234637,0.11867736655768191,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,1.0,0.0,C_ISSHARPE,8,0,False,False,0.18708641250412095,1.2170054762312015,-0.25536755050664106,1.240320117227432,0.18588102761864778,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,CAND,1.0,0.0,C_ISCALMAR,2,0,False,False,0.18947358384552304,1.2557232953121307,-0.23625335564752126,1.240320117227432,0.18588102761864778,1.2839355379722956,0.8831406547160487,0.15454794790057602
