panel,fin,gross,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,FULL_H1,FULL_H2,FULL_4b,FULL_cagr_ok,FULL_dd_ok,FULL_sh_ok,FULL_4a,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,OOS_4b,OOS_cagr_ok,OOS_dd_ok,OOS_sh_ok,OOS_4a,mean_held_gross,mean_borrowed,fin_drag_ann,turnover_ann
U56,FLAT0,0.75,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,False,False,True,True,False,0.09455896847608769,1.2767122316543114,-0.12054941914043871,1.4320251236926695,1.1056231587407939,False,False,True,True,False,0.532826355626877,0.0,0.0,1.773555916186794
U56,FLAT0,1.0,0.1153191786231531,1.200878454109093,-0.15910987917823594,1.2281835794559803,1.179899498461077,True,True,True,True,False,0.12670148748914545,1.2760185412281244,-0.15910987917823627,1.4298549082588001,1.1064891061692688,True,True,True,True,False,0.7102501067245902,0.0,0.0,2.3519482030399166
U56,FLAT0,1.25,0.1445830420647647,1.200546203100754,-0.196857554871524,1.2285637375912706,1.1789916189363672,True,True,True,True,False,0.15908283822140867,1.2751547843737416,-0.19685755487152412,1.4274818690990658,1.1072216896556026,True,True,True,True,False,0.8875893870339134,0.03281319712438072,0.0,2.9415973955161574
U56,FLAT0,1.5,0.17393368636909368,1.2000370603122854,-0.23379495354413082,1.2287796779793208,1.1778994680185622,False,True,False,True,False,0.19165137722522307,1.274103247333011,-0.23379495354413093,1.424869971511135,1.1078243201072484,False,True,False,True,False,1.064849053994889,0.16161540915401051,0.0,3.555347440328563
U56,FLAT0,1.75,0.20332710561753964,1.1993709701516293,-0.26991734744885076,1.2288411716100163,1.176652498522962,False,True,False,True,False,0.22435973440498014,1.2728928934291088,-0.269917347448851,1.422052943813109,1.1083210619263082,False,True,False,True,False,1.2420339929642255,0.3170827112932202,0.0,4.201341162645324
U56,FLAT0,2.0,0.2327208002877561,1.1985735331608924,-0.3052194502139841,1.228778783138396,1.175272353497043,False,True,False,True,False,0.25715910048767254,1.271543183314083,-0.3052194502139841,1.4190503404134456,1.1087316732758568,False,True,False,True,False,1.4191491236211056,0.4786693549121401,0.0,4.884528999685655
U56,FLAT2,0.75,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,False,False,True,True,False,0.09455896847608769,1.2767122316543114,-0.12054941914043871,1.4320251236926695,1.1056231587407939,False,False,True,True,False,0.532826355626877,0.0,0.0,1.773555916186794
U56,FLAT2,1.0,0.1153191786231531,1.200878454109093,-0.15910987917823594,1.2281835794559803,1.179899498461077,True,True,True,True,False,0.12670148748914545,1.2760185412281244,-0.15910987917823627,1.4298549082588001,1.1064891061692688,True,True,True,True,False,0.7102501067245902,0.0,0.0,2.3519482030399166
U56,FLAT2,1.25,0.14383231527606344,1.1949875063977342,-0.1969110388382843,1.2225405588653497,1.1738307009897087,True,True,True,True,False,0.15831926891314496,1.2697246206211803,-0.1969110388382842,1.4216975251942865,1.1021687164950824,True,True,True,True,False,0.8875893870339134,0.03281319712438072,0.0006562639424876143,2.9415973955161574
U56,FLAT2,1.5,0.1701472936901891,1.177284872808283,-0.23394772722740698,1.2043764904170315,1.156552209943627,False,True,False,True,False,0.18767348793994176,1.2511979187822293,-0.2339477272274072,1.4007650780797443,1.086175931073448,False,True,False,True,False,1.064849053994889,0.16161540915401051,0.0032323081830802104,3.555347440328563
U56,FLAT2,1.75,0.19572517614612917,1.1611502854893434,-0.27022242307122823,1.1878549090992814,1.1407823756434323,False,True,False,True,False,0.2164064931592531,1.2346689462988643,-0.2702224230712279,1.3821282890406845,1.071852151523316,False,True,False,True,False,1.2420339929642255,0.3170827112932202,0.006341654225864406,4.201341162645324
U56,FLAT2,2.0,0.22098461203996744,1.1481277281512556,-0.3056872501836604,1.174788533393898,1.1278304456710235,False,True,False,True,False,0.2448751542800589,1.2211975111262192,-0.30568725018366016,1.367018019858592,1.0600641348982718,False,True,False,True,False,1.4191491236211056,0.4786693549121401,0.009573387098242798,4.884528999685655
U56,FLAT4,0.75,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,False,False,True,True,False,0.09455896847608769,1.2767122316543114,-0.12054941914043871,1.4320251236926695,1.1056231587407939,False,False,True,True,False,0.532826355626877,0.0,0.0,1.773555916186794
U56,FLAT4,1.0,0.1153191786231531,1.200878454109093,-0.15910987917823594,1.2281835794559803,1.179899498461077,True,True,True,True,False,0.12670148748914545,1.2760185412281244,-0.15910987917823627,1.4298549082588001,1.1064891061692688,True,True,True,True,False,0.7102501067245902,0.0,0.0,2.3519482030399166
U56,FLAT4,1.25,0.14308207443917165,1.1894286093617081,-0.19696451975311413,1.216517205171114,1.1686695666057862,True,True,True,True,False,0.15755619617626526,1.2642942156807047,-0.19696451975311413,1.4159129988409722,1.0971154619399102,True,True,True,True,False,0.8875893870339134,0.03281319712438072,0.0013125278849752287,2.9415973955161574
U56,FLAT4,1.5,0.16637303362159628,1.1545314675436993,-0.234100474812186,1.1799721603021662,1.135203691360747,False,True,False,True,False,0.18370879395983453,1.2282911298120154,-0.23410047481218577,1.3766594395337086,1.0645256204055524,False,True,False,True,False,1.064849053994889,0.16161540915401051,0.006464616366160421,3.555347440328563
U56,FLAT4,1.75,0.18817100241358675,1.1229266432851517,-0.2705273835376455,1.1468655551530198,1.104909410382002,False,True,False,True,False,0.20850463329164692,1.1964417160274443,-0.2705273835376454,1.342201767968783,1.0353792437529472,False,True,False,True,False,1.2420339929642255,0.3170827112932202,0.012683308451728811,4.201341162645324
U56,FLAT4,2.0,0.20935957173258268,1.0976771403718073,-0.30615476070639547,1.1207929768440748,1.0803841586354208,False,True,False,True,False,0.23271062132105214,1.1708467985079747,-0.30615476070639536,1.314982843884224,1.011390393265664,False,True,False,True,False,1.4191491236211056,0.4786693549121401,0.019146774196485597,4.884528999685655
U56,FLAT6,0.75,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,False,False,True,True,False,0.09455896847608769,1.2767122316543114,-0.12054941914043871,1.4320251236926695,1.1056231587407939,False,False,True,True,False,0.532826355626877,0.0,0.0,1.773555916186794
U56,FLAT6,1.0,0.1153191786231531,1.200878454109093,-0.15910987917823594,1.2281835794559803,1.179899498461077,True,True,True,True,False,0.12670148748914545,1.2760185412281244,-0.15910987917823627,1.4298549082588001,1.1064891061692688,True,True,True,True,False,0.7102501067245902,0.0,0.0,2.3519482030399166
U56,FLAT6,1.25,0.14233231924368295,1.1838695166901168,-0.1970179976161579,1.2104936820929375,1.163508219806558,True,True,True,True,False,0.156793619692007,1.2588635738027656,-0.1970179976161579,1.4101282939631683,1.092061930560661,True,True,True,True,False,0.8875893870339134,0.03281319712438072,0.001968791827462843,2.9415973955161574
