vocab,rule,file,quantity,n_controls,n_cells,within_sd,within_range
BROAD,DROP-ARM,2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.walkforward.csv,margin,2,4,0.0816625,0.163325
BROAD,DROP-ARM,2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,regret,2,8,0.0,0.0
BROAD,DROP-ARM,2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,room,2,8,0.19861721472772825,0.3972344294554565
BROAD,DROP-ARM,2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,margin,2,8,0.19861721472772825,0.3972344294554565
BROAD,DROP-ARM,2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,regret,3,8,0.0,0.0
BROAD,DROP-ARM,2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,room,3,8,0.036109295382672206,0.08274548010091679
BROAD,DROP-ARM,2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,margin,3,8,0.036109295382672206,0.08274548010091679
BROAD,DROP-ARM,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,regret,2,9,0.0,0.0
BROAD,DROP-ARM,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,room,2,9,0.08732955667236814,0.17465911334473627
BROAD,DROP-ARM,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,margin,2,9,0.08732955667236814,0.17465911334473627
BROAD,DROP-ARM,2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,regret,2,15,0.0,0.0
BROAD,DROP-ARM,2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,room,2,15,0.15362969010299476,0.30725938020598953
BROAD,DROP-ARM,2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,margin,2,15,0.15362969010299476,0.30725938020598953
BROAD,DROP-ARM,2026-09-06_stop-only-in-crashes_B.walkforward.csv,regret,2,12,0.0,0.0
BROAD,DROP-ARM,2026-09-06_stop-only-in-crashes_B.walkforward.csv,room,2,12,0.15769259870899555,0.3153851974179911
BROAD,DROP-ARM,2026-09-06_stop-only-in-crashes_B.walkforward.csv,margin,2,12,0.15769259870899555,0.3153851974179911
BROAD,DROP-ARM,2026-09-06_trend-filter-by-market-cap_B.walkforward.csv,regret,2,15,0.0,0.0
BROAD,DROP-ARM,2026-09-06_trend-filter-by-market-cap_B.walkforward.csv,room,2,15,0.036532923126460504,0.07306584625292101
BROAD,DROP-ARM,2026-09-06_trend-filter-by-market-cap_B.walkforward.csv,margin,2,15,0.036532923126460504,0.07306584625292101
BROAD,DROP-ARM,2026-09-06_vol20-gate-in-isolation_cloud.walkforward.csv,regret,2,4,0.0,0.0
BROAD,DROP-ARM,2026-09-06_vol20-gate-in-isolation_cloud.walkforward.csv,room,2,4,0.09249180064564913,0.18498360129129826
BROAD,DROP-ARM,2026-09-06_vol20-gate-in-isolation_cloud.walkforward.csv,margin,2,4,0.09249180064564913,0.18498360129129826
BROAD,DROP-ARM,2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.walkforward.csv,regret,2,51,0.0,0.0
BROAD,DROP-ARM,2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.walkforward.csv,room,2,51,0.08044376116379238,0.16088752232758477
BROAD,DROP-ARM,2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.walkforward.csv,margin,2,51,0.08044376116379238,0.16088752232758477
BROAD,DROP-ARM,2026-09-07_book-size-floor-for-any-quoted-price_B.walkforward.csv,regret,3,28,0.0,0.0
BROAD,DROP-ARM,2026-09-07_book-size-floor-for-any-quoted-price_B.walkforward.csv,room,3,28,0.24115014380130523,0.5706746330090754
BROAD,DROP-ARM,2026-09-07_book-size-floor-for-any-quoted-price_B.walkforward.csv,margin,3,28,0.2411501438013052,0.5706746330090754
BROAD,DROP-ARM,2026-09-07_book-size-floor-for-any-quoted-price_cloud.walkforward.csv,regret,3,44,1.8924256101565167e-18,0.0
BROAD,DROP-ARM,2026-09-07_book-size-floor-for-any-quoted-price_cloud.walkforward.csv,room,3,44,0.30627224811093845,0.7146367496501417
BROAD,DROP-ARM,2026-09-07_book-size-floor-for-any-quoted-price_cloud.walkforward.csv,margin,3,44,0.30627224811093845,0.7146367496501417
BROAD,DROP-ARM,2026-09-07_broad-25bps-is-the-wall_cloud.walkforward.csv,regret,3,10,0.0,0.0
BROAD,DROP-ARM,2026-09-07_broad-25bps-is-the-wall_cloud.walkforward.csv,room,3,10,0.349969498491197,0.7992475272473726
BROAD,DROP-ARM,2026-09-07_broad-25bps-is-the-wall_cloud.walkforward.csv,margin,3,10,0.349969498491197,0.7992475272473726
BROAD,DROP-ARM,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.walkforward.csv,regret,3,77,5.406930314732905e-19,0.0
BROAD,DROP-ARM,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.walkforward.csv,room,3,77,0.279194499407484,0.6330788605520691
BROAD,DROP-ARM,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.walkforward.csv,margin,3,77,0.2791944994074839,0.633078860552069
BROAD,DROP-ARM,2026-09-07_correlation-as-the-sleeve-design-variable_B.walkforward.csv,regret,3,12,0.0,0.0
BROAD,DROP-ARM,2026-09-07_correlation-as-the-sleeve-design-variable_B.walkforward.csv,room,3,12,0.2371181658353355,0.5401331351399037
BROAD,DROP-ARM,2026-09-07_correlation-as-the-sleeve-design-variable_B.walkforward.csv,margin,3,12,0.2371181658353355,0.5401331351399037
BROAD,DROP-ARM,2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.walkforward.csv,regret,3,14,0.0,0.0
BROAD,DROP-ARM,2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.walkforward.csv,room,3,14,0.24232103234905605,0.5398296199077443
BROAD,DROP-ARM,2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.walkforward.csv,margin,3,14,0.24232103234905605,0.5398296199077443
BROAD,DROP-ARM,2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.walkforward.csv,regret,2,4,0.0,0.0
BROAD,DROP-ARM,2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.walkforward.csv,room,2,4,0.04168781711673458,0.08337563423346916
BROAD,DROP-ARM,2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.walkforward.csv,margin,2,4,0.04168781711673458,0.08337563423346916
BROAD,DROP-ARM,2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.walkforward.csv,regret,2,20,0.0,0.0
BROAD,DROP-ARM,2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.walkforward.csv,room,2,20,0.07983702584467693,0.15967405168935386
BROAD,DROP-ARM,2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.walkforward.csv,margin,2,20,0.07983702584467693,0.15967405168935386
BROAD,DROP-ARM,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.walkforward.csv,regret,3,44,7.569702440626067e-18,0.0
BROAD,DROP-ARM,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.walkforward.csv,room,3,44,0.23039610979850841,0.5401331351399037
BROAD,DROP-ARM,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.walkforward.csv,margin,3,44,0.23039610979850841,0.5401331351399037
BROAD,DROP-ARM,2026-09-07_is-a-class-member-just-its-own-ladder-point_B.walkforward.csv,regret,3,14,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-a-class-member-just-its-own-ladder-point_B.walkforward.csv,room,3,14,0.27471556508832934,0.6170446328157401
BROAD,DROP-ARM,2026-09-07_is-a-class-member-just-its-own-ladder-point_B.walkforward.csv,margin,3,14,0.27471556508832934,0.6170446328157401
BROAD,DROP-ARM,2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.walkforward.csv,regret,3,35,1.5860328923216522e-18,0.0
BROAD,DROP-ARM,2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.walkforward.csv,room,3,35,0.32036546855272807,0.7162589365375206
BROAD,DROP-ARM,2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.walkforward.csv,margin,3,35,0.3203654685527281,0.7162589365375206
BROAD,DROP-ARM,2026-09-07_is-it-gold-or-any-real-asset_cloud.walkforward.csv,regret,3,5,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-it-gold-or-any-real-asset_cloud.walkforward.csv,room,3,5,0.22567489092566267,0.5388583711648343
BROAD,DROP-ARM,2026-09-07_is-it-gold-or-any-real-asset_cloud.walkforward.csv,margin,3,5,0.22567489092566267,0.5388583711648343
BROAD,DROP-ARM,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.walkforward.csv,regret,3,27,2.05596856412066e-18,0.0
BROAD,DROP-ARM,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.walkforward.csv,room,3,27,0.33655920371014536,0.753680571291113
BROAD,DROP-ARM,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.walkforward.csv,margin,3,27,0.33655920371014536,0.753680571291113
BROAD,DROP-ARM,2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.walkforward.csv,regret,2,11,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.walkforward.csv,room,2,11,0.06351863267566606,0.1270372653513321
BROAD,DROP-ARM,2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.walkforward.csv,margin,2,11,0.06351863267566606,0.1270372653513321
BROAD,DROP-ARM,2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.walkforward.csv,regret,2,133,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.walkforward.csv,room,2,133,0.06447250137494047,0.12894500274988094
BROAD,DROP-ARM,2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.walkforward.csv,margin,2,133,0.06447250137494047,0.12894500274988094
BROAD,DROP-ARM,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.walkforward.csv,regret,2,42,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.walkforward.csv,room,2,42,0.06752708715009981,0.13505417430019961
BROAD,DROP-ARM,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.walkforward.csv,margin,2,42,0.06752708715009981,0.13505417430019961
BROAD,DROP-ARM,2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud.walkforward.csv,regret,4,26,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud.walkforward.csv,room,4,26,0.21368021545821975,0.5401331351399036
BROAD,DROP-ARM,2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud.walkforward.csv,margin,4,26,0.21368021545821975,0.5401331351399036
BROAD,DROP-ARM,2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B.walkforward.csv,regret,3,6,0.0,0.0
BROAD,DROP-ARM,2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B.walkforward.csv,room,3,6,0.08373129871970286,0.1963550064795272
BROAD,DROP-ARM,2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B.walkforward.csv,margin,3,6,0.08373129871970286,0.1963550064795272
BROAD,DROP-ARM,2026-09-07_is-the-vol-scaler-the-records-general-instability-source_cloud.walkforward.csv,regret,3,42,1.6521175961683876e-18,0.0
BROAD,DROP-ARM,2026-09-07_is-the-vol-scaler-the-records-general-instability-source_cloud.walkforward.csv,room,3,42,0.2523796666339729,0.5946348818875725
BROAD,DROP-ARM,2026-09-07_is-the-vol-scaler-the-records-general-instability-source_cloud.walkforward.csv,margin,3,42,0.2523796666339729,0.5946348818875725
BROAD,DROP-ARM,2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud.walkforward.csv,regret,2,3,0.0,0.0
BROAD,DROP-ARM,2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud.walkforward.csv,room,2,3,0.08193297750897023,0.16386595501794046
BROAD,DROP-ARM,2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud.walkforward.csv,margin,2,3,0.08193297750897023,0.16386595501794046
BROAD,DROP-ARM,2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud.walkforward.csv,regret,2,7,0.0,0.0
BROAD,DROP-ARM,2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud.walkforward.csv,room,2,7,0.0887630078906695,0.177526015781339
BROAD,DROP-ARM,2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud.walkforward.csv,margin,2,7,0.0887630078906695,0.177526015781339
BROAD,DROP-ARM,2026-09-07_sleeve-moves-the-frontier_cloud.walkforward.csv,regret,3,73,0.0,0.0
BROAD,DROP-ARM,2026-09-07_sleeve-moves-the-frontier_cloud.walkforward.csv,room,3,73,0.32170888419644095,0.721627472762384
BROAD,DROP-ARM,2026-09-07_sleeve-moves-the-frontier_cloud.walkforward.csv,margin,3,73,0.32170888419644095,0.721627472762384
BROAD,DROP-ARM,2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C.walkforward.csv,regret,2,6,0.0,0.0
BROAD,DROP-ARM,2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C.walkforward.csv,room,2,6,0.08193297750897023,0.16386595501794046
BROAD,DROP-ARM,2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C.walkforward.csv,margin,2,6,0.08193297750897023,0.16386595501794046
BROAD,DROP-ARM,2026-09-08_does-any-selector-beat-doing-nothing_B.walkforward.csv,regret,3,20,0.0,0.0
BROAD,DROP-ARM,2026-09-08_does-any-selector-beat-doing-nothing_B.walkforward.csv,room,3,20,0.21115574439746929,0.4688567715386802
BROAD,DROP-ARM,2026-09-08_does-any-selector-beat-doing-nothing_B.walkforward.csv,margin,3,20,0.21115574439746929,0.4688567715386802
BROAD,DROP-ARM,2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.walkforward.csv,regret,3,292,9.030067409194338e-19,0.0
BROAD,DROP-ARM,2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.walkforward.csv,room,3,292,0.24566581705217178,0.5576046087643911
BROAD,DROP-ARM,2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.walkforward.csv,margin,3,292,0.24566581705217178,0.5576046087643911
BROAD,DROP-ARM,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.walkforward.csv,regret,3,20,0.0,0.0
BROAD,DROP-ARM,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.walkforward.csv,room,3,20,0.21115574439746929,0.4688567715386802
BROAD,DROP-ARM,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.walkforward.csv,margin,3,20,0.21115574439746929,0.4688567715386802
BROAD,DROP-ARM,2026-09-08_selector-comparison-needs-more-cells_B.walkforward.csv,regret,3,137,1.2155726546990766e-18,0.0
BROAD,DROP-ARM,2026-09-08_selector-comparison-needs-more-cells_B.walkforward.csv,room,3,137,0.25306217305605583,0.5825827343237396
BROAD,DROP-ARM,2026-09-08_selector-comparison-needs-more-cells_B.walkforward.csv,margin,3,137,0.25306217305605583,0.5825827343237396
BROAD,DROP-ARM,2026-09-08_the-pool-mean-as-a-leaderboard-column_B.walkforward.csv,regret,3,9,2.4671622769447922e-17,0.0
BROAD,DROP-ARM,2026-09-08_the-pool-mean-as-a-leaderboard-column_B.walkforward.csv,room,3,9,0.18553353711110346,0.43780056590474326
BROAD,DROP-ARM,2026-09-08_the-pool-mean-as-a-leaderboard-column_B.walkforward.csv,margin,3,9,0.18553353711110346,0.43780056590474326
BROAD,SHARED-KEYS,2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,regret,2,12,0.0,0.0
BROAD,SHARED-KEYS,2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,room,2,12,0.12880126421769988,0.25760252843539977
BROAD,SHARED-KEYS,2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,margin,2,12,0.12880126421769988,0.25760252843539977
BROAD,SHARED-KEYS,2026-09-05_cagr-floor-calibration_B.walkforward.csv,regret,2,18,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_cagr-floor-calibration_B.walkforward.csv,room,2,18,0.1656837777306321,0.3313675554612642
BROAD,SHARED-KEYS,2026-09-05_cagr-floor-calibration_B.walkforward.csv,margin,2,18,0.1656837777306321,0.3313675554612642
BROAD,SHARED-KEYS,2026-09-05_defensive-class-census_B.walkforward.csv,regret,2,35,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_defensive-class-census_B.walkforward.csv,room,2,35,0.2765950195333314,0.5531900390666628
BROAD,SHARED-KEYS,2026-09-05_defensive-class-census_B.walkforward.csv,margin,2,35,0.2765950195333314,0.5531900390666628
BROAD,SHARED-KEYS,2026-09-05_fixed-gross-S4-blend_cloud.walkforward.csv,regret,2,120,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_fixed-gross-S4-blend_cloud.walkforward.csv,room,2,120,0.2131839650627627,0.4263679301255254
BROAD,SHARED-KEYS,2026-09-05_fixed-gross-S4-blend_cloud.walkforward.csv,margin,2,120,0.2131839650627627,0.4263679301255254
BROAD,SHARED-KEYS,2026-09-05_gross-as-the-missing-third-bar_B.walkforward.csv,regret,2,20,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_gross-as-the-missing-third-bar_B.walkforward.csv,room,2,20,0.17111105346392597,0.34222210692785193
BROAD,SHARED-KEYS,2026-09-05_gross-as-the-missing-third-bar_B.walkforward.csv,margin,2,20,0.17111105346392597,0.34222210692785193
BROAD,SHARED-KEYS,2026-09-05_gross-dispersion-not-gross-level_cloud.walkforward.csv,regret,2,21,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_gross-dispersion-not-gross-level_cloud.walkforward.csv,room,2,21,0.178565307885164,0.357130615770328
BROAD,SHARED-KEYS,2026-09-05_gross-dispersion-not-gross-level_cloud.walkforward.csv,margin,2,21,0.178565307885164,0.357130615770328
BROAD,SHARED-KEYS,2026-09-05_sleeve-f-that-clears-the-floor_cloud.walkforward.csv,regret,2,8,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_sleeve-f-that-clears-the-floor_cloud.walkforward.csv,room,2,8,0.2623364965070607,0.5246729930141214
BROAD,SHARED-KEYS,2026-09-05_sleeve-f-that-clears-the-floor_cloud.walkforward.csv,margin,2,8,0.2623364965070607,0.5246729930141214
BROAD,SHARED-KEYS,2026-09-05_stop-as-negative-insurance_cloud.walkforward.csv,regret,2,12,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_stop-as-negative-insurance_cloud.walkforward.csv,room,2,12,0.16945608177635071,0.33891216355270143
BROAD,SHARED-KEYS,2026-09-05_stop-as-negative-insurance_cloud.walkforward.csv,margin,2,12,0.16945608177635071,0.33891216355270143
BROAD,SHARED-KEYS,2026-09-05_weak-dominance-bands-as-the-calibration-output_C.walkforward.csv,regret,2,18,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_weak-dominance-bands-as-the-calibration-output_C.walkforward.csv,room,2,18,0.1656837777306321,0.3313675554612642
BROAD,SHARED-KEYS,2026-09-05_weak-dominance-bands-as-the-calibration-output_C.walkforward.csv,margin,2,18,0.1656837777306321,0.3313675554612642
BROAD,SHARED-KEYS,2026-09-05_which-asset-carries-S4_C.walkforward.csv,regret,2,8,0.0,0.0
BROAD,SHARED-KEYS,2026-09-05_which-asset-carries-S4_C.walkforward.csv,room,2,8,0.19042156144048866,0.3808431228809773
BROAD,SHARED-KEYS,2026-09-05_which-asset-carries-S4_C.walkforward.csv,margin,2,8,0.19042156144048866,0.3808431228809773
BROAD,SHARED-KEYS,2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.walkforward.csv,regret,2,4,0.0,0.0
BROAD,SHARED-KEYS,2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.walkforward.csv,room,2,4,0.0816625,0.163325
BROAD,SHARED-KEYS,2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.walkforward.csv,margin,2,4,0.0816625,0.163325
BROAD,SHARED-KEYS,2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,regret,2,8,0.0,0.0
BROAD,SHARED-KEYS,2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,room,2,8,0.19861721472772825,0.3972344294554565
BROAD,SHARED-KEYS,2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,margin,2,8,0.19861721472772825,0.3972344294554565
BROAD,SHARED-KEYS,2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,regret,3,8,0.0,0.0
BROAD,SHARED-KEYS,2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,room,3,8,0.036109295382672206,0.08274548010091679
BROAD,SHARED-KEYS,2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,margin,3,8,0.036109295382672206,0.08274548010091679
BROAD,SHARED-KEYS,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,regret,2,9,0.0,0.0
BROAD,SHARED-KEYS,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,room,2,9,0.08732955667236814,0.17465911334473627
BROAD,SHARED-KEYS,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,margin,2,9,0.08732955667236814,0.17465911334473627
BROAD,SHARED-KEYS,2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,regret,2,15,0.0,0.0
BROAD,SHARED-KEYS,2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,room,2,15,0.15362969010299476,0.30725938020598953
BROAD,SHARED-KEYS,2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,margin,2,15,0.15362969010299476,0.30725938020598953
BROAD,SHARED-KEYS,2026-09-06_stop-only-in-crashes_B.walkforward.csv,regret,2,12,0.0,0.0
