passset,panel,cost,statistic,n,n_pop,median,mean,pop_median,gap,share_pos,share_above_pop
P_4B,B136,5.0,A_DIFF,6,60,-0.3479979269563465,-0.33509065653773146,-0.36275890675869044,0.014760979802343921,0.0,0.6666666666666666
P_4B,B136,5.0,A_MARGIN,6,60,-0.21437880494771439,-0.20147153452909938,-0.2291397847500583,0.014760979802343921,0.0,0.6666666666666666
P_4B,B136,5.0,A_RATIO,6,60,0.7114039467402107,0.7319005825563981,0.7081215837530224,0.003282362987188314,1.0,0.5
P_4B,B136,5.0,A_RANK,6,60,6.666666666666668,4.722222222222223,6.666666666666668,0.0,0.6666666666666666,0.5
P_4A,B136,5.0,A_DIFF,0,60,,,-0.36275890675869044,,,
P_4A,B136,5.0,A_MARGIN,0,60,,,-0.2291397847500583,,,
P_4A,B136,5.0,A_RATIO,0,60,,,0.7081215837530224,,,
P_4A,B136,5.0,A_RANK,0,60,,,6.666666666666668,,,
P_ALL,SMALL663,5.0,A_DIFF,60,60,-0.3535660236269707,-0.29241186009109665,-0.3535660236269707,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,5.0,A_MARGIN,60,60,-0.2741640862551818,-0.21300992271930777,-0.2741640862551818,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,5.0,A_RATIO,56,60,0.5124453802271831,0.5707624586321486,0.5124453802271831,0.0,1.0,0.5
P_ALL,SMALL663,5.0,A_RANK,60,60,-2.4999999999999996,-7.105427357601002e-16,-2.4999999999999996,0.0,0.4166666666666667,0.5
P_4B,SMALL663,5.0,A_DIFF,0,60,,,-0.3535660236269707,,,
P_4B,SMALL663,5.0,A_MARGIN,0,60,,,-0.2741640862551818,,,
P_4B,SMALL663,5.0,A_RATIO,0,60,,,0.5124453802271831,,,
P_4B,SMALL663,5.0,A_RANK,0,60,,,-2.4999999999999996,,,
P_4A,SMALL663,5.0,A_DIFF,1,60,-0.3537746788639754,-0.3537746788639754,-0.3535660236269707,-0.00020865523700469568,0.0,0.0
P_4A,SMALL663,5.0,A_MARGIN,1,60,-0.2743727414921865,-0.2743727414921865,-0.2741640862551818,-0.00020865523700469568,0.0,0.0
P_4A,SMALL663,5.0,A_RATIO,1,60,0.623964257285545,0.623964257285545,0.5124453802271831,0.11151887705836194,1.0,1.0
P_4A,SMALL663,5.0,A_RANK,1,60,0.0,0.0,-2.4999999999999996,2.4999999999999996,0.0,1.0
P_ALL,POOLED,10.0,A_DIFF,180,180,-0.2999193500453056,-0.2849045066522159,-0.2999193500453056,0.0,0.08888888888888889,0.5
P_ALL,POOLED,10.0,A_MARGIN,180,180,-0.17146472473347485,-0.16783619313075188,-0.17146472473347485,0.0,0.2611111111111111,0.5
P_ALL,POOLED,10.0,A_RATIO,176,180,0.6949720631529364,0.7052592001732951,0.6949720631529364,0.0,1.0,0.5
P_ALL,POOLED,10.0,A_RANK,180,180,5.000000000000002,-3.1579677144893343e-16,5.000000000000002,0.0,0.55,0.5
P_4B,POOLED,10.0,A_DIFF,12,180,-0.07052343616291545,-0.13870620517153398,-0.2999193500453056,0.22939591388239017,0.0,0.8333333333333334
P_4B,POOLED,10.0,A_MARGIN,12,180,0.0676604450210555,-0.002043910379342632,-0.17146472473347485,0.23912516975453035,0.5833333333333334,0.8333333333333334
P_4B,POOLED,10.0,A_RATIO,12,180,0.942409781070854,0.8888826344150801,0.6949720631529364,0.2474377179179177,1.0,0.9166666666666666
P_4B,POOLED,10.0,A_RANK,12,180,27.5,23.333333333333332,5.000000000000002,22.5,0.8333333333333334,0.8333333333333334
P_4A,POOLED,10.0,A_DIFF,1,180,-0.3522451186970659,-0.3522451186970659,-0.2999193500453056,-0.05232576865176025,0.0,0.0
P_4A,POOLED,10.0,A_MARGIN,1,180,-0.27284318132527696,-0.27284318132527696,-0.17146472473347485,-0.10137845659180211,0.0,0.0
P_4A,POOLED,10.0,A_RATIO,1,180,0.620547451493877,0.620547451493877,0.6949720631529364,-0.07442461165905934,1.0,0.0
P_4A,POOLED,10.0,A_RANK,1,180,0.0,0.0,5.000000000000002,-5.000000000000002,0.0,0.0
P_NULLALL,POOLED,10.0,A_DIFF,18000,18000,-0.257061308433835,-0.2455899596699894,-0.257061308433835,0.0,0.12633333333333333,0.5
P_NULLALL,POOLED,10.0,A_MARGIN,18000,18000,-0.13544212533339628,-0.1285216461485254,-0.13544212533339628,0.0,0.3055,0.5
P_NULLALL,POOLED,10.0,A_RATIO,17096,18000,0.7225954325782457,0.6949444086932094,0.7225954325782457,0.0,0.9713383247543285,0.5
P_NULLALL,POOLED,10.0,A_RANK,18000,18000,0.42500000000000177,1.010549668636587e-16,0.42500000000000177,0.0,0.5085,0.5
P_NULL4B,POOLED,10.0,A_DIFF,707,18000,-0.10370308519895577,-0.12092454074343742,-0.257061308433835,0.15335822323487924,0.09900990099009901,0.9363507779349364
P_NULL4B,POOLED,10.0,A_MARGIN,707,18000,0.03448079598501519,0.015645210604840837,-0.13544212533339628,0.16992292131841147,0.5417256011315418,0.9462517680339463
P_NULL4B,POOLED,10.0,A_RATIO,707,18000,0.905918670216134,0.8966931598346679,0.7225954325782457,0.18332323763788838,1.0,0.9731258840169731
P_NULL4B,POOLED,10.0,A_RANK,707,18000,18.600000000000005,16.16968411126827,0.42500000000000177,18.175000000000004,0.8543140028288543,0.8486562942008486
P_ALL,U56,10.0,A_DIFF,60,60,-0.08235264435583123,-0.17597082973437703,-0.08235264435583123,0.0,0.13333333333333333,0.5
P_ALL,U56,10.0,A_MARGIN,60,60,0.05583123682813973,-0.03778694855040606,0.05583123682813973,0.0,0.5833333333333334,0.5
P_ALL,U56,10.0,A_RATIO,60,60,0.9323114682170188,0.8593875978997033,0.9323114682170188,0.0,1.0,0.5
P_ALL,U56,10.0,A_RANK,60,60,15.000000000000002,-4.144832625267251e-16,15.000000000000002,0.0,0.65,0.48333333333333334
P_4B,U56,10.0,A_DIFF,8,60,-0.016722095257876823,-0.04351682013310973,-0.08235264435583123,0.0656305490979544,0.0,0.75
P_4B,U56,10.0,A_MARGIN,8,60,0.12146178592609413,0.09466706105086123,0.05583123682813973,0.0656305490979544,0.875,0.75
P_4B,U56,10.0,A_RATIO,8,60,0.9862403798914204,0.9641124041354742,0.9323114682170188,0.053928911674401614,1.0,0.75
P_4B,U56,10.0,A_RANK,8,60,40.0,32.083333333333336,15.000000000000002,25.0,1.0,0.75
P_4A,U56,10.0,A_DIFF,0,60,,,-0.08235264435583123,,,
P_4A,U56,10.0,A_MARGIN,0,60,,,0.05583123682813973,,,
P_4A,U56,10.0,A_RATIO,0,60,,,0.9323114682170188,,,
P_4A,U56,10.0,A_RANK,0,60,,,15.000000000000002,,,
P_NULLALL,U56,10.0,A_DIFF,6000,6000,-0.09670809442943169,-0.10904465486266805,-0.09670809442943169,0.0,0.1975,0.5
P_NULLALL,U56,10.0,A_MARGIN,6000,6000,0.04147578675453922,0.029139226321302905,0.04147578675453922,0.0,0.5901666666666666,0.5
P_NULLALL,U56,10.0,A_RATIO,5978,6000,0.9010744001822427,0.9271622918372256,0.9010744001822427,0.0,0.999163599866176,0.5
P_NULLALL,U56,10.0,A_RANK,6000,6000,2.2083333333333344,-4.547473508864641e-16,2.2083333333333344,0.0,0.5505,0.5
P_NULL4B,U56,10.0,A_DIFF,457,6000,-0.011493022928932728,-0.057292803431490284,-0.09670809442943169,0.08521507150049897,0.13785557986870897,0.7330415754923414
P_NULL4B,U56,10.0,A_MARGIN,457,6000,0.12669085825503823,0.08089107775248067,0.04147578675453922,0.085215071500499,0.8052516411378556,0.7330415754923414
P_NULL4B,U56,10.0,A_RATIO,457,6000,0.9899725892395808,0.9525632108851145,0.9010744001822427,0.08889818905733804,1.0,0.7636761487964989
P_NULL4B,U56,10.0,A_RANK,457,6000,18.600000000000005,13.105032822757112,2.2083333333333344,16.39166666666667,0.7964989059080962,0.7724288840262582
P_ALL,B136,10.0,A_DIFF,60,60,-0.3616842252510724,-0.387993968426418,-0.3616842252510724,0.0,0.0,0.5
P_ALL,B136,10.0,A_MARGIN,60,60,-0.22806510324244028,-0.2543748464177859,-0.22806510324244028,0.0,0.06666666666666667,0.5
P_ALL,B136,10.0,A_RATIO,60,60,0.7049357218151324,0.6917059758924697,0.7049357218151324,0.0,1.0,0.5
P_ALL,B136,10.0,A_RANK,60,60,8.333333333333334,-4.070817756958907e-16,8.333333333333334,0.0,0.6,0.5
P_4B,B136,10.0,A_DIFF,4,60,-0.32017484290304554,-0.3290849752483825,-0.3616842252510724,0.04150938234802687,0.0,0.5
P_4B,B136,10.0,A_MARGIN,4,60,-0.1865557208944134,-0.19546585323975035,-0.22806510324244028,0.04150938234802687,0.0,0.5
P_4B,B136,10.0,A_RATIO,4,60,0.7459444402955355,0.7384230949742918,0.7049357218151324,0.041008718480403106,1.0,0.75
P_4B,B136,10.0,A_RANK,4,60,5.833333333333335,5.833333333333334,8.333333333333334,-2.499999999999999,0.5,0.5
P_4A,B136,10.0,A_DIFF,0,60,,,-0.3616842252510724,,,
P_4A,B136,10.0,A_MARGIN,0,60,,,-0.22806510324244028,,,
P_4A,B136,10.0,A_RATIO,0,60,,,0.7049357218151324,,,
P_4A,B136,10.0,A_RANK,0,60,,,8.333333333333334,,,
P_NULLALL,B136,10.0,A_DIFF,6000,6000,-0.29288733660174626,-0.2726583621197705,-0.29288733660174626,0.0,0.0745,0.5
P_NULLALL,B136,10.0,A_MARGIN,6000,6000,-0.1592682145931141,-0.1390392401111384,-0.1592682145931141,0.0,0.174,0.5
P_NULLALL,B136,10.0,A_RATIO,5987,6000,0.7164890000808851,0.7355366815132137,0.7164890000808851,0.0,0.9933188575246367,0.49991648571905795
P_NULLALL,B136,10.0,A_RANK,6000,6000,-0.41666666666666674,6.063298011819521e-16,-0.41666666666666674,0.0,0.491,0.5
P_NULL4B,B136,10.0,A_DIFF,250,6000,-0.24967909361852414,-0.23724335654967682,-0.29288733660174626,0.04320824298322212,0.028,0.96
P_NULL4B,B136,10.0,A_MARGIN,250,6000,-0.11605997160989201,-0.10362423454104476,-0.1592682145931141,0.043208242983222095,0.06,0.96
P_NULL4B,B136,10.0,A_RATIO,250,6000,0.7829184554427892,0.7945627065144515,0.7164890000808851,0.06642945536190403,1.0,0.98
P_NULL4B,B136,10.0,A_RANK,250,6000,21.083333333333343,21.771866666666675,-0.41666666666666674,21.50000000000001,0.96,0.96
P_ALL,SMALL663,10.0,A_DIFF,60,60,-0.35205628141367057,-0.2907487217958526,-0.35205628141367057,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,10.0,A_MARGIN,60,60,-0.27265434404188166,-0.21134678442406368,-0.27265434404188166,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,10.0,A_RATIO,56,60,0.4856360469986952,0.5546429429101706,0.4856360469986952,0.0,1.0,0.5
P_ALL,SMALL663,10.0,A_RANK,60,60,-2.4999999999999996,-2.9605947323337506e-16,-2.4999999999999996,0.0,0.4,0.5
P_4B,SMALL663,10.0,A_DIFF,0,60,,,-0.35205628141367057,,,
P_4B,SMALL663,10.0,A_MARGIN,0,60,,,-0.27265434404188166,,,
P_4B,SMALL663,10.0,A_RATIO,0,60,,,0.4856360469986952,,,
P_4B,SMALL663,10.0,A_RANK,0,60,,,-2.4999999999999996,,,
P_4A,SMALL663,10.0,A_DIFF,1,60,-0.3522451186970659,-0.3522451186970659,-0.35205628141367057,-0.00018883728339530448,0.0,0.0
P_4A,SMALL663,10.0,A_MARGIN,1,60,-0.27284318132527696,-0.27284318132527696,-0.27265434404188166,-0.00018883728339530448,0.0,0.0
P_4A,SMALL663,10.0,A_RATIO,1,60,0.620547451493877,0.620547451493877,0.4856360469986952,0.1349114044951818,1.0,1.0
P_4A,SMALL663,10.0,A_RANK,1,60,0.0,0.0,-2.4999999999999996,2.4999999999999996,0.0,1.0
P_NULLALL,SMALL663,10.0,A_DIFF,6000,6000,-0.40138748789422096,-0.35506686202752963,-0.40138748789422096,0.0,0.107,0.5
P_NULLALL,SMALL663,10.0,A_MARGIN,6000,6000,-0.32198555052243205,-0.2756649246557407,-0.32198555052243205,0.0,0.15233333333333332,0.5
P_NULLALL,SMALL663,10.0,A_RATIO,5131,6000,0.4177848058858118,0.3770289062943994,0.4177848058858118,0.0,0.913272266614695,0.48021828103683495
P_NULLALL,SMALL663,10.0,A_RANK,6000,6000,-0.8166666666666655,-3.0316490059097607e-16,-0.8166666666666655,0.0,0.484,0.49966666666666665
P_NULL4B,SMALL663,10.0,A_DIFF,0,6000,,,-0.40138748789422096,,,
P_NULL4B,SMALL663,10.0,A_MARGIN,0,6000,,,-0.32198555052243205,,,
P_NULL4B,SMALL663,10.0,A_RATIO,0,6000,,,0.4177848058858118,,,
P_NULL4B,SMALL663,10.0,A_RANK,0,6000,,,-0.8166666666666655,,,
P_ALL,POOLED,25.0,A_DIFF,180,180,-0.2883931671566185,-0.28040097301034805,-0.2883931671566185,0.0,0.1111111111111111,0.5
P_ALL,POOLED,25.0,A_MARGIN,180,180,-0.16511668891311798,-0.16333265948888404,-0.16511668891311798,0.0,0.26666666666666666,0.5
P_ALL,POOLED,25.0,A_RATIO,176,180,0.6691988131931084,0.6782821057169067,0.6691988131931084,0.0,0.9772727272727273,0.5
P_ALL,POOLED,25.0,A_RANK,180,180,6.666666666666665,6.315935428978669e-16,6.666666666666665,0.0,0.5277777777777778,0.4888888888888889
P_4B,POOLED,25.0,A_DIFF,7,180,-0.016664071599459485,-0.07499277412376168,-0.2883931671566185,0.271729095557159,0.14285714285714285,0.8571428571428571
P_4B,POOLED,25.0,A_MARGIN,7,180,0.12151980958451147,0.06253899860658944,-0.16511668891311798,0.28663649849762945,0.8571428571428571,0.8571428571428571
P_4B,POOLED,25.0,A_RATIO,7,180,0.9847887221292593,0.9377674733712692,0.6691988131931084,0.3155899089361509,1.0,1.0
P_4B,POOLED,25.0,A_RANK,7,180,39.99999999999999,24.76190476190476,6.666666666666665,33.33333333333333,0.8571428571428571,0.7142857142857143
P_4A,POOLED,25.0,A_DIFF,1,180,-0.34763361522504377,-0.34763361522504377,-0.2883931671566185,-0.05924044806842527,0.0,0.0
P_4A,POOLED,25.0,A_MARGIN,1,180,-0.26823167785325486,-0.26823167785325486,-0.16511668891311798,-0.10311498894013688,0.0,0.0
P_4A,POOLED,25.0,A_RATIO,1,180,0.6097191175156915,0.6097191175156915,0.6691988131931084,-0.059479695677416844,1.0,0.0
P_4A,POOLED,25.0,A_RANK,1,180,6.666666666666665,6.666666666666665,6.666666666666665,0.0,1.0,0.0
P_ALL,U56,25.0,A_DIFF,60,60,-0.08186012543334498,-0.16977122582774765,-0.08186012543334498,0.0,0.2,0.5
P_ALL,U56,25.0,A_MARGIN,60,60,0.05632375575062598,-0.03158734464377666,0.05632375575062598,0.0,0.6,0.5
P_ALL,U56,25.0,A_RATIO,60,60,0.9313065668721028,0.8633352624806214,0.9313065668721028,0.0,1.0,0.5
P_ALL,U56,25.0,A_RANK,60,60,17.499999999999993,1.1546319456101628e-15,17.499999999999993,0.0,0.6666666666666666,0.5
P_4B,U56,25.0,A_DIFF,6,60,-0.013436354080682777,-0.027178497906337157,-0.08186012543334498,0.0684237713526622,0.16666666666666666,0.8333333333333334
P_4B,U56,25.0,A_MARGIN,6,60,0.12474752710328818,0.1110053832776338,0.05632375575062598,0.0684237713526622,1.0,0.8333333333333334
P_4B,U56,25.0,A_RATIO,6,60,0.987987695525604,0.9774167524521588,0.9313065668721028,0.05668112865350117,1.0,0.8333333333333334
P_4B,U56,25.0,A_RANK,6,60,40.0,29.722222222222218,17.499999999999993,22.500000000000007,1.0,0.6666666666666666
P_4A,U56,25.0,A_DIFF,0,60,,,-0.08186012543334498,,,
P_4A,U56,25.0,A_MARGIN,0,60,,,0.05632375575062598,,,
P_4A,U56,25.0,A_RATIO,0,60,,,0.9313065668721028,,,
P_4A,U56,25.0,A_RANK,0,60,,,17.499999999999993,,,
P_ALL,B136,25.0,A_DIFF,60,60,-0.35866555934322975,-0.38580539090256083,-0.35866555934322975,0.0,0.0,0.5
P_ALL,B136,25.0,A_MARGIN,60,60,-0.22504643733459762,-0.2521862688939288,-0.22504643733459762,0.0,0.06666666666666667,0.5
P_ALL,B136,25.0,A_RATIO,60,60,0.6708235125403774,0.6735633445799561,0.6708235125403774,0.0,1.0,0.5
P_ALL,B136,25.0,A_RANK,60,60,5.833333333333332,3.885780586188048e-16,5.833333333333332,0.0,0.5333333333333333,0.5
P_4B,B136,25.0,A_DIFF,1,60,-0.3618784314283088,-0.3618784314283088,-0.35866555934322975,-0.0032128720850790327,0.0,0.0
P_4B,B136,25.0,A_MARGIN,1,60,-0.22825930941967665,-0.22825930941967665,-0.22504643733459762,-0.0032128720850790327,0.0,0.0
P_4B,B136,25.0,A_RATIO,1,60,0.6998717988859311,0.6998717988859311,0.6708235125403774,0.029048286345553676,1.0,1.0
P_4B,B136,25.0,A_RANK,1,60,-5.000000000000004,-5.000000000000004,5.833333333333332,-10.833333333333336,0.0,0.0
P_4A,B136,25.0,A_DIFF,0,60,,,-0.35866555934322975,,,
P_4A,B136,25.0,A_MARGIN,0,60,,,-0.22504643733459762,,,
P_4A,B136,25.0,A_RATIO,0,60,,,0.6708235125403774,,,
P_4A,B136,25.0,A_RANK,0,60,,,5.833333333333332,,,
P_ALL,SMALL663,25.0,A_DIFF,60,60,-0.3475044233478335,-0.2856263023007355,-0.3475044233478335,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,25.0,A_MARGIN,60,60,-0.2681024859760446,-0.2062243649289466,-0.2681024859760446,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,25.0,A_RATIO,56,60,0.40560890363125457,0.48506668183108825,0.40560890363125457,0.0,0.9285714285714286,0.5
P_ALL,SMALL663,25.0,A_RANK,60,60,-12.499999999999998,-1.1842378929335003e-16,-12.499999999999998,0.0,0.38333333333333336,0.5
P_4B,SMALL663,25.0,A_DIFF,0,60,,,-0.3475044233478335,,,
P_4B,SMALL663,25.0,A_MARGIN,0,60,,,-0.2681024859760446,,,
P_4B,SMALL663,25.0,A_RATIO,0,60,,,0.40560890363125457,,,
