book,set,panel,strip,rung,conv,days,CAGR,Sharpe,MaxDD,H1,H2,SPY_H1,SPY_H2,h1_margin,h2_margin,half_min,dd_margin,cagr_margin,cap,floor,SPY_MaxDD,SPY_CAGR,pass4a,pass4b,pass4b_fixedbar,fail4b
u56-v2band-gross100,SHELF,U56,NONE,10.0,COUNT,4443,0.11544487866856823,1.2016652117324997,-0.1591099544054907,1.2353970992538665,1.1749355695185408,0.9595456875860561,0.8259243047699286,0.27585141166781046,0.3490112647486122,0.27585141166781046,0.043193651845283676,0.009303171591873022,-0.20230360625077437,0.10614170707669521,-0.33717267708462395,0.1516310101095646,False,True,True,-
u56-v2band-gross100,SHELF,U56,NONE,10.0,DATE,4443,0.11544487866856823,1.2016652117324997,-0.1591099544054907,1.2353970992538665,1.1749355695185408,0.9595456875860561,0.8259243047699286,0.27585141166781046,0.3490112647486122,0.27585141166781046,0.043193651845283676,0.009303171591873022,-0.20230360625077437,0.10614170707669521,-0.33717267708462395,0.1516310101095646,False,True,True,-
u56-v2band-gross100,SHELF,U56,NONE,25.0,COUNT,4443,0.11151610162764247,1.1643029666579223,-0.15958975623423832,1.197734117331285,1.1377318615001928,0.9595456875860561,0.8259243047699286,0.2381884297452289,0.31180755673026417,0.2381884297452289,0.04271385001653605,0.005374394550947265,-0.20230360625077437,0.10614170707669521,-0.33717267708462395,0.1516310101095646,False,True,True,-
u56-v2band-gross100,SHELF,U56,NONE,25.0,DATE,4443,0.11151610162764247,1.1643029666579223,-0.15958975623423832,1.197734117331285,1.1377318615001928,0.9595456875860561,0.8259243047699286,0.2381884297452289,0.31180755673026417,0.2381884297452289,0.04271385001653605,0.005374394550947265,-0.20230360625077437,0.10614170707669521,-0.33717267708462395,0.1516310101095646,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,10.0,COUNT,4408,0.12488938657306714,1.3264898968894554,-0.10451924613333441,1.2176497499433778,1.430315600490395,0.9521403210319354,1.1043851387228805,0.26550942891144247,0.3259304617675145,0.26550942891144247,0.042459139201932145,0.0070122100147325395,-0.14697838533526655,0.1178771765583346,-0.24496397555877758,0.16839596651190658,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,10.0,DATE,4408,0.12488938657306714,1.3264898968894554,-0.10451924613333441,1.2353970992538665,1.414601366881618,0.9595456875860561,1.0975144876958791,0.27585141166781046,0.31708687918573886,0.27585141166781046,0.042459139201932145,0.0070122100147325395,-0.14697838533526655,0.1178771765583346,-0.24496397555877758,0.16839596651190658,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,25.0,COUNT,4408,0.12098729186057566,1.288613987954998,-0.10872884708117903,1.1800838547277965,1.3921283894283818,0.9521403210319354,1.1043851387228805,0.22794353369586118,0.28774325070550133,0.22794353369586118,0.03824953825408753,0.003110115302241062,-0.14697838533526655,0.1178771765583346,-0.24496397555877758,0.16839596651190658,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,25.0,DATE,4408,0.12098729186057566,1.288613987954998,-0.10872884708117903,1.197734117331285,1.3764979677454412,0.9595456875860561,1.0975144876958791,0.2381884297452289,0.2789834800495621,0.2381884297452289,0.03824953825408753,0.003110115302241062,-0.14697838533526655,0.1178771765583346,-0.24496397555877758,0.16839596651190658,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_DD,10.0,COUNT,4322,0.11800358916677745,1.2635095306364934,-0.10451924613333441,1.1801979233773514,1.343936423302252,0.9298682292485467,1.012410152852184,0.2503296941288047,0.3315262704500679,0.2503296941288047,0.042459139201931534,0.008990285712971655,-0.14697838533526594,0.10901330345380579,-0.24496397555877658,0.155733290648294,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_DD,10.0,DATE,4322,0.11800358916677745,1.2635095306364934,-0.10451924613333441,1.2353970992538665,1.2923143505796346,0.9595456875860561,0.9814321575739808,0.27585141166781046,0.3108821930056538,0.27585141166781046,0.042459139201931534,0.008990285712971655,-0.14697838533526594,0.10901330345380579,-0.24496397555877658,0.155733290648294,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_DD,25.0,COUNT,4322,0.11413905767823596,1.2256126880632081,-0.10872884708117903,1.1425759017072314,1.305769454433827,0.9298682292485467,1.012410152852184,0.21270767245868472,0.2933593015816429,0.21270767245868472,0.03824953825408692,0.005125754224430165,-0.14697838533526594,0.10901330345380579,-0.24496397555877658,0.155733290648294,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_DD,25.0,DATE,4322,0.11413905767823596,1.2256126880632081,-0.10872884708117903,1.197734117331285,1.2541627437769243,0.9595456875860561,0.9814321575739808,0.2381884297452289,0.27273058620294344,0.2381884297452289,0.03824953825408692,0.005125754224430165,-0.14697838533526594,0.10901330345380579,-0.24496397555877658,0.155733290648294,False,True,True,-
