panel,sweep,arm,gross,target_gross,target_sd,target_min,target_max,turnover_yr,turnover_risk_yr,turnover_sweep_yr,mean_names,mean_gross,sd_gross,min_gross,max_gross,max_name_w
U56,SHY,FLOAT,0.75,0.6721168539325844,0.15754940801768824,0.1,0.7500000000000009,3.506382942083226,2.7043823401254046,0.8020006019578214,38.55662921348315,1.0,1.597815746094229e-16,0.9999999999999993,1.0000000000000007,0.901484086314871
U56,SHY,FLOAT,1.0,0.7677528089887644,0.21650824719532882,0.1,1.0000000000000009,3.9918738682526245,2.544608327426151,1.4472655408264739,38.545842696629215,1.0,1.7535613013316927e-16,0.9999999999999991,1.0000000000000007,0.901484086314871
U56,SHY,FIX0.0125,0.75,0.48062921348314613,0.13623451199014142,0.0625,0.6874999999999996,2.518208503698778,1.5982762756195132,0.9199322280792647,38.55662921348315,1.0,2.1742999113784167e-16,0.9999999999999989,1.0000000000000007,0.9384656049274696
U56,SHY,FIX0.0125,1.0,0.48062921348314613,0.13623451199014142,0.0625,0.6874999999999996,2.518208503698778,1.5982762756195132,0.9199322280792647,38.55662921348315,1.0,2.1742999113784167e-16,0.9999999999999989,1.0000000000000007,0.9384656049274696
U56,SHY,FIX0.0150,0.75,0.5758146067415734,0.1623811853964966,0.075,0.7500000000000009,3.0004287848382387,1.919636778955935,1.080792005882304,38.55662921348315,1.0,1.731060976885147e-16,0.9999999999999992,1.0000000000000007,0.9261435117926569
U56,SHY,FIX0.0150,1.0,0.5767550561797756,0.16348141438816988,0.075,0.8250000000000006,3.0161501053649626,1.9084500469619807,1.1077000584029817,38.55662921348315,1.0,1.736573796665515e-16,0.9999999999999992,1.0000000000000007,0.9261435117926569
U56,SHY,FIX0.0200,0.75,0.6721168539325844,0.15754940801768824,0.1,0.7500000000000009,3.5063829420832264,2.7043823401254046,0.8020006019578215,38.55662921348315,1.0,1.647752824580823e-16,0.9999999999999991,1.0000000000000007,0.901484086314871
U56,SHY,FIX0.0200,1.0,0.7677528089887644,0.21650824719532882,0.1,1.0000000000000009,3.9918738682526245,2.544608327426151,1.4472655408264739,38.545842696629215,1.0,1.7550615904601307e-16,0.9999999999999991,1.0000000000000007,0.901484086314871
U56,SHY,FIX0.0250,0.75,0.6964325842696631,0.13317364477172233,0.125,0.7500000000000007,3.7825549653107644,3.0892861917891357,0.6932687735216284,38.55662921348315,1.0,1.613259773556699e-16,0.9999999999999991,1.0000000000000009,0.8768043209432166
U56,SHY,FIX0.0250,1.0,0.881415730337079,0.21827437357036616,0.125,1.000000000000001,4.46127806528541,3.3622358092538005,1.0990422560316095,38.49101123595506,1.0,1.5707981182513947e-16,0.9999999999999993,1.0000000000000009,0.8768043209432166
U56,SHY,FIX0.0300,0.75,0.7113303370786519,0.1134920725390932,0.15,0.7500000000000009,3.963810322834365,3.349531339178363,0.6142789836560022,38.55662921348315,1.0,1.5352982947462404e-16,0.9999999999999993,1.0000000000000009,0.8521041905018047
U56,SHY,FIX0.0300,1.0,0.915388764044944,0.19327219646943322,0.15,1.0000000000000009,4.746284143092727,3.8602679035965752,0.8860162394961529,38.47797752808989,1.0,1.5976423437662896e-16,0.9999999999999993,1.0000000000000009,0.8521041905018047
U56,ZERO,FLOAT,0.75,0.6721168539325844,0.15754940801768824,0.1,0.7500000000000009,2.721599915406836,2.704266714955071,0.017333200451765368,38.43685393258427,0.6718219548123145,0.1580542408655718,0.1,0.7627060606266289,0.027383030999553404
U56,ZERO,FLOAT,1.0,0.7677528089887644,0.21650824719532882,0.1,1.0000000000000009,2.5567294092853308,2.5446743396148417,0.012055069670489154,38.43685393258427,0.7676250882383753,0.21713582475359133,0.1,1.0000000000000004,0.029181664744433993
U56,ZERO,FIX0.0125,0.75,0.48062921348314613,0.13623451199014142,0.0625,0.6874999999999996,1.6033096268978482,1.5980281466332364,0.00528148026461182,38.43685393258427,0.480781207882978,0.13673812379775474,0.0625,0.6882245030753666,0.018339888821099267
U56,ZERO,FIX0.0125,1.0,0.48062921348314613,0.13623451199014142,0.0625,0.6874999999999996,1.6033096268978482,1.5980281466332364,0.00528148026461182,38.43685393258427,0.480781207882978,0.13673812379775474,0.0625,0.6882245030753666,0.018339888821099267
U56,ZERO,FIX0.0150,0.75,0.5758146067415734,0.1623811853964966,0.075,0.7500000000000009,1.9267537056276125,1.9194167495601693,0.00733695606744291,38.43685393258427,0.5758803794494239,0.16291779868865539,0.075,0.7580844159396036,0.021967177340659838
U56,ZERO,FIX0.0150,1.0,0.5767550561797756,0.16348141438816988,0.075,0.8250000000000006,1.9155164336238724,1.9082991343249127,0.007217299298959752,38.43685393258427,0.5768542822482559,0.16404770601628782,0.075,0.8254866404202583,0.021967177340659838
U56,ZERO,FIX0.0200,0.75,0.6721168539325844,0.15754940801768824,0.1,0.7500000000000009,2.721599915406836,2.704266714955071,0.017333200451765368,38.43685393258427,0.6718219548123145,0.1580542408655718,0.1,0.7627060606266289,0.027383030999553404
U56,ZERO,FIX0.0200,1.0,0.7677528089887644,0.21650824719532882,0.1,1.0000000000000009,2.5567294092853308,2.5446743396148417,0.01205506967048915,38.43685393258427,0.7676250882383753,0.21713582475359133,0.1,1.0000000000000004,0.029181664744433993
U56,ZERO,FIX0.0250,0.75,0.6964325842696631,0.13317364477172233,0.125,0.7500000000000007,3.1131162171077102,3.089054033651743,0.024062183455967025,38.43685393258427,0.6962358725198668,0.1335188603769306,0.125,0.7627060606266289,0.032744177879218274
U56,ZERO,FIX0.0250,1.0,0.881415730337079,0.21827437357036616,0.125,1.000000000000001,3.3837061116424385,3.3624527216030344,0.021253390039404244,38.43685393258427,0.8808154775368288,0.218878527771614,0.125,1.0000000000000009,0.036343189805093774
U56,ZERO,FIX0.0300,0.75,0.7113303370786519,0.1134920725390932,0.15,0.7500000000000009,3.3795188671418597,3.3492918304263295,0.030227036715530453,38.43685393258427,0.7113170977122927,0.11374863757377623,0.15,0.7627060606266289,0.03935052959073965
U56,ZERO,FIX0.0300,1.0,0.915388764044944,0.19327219646943322,0.15,1.0000000000000009,3.8893731276115573,3.8604565852092567,0.02891654240230165,38.43685393258427,0.9146918877823372,0.19370853111532316,0.15,1.0000000000000007,0.03935052959073965
B136,SHY,FLOAT,0.75,0.7357823741007191,0.07428525680736547,0.12000000000000001,0.750000000000002,4.6751254264368125,4.288779771578088,0.3863456548587233,93.29361510791367,1.0,1.8733143912095796e-16,0.9999999999999992,1.0000000000000009,0.8814660319309914
B136,SHY,FLOAT,1.0,0.9661915467625894,0.12684144846020667,0.12000000000000001,1.0000000000000022,5.829629100658772,5.254185797511947,0.575443303146825,93.19671762589928,1.0,1.5434750216191824e-16,0.9999999999999992,1.0000000000000009,0.8814660319309914
B136,SHY,FIX0.0125,0.75,0.714694806654676,0.11168578072399549,0.075,0.750000000000002,4.375186263596792,3.7539299465003535,0.6212563170964391,93.29361510791367,1.0,1.952003677019224e-16,0.9999999999999992,1.0000000000000009,0.9259625233538241
B136,SHY,FIX0.0125,1.0,0.9224595323741002,0.18709942156449863,0.075,1.0000000000000022,5.258226897547309,4.3257389227426115,0.9324879748046973,93.21380395683454,1.0,1.591309701686286e-16,0.9999999999999993,1.0000000000000009,0.9259625233538241
B136,SHY,FIX0.0150,0.75,0.7246436600719423,0.09513108634515502,0.09,0.750000000000002,4.518014645463427,3.9953483212225307,0.5226663242408955,93.29361510791367,1.0,1.8997604168686297e-16,0.9999999999999992,1.0000000000000009,0.9111365343681626
B136,SHY,FIX0.0150,1.0,0.94361285971223,0.162522034170234,0.09,1.0000000000000022,5.533606859547995,4.7251829624112345,0.8084238971367612,93.20098920863309,1.0,1.709702507260753e-16,0.9999999999999993,1.0000000000000009,0.9111365343681626
B136,SHY,FIX0.0200,0.75,0.7357823741007192,0.07428525680736549,0.12000000000000001,0.750000000000002,4.675125426436812,4.288779771578088,0.386345654858723,93.29361510791367,1.0,1.8861429367063077e-16,0.9999999999999992,1.0000000000000009,0.8814660319309914
