panel,sweep,arm,gross,target_gross,target_sd,target_min,target_max,turnover_yr,turnover_risk_yr,turnover_sweep_yr,mean_names,mean_gross,sd_gross,min_gross,max_gross,max_name_w
B136,SHY,FIX0.0200,1.0,0.9661915467625894,0.12684144846020667,0.12000000000000001,1.0000000000000022,5.829629100658773,5.254185797511947,0.5754433031468252,93.19671762589928,1.0,1.9121941552219916e-16,0.9999999999999992,1.0000000000000009,0.8814660319309914
B136,SHY,FIX0.0250,0.75,0.7400573291366903,0.06111255891752319,0.15,0.750000000000002,4.748652395751805,4.434700732244425,0.3139516635073802,93.29361510791367,1.0,1.934602741690932e-16,0.9999999999999992,1.0000000000000009,0.8517708044780179
B136,SHY,FIX0.0250,1.0,0.9787207733812945,0.10450115065438624,0.15,1.0000000000000022,5.993691499776469,5.5614806915142605,0.43221080826220865,93.19109712230215,1.0,1.531033982740734e-16,0.9999999999999993,1.0000000000000009,0.8517708044780179
B136,SHY,FIX0.0300,0.75,0.7427023381294962,0.05120784838655451,0.18,0.750000000000002,4.792014636346088,4.528915002493523,0.26309963385256485,93.29361510791367,1.0,1.8918654263833049e-16,0.9999999999999992,1.0000000000000009,0.8220508210905928
B136,SHY,FIX0.0300,1.0,0.9843142985611506,0.08961415505786571,0.18,1.0000000000000022,6.075522236622383,5.755825875025899,0.31969636159648485,93.18570143884892,1.0,1.710350858633038e-16,0.9999999999999993,1.0000000000000009,0.8220508210905928
B136,ZERO,FLOAT,0.75,0.7357823741007191,0.07428525680736547,0.12000000000000001,0.750000000000002,4.3089827957288,4.288237595226533,0.02074520050226696,93.17378597122303,0.7360045547961468,0.07426630037733996,0.13841872048902018,0.7633201100943223,0.02502849222292988
B136,ZERO,FLOAT,1.0,0.9661915467625894,0.12684144846020667,0.12000000000000001,1.0000000000000022,5.275377633061833,5.2543235236964625,0.021054109365371027,93.17378597122303,0.9661670269260323,0.12687131141822713,0.13841872048902018,1.0000000000000009,0.02502849222292988
B136,ZERO,FIX0.0125,0.75,0.714694806654676,0.11168578072399549,0.075,0.750000000000002,3.7662484163858134,3.753597814343776,0.012650602042037253,93.17378597122303,0.714892817447318,0.11176497308350886,0.0864520906023451,0.7633201100943221,0.015867450379896657
B136,ZERO,FIX0.0125,1.0,0.9224595323741002,0.18709942156449863,0.075,1.0000000000000022,4.337828614971453,4.32596926166375,0.011859353307703695,93.17378597122303,0.9219537728996989,0.18724364142767225,0.0864520906023451,1.0000000000000009,0.01729987032927325
B136,ZERO,FIX0.0150,0.75,0.7246436600719423,0.09513108634515502,0.09,0.750000000000002,4.010918803864562,3.9950076296580894,0.015911174206472256,93.17378597122303,0.7248275405977338,0.09521687704090949,0.10376634164874812,0.7633201100943223,0.018950227180138505
B136,ZERO,FIX0.0150,1.0,0.94361285971223,0.162522034170234,0.09,1.0000000000000022,4.740012698130894,4.725315187876411,0.014697510254483062,93.17378597122303,0.9434039943862554,0.16248111650789987,0.10376634164874812,1.0000000000000009,0.019317252556060833
B136,ZERO,FIX0.0200,0.75,0.7357823741007192,0.07428525680736549,0.12000000000000001,0.750000000000002,4.3089827957288,4.288237595226533,0.020745200502266952,93.17378597122303,0.7360045547961468,0.07426630037733996,0.13841872048902018,0.7633201100943223,0.02502849222292988
B136,ZERO,FIX0.0200,1.0,0.9661915467625894,0.12684144846020667,0.12000000000000001,1.0000000000000022,5.275377633061832,5.254323523696462,0.02105410936537102,93.17378597122303,0.9661670269260323,0.12687131141822716,0.13841872048902018,1.0000000000000009,0.02502849222292988
B136,ZERO,FIX0.0250,0.75,0.7400573291366903,0.06111255891752319,0.15,0.750000000000002,4.4576917030368275,4.4342271589263484,0.023464544110479317,93.17378597122303,0.7402349595773078,0.06104147117978941,0.17310297159449387,0.7633201100943221,0.03109311399083283
B136,ZERO,FIX0.0250,1.0,0.9787207733812945,0.10450115065438624,0.15,1.0000000000000022,5.587339868474518,5.561542048333559,0.025797820140960097,93.17378597122303,0.9786423526844594,0.1044062764929769,0.17310297159449387,1.0000000000000009,0.03109311399083283
B136,ZERO,FIX0.0300,0.75,0.7427023381294962,0.05120784838655451,0.18,0.750000000000002,4.553831631902664,4.52854718457185,0.02528444733081409,93.17378597122303,0.7429147667874543,0.05101293680812464,0.20781913895819543,0.7633201100943223,0.037207442093167536
B136,ZERO,FIX0.0300,1.0,0.9843142985611506,0.08961415505786571,0.18,1.0000000000000022,5.785422406570304,5.755908432845124,0.029513973725179936,93.17378597122303,0.9843130662092204,0.08950778860018134,0.20781913895819543,1.0000000000000009,0.037207442093167536
