panel,book,cadence,window,offset,cost,path_pp,cost_pp,dTurn_ann,ratio
B136,BAND03_G075,Q,FULL,4,50,0.2691221294979229,0.0007212481791024072,-0.0014424963582048145,0.0026800032403428713
B136,BAND03_G075,Q,OOS,1,10,0.24021106751517252,-0.0007084724563927392,0.0070847245639273915,0.0029493747466402217
B136,BAND03_G075,Q,OOS,1,50,0.24021106751517252,-0.0035423622819636957,0.0070847245639273915,0.014746873733201108
B136,BAND03_G075,Q,OOS,2,10,0.27112216729279215,-0.0007868436593878926,0.007868436593878925,0.0029021738327215376
B136,BAND03_G075,Q,OOS,2,50,0.27112216729279215,-0.003934218296939462,0.007868436593878925,0.014510869163607687
B136,BAND03_G075,Q,OOS,3,10,0.6196673466349889,-0.00018452892369585916,0.0018452892369585916,0.00029778707026909836
B136,BAND03_G075,Q,OOS,3,50,0.6196673466349889,-0.0009226446184792958,0.0018452892369585916,0.0014889353513454918
B136,BAND03_G075,Q,OOS,4,10,0.06789637096198398,-4.836903912147638e-05,0.00048369039121476387,0.0007123950578825311
B136,BAND03_G075,Q,OOS,4,50,0.06789637096198398,-0.00024184519560738194,0.00048369039121476387,0.003561975289412656
B136,BAND03_G075,W,FULL,1,10,-0.01868630210826172,0.00043734688894416787,-0.0043734688894416784,0.02340467827236963
B136,BAND03_G075,W,FULL,1,50,-0.01868630210826172,0.0021867344447208392,-0.0043734688894416784,0.11702339136184814
B136,BAND03_G075,W,FULL,2,10,0.18475103349320232,-0.00016790798037527035,0.0016790798037527033,0.000908833781335509
B136,BAND03_G075,W,FULL,2,50,0.18475103349320232,-0.0008395399018763516,0.0016790798037527033,0.004544168906677545
B136,BAND03_G075,W,FULL,3,10,0.07742791542180161,-0.00018207846986482146,0.0018207846986482146,0.0023515868775869572
B136,BAND03_G075,W,FULL,3,50,0.07742791542180161,-0.0009103923493241074,0.0018207846986482146,0.011757934387934788
B136,BAND03_G075,W,FULL,4,10,-0.27039002244397814,-0.0011046871418986192,0.011046871418986193,0.004085532194988808
B136,BAND03_G075,W,FULL,4,50,-0.27039002244397814,-0.005523435709493096,0.011046871418986193,0.020427660974944042
B136,BAND03_G075,W,OOS,1,10,-0.11432268054125672,0.000819326156075606,-0.00819326156075606,0.007166785734873737
B136,BAND03_G075,W,OOS,1,50,-0.11432268054125672,0.00409663078037803,-0.00819326156075606,0.03583392867436869
B136,BAND03_G075,W,OOS,2,10,0.3763076862519643,-0.000783395785369434,0.00783395785369434,0.0020817958654315016
B136,BAND03_G075,W,OOS,2,50,0.3763076862519643,-0.00391697892684717,0.00783395785369434,0.010408979327157508
B136,BAND03_G075,W,OOS,3,10,0.22155226504414482,-0.0005432815761232668,0.005432815761232668,0.002452159882071242
B136,BAND03_G075,W,OOS,3,50,0.22155226504414482,-0.002716407880616334,0.005432815761232668,0.012260799410356212
B136,BAND03_G075,W,OOS,4,10,-0.07465562818600446,-0.001147723095340547,0.01147723095340547,0.015373564233911414
B136,BAND03_G075,W,OOS,4,50,-0.07465562818600446,-0.005738615476702735,0.01147723095340547,0.07686782116955707
B136,EWELIG,M,FULL,1,10,-0.013424213256185702,-0.001109314947802087,0.01109314947802087,0.08263537882124519
B136,EWELIG,M,FULL,1,50,-0.013424213256185702,-0.005546574739010435,0.01109314947802087,0.413176894106226
B136,EWELIG,M,FULL,2,10,-0.552572453717648,-0.00283456920304892,0.0283456920304892,0.005129769289037561
B136,EWELIG,M,FULL,2,50,-0.552572453717648,-0.0141728460152446,0.0283456920304892,0.02564884644518781
B136,EWELIG,M,FULL,3,10,-0.4091057604277415,-0.001600881600090043,0.016008816000900428,0.003913124074362183
B136,EWELIG,M,FULL,3,50,-0.4091057604277415,-0.008004408000450214,0.016008816000900428,0.019565620371810914
B136,EWELIG,M,FULL,4,10,-0.7667824052425942,-0.0005230928493579201,0.005230928493579201,0.0006821920348999456
B136,EWELIG,M,FULL,4,50,-0.7667824052425942,-0.0026154642467896005,0.005230928493579201,0.0034109601744997282
B136,EWELIG,M,OOS,1,10,0.2631174386705126,0.001436879134404445,-0.014368791344044451,0.005460980243896981
B136,EWELIG,M,OOS,1,50,0.2631174386705126,0.007184395672022226,-0.014368791344044451,0.02730490121948491
B136,EWELIG,M,OOS,2,10,-0.5932426679880365,-0.0013610091829375337,0.013610091829375337,0.002294186268754661
B136,EWELIG,M,OOS,2,50,-0.5932426679880365,-0.0068050459146876685,0.013610091829375337,0.011470931343773305
B136,EWELIG,M,OOS,3,10,-0.11373497561937285,0.0032432426209097363,-0.032432426209097365,0.02851578947678874
B136,EWELIG,M,OOS,3,50,-0.11373497561937285,0.016216213104548682,-0.032432426209097365,0.14257894738394372
B136,EWELIG,M,OOS,4,10,-0.66499371084765,0.0039687251998618,-0.039687251998618,0.005968064261544625
B136,EWELIG,M,OOS,4,50,-0.66499371084765,0.019843625999309,-0.039687251998618,0.029840321307723124
B136,EWELIG,Q,FULL,1,10,-0.06975448810715434,-0.0024700168103102163,0.02470016810310216,0.03541014889989394
B136,EWELIG,Q,FULL,1,50,-0.06975448810715434,-0.01235008405155108,0.02470016810310216,0.17705074449946967
B136,EWELIG,Q,FULL,2,10,-0.006763751578886534,-0.0008031739074689793,0.008031739074689792,0.11874680761134633
B136,EWELIG,Q,FULL,2,50,-0.006763751578886534,-0.004015869537344896,0.008031739074689792,0.5937340380567316
B136,EWELIG,Q,FULL,3,10,0.2974652606593242,-0.0009435470927842804,0.009435470927842804,0.003171957258783537
B136,EWELIG,Q,FULL,3,50,0.2974652606593242,-0.004717735463921402,0.009435470927842804,0.015859786293917686
B136,EWELIG,Q,FULL,4,10,0.02132242632841841,-0.00016761434485895732,0.0016761434485895732,0.007860941446216272
B136,EWELIG,Q,FULL,4,50,0.02132242632841841,-0.0008380717242947866,0.0016761434485895732,0.03930470723108136
B136,EWELIG,Q,OOS,1,10,0.05308640620589333,-0.0008159182659968955,0.008159182659968955,0.015369627072369371
B136,EWELIG,Q,OOS,1,50,0.05308640620589333,-0.004079591329984478,0.008159182659968955,0.07684813536184686
B136,EWELIG,Q,OOS,2,10,0.16656125307219494,0.001829918266944175,-0.01829918266944175,0.010986458334046083
B136,EWELIG,Q,OOS,2,50,0.16656125307219494,0.009149591334720875,-0.01829918266944175,0.05493229167023042
B136,EWELIG,Q,OOS,3,10,0.40484101545439355,0.0011490293024955412,-0.011490293024955411,0.0028382235461144436
B136,EWELIG,Q,OOS,3,50,0.40484101545439355,0.005745146512477706,-0.011490293024955411,0.014191117730572219
B136,EWELIG,Q,OOS,4,10,-0.09165125415113717,0.0021091914403620128,-0.021091914403620127,0.023013230532381565
B136,EWELIG,Q,OOS,4,50,-0.09165125415113717,0.010545957201810063,-0.021091914403620127,0.11506615266190783
B136,EWELIG,W,FULL,1,10,0.23700153370500576,0.009002927621488244,-0.09002927621488244,0.03798679055256295
B136,EWELIG,W,FULL,1,50,0.23700153370500576,0.04501463810744122,-0.09002927621488244,0.18993395276281477
B136,EWELIG,W,FULL,2,10,0.4023881640992544,0.008429518863222407,-0.08429518863222407,0.02094872467755576
B136,EWELIG,W,FULL,2,50,0.4023881640992544,0.042147594316112036,-0.08429518863222407,0.1047436233877788
B136,EWELIG,W,FULL,3,10,0.21307809337456352,0.0049931952660643205,-0.04993195266064321,0.02343363969043469
B136,EWELIG,W,FULL,3,50,0.21307809337456352,0.024965976330321604,-0.04993195266064321,0.11716819845217345
B136,EWELIG,W,FULL,4,10,-0.2848152426041306,0.0031328721962002423,-0.031328721962002426,0.010999664791658195
B136,EWELIG,W,FULL,4,50,-0.2848152426041306,0.015664360981001213,-0.031328721962002426,0.054998323958290976
B136,EWELIG,W,OOS,1,10,0.1919060737253453,0.011525516694309701,-0.11525516694309701,0.06005811317261873
B136,EWELIG,W,OOS,1,50,0.1919060737253453,0.05762758347154851,-0.11525516694309701,0.30029056586309366
B136,EWELIG,W,OOS,2,10,0.588972453170955,0.012490121830773495,-0.12490121830773493,0.02120663158952209
B136,EWELIG,W,OOS,2,50,0.588972453170955,0.06245060915386747,-0.12490121830773493,0.10603315794761045
B136,EWELIG,W,OOS,3,10,0.2994202068052454,0.0054992872111355945,-0.05499287211135595,0.01836645318568144
B136,EWELIG,W,OOS,3,50,0.2994202068052454,0.027496436055677975,-0.05499287211135595,0.09183226592840721
B136,EWELIG,W,OOS,4,10,-0.11885401513405114,0.003457432917045011,-0.03457432917045011,0.029089744365350195
B136,EWELIG,W,OOS,4,50,-0.11885401513405114,0.017287164585225057,-0.03457432917045011,0.145448721826751
B136,TOP20,M,FULL,1,10,-0.3926165961155581,-0.002807682842539627,0.028076828425396272,0.00715120774393665
B136,TOP20,M,FULL,1,50,-0.3926165961155581,-0.014038414212698138,0.028076828425396272,0.035756038719683254
B136,TOP20,M,FULL,2,10,-1.1797483343273685,-0.004985861738573849,0.04985861738573849,0.0042262079068045725
B136,TOP20,M,FULL,2,50,-1.1797483343273685,-0.02492930869286925,0.04985861738573849,0.021131039534022865
B136,TOP20,M,FULL,3,10,-1.8462375604110237,-0.010216053674603742,0.10216053674603742,0.0055334448251228106
B136,TOP20,M,FULL,3,50,-1.8462375604110237,-0.05108026837301871,0.10216053674603742,0.027667224125614055
B136,TOP20,M,FULL,4,10,-1.8936645336132152,-0.0011590290941867034,0.011590290941867032,0.0006120561871511701
B136,TOP20,M,FULL,4,50,-1.8936645336132152,-0.005795145470933516,0.011590290941867032,0.0030602809357558503
B136,TOP20,M,OOS,1,10,-0.34521219866516795,0.004660861843516529,-0.04660861843516528,0.013501440162134143
B136,TOP20,M,OOS,1,50,-0.34521219866516795,0.02330430921758264,-0.04660861843516528,0.0675072008106707
B136,TOP20,M,OOS,2,10,-1.298856710142715,-0.010177038336578549,0.10177038336578548,0.007835381884011148
B136,TOP20,M,OOS,2,50,-1.298856710142715,-0.05088519168289274,0.10177038336578548,0.039176909420055736
B136,TOP20,M,OOS,3,10,-2.3466977707727654,-0.009214456924062286,0.09214456924062286,0.003926563121516911
B136,TOP20,M,OOS,3,50,-2.3466977707727654,-0.04607228462031143,0.09214456924062286,0.019632815607584557
B136,TOP20,M,OOS,4,10,-2.8098603227577623,0.007804866550648181,-0.07804866550648182,0.0027776706505425242
B136,TOP20,M,OOS,4,50,-2.8098603227577623,0.03902433275324091,-0.07804866550648182,0.013888353252712623
B136,TOP20,Q,FULL,1,10,0.6062514002355357,-0.002100707398031032,0.02100707398031032,0.003465076364714181
B136,TOP20,Q,FULL,1,50,0.6062514002355357,-0.01050353699015516,0.02100707398031032,0.017325381823570907
B136,TOP20,Q,FULL,2,10,0.860657110447316,-0.004213951848285635,0.04213951848285635,0.004896202909536743
B136,TOP20,Q,FULL,2,50,0.860657110447316,-0.021069759241428176,0.04213951848285635,0.02448101454768372
B136,TOP20,Q,FULL,3,10,1.0355790375609963,-0.0006249283344214263,0.006249283344214263,0.000603457883710414
B136,TOP20,Q,FULL,3,50,1.0355790375609963,-0.0031246416721071313,0.006249283344214263,0.0030172894185520704
B136,TOP20,Q,FULL,4,10,1.502165044438386,-0.0014071904918580014,0.014071904918580014,0.0009367748883972382
B136,TOP20,Q,FULL,4,50,1.502165044438386,-0.007035952459290007,0.014071904918580014,0.004683874441986191
B136,TOP20,Q,OOS,1,10,1.0873111573076466,0.0036703661719056147,-0.036703661719056146,0.003375635527362764
B136,TOP20,Q,OOS,1,50,1.0873111573076466,0.018351830859528073,-0.036703661719056146,0.016878177636813818
B136,TOP20,Q,OOS,2,10,1.644839342669191,-0.0015991426699949686,0.015991426699949685,0.0009722181543882168
B136,TOP20,Q,OOS,2,50,1.644839342669191,-0.007995713349974842,0.015991426699949685,0.004861090771941084
B136,TOP20,Q,OOS,3,10,2.036483660104671,0.0019850540467241107,-0.019850540467241107,0.0009747458747702808
B136,TOP20,Q,OOS,3,50,2.036483660104671,0.009925270233620553,-0.019850540467241107,0.004873729373851404
B136,TOP20,Q,OOS,4,10,2.6680773242218736,0.005058249862494524,-0.05058249862494524,0.001895840805127238
B136,TOP20,Q,OOS,4,50,2.6680773242218736,0.025291249312472622,-0.05058249862494524,0.00947920402563619
B136,TOP20,W,FULL,1,10,-0.21205563351340828,0.011352716286027055,-0.11352716286027054,0.053536499351285675
B136,TOP20,W,FULL,1,50,-0.21205563351340828,0.056763581430135275,-0.11352716286027054,0.26768249675642836
B136,TOP20,W,FULL,2,10,0.008487905811360719,0.031100539522250517,-0.31100539522250514,3.664100452272185
B136,TOP20,W,FULL,2,50,0.008487905811360719,0.15550269761125257,-0.31100539522250514,18.320502261360925
B136,TOP20,W,FULL,3,10,-0.1826936538434909,0.023168951367540914,-0.23168951367540913,0.12681858882404956
B136,TOP20,W,FULL,3,50,-0.1826936538434909,0.11584475683770457,-0.23168951367540913,0.6340929441202477
B136,TOP20,W,FULL,4,10,-0.6860942924970859,0.020785051077562858,-0.20785051077562855,0.030294744184380662
B136,TOP20,W,FULL,4,50,-0.6860942924970859,0.10392525538781429,-0.20785051077562855,0.1514737209219033
B136,TOP20,W,OOS,1,10,-0.7765468223854155,0.012784179658995852,-0.12784179658995853,0.016462857474228144
B136,TOP20,W,OOS,1,50,-0.7765468223854155,0.06392089829497927,-0.12784179658995853,0.08231428737114073
B136,TOP20,W,OOS,2,10,-0.5353807427991519,0.03477661390207647,-0.3477661390207647,0.06495678892044668
B136,TOP20,W,OOS,2,50,-0.5353807427991519,0.17388306951038235,-0.3477661390207647,0.3247839446022334
B136,TOP20,W,OOS,3,10,-0.34372011757028975,0.03400658978622086,-0.34006589786220864,0.09893686184739132
B136,TOP20,W,OOS,3,50,-0.34372011757028975,0.17003294893110432,-0.34006589786220864,0.49468430923695667
B136,TOP20,W,OOS,4,10,-1.0525604973795621,0.03604711105379277,-0.3604711105379277,0.03424706811963311
B136,TOP20,W,OOS,4,50,-1.0525604973795621,0.18023555526896384,-0.3604711105379277,0.17123534059816553
U56,BAND03_G075,M,FULL,1,10,-0.16050141409482688,0.0002849172728494276,-0.002849172728494276,0.001775169860379509
U56,BAND03_G075,M,FULL,1,50,-0.16050141409482688,0.001424586364247138,-0.002849172728494276,0.008875849301897545
U56,BAND03_G075,M,FULL,2,10,-0.14961905490578076,0.0005817485606099071,-0.005817485606099071,0.0038881983379473305
U56,BAND03_G075,M,FULL,2,50,-0.14961905490578076,0.0029087428030495355,-0.005817485606099071,0.01944099168973665
U56,BAND03_G075,M,FULL,3,10,-0.14037815950544985,0.002002195703098719,-0.020021957030987192,0.014262871875172209
U56,BAND03_G075,M,FULL,3,50,-0.14037815950544985,0.010010978515493596,-0.020021957030987192,0.07131435937586106
U56,BAND03_G075,M,FULL,4,10,-0.1656658242226383,0.0026342265369028615,-0.026342265369028617,0.015900844662823904
U56,BAND03_G075,M,FULL,4,50,-0.1656658242226383,0.013171132684514308,-0.026342265369028617,0.07950422331411952
U56,BAND03_G075,M,OOS,1,10,-0.09909444121549704,0.0006950812453373035,-0.006950812453373034,0.007014331347060486
U56,BAND03_G075,M,OOS,1,50,-0.09909444121549704,0.003475406226686517,-0.006950812453373034,0.03507165673530242
U56,BAND03_G075,M,OOS,2,10,-0.2589789781628049,-0.00023441844461047356,0.0023441844461047356,0.0009051639877237774
U56,BAND03_G075,M,OOS,2,50,-0.2589789781628049,-0.0011720922230523678,0.0023441844461047356,0.004525819938618887
U56,BAND03_G075,M,OOS,3,10,-0.07286562385273587,0.002399302383411728,-0.023993023834117277,0.03292776835700751
U56,BAND03_G075,M,OOS,3,50,-0.07286562385273587,0.011996511917058639,-0.023993023834117277,0.16463884178503754
U56,BAND03_G075,M,OOS,4,10,0.05607851457907209,0.004297229929429114,-0.04297229929429114,0.07662881161678978
U56,BAND03_G075,M,OOS,4,50,0.05607851457907209,0.02148614964714557,-0.04297229929429114,0.38314405808394886
U56,BAND03_G075,Q,FULL,1,10,0.1782899962148976,-0.000274402772084692,0.00274402772084692,0.0015390811481870645
U56,BAND03_G075,Q,FULL,1,50,0.1782899962148976,-0.00137201386042346,0.00274402772084692,0.007695405740935322
U56,BAND03_G075,Q,FULL,2,10,0.2973013757063603,-0.0006578694443773126,0.006578694443773125,0.002212803229767357
U56,BAND03_G075,Q,FULL,2,50,0.2973013757063603,-0.0032893472218865627,0.006578694443773125,0.011064016148836786
U56,BAND03_G075,Q,FULL,3,10,0.6435781973450849,-0.00047432562592746307,0.004743256259274631,0.0007370131988376402
U56,BAND03_G075,Q,FULL,3,50,0.6435781973450849,-0.0023716281296373154,0.004743256259274631,0.003685065994188201
U56,BAND03_G075,Q,FULL,4,10,0.37617991648279947,-0.0002589369958602039,0.002589369958602039,0.0006883328548775505
U56,BAND03_G075,Q,FULL,4,50,0.37617991648279947,-0.0012946849793010196,0.002589369958602039,0.003441664274387753
U56,BAND03_G075,Q,OOS,1,10,0.11893455526068575,0.00016311116996260423,-0.0016311116996260422,0.0013714363298798261
U56,BAND03_G075,Q,OOS,1,50,0.11893455526068575,0.0008155558498130211,-0.0016311116996260422,0.00685718164939913
U56,BAND03_G075,Q,OOS,2,10,0.2333913820781186,-0.00012913246343601025,0.0012913246343601026,0.0005532871963232483
U56,BAND03_G075,Q,OOS,2,50,0.2333913820781186,-0.0006456623171800513,0.0012913246343601026,0.0027664359816162412
U56,BAND03_G075,Q,OOS,3,10,0.6391303366413359,0.0002615807199172093,-0.0026158071991720933,0.00040927601917917087
U56,BAND03_G075,Q,OOS,3,50,0.6391303366413359,0.0013079035995860466,-0.0026158071991720933,0.002046380095895854
U56,BAND03_G075,Q,OOS,4,10,0.17792328732642027,0.0006406179822229353,-0.006406179822229352,0.003600529148540571
U56,BAND03_G075,Q,OOS,4,50,0.17792328732642027,0.003203089911114676,-0.006406179822229352,0.018002645742702852
U56,BAND03_G075,W,FULL,1,10,-0.12390466801419642,-0.0001502198211877026,0.001502198211877026,0.0012123822580315628
U56,BAND03_G075,W,FULL,1,50,-0.12390466801419642,-0.000751099105938513,0.001502198211877026,0.006061911290157814
U56,BAND03_G075,W,FULL,2,10,0.032634806899611846,-0.0015303242662395799,0.0153032426623958,0.04689239531727646
U56,BAND03_G075,W,FULL,2,50,0.032634806899611846,-0.0076516213311979,0.0153032426623958,0.2344619765863823
U56,BAND03_G075,W,FULL,3,10,0.060843961016443515,-0.001298801161586316,0.01298801161586316,0.02134642682509289
U56,BAND03_G075,W,FULL,3,50,0.060843961016443515,-0.00649400580793158,0.01298801161586316,0.10673213412546445
U56,BAND03_G075,W,FULL,4,10,-0.31928667654774756,-0.0029327661880468093,0.029327661880468092,0.009185369774138478
U56,BAND03_G075,W,FULL,4,50,-0.31928667654774756,-0.014663830940234046,0.029327661880468092,0.045926848870692386
U56,BAND03_G075,W,OOS,1,10,-0.2767092413328731,0.0002691978198436251,-0.002691978198436251,0.0009728544610470311
U56,BAND03_G075,W,OOS,1,50,-0.2767092413328731,0.0013459890992181256,-0.002691978198436251,0.004864272305235155
U56,BAND03_G075,W,OOS,2,10,0.13276269268642782,-0.0024607624344032074,0.024607624344032075,0.01853504463196812
U56,BAND03_G075,W,OOS,2,50,0.13276269268642782,-0.012303812172016038,0.024607624344032075,0.09267522315984061
U56,BAND03_G075,W,OOS,3,10,0.1232861258583684,-0.0010162487682565224,0.010162487682565224,0.008243009999551718
U56,BAND03_G075,W,OOS,3,50,0.1232861258583684,-0.005081243841282612,0.010162487682565224,0.041215049997758595
U56,BAND03_G075,W,OOS,4,10,-0.10667991070261174,-0.0023720524732377514,0.023720524732377513,0.02223523114722366
U56,BAND03_G075,W,OOS,4,50,-0.10667991070261174,-0.011860262366188756,0.023720524732377513,0.1111761557361183
U56,EWELIG,M,FULL,1,10,-0.18465928957693833,-0.002264797052111778,0.022647970521117777,0.01226473391780352
U56,EWELIG,M,FULL,1,50,-0.18465928957693833,-0.011323985260558889,0.022647970521117777,0.0613236695890176
U56,EWELIG,M,FULL,2,10,-0.6595576611684528,-0.004528288254518986,0.04528288254518986,0.006865644235709133
U56,EWELIG,M,FULL,2,50,-0.6595576611684528,-0.02264144127259493,0.04528288254518986,0.03432822117854567
U56,EWELIG,M,FULL,3,10,-0.7035475613488273,-0.004878092296778735,0.048780922967787355,0.00693356435978053
U56,EWELIG,M,FULL,3,50,-0.7035475613488273,-0.024390461483893677,0.048780922967787355,0.034667821798902654
U56,EWELIG,M,FULL,4,10,-0.8890126240390428,0.0002272318720649036,-0.002272318720649036,0.0002556002759921711
U56,EWELIG,M,FULL,4,50,-0.8890126240390428,0.001136159360324518,-0.002272318720649036,0.0012780013799608555
U56,EWELIG,M,OOS,1,10,0.20261197659134922,0.001305980314433386,-0.01305980314433386,0.00644572120762355
U56,EWELIG,M,OOS,1,50,0.20261197659134922,0.00652990157216693,-0.01305980314433386,0.03222860603811775
U56,EWELIG,M,OOS,2,10,-0.4116109229484133,-0.0019415313666725667,0.019415313666725664,0.004716909242264925
U56,EWELIG,M,OOS,2,50,-0.4116109229484133,-0.009707656833362832,0.019415313666725664,0.023584546211324622
U56,EWELIG,M,OOS,3,10,-0.16840014012426963,0.0034441029034834483,-0.03444102903483448,0.02045190046125792
U56,EWELIG,M,OOS,3,50,-0.16840014012426963,0.01722051451741724,-0.03444102903483448,0.10225950230628959
U56,EWELIG,M,OOS,4,10,-0.37449856432760775,0.009295609937084915,-0.09295609937084914,0.024821483504949313
U56,EWELIG,M,OOS,4,50,-0.37449856432760775,0.04647804968542457,-0.09295609937084914,0.12410741752474655
U56,EWELIG,Q,FULL,1,10,-0.0668968168159978,-0.002794172596162092,0.027941725961620922,0.04176839391099234
U56,EWELIG,Q,FULL,1,50,-0.0668968168159978,-0.013970862980810461,0.027941725961620922,0.2088419695549617
U56,EWELIG,Q,FULL,2,10,0.08391966630449943,-0.002012482298481599,0.020124822984815993,0.023981056969165977
U56,EWELIG,Q,FULL,2,50,0.08391966630449943,-0.010062411492407997,0.020124822984815993,0.1199052848458299
U56,EWELIG,Q,FULL,3,10,0.37441434947924623,-0.0007599405768008217,0.007599405768008216,0.0020296780234459076
U56,EWELIG,Q,FULL,3,50,0.37441434947924623,-0.003799702884004108,0.007599405768008216,0.010148390117229535
U56,EWELIG,Q,FULL,4,10,0.13526668182624046,-0.00011452877346745938,0.0011452877346745938,0.0008466887183244401
U56,EWELIG,Q,FULL,4,50,0.13526668182624046,-0.0005726438673372969,0.0011452877346745938,0.004233443591622201
U56,EWELIG,Q,OOS,1,10,0.007930907706987789,-0.0003814199923871109,0.003814199923871109,0.04809285474991068
U56,EWELIG,Q,OOS,1,50,0.007930907706987789,-0.0019070999619355544,0.003814199923871109,0.2404642737495534
U56,EWELIG,Q,OOS,2,10,0.2684498586496886,0.0008753682170290156,-0.008753682170290156,0.0032608257699674186
U56,EWELIG,Q,OOS,2,50,0.2684498586496886,0.004376841085145078,-0.008753682170290156,0.016304128849837094
U56,EWELIG,Q,OOS,3,10,0.5082856102158528,0.003211568354565786,-0.03211568354565786,0.006318432570227465
U56,EWELIG,Q,OOS,3,50,0.5082856102158528,0.01605784177282893,-0.03211568354565786,0.03159216285113732
U56,EWELIG,Q,OOS,4,10,0.1907960164560185,0.005183413531300018,-0.051834135313000185,0.027167304787492127
U56,EWELIG,Q,OOS,4,50,0.1907960164560185,0.025917067656500092,-0.051834135313000185,0.13583652393746062
U56,EWELIG,W,FULL,1,10,0.2636463851389603,0.004105129067952396,-0.041051290679523955,0.01557058734482061
U56,EWELIG,W,FULL,1,50,0.2636463851389603,0.020525645339761978,-0.041051290679523955,0.07785293672410304
U56,EWELIG,W,FULL,2,10,0.4489760562082834,0.0008468546235536501,-0.0084685462355365,0.001886191060399862
U56,EWELIG,W,FULL,2,50,0.4489760562082834,0.00423427311776825,-0.0084685462355365,0.009430955301999309
U56,EWELIG,W,FULL,3,10,0.2514871349066805,0.0022420034436540616,-0.022420034436540615,0.00891498264706862
U56,EWELIG,W,FULL,3,50,0.2514871349066805,0.011210017218270307,-0.022420034436540615,0.04457491323534309
U56,EWELIG,W,FULL,4,10,-0.17224266112376707,0.0028628861969275388,-0.028628861969275388,0.01662123760890095
U56,EWELIG,W,FULL,4,50,-0.17224266112376707,0.014314430984637694,-0.028628861969275388,0.08310618804450474
U56,EWELIG,W,OOS,1,10,0.22790552293996402,0.00919521488595807,-0.0919521488595807,0.04034660839869299
U56,EWELIG,W,OOS,1,50,0.22790552293996402,0.04597607442979035,-0.0919521488595807,0.20173304199346492
U56,EWELIG,W,OOS,2,10,0.6255487745626898,0.00650694692456022,-0.0650694692456022,0.0104019817305359
U56,EWELIG,W,OOS,2,50,0.6255487745626898,0.0325347346228011,-0.0650694692456022,0.0520099086526795
U56,EWELIG,W,OOS,3,10,0.16851329737399556,-0.0021877780757892486,0.021877780757892484,0.01298282159261136
U56,EWELIG,W,OOS,3,50,0.16851329737399556,-0.010938890378946242,0.021877780757892484,0.06491410796305679
U56,EWELIG,W,OOS,4,10,-0.07620425844905299,0.001151545957856026,-0.011515459578560261,0.0151113071801086
