item,hmult,fe,centre,n,mean
168B,5.0,RECENTRED,-1.0,324,-0.034236876675142
168B,5.0,RECENTRED,-0.75,378,-0.031297194537628456
168B,5.0,RECENTRED,-0.5,432,-0.02982556556852832
168B,5.0,RECENTRED,-0.25,486,-0.029461588715310193
168B,5.0,RECENTRED,0.0,486,-0.029461588715310193
168B,5.0,RECENTRED,0.25,486,-0.029461588715310193
168B,5.0,RECENTRED,0.5,432,-0.021964005022304858
168B,5.0,RECENTRED,0.75,378,-0.01564657533977661
168B,5.0,RECENTRED,1.0,324,-0.010347407011292132
168B,5.0,STANDARDISED,-1.0,324,-0.034236876675142004
168B,5.0,STANDARDISED,-0.75,378,-0.03129719453762845
168B,5.0,STANDARDISED,-0.5,432,-0.02982556556852832
168B,5.0,STANDARDISED,-0.25,486,-0.02946158871531019
168B,5.0,STANDARDISED,0.0,486,-0.02946158871531019
168B,5.0,STANDARDISED,0.25,486,-0.02946158871531019
168B,5.0,STANDARDISED,0.5,432,-0.021964005022304854
168B,5.0,STANDARDISED,0.75,378,-0.015646575339776606
168B,5.0,STANDARDISED,1.0,324,-0.010347407011292135
168c,1.0,NONE,-1.0,64,-0.3241090348498645
168c,1.0,NONE,-0.75,96,-0.28366065072369234
168c,1.0,NONE,-0.5,96,-0.1983531377199138
168c,1.0,NONE,-0.25,128,-0.08165235573241039
168c,1.0,NONE,-0.1,128,-0.019470704201388175
168c,1.0,NONE,0.0,160,-0.005292951692973511
168c,1.0,NONE,0.1,128,0.01795004232644103
168c,1.0,NONE,0.25,128,0.03747974274079205
168c,1.0,NONE,0.5,96,0.05302809727925317
168c,1.0,NONE,0.75,96,0.05610982896124413
168c,1.0,NONE,1.0,64,0.057895648956995005
168c,1.0,WITHIN,-1.0,64,-0.25964383269057245
168c,1.0,WITHIN,-0.75,96,-0.2191954485644004
168c,1.0,WITHIN,-0.5,96,-0.1338879355606218
168c,1.0,WITHIN,-0.25,128,-0.017187153573118383
168c,1.0,WITHIN,-0.1,128,0.04499449795790385
168c,1.0,WITHIN,0.0,160,0.059172250466318535
168c,1.0,WITHIN,0.1,128,0.08241524448573305
168c,1.0,WITHIN,0.25,128,0.10194494490008407
168c,1.0,WITHIN,0.5,96,0.1174932994385452
168c,1.0,WITHIN,0.75,96,0.12057503112053615
168c,1.0,WITHIN,1.0,64,0.12236085111628703
168c,1.0,RECENTRED,-1.0,64,-0.3241090348498644
168c,1.0,RECENTRED,-0.75,96,-0.2836606507236924
168c,1.0,RECENTRED,-0.5,96,-0.19835313771991378
168c,1.0,RECENTRED,-0.25,128,-0.0816523557324104
168c,1.0,RECENTRED,-0.1,128,-0.019470704201388172
168c,1.0,RECENTRED,0.0,160,-0.005292951692973504
168c,1.0,RECENTRED,0.1,128,0.017950042326441033
168c,1.0,RECENTRED,0.25,128,0.03747974274079205
168c,1.0,RECENTRED,0.5,96,0.05302809727925317
168c,1.0,RECENTRED,0.75,96,0.05610982896124413
168c,1.0,RECENTRED,1.0,64,0.057895648956995005
168c,1.0,STANDARDISED,-1.0,64,-0.3241090348498644
168c,1.0,STANDARDISED,-0.75,96,-0.2836606507236924
168c,1.0,STANDARDISED,-0.5,96,-0.1983531377199138
168c,1.0,STANDARDISED,-0.25,128,-0.0816523557324104
168c,1.0,STANDARDISED,-0.1,128,-0.019470704201388182
168c,1.0,STANDARDISED,0.0,160,-0.005292951692973512
168c,1.0,STANDARDISED,0.1,128,0.017950042326441026
168c,1.0,STANDARDISED,0.25,128,0.03747974274079204
168c,1.0,STANDARDISED,0.5,96,0.053028097279253165
168c,1.0,STANDARDISED,0.75,96,0.056109828961244126
168c,1.0,STANDARDISED,1.0,64,0.057895648956995005
168c,2.0,NONE,-1.0,96,-0.28366065072369234
168c,2.0,NONE,-0.75,128,-0.23731171998542716
168c,2.0,NONE,-0.5,192,-0.16247124877156174
168c,2.0,NONE,-0.25,224,-0.0747513205505682
168c,2.0,NONE,-0.1,192,-0.0382047734893693
168c,2.0,NONE,0.0,224,-0.02524149313806764
168c,2.0,NONE,0.1,192,0.0043455717508124716
168c,2.0,NONE,0.25,224,0.01160021071888668
168c,2.0,NONE,0.5,192,0.0442850448128597
168c,2.0,NONE,0.75,128,0.05493688630610439
168c,2.0,NONE,1.0,96,0.05610982896124413
168c,2.0,WITHIN,-1.0,96,-0.2191954485644004
168c,2.0,WITHIN,-0.75,128,-0.17284651782613517
168c,2.0,WITHIN,-0.5,192,-0.0980060466122697
168c,2.0,WITHIN,-0.25,224,-0.010286118391276165
168c,2.0,WITHIN,-0.1,192,0.02626042866992272
168c,2.0,WITHIN,0.0,224,0.03922370902122439
168c,2.0,WITHIN,0.1,192,0.0688107739101045
168c,2.0,WITHIN,0.25,224,0.07606541287817871
168c,2.0,WITHIN,0.5,192,0.10875024697215173
168c,2.0,WITHIN,0.75,128,0.11940208846539642
168c,2.0,WITHIN,1.0,96,0.12057503112053615
168c,2.0,RECENTRED,-1.0,96,-0.2836606507236924
168c,2.0,RECENTRED,-0.75,128,-0.2373117199854272
168c,2.0,RECENTRED,-0.5,192,-0.16247124877156174
168c,2.0,RECENTRED,-0.25,224,-0.07475132055056818
168c,2.0,RECENTRED,-0.1,192,-0.0382047734893693
168c,2.0,RECENTRED,0.0,224,-0.025241493138067627
168c,2.0,RECENTRED,0.1,192,0.004345571750812474
168c,2.0,RECENTRED,0.25,224,0.011600210718886684
168c,2.0,RECENTRED,0.5,192,0.0442850448128597
168c,2.0,RECENTRED,0.75,128,0.054936886306104396
168c,2.0,RECENTRED,1.0,96,0.05610982896124413
168c,2.0,STANDARDISED,-1.0,96,-0.2836606507236924
168c,2.0,STANDARDISED,-0.75,128,-0.23731171998542722
168c,2.0,STANDARDISED,-0.5,192,-0.16247124877156174
168c,2.0,STANDARDISED,-0.25,224,-0.0747513205505682
168c,2.0,STANDARDISED,-0.1,192,-0.03820477348936931
168c,2.0,STANDARDISED,0.0,224,-0.025241493138067637
168c,2.0,STANDARDISED,0.1,192,0.004345571750812469
168c,2.0,STANDARDISED,0.25,224,0.011600210718886679
168c,2.0,STANDARDISED,0.5,192,0.0442850448128597
168c,2.0,STANDARDISED,0.75,128,0.05493688630610438
168c,2.0,STANDARDISED,1.0,96,0.056109828961244126
168c,3.0,NONE,-1.0,128,-0.23731171998542716
168c,3.0,NONE,-0.75,192,-0.16247124877156174
168c,3.0,NONE,-0.5,256,-0.10968083882949309
168c,3.0,NONE,-0.25,288,-0.09165650240735582
168c,3.0,NONE,-0.1,256,-0.05884013186052938
168c,3.0,NONE,0.0,288,-0.046177001150767
168c,3.0,NONE,0.1,256,-0.015195300929892687
168c,3.0,NONE,0.25,288,-0.006766572672498159
168c,3.0,NONE,0.5,256,0.01773309105235811
168c,3.0,NONE,0.75,192,0.0442850448128597
168c,3.0,NONE,1.0,128,0.05493688630610439
168c,3.0,WITHIN,-1.0,128,-0.17284651782613517
168c,3.0,WITHIN,-0.75,192,-0.0980060466122697
168c,3.0,WITHIN,-0.5,256,-0.045215636670201065
168c,3.0,WITHIN,-0.25,288,-0.02719130024806379
168c,3.0,WITHIN,-0.1,256,0.005625070298762656
168c,3.0,WITHIN,0.0,288,0.01828820100852503
168c,3.0,WITHIN,0.1,256,0.04926990122939934
168c,3.0,WITHIN,0.25,288,0.05769862948679386
168c,3.0,WITHIN,0.5,256,0.08219829321165013
168c,3.0,WITHIN,0.75,192,0.10875024697215173
168c,3.0,WITHIN,1.0,128,0.11940208846539642
168c,3.0,RECENTRED,-1.0,128,-0.2373117199854272
168c,3.0,RECENTRED,-0.75,192,-0.16247124877156174
168c,3.0,RECENTRED,-0.5,256,-0.10968083882949309
168c,3.0,RECENTRED,-0.25,288,-0.0916565024073558
168c,3.0,RECENTRED,-0.1,256,-0.05884013186052936
168c,3.0,RECENTRED,0.0,288,-0.046177001150767
168c,3.0,RECENTRED,0.1,256,-0.015195300929892684
168c,3.0,RECENTRED,0.25,288,-0.006766572672498155
168c,3.0,RECENTRED,0.5,256,0.01773309105235811
168c,3.0,RECENTRED,0.75,192,0.0442850448128597
168c,3.0,RECENTRED,1.0,128,0.054936886306104396
168c,3.0,STANDARDISED,-1.0,128,-0.23731171998542722
168c,3.0,STANDARDISED,-0.75,192,-0.16247124877156174
168c,3.0,STANDARDISED,-0.5,256,-0.10968083882949309
168c,3.0,STANDARDISED,-0.25,288,-0.09165650240735582
168c,3.0,STANDARDISED,-0.1,256,-0.05884013186052936
168c,3.0,STANDARDISED,0.0,288,-0.046177001150767005
168c,3.0,STANDARDISED,0.1,256,-0.015195300929892689
168c,3.0,STANDARDISED,0.25,288,-0.006766572672498163
168c,3.0,STANDARDISED,0.5,256,0.017733091052358103
168c,3.0,STANDARDISED,0.75,192,0.0442850448128597
168c,3.0,STANDARDISED,1.0,128,0.05493688630610438
168c,4.0,NONE,-1.0,192,-0.16247124877156174
168c,4.0,NONE,-0.75,256,-0.10968083882949309
168c,4.0,NONE,-0.5,288,-0.09165650240735582
168c,4.0,NONE,-0.25,320,-0.07697804771388703
168c,4.0,NONE,-0.1,320,-0.07697804771388703
168c,4.0,NONE,0.0,352,-0.06446520215929202
168c,4.0,NONE,0.1,320,-0.0354929756970245
168c,4.0,NONE,0.25,320,-0.0354929756970245
168c,4.0,NONE,0.5,288,-0.006766572672498159
168c,4.0,NONE,0.75,256,0.01773309105235811
168c,4.0,NONE,1.0,192,0.0442850448128597
168c,4.0,WITHIN,-1.0,192,-0.0980060466122697
168c,4.0,WITHIN,-0.75,256,-0.045215636670201065
168c,4.0,WITHIN,-0.5,288,-0.02719130024806379
168c,4.0,WITHIN,-0.25,320,-0.012512845554595012
168c,4.0,WITHIN,-0.1,320,-0.012512845554595012
168c,4.0,WITHIN,0.0,352,-5.913830031739115e-19
168c,4.0,WITHIN,0.1,320,0.028972226462267537
168c,4.0,WITHIN,0.25,320,0.028972226462267537
168c,4.0,WITHIN,0.5,288,0.05769862948679386
168c,4.0,WITHIN,0.75,256,0.08219829321165013
168c,4.0,WITHIN,1.0,192,0.10875024697215173
168c,4.0,RECENTRED,-1.0,192,-0.16247124877156174
168c,4.0,RECENTRED,-0.75,256,-0.10968083882949309
168c,4.0,RECENTRED,-0.5,288,-0.0916565024073558
168c,4.0,RECENTRED,-0.25,320,-0.07697804771388703
168c,4.0,RECENTRED,-0.1,320,-0.07697804771388703
168c,4.0,RECENTRED,0.0,352,-0.06446520215929202
168c,4.0,RECENTRED,0.1,320,-0.03549297569702449
168c,4.0,RECENTRED,0.25,320,-0.03549297569702449
168c,4.0,RECENTRED,0.5,288,-0.006766572672498155
168c,4.0,RECENTRED,0.75,256,0.01773309105235811
168c,4.0,RECENTRED,1.0,192,0.0442850448128597
168c,4.0,STANDARDISED,-1.0,192,-0.16247124877156174
168c,4.0,STANDARDISED,-0.75,256,-0.10968083882949309
168c,4.0,STANDARDISED,-0.5,288,-0.09165650240735582
168c,4.0,STANDARDISED,-0.25,320,-0.07697804771388704
168c,4.0,STANDARDISED,-0.1,320,-0.07697804771388704
168c,4.0,STANDARDISED,0.0,352,-0.06446520215929204
168c,4.0,STANDARDISED,0.1,320,-0.03549297569702449
168c,4.0,STANDARDISED,0.25,320,-0.03549297569702449
168c,4.0,STANDARDISED,0.5,288,-0.006766572672498163
168c,4.0,STANDARDISED,0.75,256,0.017733091052358103
168c,4.0,STANDARDISED,1.0,192,0.0442850448128597
168c,5.0,NONE,-1.0,256,-0.10968083882949309
168c,5.0,NONE,-0.75,288,-0.09165650240735582
168c,5.0,NONE,-0.5,320,-0.07697804771388703
168c,5.0,NONE,-0.25,352,-0.06446520215929202
168c,5.0,NONE,-0.1,352,-0.06446520215929202
168c,5.0,NONE,0.0,352,-0.06446520215929202
168c,5.0,NONE,0.1,352,-0.06446520215929202
168c,5.0,NONE,0.25,352,-0.06446520215929202
168c,5.0,NONE,0.5,320,-0.0354929756970245
168c,5.0,NONE,0.75,288,-0.006766572672498159
168c,5.0,NONE,1.0,256,0.01773309105235811
168c,5.0,WITHIN,-1.0,256,-0.045215636670201065
168c,5.0,WITHIN,-0.75,288,-0.02719130024806379
168c,5.0,WITHIN,-0.5,320,-0.012512845554595012
168c,5.0,WITHIN,-0.25,352,-5.913830031739115e-19
168c,5.0,WITHIN,-0.1,352,-5.913830031739115e-19
168c,5.0,WITHIN,0.0,352,-5.913830031739115e-19
168c,5.0,WITHIN,0.1,352,-5.913830031739115e-19
168c,5.0,WITHIN,0.25,352,-5.913830031739115e-19
168c,5.0,WITHIN,0.5,320,0.028972226462267537
168c,5.0,WITHIN,0.75,288,0.05769862948679386
168c,5.0,WITHIN,1.0,256,0.08219829321165013
168c,5.0,RECENTRED,-1.0,256,-0.10968083882949309
168c,5.0,RECENTRED,-0.75,288,-0.0916565024073558
168c,5.0,RECENTRED,-0.5,320,-0.07697804771388703
168c,5.0,RECENTRED,-0.25,352,-0.06446520215929202
168c,5.0,RECENTRED,-0.1,352,-0.06446520215929202
168c,5.0,RECENTRED,0.0,352,-0.06446520215929202
168c,5.0,RECENTRED,0.1,352,-0.06446520215929202
168c,5.0,RECENTRED,0.25,352,-0.06446520215929202
168c,5.0,RECENTRED,0.5,320,-0.03549297569702449
168c,5.0,RECENTRED,0.75,288,-0.006766572672498155
168c,5.0,RECENTRED,1.0,256,0.01773309105235811
168c,5.0,STANDARDISED,-1.0,256,-0.10968083882949309
168c,5.0,STANDARDISED,-0.75,288,-0.09165650240735582
168c,5.0,STANDARDISED,-0.5,320,-0.07697804771388704
168c,5.0,STANDARDISED,-0.25,352,-0.06446520215929204
168c,5.0,STANDARDISED,-0.1,352,-0.06446520215929204
168c,5.0,STANDARDISED,0.0,352,-0.06446520215929204
168c,5.0,STANDARDISED,0.1,352,-0.06446520215929204
168c,5.0,STANDARDISED,0.25,352,-0.06446520215929204
168c,5.0,STANDARDISED,0.5,320,-0.03549297569702449
168c,5.0,STANDARDISED,0.75,288,-0.006766572672498163
168c,5.0,STANDARDISED,1.0,256,0.017733091052358103
103,1.0,NONE,-0.0112974636741161,6,0.34592601914062926
103,1.0,NONE,0.0233204623500097,12,0.3214511579707237
103,1.0,NONE,0.057938388374135494,6,0.2969762968008181
103,1.0,NONE,0.09255631439826129,12,0.31595783212738404
103,1.0,NONE,0.1271742404223871,18,0.26117121330604154
103,1.0,NONE,0.1617921664465129,6,0.15159797566335653
103,1.0,NONE,0.19641009247063868,12,0.20505887069280257
103,1.0,NONE,0.23102801849476448,18,0.2081653530345639
103,1.0,NONE,0.2656459445188903,24,0.18706047509012683
103,1.0,NONE,0.30026387054301606,30,0.18305474751074552
103,1.0,NONE,0.3348817965671419,36,0.16601733271134844
103,1.0,NONE,0.3694997225912677,54,0.1630892286457502
103,1.0,NONE,0.40411764861539345,84,0.13850212583759713
103,1.0,NONE,0.4387355746395193,84,0.11672373579437265
103,1.0,NONE,0.47335350066364507,78,0.10860035904928964
103,1.0,NONE,0.5079714266877708,132,0.0952419795206272
103,1.0,NONE,0.5425893527118967,198,0.08679706591111712
103,1.0,NONE,0.5772072787360225,216,0.07519630315567094
103,1.0,NONE,0.6118252047601482,240,0.06811272205383417
103,1.0,NONE,0.6464431307842741,234,0.07399751070223595
103,1.0,NONE,0.6810610568083999,234,0.06787767469488369
103,1.0,NONE,0.7156789828325256,270,0.062023633708836484
103,1.0,NONE,0.7502969088566515,168,0.06356182354721582
103,1.0,NONE,0.7849148348807773,84,0.063273371217624
103,1.0,NONE,0.819532760904903,48,0.06072734411948175
103,1.0,WITHIN,-0.0112974636741161,6,0.21585825934107014
103,1.0,WITHIN,0.0233204623500097,12,0.20403451087720623
103,1.0,WITHIN,0.057938388374135494,6,0.19221076241334226
103,1.0,WITHIN,0.09255631439826129,12,0.20151447263696842
103,1.0,WITHIN,0.1271742404223871,18,0.1715794349054985
103,1.0,WITHIN,0.1617921664465129,6,0.11170935944255873
103,1.0,WITHIN,0.19641009247063868,12,0.11943391164611285
103,1.0,WITHIN,0.23102801849476448,18,0.1161602022076122
103,1.0,WITHIN,0.2656459445188903,24,0.09218861389129968
103,1.0,WITHIN,0.30026387054301606,30,0.08114370659177195
103,1.0,WITHIN,0.3348817965671419,36,0.07543445844310484
103,1.0,WITHIN,0.3694997225912677,54,0.06988163439061723
103,1.0,WITHIN,0.40411764861539345,84,0.0485351293100739
103,1.0,WITHIN,0.4387355746395193,84,0.03458065310860946
103,1.0,WITHIN,0.47335350066364507,78,0.022650993140516412
103,1.0,WITHIN,0.5079714266877708,132,0.013277481164490864
103,1.0,WITHIN,0.5425893527118967,198,0.002248161194611367
103,1.0,WITHIN,0.5772072787360225,216,-0.005329941611228804
103,1.0,WITHIN,0.6118252047601482,240,-0.011677219071319427
103,1.0,WITHIN,0.6464431307842741,234,-0.016960111418835952
103,1.0,WITHIN,0.6810610568083999,234,-0.02710230043886299
103,1.0,WITHIN,0.7156789828325256,270,-0.03359336549227559
103,1.0,WITHIN,0.7502969088566515,168,-0.03845008625870757
103,1.0,WITHIN,0.7849148348807773,84,-0.05122508672973218
103,1.0,WITHIN,0.819532760904903,48,-0.05381243767057985
103,1.0,RECENTRED,-0.0112974636741161,6,0.3066567239548175
103,1.0,RECENTRED,0.0233204623500097,12,0.29483297549095355
103,1.0,RECENTRED,0.057938388374135494,6,0.28300922702708964
103,1.0,RECENTRED,0.09255631439826129,12,0.2923129372507158
103,1.0,RECENTRED,0.1271742404223871,18,0.26237789951924584
103,1.0,RECENTRED,0.1617921664465129,6,0.20250782405630607
103,1.0,RECENTRED,0.19641009247063868,12,0.21023237625986022
103,1.0,RECENTRED,0.23102801849476448,18,0.20695866682135955
103,1.0,RECENTRED,0.2656459445188903,24,0.18298707850504703
103,1.0,RECENTRED,0.30026387054301606,30,0.17194217120551927
103,1.0,RECENTRED,0.3348817965671419,36,0.16623292305685214
103,1.0,RECENTRED,0.3694997225912677,54,0.16068009900436456
103,1.0,RECENTRED,0.40411764861539345,84,0.13933359392382128
103,1.0,RECENTRED,0.4387355746395193,84,0.12537911772235683
103,1.0,RECENTRED,0.47335350066364507,78,0.11344945775426375
103,1.0,RECENTRED,0.5079714266877708,132,0.10407594577823821
103,1.0,RECENTRED,0.5425893527118967,198,0.09304662580835871
103,1.0,RECENTRED,0.5772072787360225,216,0.08546852300251855
103,1.0,RECENTRED,0.6118252047601482,240,0.07912124554242791
103,1.0,RECENTRED,0.6464431307842741,234,0.0738383531949114
103,1.0,RECENTRED,0.6810610568083999,234,0.06369616417488436
103,1.0,RECENTRED,0.7156789828325256,270,0.057205099121471766
103,1.0,RECENTRED,0.7502969088566515,168,0.05234837835503979
103,1.0,RECENTRED,0.7849148348807773,84,0.03957337788401517
103,1.0,RECENTRED,0.819532760904903,48,0.0369860269431675
103,1.0,STANDARDISED,-0.0112974636741161,6,0.34592601914062926
103,1.0,STANDARDISED,0.0233204623500097,12,0.32145115797072366
103,1.0,STANDARDISED,0.057938388374135494,6,0.2969762968008181
103,1.0,STANDARDISED,0.09255631439826129,12,0.315957832127384
103,1.0,STANDARDISED,0.1271742404223871,18,0.2611712133060415
103,1.0,STANDARDISED,0.1617921664465129,6,0.15159797566335653
103,1.0,STANDARDISED,0.19641009247063868,12,0.20505887069280251
103,1.0,STANDARDISED,0.23102801849476448,18,0.2081653530345639
103,1.0,STANDARDISED,0.2656459445188903,24,0.18030063537654828
103,1.0,STANDARDISED,0.30026387054301606,30,0.1700380757249475
103,1.0,STANDARDISED,0.3348817965671419,36,0.16601733271134847
103,1.0,STANDARDISED,0.3694997225912677,54,0.16682614957166073
103,1.0,STANDARDISED,0.40411764861539345,84,0.14080852417010636
103,1.0,STANDARDISED,0.4387355746395193,84,0.1285641925599565
103,1.0,STANDARDISED,0.47335350066364507,78,0.11134239932710907
103,1.0,STANDARDISED,0.5079714266877708,132,0.10702735798815922
103,1.0,STANDARDISED,0.5425893527118967,198,0.09505783682815293
103,1.0,STANDARDISED,0.5772072787360225,216,0.08677832652557317
103,1.0,STANDARDISED,0.6118252047601482,240,0.07895727382649645
103,1.0,STANDARDISED,0.6464431307842741,234,0.07399751070223595
103,1.0,STANDARDISED,0.6810610568083999,234,0.06467297866668231
103,1.0,STANDARDISED,0.7156789828325256,270,0.05832651213244086
103,1.0,STANDARDISED,0.7502969088566515,168,0.054777679639005414
103,1.0,STANDARDISED,0.7849148348807773,84,0.0631790119874023
103,1.0,STANDARDISED,0.819532760904903,48,0.06068511463934423
103,2.0,NONE,-0.0112974636741161,12,0.3214511579707237
103,2.0,NONE,0.0233204623500097,12,0.3214511579707237
103,2.0,NONE,0.057938388374135494,24,0.31870449504905385
103,2.0,NONE,0.09255631439826129,24,0.27012248417973567
103,2.0,NONE,0.1271742404223871,18,0.26117121330604154
103,2.0,NONE,0.1617921664465129,30,0.23872627626074594
103,2.0,NONE,0.19641009247063868,24,0.19402350869176208
103,2.0,NONE,0.23102801849476448,36,0.19305994029101878
103,2.0,NONE,0.2656459445188903,48,0.19247122458217744
103,2.0,NONE,0.30026387054301606,60,0.17443458966285982
103,2.0,NONE,0.3348817965671419,84,0.17021977109753425
103,2.0,NONE,0.3694997225912677,120,0.14675668789972252
103,2.0,NONE,0.40411764861539345,138,0.134866754736216
103,2.0,NONE,0.4387355746395193,162,0.12410497886544908
103,2.0,NONE,0.47335350066364507,216,0.10359599584930598
103,2.0,NONE,0.5079714266877708,276,0.09295886614581805
103,2.0,NONE,0.5425893527118967,348,0.0827998355699647
103,2.0,NONE,0.5772072787360225,438,0.07655906927698948
103,2.0,NONE,0.6118252047601482,450,0.07457293107988477
103,2.0,NONE,0.6464431307842741,474,0.06799668601587128
103,2.0,NONE,0.6810610568083999,504,0.06758293374148626
103,2.0,NONE,0.7156789828325256,402,0.06607403540929115
103,2.0,NONE,0.7502969088566515,354,0.06232018159227758
103,2.0,NONE,0.7849148348807773,216,0.06293193922994159
103,2.0,NONE,0.819532760904903,84,0.063273371217624
103,2.0,WITHIN,-0.0112974636741161,12,0.20403451087720623
103,2.0,WITHIN,0.0233204623500097,12,0.20403451087720623
103,2.0,WITHIN,0.057938388374135494,24,0.2027744917570873
103,2.0,WITHIN,0.09255631439826129,24,0.17673726678245946
103,2.0,WITHIN,0.1271742404223871,18,0.1715794349054985
103,2.0,WITHIN,0.1617921664465129,30,0.15072122560174422
103,2.0,WITHIN,0.19641009247063868,24,0.11504749151634881
103,2.0,WITHIN,0.23102801849476448,36,0.10127037980957072
103,2.0,WITHIN,0.2656459445188903,48,0.09427489244771205
103,2.0,WITHIN,0.30026387054301606,60,0.08213612062238276
103,2.0,WITHIN,0.3348817965671419,84,0.07390380303388679
103,2.0,WITHIN,0.3694997225912677,120,0.056604928049983176
103,2.0,WITHIN,0.40411764861539345,138,0.04839408056678641
103,2.0,WITHIN,0.4387355746395193,162,0.036072397080286964
103,2.0,WITHIN,0.47335350066364507,216,0.021562048031648094
103,2.0,WITHIN,0.5079714266877708,276,0.008014178918454096
103,2.0,WITHIN,0.5425893527118967,348,0.0017280463381821034
103,2.0,WITHIN,0.5772072787360225,438,-0.005382184156583589
103,2.0,WITHIN,0.6118252047601482,450,-0.01137762991118452
103,2.0,WITHIN,0.6464431307842741,474,-0.01929213265782828
103,2.0,WITHIN,0.6810610568083999,504,-0.025870783243892897
103,2.0,WITHIN,0.7156789828325256,402,-0.031844658691932363
103,2.0,WITHIN,0.7502969088566515,354,-0.037777163752011046
103,2.0,WITHIN,0.7849148348807773,216,-0.04186394212801252
103,2.0,WITHIN,0.819532760904903,84,-0.05122508672973218
103,2.0,RECENTRED,-0.0112974636741161,12,0.29483297549095355
103,2.0,RECENTRED,0.0233204623500097,12,0.29483297549095355
103,2.0,RECENTRED,0.057938388374135494,24,0.29357295637083464
103,2.0,RECENTRED,0.09255631439826129,24,0.26753573139620684
103,2.0,RECENTRED,0.1271742404223871,18,0.26237789951924584
103,2.0,RECENTRED,0.1617921664465129,30,0.2415196902154916
103,2.0,RECENTRED,0.19641009247063868,24,0.20584595613009618
103,2.0,RECENTRED,0.23102801849476448,36,0.1920688444233181
103,2.0,RECENTRED,0.2656459445188903,48,0.18507335706145941
103,2.0,RECENTRED,0.30026387054301606,60,0.1729345852361301
103,2.0,RECENTRED,0.3348817965671419,84,0.16470226764763413
103,2.0,RECENTRED,0.3694997225912677,120,0.14740339266373054
103,2.0,RECENTRED,0.40411764861539345,138,0.13919254518053378
103,2.0,RECENTRED,0.4387355746395193,162,0.12687086169403433
103,2.0,RECENTRED,0.47335350066364507,216,0.11236051264539544
103,2.0,RECENTRED,0.5079714266877708,276,0.09881264353220146
103,2.0,RECENTRED,0.5425893527118967,348,0.09252651095192946
103,2.0,RECENTRED,0.5772072787360225,438,0.08541628045716376
103,2.0,RECENTRED,0.6118252047601482,450,0.07942083470256284
103,2.0,RECENTRED,0.6464431307842741,474,0.07150633195591907
103,2.0,RECENTRED,0.6810610568083999,504,0.06492768136985445
103,2.0,RECENTRED,0.7156789828325256,402,0.05895380592181499
103,2.0,RECENTRED,0.7502969088566515,354,0.05302130086173631
103,2.0,RECENTRED,0.7849148348807773,216,0.04893452248573484
103,2.0,RECENTRED,0.819532760904903,84,0.03957337788401517
103,2.0,STANDARDISED,-0.0112974636741161,12,0.32145115797072366
103,2.0,STANDARDISED,0.0233204623500097,12,0.32145115797072366
103,2.0,STANDARDISED,0.057938388374135494,24,0.3187044950490538
103,2.0,STANDARDISED,0.09255631439826129,24,0.25731056908377403
103,2.0,STANDARDISED,0.1271742404223871,18,0.2611712133060415
103,2.0,STANDARDISED,0.1617921664465129,30,0.25229525723969204
103,2.0,STANDARDISED,0.19641009247063868,24,0.206590940183843
103,2.0,STANDARDISED,0.23102801849476448,36,0.1930599402910187
103,2.0,STANDARDISED,0.2656459445188903,48,0.1858632646043599
103,2.0,STANDARDISED,0.30026387054301606,60,0.17107302332980667
103,2.0,STANDARDISED,0.3348817965671419,84,0.16549385060145436
103,2.0,STANDARDISED,0.3694997225912677,120,0.1484703945194228
103,2.0,STANDARDISED,0.40411764861539345,138,0.14091155941827418
103,2.0,STANDARDISED,0.4387355746395193,162,0.12712147221747205
103,2.0,STANDARDISED,0.47335350066364507,216,0.11462015438630731
103,2.0,STANDARDISED,0.5079714266877708,276,0.09999133891498904
103,2.0,STANDARDISED,0.5425893527118967,348,0.09448341517389071
103,2.0,STANDARDISED,0.5772072787360225,438,0.0864808761068965
103,2.0,STANDARDISED,0.6118252047601482,450,0.07951738894968044
103,2.0,STANDARDISED,0.6464431307842741,474,0.07095594413870887
103,2.0,STANDARDISED,0.6810610568083999,504,0.06543477032023517
103,2.0,STANDARDISED,0.7156789828325256,402,0.060754646569034065
103,2.0,STANDARDISED,0.7502969088566515,354,0.05562400289949031
103,2.0,STANDARDISED,0.7849148348807773,216,0.05257744604859889
103,2.0,STANDARDISED,0.819532760904903,84,0.0631790119874023
103,3.0,NONE,-0.0112974636741161,12,0.3214511579707237
103,3.0,NONE,0.0233204623500097,24,0.31870449504905385
103,3.0,NONE,0.057938388374135494,30,0.2852831911719144
103,3.0,NONE,0.09255631439826129,30,0.2852831911719144
103,3.0,NONE,0.1271742404223871,36,0.24843461301742462
103,3.0,NONE,0.1617921664465129,36,0.23466828317030272
103,3.0,NONE,0.19641009247063868,54,0.215763697962693
103,3.0,NONE,0.23102801849476448,54,0.18792975248008623
103,3.0,NONE,0.2656459445188903,72,0.1795386365011836
103,3.0,NONE,0.30026387054301606,102,0.1769160502628924
103,3.0,NONE,0.3348817965671419,144,0.1534739857647899
103,3.0,NONE,0.3694997225912677,168,0.1434717534459534
103,3.0,NONE,0.40411764861539345,198,0.1317254068374308
103,3.0,NONE,0.4387355746395193,270,0.1154946424085948
103,3.0,NONE,0.47335350066364507,360,0.1035856267405665
103,3.0,NONE,0.5079714266877708,432,0.08939614950248848
