bps,family,n,med_SEL_pp,max_abs_SEL_pp
0,DEGEN,24,0.0,0.0
0,NEAR,24,-0.5482174307859133,3.477167654941571
0,CLEAN,96,0.1553839872485696,4.538437935295381
10,DEGEN,24,0.0,0.0
10,NEAR,24,-0.7448548319860637,4.761049954395736
10,CLEAN,96,0.12839443584641286,4.513870104348028
25,DEGEN,24,0.0,0.0
25,NEAR,24,-0.993107663152426,6.536626673807677
25,CLEAN,96,0.03715817953516831,4.474563205966797
