corpus,cost_bps,dial,arm,score,n,mean_d,median_d,t,wins,losses,ties,sign_p,agree_share,off_n,off_mean_d
A,15,N,ORACLE,OOS_Sharpe,53,0.1064342865739915,0.07268670432036917,6.843970694579397,42,0,11,4.547473508864641e-13,0.20754716981132076,42,0.13430993305765593
A,15,N,ORACLE,OOS_margin,53,0.06292010082675441,0.03800210360677145,2.0810625787902537,29,13,11,0.019520472782460274,0.20754716981132076,42,0.07939917485280912
A,15,BAND,MODE-GLOBAL,OOS_Sharpe,53,0.00029554024759795663,0.0,0.0968331572175959,6,2,45,0.2890625,0.8490566037735849,8,0.0019579541403364625
A,15,BAND,MODE-GLOBAL,OOS_margin,53,0.003478517322776703,0.0,1.2238109169153717,4,4,45,1.0,0.8490566037735849,8,0.023045177263395656
A,15,BAND,MODE-LOO,OOS_Sharpe,53,0.00029554024759795663,0.0,0.0968331572175959,6,2,45,0.2890625,0.8490566037735849,8,0.0019579541403364625
A,15,BAND,MODE-LOO,OOS_margin,53,0.003478517322776703,0.0,1.2238109169153717,4,4,45,1.0,0.8490566037735849,8,0.023045177263395656
A,15,BAND,MODE-XCORPUS,OOS_Sharpe,53,0.00029554024759795663,0.0,0.0968331572175959,6,2,45,0.2890625,0.8490566037735849,8,0.0019579541403364625
A,15,BAND,MODE-XCORPUS,OOS_margin,53,0.003478517322776703,0.0,1.2238109169153717,4,4,45,1.0,0.8490566037735849,8,0.023045177263395656
A,15,BAND,CONST-INC,OOS_Sharpe,53,-0.01723325470217981,-0.01005410541219598,-2.1130843703531133,20,30,3,0.20263875106454066,0.05660377358490566,50,-0.018267249984310598
A,15,BAND,CONST-INC,OOS_margin,53,-0.034525848851232124,-0.0025427965903378758,-2.8517633126899162,22,28,3,0.47988766169832786,0.05660377358490566,50,-0.03659739978230605
A,15,BAND,SEL-4B,OOS_Sharpe,53,-0.0025206567453550195,0.0,-0.7961968024709963,4,9,40,0.266845703125,0.7547169811320755,13,-0.010276523654139695
A,15,BAND,SEL-4B,OOS_margin,53,0.00020075874552380888,0.0,0.11086466207696151,7,6,40,1.0,0.7547169811320755,13,0.0008184779625201438
A,15,BAND,RANDOM,OOS_Sharpe,53,-0.010658611991338286,-0.0025897238747134566,-1.4900652563360466,20,27,6,0.38169339766321286,0.11320754716981132,47,-0.01201928586257296
A,15,BAND,RANDOM,OOS_margin,53,-0.022102360539979694,-0.00023579569689821667,-2.2267558170365263,18,28,7,0.18392482137699062,0.11320754716981132,47,-0.024923938481253696
A,15,BAND,ORACLE,OOS_Sharpe,53,0.02112163364687143,0.006655991219229884,5.328191822213518,30,0,23,1.862645149230957e-09,0.4339622641509434,30,0.03731488610947286
A,15,BAND,ORACLE,OOS_margin,53,0.013756442045829122,0.0,3.7279170692409807,22,8,23,0.016124801710247993,0.4339622641509434,30,0.024303047614298117
A,15,CADENCE,MODE-GLOBAL,OOS_Sharpe,53,0.02232535167037894,0.0,2.5998913221714877,7,0,46,0.015625,0.8679245283018868,7,0.16903480550429767
A,15,CADENCE,MODE-GLOBAL,OOS_margin,53,0.029715079265223435,0.0,2.2141864482996527,7,0,46,0.015625,0.8679245283018868,7,0.2249856001509774
A,15,CADENCE,MODE-LOO,OOS_Sharpe,53,0.02232535167037894,0.0,2.5998913221714877,7,0,46,0.015625,0.8679245283018868,7,0.16903480550429767
A,15,CADENCE,MODE-LOO,OOS_margin,53,0.029715079265223435,0.0,2.2141864482996527,7,0,46,0.015625,0.8679245283018868,7,0.2249856001509774
A,15,CADENCE,MODE-XCORPUS,OOS_Sharpe,53,0.02232535167037894,0.0,2.5998913221714877,7,0,46,0.015625,0.8679245283018868,7,0.16903480550429767
A,15,CADENCE,MODE-XCORPUS,OOS_margin,53,0.029715079265223435,0.0,2.2141864482996527,7,0,46,0.015625,0.8679245283018868,7,0.2249856001509774
A,15,CADENCE,CONST-INC,OOS_Sharpe,53,-0.08805412703717719,-0.11955377877981777,-6.267796001012029,10,42,1,9.063271916964766e-06,0.018867924528301886,52,-0.08974747563404598
A,15,CADENCE,CONST-INC,OOS_margin,53,0.02059137318165689,-0.0237918116629377,0.8730718768410533,23,29,1,0.48845566937989204,0.018867924528301886,52,0.020987361127457985
A,15,CADENCE,SEL-4B,OOS_Sharpe,53,-0.019063332791702272,0.0,-1.6840622585138452,3,8,42,0.2265625,0.7924528301886793,11,-0.09185060345092913
A,15,CADENCE,SEL-4B,OOS_margin,53,0.0230997874998314,0.0,1.7540125435734735,8,3,42,0.2265625,0.7924528301886793,11,0.1112989761355513
A,15,CADENCE,RANDOM,OOS_Sharpe,53,-0.1154309115208919,-0.1417432226048284,-6.11169832950881,6,33,14,1.429926123819314e-05,0.2641509433962264,39,-0.15686764898993003
A,15,CADENCE,RANDOM,OOS_margin,53,-0.06052815420860454,-0.021461420912073426,-2.5865192397402526,12,27,14,0.023702702470473014,0.2641509433962264,39,-0.0822562095655395
A,15,CADENCE,ORACLE,OOS_Sharpe,53,0.02573275422776821,0.0,2.83089756020216,11,0,42,0.0009765625,0.7924528301886793,11,0.12398508855197411
A,15,CADENCE,ORACLE,OOS_margin,53,0.029958640250623402,0.0,2.2048654230423996,8,3,42,0.2265625,0.7924528301886793,11,0.14434617575300368
A,15,SLEEVE,MODE-GLOBAL,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,MODE-GLOBAL,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,MODE-LOO,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,MODE-LOO,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,MODE-XCORPUS,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,MODE-XCORPUS,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,CONST-INC,OOS_Sharpe,53,-0.1803230526111335,-0.17175518307394266,-37.634360233648955,0,53,0,2.220446049250313e-16,0.0,53,-0.1803230526111335
A,15,SLEEVE,CONST-INC,OOS_margin,53,0.03000808625117119,0.04626150403173773,2.5239516205860917,41,12,0,8.171334999262925e-05,0.0,53,0.03000808625117119
A,15,SLEEVE,SEL-4B,OOS_Sharpe,53,-0.15252007271508028,-0.1563183991250554,-17.386521422281028,0,52,1,4.440892098500626e-16,0.018867924528301886,52,-0.15545315103652413
A,15,SLEEVE,SEL-4B,OOS_margin,53,0.04731802248305941,0.06531087985361525,4.255530977567561,46,6,1,1.0325821975243343e-08,0.018867924528301886,52,0.04822798445388748
A,15,SLEEVE,RANDOM,OOS_Sharpe,53,-0.1042277807785313,-0.10530413444072284,-11.477404096827847,0,47,6,1.4210854715202004e-14,0.11320754716981132,47,-0.11753345492047144
A,15,SLEEVE,RANDOM,OOS_margin,53,0.04146356304608084,0.043542785362887707,6.5952900890958865,44,3,6,2.4647306418046355e-10,0.11320754716981132,47,0.04675678386047415
A,15,SLEEVE,ORACLE,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,SLEEVE,ORACLE,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,GROSS,MODE-GLOBAL,OOS_Sharpe,53,-3.2039620535783615e-05,0.0,-1.1733284941970534,1,2,50,1.0,0.9433962264150944,3,-0.0005660332961321771
A,20,GROSS,MODE-GLOBAL,OOS_margin,53,-0.005189555245824948,0.0,-1.0463793843418951,1,2,50,1.0,0.9433962264150944,3,-0.09168214267624075
A,20,GROSS,MODE-LOO,OOS_Sharpe,53,-3.2039620535783615e-05,0.0,-1.1733284941970534,1,2,50,1.0,0.9433962264150944,3,-0.0005660332961321771
A,20,GROSS,MODE-LOO,OOS_margin,53,-0.005189555245824948,0.0,-1.0463793843418951,1,2,50,1.0,0.9433962264150944,3,-0.09168214267624075
A,20,GROSS,MODE-XCORPUS,OOS_Sharpe,53,-3.2039620535783615e-05,0.0,-1.1733284941970534,1,2,50,1.0,0.9433962264150944,3,-0.0005660332961321771
A,20,GROSS,MODE-XCORPUS,OOS_margin,53,-0.005189555245824948,0.0,-1.0463793843418951,1,2,50,1.0,0.9433962264150944,3,-0.09168214267624075
A,20,GROSS,CONST-INC,OOS_Sharpe,53,0.00042297626961639365,0.00042900269172652106,3.1276465482419424,36,17,0,0.012660335802414213,0.0,53,0.00042297626961639365
A,20,GROSS,CONST-INC,OOS_margin,53,0.03571296231465998,0.052274329607512465,1.4210682616432522,34,19,0,0.053438810537711046,0.0,53,0.03571296231465998
A,20,GROSS,SEL-4B,OOS_Sharpe,53,-3.138475995858047e-06,0.0,-0.028633081849630527,17,16,20,1.0,0.37735849056603776,33,-5.040582660014439e-06
A,20,GROSS,SEL-4B,OOS_margin,53,0.06965823867118281,0.035223591492638234,5.020619733907952,29,4,20,1.0928604751825333e-05,0.37735849056603776,33,0.11187535301735423
A,20,GROSS,RANDOM,OOS_Sharpe,53,0.0003311820668305716,0.00019776814041672086,1.418738521881675,29,18,6,0.14386508844054902,0.11320754716981132,47,0.00037346062855362326
A,20,GROSS,RANDOM,OOS_margin,53,-0.12633179897242094,-0.06910492359337012,-3.5470860629248384,15,32,6,0.01862383661500644,0.11320754716981132,47,-0.14245926267102785
A,20,GROSS,ORACLE,OOS_Sharpe,53,0.0014141242192273918,0.000491621985407531,6.212494968912368,40,0,13,1.8189894035458565e-12,0.24528301886792453,40,0.0018737145904762942
A,20,GROSS,ORACLE,OOS_margin,53,-0.23915755683134216,-0.0035948129776395277,-5.0944202038791495,12,28,13,0.01658900337497471,0.24528301886792453,40,-0.31688376280152836
A,20,N,MODE-GLOBAL,OOS_Sharpe,53,0.00015109879615404775,0.0,0.009326670086118491,17,24,12,0.34888887944907765,0.22641509433962265,41,0.00019532283405279344
A,20,N,MODE-GLOBAL,OOS_margin,53,0.04542526489649234,0.007785864961012454,2.354178612840732,27,14,12,0.05958388801809633,0.22641509433962265,41,0.058720464378392526
A,20,N,MODE-LOO,OOS_Sharpe,53,0.00015109879615404775,0.0,0.009326670086118491,17,24,12,0.34888887944907765,0.22641509433962265,41,0.00019532283405279344
A,20,N,MODE-LOO,OOS_margin,53,0.04542526489649234,0.007785864961012454,2.354178612840732,27,14,12,0.05958388801809633,0.22641509433962265,41,0.058720464378392526
A,20,N,MODE-XCORPUS,OOS_Sharpe,53,-0.037633827566961355,-0.03428603055670476,-2.1255183789206424,16,30,7,0.054076031858869555,0.1320754716981132,46,-0.04336071437062938
A,20,N,MODE-XCORPUS,OOS_margin,53,0.07265188506657534,0.038575664637455764,3.875791767978653,33,13,7,0.004533861582189047,0.1320754716981132,46,0.08370760670714116
A,20,N,CONST-INC,OOS_Sharpe,53,0.00015109879615404775,0.0,0.009326670086118491,17,24,12,0.34888887944907765,0.22641509433962265,41,0.00019532283405279344
A,20,N,CONST-INC,OOS_margin,53,0.04542526489649234,0.007785864961012454,2.354178612840732,27,14,12,0.05958388801809633,0.22641509433962265,41,0.058720464378392526
A,20,N,SEL-4B,OOS_Sharpe,53,0.0001817871509639021,0.0,0.00995465159223632,21,20,12,1.0,0.22641509433962265,41,0.00023499314636796966
A,20,N,SEL-4B,OOS_margin,53,0.08630512727690134,0.04140247020970206,4.245879671513118,32,9,12,0.000430857042374555,0.22641509433962265,41,0.11156516452867736
A,20,N,RANDOM,OOS_Sharpe,53,-0.06786147779549087,-0.035045031101306745,-2.86616907122299,17,32,4,0.04438416098714981,0.07547169811320754,49,-0.07340119026859214
A,20,N,RANDOM,OOS_margin,53,-0.055336261151220555,-0.045853374685599746,-2.0392447548308725,18,31,4,0.08543313315739454,0.07547169811320754,49,-0.05985350695948343
A,20,N,ORACLE,OOS_Sharpe,53,0.09835263286511627,0.041483609647025244,6.19923292837059,43,0,10,2.2737367544323206e-13,0.18867924528301888,43,0.12122533818258517
A,20,N,ORACLE,OOS_margin,53,0.05847465067727296,0.03653937589200221,1.9076715092609549,30,13,10,0.0137181850586785,0.18867924528301888,43,0.0720734066487318
A,20,BAND,MODE-GLOBAL,OOS_Sharpe,53,0.0027212145367350483,0.0,1.0980641374528974,6,1,46,0.125,0.8679245283018868,7,0.02060348149242251
A,20,BAND,MODE-GLOBAL,OOS_margin,53,0.004618745294465418,0.0,1.6117993697187802,4,3,46,1.0,0.8679245283018868,7,0.03497050008666673
A,20,BAND,MODE-LOO,OOS_Sharpe,53,0.0027212145367350483,0.0,1.0980641374528974,6,1,46,0.125,0.8679245283018868,7,0.02060348149242251
A,20,BAND,MODE-LOO,OOS_margin,53,0.004618745294465418,0.0,1.6117993697187802,4,3,46,1.0,0.8679245283018868,7,0.03497050008666673
A,20,BAND,MODE-XCORPUS,OOS_Sharpe,53,0.0027212145367350483,0.0,1.0980641374528974,6,1,46,0.125,0.8679245283018868,7,0.02060348149242251
A,20,BAND,MODE-XCORPUS,OOS_margin,53,0.004618745294465418,0.0,1.6117993697187802,4,3,46,1.0,0.8679245283018868,7,0.03497050008666673
A,20,BAND,CONST-INC,OOS_Sharpe,53,-0.02331196457215734,-0.012599684260171107,-2.7346585577107865,16,34,3,0.015346677832630107,0.05660377358490566,50,-0.02471068244648678
A,20,BAND,CONST-INC,OOS_margin,53,-0.04211819632987377,-0.009731763993233297,-3.23445981527025,20,30,3,0.20263875106454066,0.05660377358490566,50,-0.04464528810966619
A,20,BAND,SEL-4B,OOS_Sharpe,53,-0.001731788793378795,0.0,-0.7696768688284225,3,8,42,0.2265625,0.7924528301886793,11,-0.00834407327718874
A,20,BAND,SEL-4B,OOS_margin,53,0.000947574381594577,0.0,0.5837852037195029,7,3,43,0.34375,0.7924528301886793,11,0.004565585656773871
A,20,BAND,RANDOM,OOS_Sharpe,53,-0.01240878043125252,-0.005085378349057201,-1.6754124969440884,19,28,6,0.24296021728332562,0.11320754716981132,47,-0.013992880060774116
A,20,BAND,RANDOM,OOS_margin,53,-0.024156177354090872,0.0,-2.2760805661329213,21,24,8,0.765991824244793,0.11320754716981132,47,-0.027239944675889707
A,20,BAND,ORACLE,OOS_Sharpe,53,0.02104759606640748,0.0056108094590894275,5.265016344043081,30,0,23,1.862645149230957e-09,0.4339622641509434,30,0.03718408638398654
A,20,BAND,ORACLE,OOS_margin,53,0.012186599371071452,0.0,3.3724888984255093,22,8,23,0.016124801710247993,0.4339622641509434,30,0.0215296588888929
A,20,CADENCE,MODE-GLOBAL,OOS_Sharpe,53,0.023394176435233827,0.0,2.6956235251811074,7,0,46,0.015625,0.8679245283018868,7,0.1771273358667704
A,20,CADENCE,MODE-GLOBAL,OOS_margin,53,0.029513269568606608,0.0,2.2413699682920387,7,0,46,0.015625,0.8679245283018868,7,0.22345761244802145
A,20,CADENCE,MODE-LOO,OOS_Sharpe,53,0.023394176435233827,0.0,2.6956235251811074,7,0,46,0.015625,0.8679245283018868,7,0.1771273358667704
A,20,CADENCE,MODE-LOO,OOS_margin,53,0.029513269568606608,0.0,2.2413699682920387,7,0,46,0.015625,0.8679245283018868,7,0.22345761244802145
A,20,CADENCE,MODE-XCORPUS,OOS_Sharpe,53,0.023394176435233827,0.0,2.6956235251811074,7,0,46,0.015625,0.8679245283018868,7,0.1771273358667704
A,20,CADENCE,MODE-XCORPUS,OOS_margin,53,0.029513269568606608,0.0,2.2413699682920387,7,0,46,0.015625,0.8679245283018868,7,0.22345761244802145
A,20,CADENCE,CONST-INC,OOS_Sharpe,53,-0.10708522659378669,-0.13969834508442958,-7.556043478436254,10,43,0,5.550520889130439e-06,0.0,53,-0.10708522659378669
A,20,CADENCE,CONST-INC,OOS_margin,53,-0.005302670920338187,-0.051243488722686865,-0.22101889906876954,23,30,0,0.4101027163746913,0.0,53,-0.005302670920338187
A,20,CADENCE,SEL-4B,OOS_Sharpe,53,-0.0116474512334638,0.0,-1.0538843990084057,3,6,44,0.5078125,0.8301886792452831,9,-0.06859054615262015
A,20,CADENCE,SEL-4B,OOS_margin,53,0.01671927088698387,0.0,1.3098795944179535,6,3,44,0.5078125,0.8301886792452831,9,0.09845792855668277
A,20,CADENCE,RANDOM,OOS_Sharpe,53,-0.14031287131618314,-0.15914123762741073,-6.295030755915322,6,34,13,8.364584573428147e-06,0.24528301886792453,40,-0.18591455449394262
A,20,CADENCE,RANDOM,OOS_margin,53,-0.09545513267445217,-0.0810647368079272,-3.891456594909869,10,30,13,0.0022214337732293643,0.24528301886792453,40,-0.12647805079364915
A,20,CADENCE,ORACLE,OOS_Sharpe,53,0.025380310051672794,0.0,2.8070322702433352,10,0,43,0.001953125,0.8113207547169812,10,0.1345156432738658
A,20,CADENCE,ORACLE,OOS_margin,53,0.029279381415314543,0.0,2.209809408775888,8,2,43,0.109375,0.8113207547169812,10,0.15518072150116707
A,20,SLEEVE,MODE-GLOBAL,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,MODE-GLOBAL,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,MODE-LOO,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,MODE-LOO,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,MODE-XCORPUS,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,MODE-XCORPUS,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,CONST-INC,OOS_Sharpe,53,-0.18052054764606615,-0.17154426624295716,-37.52896262587859,0,53,0,2.220446049250313e-16,0.0,53,-0.18052054764606615
A,20,SLEEVE,CONST-INC,OOS_margin,53,0.025822437351521784,0.04386638094500098,2.052488374992162,41,12,0,8.171334999262925e-05,0.0,53,0.025822437351521784
A,20,SLEEVE,SEL-4B,OOS_Sharpe,53,-0.1546565800116092,-0.15588884069141773,-18.208891713845404,0,52,1,4.440892098500626e-16,0.018867924528301886,52,-0.15763074501183244
A,20,SLEEVE,SEL-4B,OOS_margin,53,0.040174844855993756,0.05654598871106155,3.354802383489393,45,7,1,6.973810151578164e-08,0.018867924528301886,52,0.04094743802630133
A,20,SLEEVE,RANDOM,OOS_Sharpe,53,-0.10457026856014622,-0.105619547505994,-11.520066472947105,0,47,6,1.4210854715202004e-14,0.11320754716981132,47,-0.11791966454654786
A,20,SLEEVE,RANDOM,OOS_margin,53,0.03661915508936069,0.03975770983653443,5.832861191217266,43,4,6,2.781192165457469e-09,0.11320754716981132,47,0.04129394084544928
A,20,SLEEVE,ORACLE,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,20,SLEEVE,ORACLE,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,25,GROSS,MODE-GLOBAL,OOS_Sharpe,53,-3.0434657258914527e-05,0.0,-1.160231682941069,1,2,50,1.0,0.9433962264150944,3,-0.00053767894490749
A,25,GROSS,MODE-GLOBAL,OOS_margin,53,-0.0052438784855875055,0.0,-1.0580740490752865,1,2,50,1.0,0.9433962264150944,3,-0.09264185324537927
A,25,GROSS,MODE-LOO,OOS_Sharpe,53,-3.0434657258914527e-05,0.0,-1.160231682941069,1,2,50,1.0,0.9433962264150944,3,-0.00053767894490749
A,25,GROSS,MODE-LOO,OOS_margin,53,-0.0052438784855875055,0.0,-1.0580740490752865,1,2,50,1.0,0.9433962264150944,3,-0.09264185324537927
A,25,GROSS,MODE-XCORPUS,OOS_Sharpe,53,-3.0434657258914527e-05,0.0,-1.160231682941069,1,2,50,1.0,0.9433962264150944,3,-0.00053767894490749
A,25,GROSS,MODE-XCORPUS,OOS_margin,53,-0.0052438784855875055,0.0,-1.0580740490752865,1,2,50,1.0,0.9433962264150944,3,-0.09264185324537927
A,25,GROSS,CONST-INC,OOS_Sharpe,53,0.00033367325868961665,0.0003285108217209176,2.4518775361409064,36,17,0,0.012660335802414213,0.0,53,0.00033367325868961665
A,25,GROSS,CONST-INC,OOS_margin,53,0.01762414975961105,0.018917262368808446,0.7674525804430838,30,23,0,0.4101027163746913,0.0,53,0.01762414975961105
A,25,GROSS,SEL-4B,OOS_Sharpe,53,-3.720099410880714e-05,0.0,-0.3453915263898148,16,16,21,1.0,0.39622641509433965,32,-6.161414649271182e-05
A,25,GROSS,SEL-4B,OOS_margin,53,0.05549799085509103,0.0,4.328164334381797,26,6,21,0.0005350527353584766,0.39622641509433965,32,0.09191854735374454
A,25,GROSS,RANDOM,OOS_Sharpe,53,0.00011618734465499247,0.0,0.5006547576345961,26,21,6,0.5600646295802107,0.11320754716981132,47,0.00013101977163222555
A,25,GROSS,RANDOM,OOS_margin,53,-0.1328298034775539,-0.07146977399282928,-3.8599823433521965,14,33,6,0.007942726509483578,0.11320754716981132,47,-0.1497867996661778
A,25,GROSS,ORACLE,OOS_Sharpe,53,0.0011627260742423887,0.00034581803884470297,5.846432747437171,40,0,13,1.8189894035458565e-12,0.24528301886792453,40,0.001540612048371165
A,25,GROSS,ORACLE,OOS_margin,53,-0.2061110508288557,-0.00394826593524833,-4.83365957717064,13,27,13,0.03847730828420026,0.24528301886792453,40,-0.27309714234823385
A,25,N,MODE-GLOBAL,OOS_Sharpe,53,0.049912722507869635,0.0003480532358807187,3.166173653917635,31,9,13,0.0006795482549932785,0.24528301886792453,40,0.06613435732292726
A,25,N,MODE-GLOBAL,OOS_margin,53,-0.1591574063729022,-0.11656575142124848,-5.255099512661729,5,35,13,1.382612026645802e-06,0.24528301886792453,40,-0.21088356344409545
A,25,N,MODE-LOO,OOS_Sharpe,53,0.049912722507869635,0.0003480532358807187,3.166173653917635,31,9,13,0.0006795482549932785,0.24528301886792453,40,0.06613435732292726
A,25,N,MODE-LOO,OOS_margin,53,-0.1591574063729022,-0.11656575142124848,-5.255099512661729,5,35,13,1.382612026645802e-06,0.24528301886792453,40,-0.21088356344409545
A,25,N,MODE-XCORPUS,OOS_Sharpe,53,-0.00446845285591944,-3.224396594891932e-05,-0.27341541991931717,24,27,2,0.7797679305530743,0.03773584905660377,51,-0.004643686301249614
A,25,N,MODE-XCORPUS,OOS_margin,53,0.023051213777139618,0.006946092301017559,1.0257588578692756,28,23,2,0.5758493477318467,0.03773584905660377,51,0.023955182944870583
A,25,N,CONST-INC,OOS_Sharpe,53,-0.03568143355697269,-0.016524571837170876,-2.038339699800974,11,30,12,0.00432400493446039,0.22641509433962265,41,-0.04612477996389154
A,25,N,CONST-INC,OOS_margin,53,0.04880195668757055,0.0,2.5570328301393035,24,17,12,0.34888887944907765,0.22641509433962265,41,0.06308545620588389
A,25,N,SEL-4B,OOS_Sharpe,53,-0.03464351060741432,-0.014677233887056107,-1.7652682486519764,18,28,7,0.18392482137699062,0.1320754716981132,46,-0.03991534917810781
A,25,N,SEL-4B,OOS_margin,53,0.08514449984553006,0.04223857855894464,4.098459355855019,36,10,7,0.00015641720852954677,0.1320754716981132,46,0.09810127156115421
A,25,N,RANDOM,OOS_Sharpe,53,-0.10803331434109978,-0.06171320209553299,-4.335294978015503,13,37,3,0.000936222910851825,0.05660377358490566,50,-0.11451531320156576
A,25,N,RANDOM,OOS_margin,53,-0.055728193068657034,-0.06081726583431979,-2.034040381315246,19,31,3,0.11892045255943628,0.05660377358490566,50,-0.059071884652776456
A,25,N,ORACLE,OOS_Sharpe,53,0.06739417968251278,0.005266726391103815,4.342879729134372,35,0,18,5.820766091346741e-11,0.33962264150943394,35,0.10205404351923364
A,25,N,ORACLE,OOS_margin,53,0.039455563176717334,0.0,1.3038494742041478,20,15,18,0.49955983320251107,0.33962264150943394,35,0.05974699566760052
A,25,BAND,MODE-GLOBAL,OOS_Sharpe,53,0.002215655007636202,0.0,0.9014960572834189,5,1,47,0.21875,0.8867924528301887,6,0.01957161923411978
A,25,BAND,MODE-GLOBAL,OOS_margin,53,0.003845534473627458,0.0,1.3685312618665808,3,3,47,1.0,0.8867924528301887,6,0.03396888785037588
A,25,BAND,MODE-LOO,OOS_Sharpe,53,0.002215655007636202,0.0,0.9014960572834189,5,1,47,0.21875,0.8867924528301887,6,0.01957161923411978
A,25,BAND,MODE-LOO,OOS_margin,53,0.003845534473627458,0.0,1.3685312618665808,3,3,47,1.0,0.8867924528301887,6,0.03396888785037588
A,25,BAND,MODE-XCORPUS,OOS_Sharpe,53,0.002215655007636202,0.0,0.9014960572834189,5,1,47,0.21875,0.8867924528301887,6,0.01957161923411978
A,25,BAND,MODE-XCORPUS,OOS_margin,53,0.003845534473627458,0.0,1.3685312618665808,3,3,47,1.0,0.8867924528301887,6,0.03396888785037588
A,25,BAND,CONST-INC,OOS_Sharpe,53,-0.0323267837880355,-0.022880416673270676,-3.616269624764348,14,36,3,0.0026021714567221466,0.05660377358490566,50,-0.03426639081531763
A,25,BAND,CONST-INC,OOS_margin,53,-0.05304020754272298,-0.026329533469414967,-3.8378029283358828,13,37,3,0.000936222910851825,0.05660377358490566,50,-0.056222619995286355
A,25,BAND,SEL-4B,OOS_Sharpe,53,-0.00039424662411009125,0.0,-0.15301031899715226,4,6,43,0.75390625,0.8113207547169812,10,-0.0020895071077834835
A,25,BAND,SEL-4B,OOS_margin,53,0.001414319934157432,0.0,0.5993298617220331,6,4,43,0.75390625,0.8113207547169812,10,0.007495895651034391
A,25,BAND,RANDOM,OOS_Sharpe,53,-0.01709208795379098,-0.010389264787169283,-2.234668673401973,17,30,6,0.07894069368148848,0.11320754716981132,47,-0.019274056628743017
A,25,BAND,RANDOM,OOS_margin,53,-0.030703770128495966,-0.004875031538119079,-2.729672493358254,16,31,6,0.03998605682605216,0.11320754716981132,47,-0.034623400357665673
A,25,BAND,ORACLE,OOS_Sharpe,53,0.01842130775492338,0.0,4.869374864692213,26,0,27,2.9802322387695312e-08,0.5094339622641509,26,0.03755112734657458
A,25,BAND,ORACLE,OOS_margin,53,0.010401420986070388,0.0,3.020797236337654,18,8,27,0.07551869750022888,0.5094339622641509,26,0.021202896625451176
A,25,CADENCE,MODE-GLOBAL,OOS_Sharpe,53,0.030817149099045853,0.0,3.2306197420790252,10,0,43,0.001953125,0.8113207547169812,10,0.16333089022494302
A,25,CADENCE,MODE-GLOBAL,OOS_margin,53,0.04435961534045068,0.0,2.813119164438726,10,0,43,0.001953125,0.8113207547169812,10,0.2351059613043886
A,25,CADENCE,MODE-LOO,OOS_Sharpe,53,0.030817149099045853,0.0,3.2306197420790252,10,0,43,0.001953125,0.8113207547169812,10,0.16333089022494302
A,25,CADENCE,MODE-LOO,OOS_margin,53,0.04435961534045068,0.0,2.813119164438726,10,0,43,0.001953125,0.8113207547169812,10,0.2351059613043886
A,25,CADENCE,MODE-XCORPUS,OOS_Sharpe,53,0.030817149099045853,0.0,3.2306197420790252,10,0,43,0.001953125,0.8113207547169812,10,0.16333089022494302
A,25,CADENCE,MODE-XCORPUS,OOS_margin,53,0.04435961534045068,0.0,2.813119164438726,10,0,43,0.001953125,0.8113207547169812,10,0.2351059613043886
A,25,CADENCE,CONST-INC,OOS_Sharpe,53,-0.11975456952823274,-0.14650202090612752,-7.9754375678139695,7,46,0,4.003196174551249e-08,0.0,53,-0.11975456952823274
A,25,CADENCE,CONST-INC,OOS_margin,53,-0.01932155341252904,-0.04134768381929538,-0.7858369528147338,24,29,0,0.5831321542611763,0.0,53,-0.01932155341252904
A,25,CADENCE,SEL-4B,OOS_Sharpe,53,-0.007382537605341869,0.0,-0.5724665269215937,6,7,40,1.0,0.7547169811320755,13,-0.030098037929470696
A,25,CADENCE,SEL-4B,OOS_margin,53,0.02565749992312309,0.0,1.4810511669481112,9,4,40,0.266845703125,0.7547169811320755,13,0.10460365353273261
A,25,CADENCE,RANDOM,OOS_Sharpe,53,-0.15882452204511296,-0.14889276857804723,-6.165920306647715,5,34,14,2.4299079086631536e-06,0.2641509433962264,39,-0.21583845303566632
