panel,book,cadence,cost_bps,against,base,other,ndraw,SD_SAMP_Sharpe,SD_SAMP_DDpp,RMS_REST_Sharpe,MAX_REST_Sharpe,RMS_REST_DDpp,FLIP4b,SD_POOLED_Sharpe,SHARE,SHARE_DD,PIN_GAIN
B136,BAND03,M,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.02719992432941617,0.3658239509352075,0.0,0.0,0.0,0.0,0.027131496738422693,0.0,0.0,-0.0025157272558833377
B136,BAND03,M,10.0,REST_COMMON,PIN_V1,PIN_V0,100,0.027043784684141686,0.36583753726861123,0.0,0.0,0.0,0.0,0.02697574989790955,0.0,0.0,-0.0025157272558833377
B136,BAND03,M,25.0,REST_COMMON,PIN_V1,PIN_V0,100,0.02681385011204048,0.36586866164543547,0.0,0.0,0.0,0.0,0.026746393778478452,0.0,0.0,-0.0025157272558832267
B136,BAND03,Q,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.027720201485284597,0.25613112733806187,0.0,0.0,0.0,0.0,0.027650465018869492,0.0,0.0,-0.0025157272558832267
B136,BAND03,Q,10.0,REST_COMMON,PIN_V1,PIN_V0,100,0.027735679122805886,0.2561311273380639,0.0,0.0,0.0,0.0,0.027665903718876207,0.0,0.0,-0.0025157272558834487
B136,BAND03,Q,25.0,REST_COMMON,PIN_V1,PIN_V0,100,0.027758097243439098,0.2561311273380633,0.0,0.0,0.0,0.0,0.027688265441632318,0.0,0.0,-0.0025157272558833377
B136,BAND03,W,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.03141811927875397,0.27032116337381334,0.0,0.0,0.0,0.0,0.031339079859755814,0.0,0.0,-0.0025157272558834487
B136,BAND03,W,10.0,REST_COMMON,PIN_V1,PIN_V0,100,0.03140702664748858,0.27064684379448545,0.0,0.0,0.0,0.0,0.03132801513452524,0.0,0.0,-0.0025157272558833377
B136,BAND03,W,25.0,REST_COMMON,PIN_V1,PIN_V0,100,0.03140320685158445,0.27008455813664134,0.0,0.0,0.0,0.0,0.031324204948185774,0.0,0.0,-0.0025157272558834487
B136,EWELIG,M,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.04685996147510871,1.1013405690461622,0.0,0.0,0.0,0.0,0.04674207459281613,0.0,0.0,-0.0025157272558834487
B136,EWELIG,M,10.0,REST_COMMON,PIN_V1,PIN_V0,100,0.04674692534778292,1.1004257879814314,0.0,0.0,0.0,0.0,0.046629322833556766,0.0,0.0,-0.0025157272558832267
B136,EWELIG,M,25.0,REST_COMMON,PIN_V1,PIN_V0,100,0.046565392193029076,1.099060374098747,0.0,0.0,0.0,0.0,0.046448246366708176,0.0,0.0,-0.0025157272558833377
B136,EWELIG,Q,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.06189182912476885,0.3738282031007443,0.0,0.0,0.0,0.0,0.0617361261633232,0.0,0.0,-0.0025157272558833377
B136,EWELIG,Q,10.0,REST_COMMON,PIN_V1,PIN_V0,100,0.0617982024020708,0.37382820310074405,0.0,0.0,0.0,0.0,0.061642734979923314,0.0,0.0,-0.0025157272558833377
B136,EWELIG,Q,25.0,REST_COMMON,PIN_V1,PIN_V0,100,0.06164387166559276,0.3738282031007482,0.0,0.0,0.0,0.0,0.06148879249748545,0.0,0.0,-0.0025157272558833377
B136,EWELIG,W,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.054248125311672585,2.1047466767521774,0.0,0.0,0.0,0.0,0.05411165182424544,0.0,0.0,-0.0025157272558832267
B136,EWELIG,W,10.0,REST_COMMON,PIN_V1,PIN_V0,100,0.053373189186441544,2.1105149926217273,0.0,0.0,0.0,0.0,0.05323891679967179,0.0,0.0,-0.0025157272558834487
B136,EWELIG,W,25.0,REST_COMMON,PIN_V1,PIN_V0,100,0.05245584027443419,2.0386172393116757,0.0,0.0,0.0,0.0,0.052323875687325536,0.0,0.0,-0.0025157272558832267
B136,TOP20,M,0.0,REST_COMMON,PIN_V1,PIN_V0,100,0.09618648765437576,1.5745975202577205,0.0,0.0,0.0,0.0,0.09594450868573595,0.0,0.0,-0.0025157272558834487
