scope,coef,mean,sd,t,lo95,hi95,share_neg
panel U56,age_uni,-0.18283691897926715,0.4441488443711543,-0.41165686074931884,-0.7993006443327819,0.8216899926014031,0.685
panel U56,turn_uni,0.8990338240303021,0.8512377965538327,1.0561488548440492,-0.8686639850612233,2.327976263208009,0.155
panel U56,age_joint,0.11089329906010228,0.33977056444088627,0.3263770045606633,-0.3551562021549178,0.7755666959204243,0.41
panel U56,turn_joint,0.9339115518488983,0.8370619229426766,1.1157018689438751,-0.851172509126926,2.3900932008918625,0.145
panel B136,age_uni,0.0011173869805221458,0.4212056474463427,0.0026528300066643563,-0.639790766889474,0.937089538278013,0.54
panel B136,turn_uni,0.6459226606878081,1.054101516740151,0.6127708294029862,-1.997005870317424,2.3208474965052046,0.235
panel B136,age_joint,0.19304641531714334,0.23875213069633847,0.8085641571202277,-0.15211152330812433,0.751407715096858,0.23
panel B136,turn_joint,0.6989337120598905,1.0328934991229486,0.6766754875051201,-1.9977831694750665,2.321746092295251,0.205
panel SMALL,age_uni,0.02487951872447966,0.8207528429501401,0.030313046050564903,-1.3071712714440387,1.687400578519236,0.56
panel SMALL,turn_uni,1.8687813428228777,1.6904012768244734,1.105525278786764,-1.744893962471919,4.640220162223702,0.13
panel SMALL,age_joint,0.8566201006472173,0.6828053111206551,1.254559808917257,-0.24858896571340863,2.3434872983784256,0.085
panel SMALL,turn_joint,2.1935855045567108,1.7368734086025088,1.2629507099896666,-1.432763438314466,5.38755893331278,0.12
POOLED (panel fixed effects),age_uni,-0.05228000442475523,0.38569171723870105,-0.1355486832827152,-0.66637002199523,0.7255888350797738,0.59
POOLED (panel fixed effects),turn_uni,1.13791260918033,0.8423389592379913,1.3508963306288537,-0.5134902433597666,2.6821222334294896,0.11
POOLED (panel fixed effects),age_joint,0.3516267514870081,0.27118772721688206,1.2966174948093985,-0.11164580340842033,0.9205731940848403,0.1
POOLED (panel fixed effects),turn_joint,1.2514046154663847,0.8363806400704702,1.4962142301153052,-0.3169661489458951,2.761990684299079,0.085
