panel,book,phase,cost,ann_to,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe
u56,EWall,0,0.0,0.8288095753693416,0.13329662702207123,1.1287962426192406,-0.22511399325077008,1.2008399256563154,1.0715938713951347,1.138690049774078
u56,EWall,0,5.0,0.8288095753693416,0.1328270825809792,1.1252381271502077,-0.22518643287069406,1.197238390023955,1.068054420868083,1.1351212562698194
u56,EWall,0,10.0,0.8288095753693416,0.1323577283971884,1.1216798503721155,-0.22525886731411915,1.1936367528161018,1.0645147667529837,1.1315522372463844
u56,EWall,0,15.0,0.8288095753693416,0.1318885643953316,1.118121414716349,-0.22533129658130857,1.1900350165450517,1.0609749114230214,1.1279829951558515
u56,EWall,0,25.0,0.8288095753693416,0.1309508066360825,1.1110040764979634,-0.2254761395880328,1.1828312568617119,1.0538946066128925,1.1208438515837233
u56,EWall,0,50.0,0.8288095753693416,0.1286097351515212,1.0932081208123061,-0.22583815653911044,1.164820299874522,1.0361904895121328,1.1029922606967983
u56,EWall,1,0.0,0.8391220694191194,0.13526277621466964,1.142534122848049,-0.2251469123359151,1.2207256262891653,1.0802092707886375,1.1479915067843796
u56,EWall,1,5.0,0.8391220694191194,0.13478716316638972,1.1389783853489417,-0.2252022269146985,1.21709978066015,1.0766968493891782,1.1444462593040043
u56,EWall,1,10.0,0.8391220694191194,0.13431174494799114,1.1354222065156552,-0.2252575387046224,1.2134734812170966,1.0731839962261795,1.1409005611911252
u56,EWall,1,15.0,0.8391220694191194,0.1338365214814623,1.1318655887984383,-0.22531284770577276,1.2098467305886933,1.0696707136231551,1.1373544148536499
u56,EWall,1,25.0,0.8391220694191194,0.13288665849211245,1.124751046519624,-0.225423457342107,1.2025918862972338,1.062642869397298,1.1302607871430812
u56,EWall,1,50.0,0.8391220694191194,0.13051540372142822,1.1069571821163313,-0.225699932635541,1.184447064087039,1.045065906515836,1.1125190427399094
u56,EWall,2,0.0,0.8138251620407292,0.1330038424972413,1.1290029259997674,-0.22551384134070485,1.1968775751615535,1.075195988575111,1.1429640803722712
u56,EWall,2,5.0,0.8138251620407292,0.13254319973404582,1.1255217159441064,-0.22557144343233515,1.193381771466642,1.0717118256698444,1.1394567828593136
u56,EWall,2,10.0,0.8138251620407292,0.1320827401782203,1.122040222598188,-0.22562904225756697,1.1898856700266884,1.0682273915031193,1.1359491925885778
u56,EWall,2,15.0,0.8138251620407292,0.13162246375851017,1.1185584482140305,-0.22568663781653142,1.1863892730959829,1.064742688330141,1.1324413118845453
u56,EWall,2,25.0,0.8138251620407292,0.13070246004254682,1.111594065342174,-0.22580181913619124,1.1793956017827134,1.0577724839892217,1.1254246884777939
u56,EWall,2,50.0,0.8138251620407292,0.12840565065197906,1.0941783477525049,-0.2260897152849598,1.1619064103347778,1.0403424235050143,1.1078782102164109
u56,EWall,3,0.0,0.8227632202604258,0.13366333855443124,1.134530014455184,-0.22313357957337476,1.2000123345963893,1.0828421146931013,1.1497136838254183
u56,EWall,3,5.0,0.8227632202604258,0.13319718986172813,1.1309961398608093,-0.22319941787423225,1.196479412887614,1.0792929282089245,1.1461373156011332
u56,EWall,3,10.0,0.8227632202604258,0.13273122862706188,1.1274620493551508,-0.22326525202704883,1.1929462181192536,1.0757435706004699,1.1425607659679726
u56,EWall,3,15.0,0.8227632202604258,0.13226545477673057,1.12392774532726,-0.22333108203200625,1.1894127526548763,1.0721940442787912,1.1389840374137419
u56,EWall,3,25.0,0.8227632202604258,0.13133446893440226,1.116858506262727,-0.22346272959906266,1.1823450190950928,1.0650944951409338,1.1318300534942551
u56,EWall,3,50.0,0.8227632202604258,0.12901027840071277,1.099181839261401,-0.22379177594180244,1.1646711135694499,1.0473428386236305,1.1139421367585378
u56,EWall,4,0.0,0.8243108558819618,0.13321667215831345,1.1289392418762159,-0.22441432093061386,1.204975237273823,1.068440952953509,1.1360251658627352
u56,EWall,4,5.0,0.8243108558819618,0.1327499309783915,1.1254129614646753,-0.22448178638479444,1.20139015090296,1.0649490087354876,1.132498821651653
u56,EWall,4,10.0,0.8243108558819618,0.13228337781691524,1.1218864263071977,-0.22454924737008164,1.1978047863926178,1.0614568278456116,1.128972210508532
u56,EWall,4,15.0,0.8243108558819618,0.13181701259983014,1.118359638772875,-0.2246167038866862,1.1942191462297556,1.0579644125697074,1.1254453347998132
u56,EWall,4,25.0,0.8243108558819618,0.1308848457027647,1.1113053160526098,-0.22475160351468793,1.1870470488971683,1.0509788880054474,1.1183907991541273
