panel,ladder_set,ladder,rung,sd_basis,sd
U56,L_WIDE,GROSS,0.85,S_IID,0.22999036384426544
U56,L_WIDE,GROSS,0.85,S_BLOCK,0.20668264980189144
U56,L_WIDE,GROSS,0.85,S_FOLD,0.1928977760977945
U56,L_WIDE,GROSS,0.9,S_IID,0.24346615463587756
U56,L_WIDE,GROSS,0.9,S_BLOCK,0.201731261808881
U56,L_WIDE,GROSS,0.9,S_FOLD,0.19289500923829536
U56,L_WIDE,GROSS,0.95,S_IID,0.23743456022991186
U56,L_WIDE,GROSS,0.95,S_BLOCK,0.21423454272297704
U56,L_WIDE,GROSS,0.95,S_FOLD,0.19289232324662384
U56,L_WIDE,GROSS,1.0,S_IID,0.23550031281474315
U56,L_WIDE,GROSS,1.0,S_BLOCK,0.21169351499637767
U56,L_WIDE,GROSS,1.0,S_FOLD,0.19288997868056412
U56,L_WIDE,CADENCE,1.0,S_IID,0.24621604086758592
U56,L_WIDE,CADENCE,1.0,S_BLOCK,0.19795972175277052
U56,L_WIDE,CADENCE,1.0,S_FOLD,0.2068651801994322
U56,L_WIDE,CADENCE,2.0,S_IID,0.2202430430498812
U56,L_WIDE,CADENCE,2.0,S_BLOCK,0.22124422958883513
U56,L_WIDE,CADENCE,2.0,S_FOLD,0.2053841344703226
U56,L_WIDE,CADENCE,3.0,S_IID,0.2385951384567079
U56,L_WIDE,CADENCE,3.0,S_BLOCK,0.2149778745218453
U56,L_WIDE,CADENCE,3.0,S_FOLD,0.19967586365737186
U56,L_WIDE,CADENCE,5.0,S_IID,0.2610504781798259
U56,L_WIDE,CADENCE,5.0,S_BLOCK,0.20975934803114218
U56,L_WIDE,CADENCE,5.0,S_FOLD,0.1885369527486055
U56,L_WIDE,CADENCE,10.0,S_IID,0.2441430993614561
U56,L_WIDE,CADENCE,10.0,S_BLOCK,0.20661671841402565
U56,L_WIDE,CADENCE,10.0,S_FOLD,0.19202709845968877
U56,L_WIDE,CADENCE,21.0,S_IID,0.242179709840666
U56,L_WIDE,CADENCE,21.0,S_BLOCK,0.20670581952974587
U56,L_WIDE,CADENCE,21.0,S_FOLD,0.19848702231306192
U56,L_WIDE,CADENCE,42.0,S_IID,0.24713782365342946
U56,L_WIDE,CADENCE,42.0,S_BLOCK,0.20660009670850307
U56,L_WIDE,CADENCE,42.0,S_FOLD,0.18323982059790836
U56,L_WIDE,CADENCE,63.0,S_IID,0.25729190716732414
U56,L_WIDE,CADENCE,63.0,S_BLOCK,0.215636043370096
U56,L_WIDE,CADENCE,63.0,S_FOLD,0.1918085071830187
U56,L_CTRL,CTRL_DEGEN,0.0,S_IID,0.2531713421456827
U56,L_CTRL,CTRL_DEGEN,0.0,S_BLOCK,0.21120673384792624
U56,L_CTRL,CTRL_DEGEN,0.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,1.0,S_IID,0.25109584413627306
U56,L_CTRL,CTRL_DEGEN,1.0,S_BLOCK,0.2008252308066848
U56,L_CTRL,CTRL_DEGEN,1.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,2.0,S_IID,0.24410997464430345
U56,L_CTRL,CTRL_DEGEN,2.0,S_BLOCK,0.19908040832498283
U56,L_CTRL,CTRL_DEGEN,2.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,3.0,S_IID,0.253214908590854
U56,L_CTRL,CTRL_DEGEN,3.0,S_BLOCK,0.20563377342297515
U56,L_CTRL,CTRL_DEGEN,3.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,4.0,S_IID,0.2375595697402312
U56,L_CTRL,CTRL_DEGEN,4.0,S_BLOCK,0.2085307500221214
U56,L_CTRL,CTRL_DEGEN,4.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,5.0,S_IID,0.236066526107433
U56,L_CTRL,CTRL_DEGEN,5.0,S_BLOCK,0.21200922049779206
U56,L_CTRL,CTRL_DEGEN,5.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,6.0,S_IID,0.24387072370290352
U56,L_CTRL,CTRL_DEGEN,6.0,S_BLOCK,0.20714921747209053
U56,L_CTRL,CTRL_DEGEN,6.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_DEGEN,7.0,S_IID,0.2322817496630278
U56,L_CTRL,CTRL_DEGEN,7.0,S_BLOCK,0.20574170606996095
U56,L_CTRL,CTRL_DEGEN,7.0,S_FOLD,0.19290390538761062
U56,L_CTRL,CTRL_SEED,0.0,S_IID,0.24628075468848276
U56,L_CTRL,CTRL_SEED,0.0,S_BLOCK,0.20673692892401963
U56,L_CTRL,CTRL_SEED,0.0,S_FOLD,0.19331785070657836
U56,L_CTRL,CTRL_SEED,1.0,S_IID,0.22509250867212605
U56,L_CTRL,CTRL_SEED,1.0,S_BLOCK,0.20223088912185502
U56,L_CTRL,CTRL_SEED,1.0,S_FOLD,0.19217289937375628
U56,L_CTRL,CTRL_SEED,2.0,S_IID,0.23718797672920758
U56,L_CTRL,CTRL_SEED,2.0,S_BLOCK,0.21190810136059143
U56,L_CTRL,CTRL_SEED,2.0,S_FOLD,0.19349573722318872
U56,L_CTRL,CTRL_SEED,3.0,S_IID,0.23917380574928188
U56,L_CTRL,CTRL_SEED,3.0,S_BLOCK,0.2110212278712934
U56,L_CTRL,CTRL_SEED,3.0,S_FOLD,0.19300167689385017
U56,L_CTRL,CTRL_SEED,4.0,S_IID,0.247122159865641
U56,L_CTRL,CTRL_SEED,4.0,S_BLOCK,0.1973820374913443
U56,L_CTRL,CTRL_SEED,4.0,S_FOLD,0.1931767058095067
U56,L_CTRL,CTRL_SEED,5.0,S_IID,0.2561222588643306
U56,L_CTRL,CTRL_SEED,5.0,S_BLOCK,0.2040720490504087
U56,L_CTRL,CTRL_SEED,5.0,S_FOLD,0.1927021210331834
U56,L_CTRL,CTRL_SEED,6.0,S_IID,0.23651830497959428
U56,L_CTRL,CTRL_SEED,6.0,S_BLOCK,0.2035335046104894
U56,L_CTRL,CTRL_SEED,6.0,S_FOLD,0.19771559012853418
U56,L_CTRL,CTRL_SEED,7.0,S_IID,0.2356151738975492
U56,L_CTRL,CTRL_SEED,7.0,S_BLOCK,0.20868206537993708
U56,L_CTRL,CTRL_SEED,7.0,S_FOLD,0.1928596978102304
U56,L_CTRL,CTRL_LIVE,0.0,S_IID,0.22963112796176655
U56,L_CTRL,CTRL_LIVE,0.0,S_BLOCK,0.21096012776430736
U56,L_CTRL,CTRL_LIVE,0.0,S_FOLD,0.18405366535110573
U56,L_CTRL,CTRL_LIVE,1.0,S_IID,0.23147484046814884
U56,L_CTRL,CTRL_LIVE,1.0,S_BLOCK,0.19504712668452592
U56,L_CTRL,CTRL_LIVE,1.0,S_FOLD,0.20448963275092463
U56,L_CTRL,CTRL_LIVE,2.0,S_IID,0.236606941412007
U56,L_CTRL,CTRL_LIVE,2.0,S_BLOCK,0.19678371988917367
U56,L_CTRL,CTRL_LIVE,2.0,S_FOLD,0.18199395936572496
U56,L_CTRL,CTRL_LIVE,3.0,S_IID,0.25094552200361336
U56,L_CTRL,CTRL_LIVE,3.0,S_BLOCK,0.18923122531167105
U56,L_CTRL,CTRL_LIVE,3.0,S_FOLD,0.17464703526901115
U56,L_CTRL,CTRL_LIVE,4.0,S_IID,0.24614165000423782
U56,L_CTRL,CTRL_LIVE,4.0,S_BLOCK,0.21131558717724605
U56,L_CTRL,CTRL_LIVE,4.0,S_FOLD,0.197321066553499
U56,L_CTRL,CTRL_LIVE,5.0,S_IID,0.24174221929095183
U56,L_CTRL,CTRL_LIVE,5.0,S_BLOCK,0.20298191570653845
U56,L_CTRL,CTRL_LIVE,5.0,S_FOLD,0.18324175578729948
U56,L_CTRL,CTRL_LIVE,6.0,S_IID,0.24799734105768295
U56,L_CTRL,CTRL_LIVE,6.0,S_BLOCK,0.2061939942741777
U56,L_CTRL,CTRL_LIVE,6.0,S_FOLD,0.16867970169962157
U56,L_CTRL,CTRL_LIVE,7.0,S_IID,0.2217556374273361
U56,L_CTRL,CTRL_LIVE,7.0,S_BLOCK,0.20361275955719346
U56,L_CTRL,CTRL_LIVE,7.0,S_FOLD,0.19285398122932787
B136,L_RECORD,N,5.0,S_IID,0.23260373848023058
B136,L_RECORD,N,5.0,S_BLOCK,0.2199320473070315
B136,L_RECORD,N,5.0,S_FOLD,0.21870792838925393
B136,L_RECORD,N,8.0,S_IID,0.23135168545759627
B136,L_RECORD,N,8.0,S_BLOCK,0.20933679267501343
B136,L_RECORD,N,8.0,S_FOLD,0.22852484227065478
B136,L_RECORD,N,10.0,S_IID,0.24638413037613655
B136,L_RECORD,N,10.0,S_BLOCK,0.2014813519159787
B136,L_RECORD,N,10.0,S_FOLD,0.2151108455074639
B136,L_RECORD,N,12.0,S_IID,0.23320050229886471
B136,L_RECORD,N,12.0,S_BLOCK,0.20313621788702055
B136,L_RECORD,N,12.0,S_FOLD,0.21265989051561268
B136,L_RECORD,N,15.0,S_IID,0.251240353264856
B136,L_RECORD,N,15.0,S_BLOCK,0.2059692233061488
B136,L_RECORD,N,15.0,S_FOLD,0.21846262639770972
B136,L_RECORD,N,20.0,S_IID,0.23207779457286853
B136,L_RECORD,N,20.0,S_BLOCK,0.19711784779205857
B136,L_RECORD,N,20.0,S_FOLD,0.2139890464939477
B136,L_RECORD,N,25.0,S_IID,0.25085995910214803
B136,L_RECORD,N,25.0,S_BLOCK,0.1839005809290969
B136,L_RECORD,N,25.0,S_FOLD,0.19628267884600975
B136,L_RECORD,N,30.0,S_IID,0.24533242413049602
B136,L_RECORD,N,30.0,S_BLOCK,0.20291117755862678
B136,L_RECORD,N,30.0,S_FOLD,0.19340887891377614
B136,L_RECORD,N,40.0,S_IID,0.24240428473297604
B136,L_RECORD,N,40.0,S_BLOCK,0.22033429789876127
B136,L_RECORD,N,40.0,S_FOLD,0.20031496174836094
B136,L_RECORD,H,21.0,S_IID,0.24338228148174076
B136,L_RECORD,H,21.0,S_BLOCK,0.21719579977119993
B136,L_RECORD,H,21.0,S_FOLD,0.1719008717987963
B136,L_RECORD,H,63.0,S_IID,0.24690803293463115
B136,L_RECORD,H,63.0,S_BLOCK,0.21942853489662756
B136,L_RECORD,H,63.0,S_FOLD,0.17495579958453394
B136,L_RECORD,H,126.0,S_IID,0.241600372196309
B136,L_RECORD,H,126.0,S_BLOCK,0.1974774002275246
B136,L_RECORD,H,126.0,S_FOLD,0.2139890464939477
B136,L_RECORD,GROSS,0.3,S_IID,0.23115101973766136
B136,L_RECORD,GROSS,0.3,S_BLOCK,0.20797397011928356
B136,L_RECORD,GROSS,0.3,S_FOLD,0.21363648088503623
B136,L_RECORD,GROSS,0.4,S_IID,0.24941658787670373
B136,L_RECORD,GROSS,0.4,S_BLOCK,0.1982138147509515
B136,L_RECORD,GROSS,0.4,S_FOLD,0.21371597959782143
B136,L_RECORD,GROSS,0.5,S_IID,0.24508846763732758
B136,L_RECORD,GROSS,0.5,S_BLOCK,0.20142487370591372
B136,L_RECORD,GROSS,0.5,S_FOLD,0.2137945058204603
B136,L_RECORD,GROSS,0.6,S_IID,0.24081679093244132
B136,L_RECORD,GROSS,0.6,S_BLOCK,0.19595614529727384
B136,L_RECORD,GROSS,0.6,S_FOLD,0.2138725947083431
B136,L_RECORD,GROSS,0.7,S_IID,0.24313048567033582
B136,L_RECORD,GROSS,0.7,S_BLOCK,0.20686860705939603
B136,L_RECORD,GROSS,0.7,S_FOLD,0.21395027613634598
B136,L_RECORD,GROSS,0.75,S_IID,0.234878661680456
B136,L_RECORD,GROSS,0.75,S_BLOCK,0.1999598369431483
B136,L_RECORD,GROSS,0.75,S_FOLD,0.2139890464939477
B136,L_RECORD,GROSS,0.85,S_IID,0.23861868006969955
B136,L_RECORD,GROSS,0.85,S_BLOCK,0.18963344940273336
B136,L_RECORD,GROSS,0.85,S_FOLD,0.21406647499078676
B136,L_RECORD,GROSS,1.0,S_IID,0.2312859540935454
B136,L_RECORD,GROSS,1.0,S_BLOCK,0.199818581452165
B136,L_RECORD,GROSS,1.0,S_FOLD,0.214183304173488
B136,L_RECORD,CADENCE,1.0,S_IID,0.2461013295329855
B136,L_RECORD,CADENCE,1.0,S_BLOCK,0.20103702736179932
B136,L_RECORD,CADENCE,1.0,S_FOLD,0.18980546261375797
B136,L_RECORD,CADENCE,5.0,S_IID,0.23752660174395507
B136,L_RECORD,CADENCE,5.0,S_BLOCK,0.20295295041696138
B136,L_RECORD,CADENCE,5.0,S_FOLD,0.20292907884721548
B136,L_RECORD,CADENCE,21.0,S_IID,0.2379736858129663
B136,L_RECORD,CADENCE,21.0,S_BLOCK,0.20270995239873307
B136,L_RECORD,CADENCE,21.0,S_FOLD,0.18331733374505058
B136,L_RECORD,CADENCE,63.0,S_IID,0.24768760215404265
B136,L_RECORD,CADENCE,63.0,S_BLOCK,0.19873330013382565
B136,L_RECORD,CADENCE,63.0,S_FOLD,0.18843649483200467
B136,L_WIDE,N,3.0,S_IID,0.2464407090288261
B136,L_WIDE,N,3.0,S_BLOCK,0.2245581089040787
B136,L_WIDE,N,3.0,S_FOLD,0.23420968495964894
B136,L_WIDE,N,4.0,S_IID,0.24265372948441558
B136,L_WIDE,N,4.0,S_BLOCK,0.2389143108369007
B136,L_WIDE,N,4.0,S_FOLD,0.2418554591441948
B136,L_WIDE,N,5.0,S_IID,0.2353076114607097
B136,L_WIDE,N,5.0,S_BLOCK,0.2239243030272624
B136,L_WIDE,N,5.0,S_FOLD,0.21870792838925393
B136,L_WIDE,N,6.0,S_IID,0.2399244461744102
B136,L_WIDE,N,6.0,S_BLOCK,0.21868299726731308
B136,L_WIDE,N,6.0,S_FOLD,0.22626956072722298
B136,L_WIDE,N,8.0,S_IID,0.23316570062143502
B136,L_WIDE,N,8.0,S_BLOCK,0.20136804965343547
B136,L_WIDE,N,8.0,S_FOLD,0.22852484227065478
B136,L_WIDE,N,10.0,S_IID,0.2379705600066191
B136,L_WIDE,N,10.0,S_BLOCK,0.2004032813667758
B136,L_WIDE,N,10.0,S_FOLD,0.2151108455074639
B136,L_WIDE,N,12.0,S_IID,0.24023109012167243
B136,L_WIDE,N,12.0,S_BLOCK,0.20477982411769427
B136,L_WIDE,N,12.0,S_FOLD,0.21265989051561268
B136,L_WIDE,N,15.0,S_IID,0.23982926352023992
B136,L_WIDE,N,15.0,S_BLOCK,0.18650777867871196
B136,L_WIDE,N,15.0,S_FOLD,0.21846262639770972
B136,L_WIDE,N,18.0,S_IID,0.25486600883469346
B136,L_WIDE,N,18.0,S_BLOCK,0.21098916413175742
B136,L_WIDE,N,18.0,S_FOLD,0.22581216823969455
B136,L_WIDE,N,20.0,S_IID,0.24979545902182232
B136,L_WIDE,N,20.0,S_BLOCK,0.2069139025169132
B136,L_WIDE,N,20.0,S_FOLD,0.2139890464939477
B136,L_WIDE,N,25.0,S_IID,0.25188325184315835
B136,L_WIDE,N,25.0,S_BLOCK,0.19853302593470784
B136,L_WIDE,N,25.0,S_FOLD,0.19628267884600975
B136,L_WIDE,N,30.0,S_IID,0.25135014158792934
B136,L_WIDE,N,30.0,S_BLOCK,0.19904160784017194
B136,L_WIDE,N,30.0,S_FOLD,0.19340887891377614
B136,L_WIDE,N,35.0,S_IID,0.2453425112287559
B136,L_WIDE,N,35.0,S_BLOCK,0.2067379544901889
B136,L_WIDE,N,35.0,S_FOLD,0.19948847443709758
B136,L_WIDE,N,40.0,S_IID,0.25102937382983104
B136,L_WIDE,N,40.0,S_BLOCK,0.21362674225327313
B136,L_WIDE,N,40.0,S_FOLD,0.20031496174836094
B136,L_WIDE,N,50.0,S_IID,0.23374441542610214
B136,L_WIDE,N,50.0,S_BLOCK,0.2211492545328155
B136,L_WIDE,N,50.0,S_FOLD,0.1971863083982599
B136,L_WIDE,H,21.0,S_IID,0.23585140799988955
B136,L_WIDE,H,21.0,S_BLOCK,0.2083562084711257
B136,L_WIDE,H,21.0,S_FOLD,0.1719008717987963
B136,L_WIDE,H,32.0,S_IID,0.2349124597469952
B136,L_WIDE,H,32.0,S_BLOCK,0.1921705538514246
B136,L_WIDE,H,32.0,S_FOLD,0.17764257053769658
B136,L_WIDE,H,42.0,S_IID,0.23731927228768795
B136,L_WIDE,H,42.0,S_BLOCK,0.20730374137105811
B136,L_WIDE,H,42.0,S_FOLD,0.1827899242357538
B136,L_WIDE,H,52.0,S_IID,0.23895253541982797
B136,L_WIDE,H,52.0,S_BLOCK,0.19944157214835337
B136,L_WIDE,H,52.0,S_FOLD,0.1671890032568704
