panel,ladder_set,ladder,rung,sd_basis,sd
U56,L_RECORD,N,5.0,S_IID,0.23650588881132042
U56,L_RECORD,N,5.0,S_BLOCK,0.19680777073326278
U56,L_RECORD,N,5.0,S_FOLD,0.23815376023361892
U56,L_RECORD,N,8.0,S_IID,0.23229646074278532
U56,L_RECORD,N,8.0,S_BLOCK,0.2136403077043296
U56,L_RECORD,N,8.0,S_FOLD,0.22465929387938924
U56,L_RECORD,N,10.0,S_IID,0.23166209194186227
U56,L_RECORD,N,10.0,S_BLOCK,0.20367300545241354
U56,L_RECORD,N,10.0,S_FOLD,0.22773856682433283
U56,L_RECORD,N,12.0,S_IID,0.24971577975723153
U56,L_RECORD,N,12.0,S_BLOCK,0.1969906231961696
U56,L_RECORD,N,12.0,S_FOLD,0.18028510358810948
U56,L_RECORD,N,15.0,S_IID,0.2422648985220013
U56,L_RECORD,N,15.0,S_BLOCK,0.20301374764196783
U56,L_RECORD,N,15.0,S_FOLD,0.18619556213551075
U56,L_RECORD,N,20.0,S_IID,0.2287408213271297
U56,L_RECORD,N,20.0,S_BLOCK,0.20311291371376597
U56,L_RECORD,N,20.0,S_FOLD,0.19290390538761062
U56,L_RECORD,N,25.0,S_IID,0.24361213093769615
U56,L_RECORD,N,25.0,S_BLOCK,0.20951795038874718
U56,L_RECORD,N,25.0,S_FOLD,0.20543371990426051
U56,L_RECORD,N,30.0,S_IID,0.23656784815438117
U56,L_RECORD,N,30.0,S_BLOCK,0.2198589233266496
U56,L_RECORD,N,30.0,S_FOLD,0.20579580860463964
U56,L_RECORD,N,40.0,S_IID,0.23194401171832357
U56,L_RECORD,N,40.0,S_BLOCK,0.21999702782724465
U56,L_RECORD,N,40.0,S_FOLD,0.21674356520905735
U56,L_RECORD,H,21.0,S_IID,0.25015687119265007
U56,L_RECORD,H,21.0,S_BLOCK,0.20752020973729823
U56,L_RECORD,H,21.0,S_FOLD,0.178300814992194
U56,L_RECORD,H,63.0,S_IID,0.25610141618171023
U56,L_RECORD,H,63.0,S_BLOCK,0.22411917437696105
U56,L_RECORD,H,63.0,S_FOLD,0.1876373315819418
U56,L_RECORD,H,126.0,S_IID,0.25033545985869027
U56,L_RECORD,H,126.0,S_BLOCK,0.2155849629701138
U56,L_RECORD,H,126.0,S_FOLD,0.19290390538761062
U56,L_RECORD,GROSS,0.3,S_IID,0.22878543042018193
U56,L_RECORD,GROSS,0.3,S_BLOCK,0.2038641966892065
U56,L_RECORD,GROSS,0.3,S_FOLD,0.19292998978605866
U56,L_RECORD,GROSS,0.4,S_IID,0.24469871274161004
U56,L_RECORD,GROSS,0.4,S_BLOCK,0.2127459727718803
U56,L_RECORD,GROSS,0.4,S_FOLD,0.19292477982332518
U56,L_RECORD,GROSS,0.5,S_IID,0.22388608520402875
U56,L_RECORD,GROSS,0.5,S_BLOCK,0.20422815101710154
U56,L_RECORD,GROSS,0.5,S_FOLD,0.1929193289783831
U56,L_RECORD,GROSS,0.6,S_IID,0.22806560235375586
U56,L_RECORD,GROSS,0.6,S_BLOCK,0.22390740459160516
U56,L_RECORD,GROSS,0.6,S_FOLD,0.192913546228783
U56,L_RECORD,GROSS,0.7,S_IID,0.24024094668523246
U56,L_RECORD,GROSS,0.7,S_BLOCK,0.21516748344150047
U56,L_RECORD,GROSS,0.7,S_FOLD,0.19290709546561807
U56,L_RECORD,GROSS,0.75,S_IID,0.24816573359352367
U56,L_RECORD,GROSS,0.75,S_BLOCK,0.19390957211594087
U56,L_RECORD,GROSS,0.75,S_FOLD,0.19290390538761062
U56,L_RECORD,GROSS,0.85,S_IID,0.24274524055348115
U56,L_RECORD,GROSS,0.85,S_BLOCK,0.19599394830218883
U56,L_RECORD,GROSS,0.85,S_FOLD,0.1928977760977945
U56,L_RECORD,GROSS,1.0,S_IID,0.25595032004456125
U56,L_RECORD,GROSS,1.0,S_BLOCK,0.20032037263897912
U56,L_RECORD,GROSS,1.0,S_FOLD,0.19288997868056412
U56,L_RECORD,CADENCE,1.0,S_IID,0.23486379558937462
U56,L_RECORD,CADENCE,1.0,S_BLOCK,0.21104989117630474
U56,L_RECORD,CADENCE,1.0,S_FOLD,0.2068651801994322
U56,L_RECORD,CADENCE,5.0,S_IID,0.24147671440633356
U56,L_RECORD,CADENCE,5.0,S_BLOCK,0.19968686649478992
U56,L_RECORD,CADENCE,5.0,S_FOLD,0.1885369527486055
U56,L_RECORD,CADENCE,21.0,S_IID,0.2299825230616666
U56,L_RECORD,CADENCE,21.0,S_BLOCK,0.20602260811875966
U56,L_RECORD,CADENCE,21.0,S_FOLD,0.19848702231306192
U56,L_RECORD,CADENCE,63.0,S_IID,0.2424512963884817
U56,L_RECORD,CADENCE,63.0,S_BLOCK,0.21162385216803248
U56,L_RECORD,CADENCE,63.0,S_FOLD,0.1918085071830187
U56,L_WIDE,N,3.0,S_IID,0.23734960765632854
U56,L_WIDE,N,3.0,S_BLOCK,0.22600541447006936
U56,L_WIDE,N,3.0,S_FOLD,0.2240156201199162
U56,L_WIDE,N,4.0,S_IID,0.2457208018116603
U56,L_WIDE,N,4.0,S_BLOCK,0.2160572079883593
U56,L_WIDE,N,4.0,S_FOLD,0.24097446062329284
U56,L_WIDE,N,5.0,S_IID,0.24974992052525027
U56,L_WIDE,N,5.0,S_BLOCK,0.21304354192328298
U56,L_WIDE,N,5.0,S_FOLD,0.23815376023361892
U56,L_WIDE,N,6.0,S_IID,0.2280331635036673
U56,L_WIDE,N,6.0,S_BLOCK,0.20387545446536798
U56,L_WIDE,N,6.0,S_FOLD,0.24551372078313116
U56,L_WIDE,N,8.0,S_IID,0.2249311558895511
U56,L_WIDE,N,8.0,S_BLOCK,0.21125947014808522
U56,L_WIDE,N,8.0,S_FOLD,0.22465929387938924
U56,L_WIDE,N,10.0,S_IID,0.24889371343364022
U56,L_WIDE,N,10.0,S_BLOCK,0.2121849660964891
U56,L_WIDE,N,10.0,S_FOLD,0.22773856682433283
U56,L_WIDE,N,12.0,S_IID,0.2456531706669572
U56,L_WIDE,N,12.0,S_BLOCK,0.20643124722411269
U56,L_WIDE,N,12.0,S_FOLD,0.18028510358810948
U56,L_WIDE,N,15.0,S_IID,0.24692105591804597
U56,L_WIDE,N,15.0,S_BLOCK,0.20677569033071613
U56,L_WIDE,N,15.0,S_FOLD,0.18619556213551075
U56,L_WIDE,N,18.0,S_IID,0.24234952542856528
U56,L_WIDE,N,18.0,S_BLOCK,0.20142298375224402
U56,L_WIDE,N,18.0,S_FOLD,0.19394198231230778
U56,L_WIDE,N,20.0,S_IID,0.2428195460475209
U56,L_WIDE,N,20.0,S_BLOCK,0.2235060372108333
U56,L_WIDE,N,20.0,S_FOLD,0.19290390538761062
U56,L_WIDE,N,25.0,S_IID,0.23205334538949052
U56,L_WIDE,N,25.0,S_BLOCK,0.21223730079777128
U56,L_WIDE,N,25.0,S_FOLD,0.20543371990426051
U56,L_WIDE,N,30.0,S_IID,0.24596804306394243
U56,L_WIDE,N,30.0,S_BLOCK,0.22136276712698072
U56,L_WIDE,N,30.0,S_FOLD,0.20579580860463964
U56,L_WIDE,N,35.0,S_IID,0.26366591504030645
U56,L_WIDE,N,35.0,S_BLOCK,0.2212036927565789
U56,L_WIDE,N,35.0,S_FOLD,0.21786084957413987
U56,L_WIDE,N,40.0,S_IID,0.24441715797577462
U56,L_WIDE,N,40.0,S_BLOCK,0.23106682493622746
U56,L_WIDE,N,40.0,S_FOLD,0.21674356520905735
U56,L_WIDE,N,50.0,S_IID,0.25085852313338586
U56,L_WIDE,N,50.0,S_BLOCK,0.2209355469084579
U56,L_WIDE,N,50.0,S_FOLD,0.22250175434920846
U56,L_WIDE,H,21.0,S_IID,0.26518918104948497
U56,L_WIDE,H,21.0,S_BLOCK,0.19866339483239626
U56,L_WIDE,H,21.0,S_FOLD,0.178300814992194
U56,L_WIDE,H,32.0,S_IID,0.2369637078657053
U56,L_WIDE,H,32.0,S_BLOCK,0.21445602206409692
U56,L_WIDE,H,32.0,S_FOLD,0.20156598488867986
U56,L_WIDE,H,42.0,S_IID,0.24121883999924829
U56,L_WIDE,H,42.0,S_BLOCK,0.21041906537893224
U56,L_WIDE,H,42.0,S_FOLD,0.1989663676564608
U56,L_WIDE,H,52.0,S_IID,0.24209317178854603
U56,L_WIDE,H,52.0,S_BLOCK,0.20610655597847172
U56,L_WIDE,H,52.0,S_FOLD,0.19613704568299378
U56,L_WIDE,H,63.0,S_IID,0.23355747393012385
U56,L_WIDE,H,63.0,S_BLOCK,0.23738456025878288
U56,L_WIDE,H,63.0,S_FOLD,0.1876373315819418
U56,L_WIDE,H,90.0,S_IID,0.2428438137858051
U56,L_WIDE,H,90.0,S_BLOCK,0.1987890937516979
U56,L_WIDE,H,90.0,S_FOLD,0.1989317934099155
U56,L_WIDE,H,126.0,S_IID,0.2358156805441411
U56,L_WIDE,H,126.0,S_BLOCK,0.21153814702646148
U56,L_WIDE,H,126.0,S_FOLD,0.19290390538761062
U56,L_WIDE,GROSS,0.3,S_IID,0.24426903047293716
U56,L_WIDE,GROSS,0.3,S_BLOCK,0.21533088363247324
U56,L_WIDE,GROSS,0.3,S_FOLD,0.19292998978605866
U56,L_WIDE,GROSS,0.35,S_IID,0.2405456636366933
U56,L_WIDE,GROSS,0.35,S_BLOCK,0.2168151750489714
U56,L_WIDE,GROSS,0.35,S_FOLD,0.19292742923141346
U56,L_WIDE,GROSS,0.4,S_IID,0.2357044107088989
U56,L_WIDE,GROSS,0.4,S_BLOCK,0.19649924349460865
U56,L_WIDE,GROSS,0.4,S_FOLD,0.19292477982332518
U56,L_WIDE,GROSS,0.45,S_IID,0.23973637606949286
U56,L_WIDE,GROSS,0.45,S_BLOCK,0.21230421447095474
U56,L_WIDE,GROSS,0.45,S_FOLD,0.19292205628701198
U56,L_WIDE,GROSS,0.5,S_IID,0.22967995735587812
U56,L_WIDE,GROSS,0.5,S_BLOCK,0.1936755332062931
U56,L_WIDE,GROSS,0.5,S_FOLD,0.1929193289783831
U56,L_WIDE,GROSS,0.55,S_IID,0.24328093781684687
U56,L_WIDE,GROSS,0.55,S_BLOCK,0.21118704699875618
U56,L_WIDE,GROSS,0.55,S_FOLD,0.192916539475058
U56,L_WIDE,GROSS,0.6,S_IID,0.2397383973905789
U56,L_WIDE,GROSS,0.6,S_BLOCK,0.203534216903051
U56,L_WIDE,GROSS,0.6,S_FOLD,0.192913546228783
U56,L_WIDE,GROSS,0.65,S_IID,0.25673817639601276
U56,L_WIDE,GROSS,0.65,S_BLOCK,0.21412986909111295
U56,L_WIDE,GROSS,0.65,S_FOLD,0.19291039616547856
U56,L_WIDE,GROSS,0.7,S_IID,0.24343412213974175
U56,L_WIDE,GROSS,0.7,S_BLOCK,0.20499345519949908
U56,L_WIDE,GROSS,0.7,S_FOLD,0.19290709546561807
U56,L_WIDE,GROSS,0.75,S_IID,0.24140561888854037
U56,L_WIDE,GROSS,0.75,S_BLOCK,0.20749734714232332
U56,L_WIDE,GROSS,0.75,S_FOLD,0.19290390538761062
U56,L_WIDE,GROSS,0.8,S_IID,0.238166150801081
U56,L_WIDE,GROSS,0.8,S_BLOCK,0.20244245138559974
U56,L_WIDE,GROSS,0.8,S_FOLD,0.19290085935292137
