panel,ladder,cost,kind,N,T,floor_med,floor_p95,pos_share,noise_scale,C_med
U56,NATIVE,10.0,NULL_0,6,4445,0.03349512371698942,0.16064432949916968,0.528,0.13433643903851278,22.8839187177579
U56,NATIVE,10.0,NULL_0,9,4445,0.0,0.13895446064047418,0.496,0.11067948811494237,23.031317627717712
U56,NATIVE,10.0,NULL_0,12,4445,0.033035143116985605,0.15102550861519676,0.524,0.12323420214606057,29.77290140191416
U56,NATIVE,10.0,NULL_0,18,4445,0.020773432634135683,0.15321771068226048,0.514,0.12229453129962864,39.585973507948935
U56,NATIVE,10.0,NULL_0,24,4445,0.040105354627398546,0.14023402442606706,0.554,0.11522168454503351,42.854656891664355
U56,NATIVE,10.0,NULL_0,32,4445,0.02406445047385402,0.12229081243755213,0.54,0.10031025535212175,35.50198492829911
U56,NATIVE,10.0,NULL_0,48,4445,0.0,0.11969546334933902,0.476,0.09499438059714797,39.73123326268339
U56,NATIVE,10.0,NULL_0R,6,4445,0.41026671957015626,0.45885881896535435,0.996,0.1750207893927117,16.701778844762224
U56,NATIVE,10.0,NULL_0R,9,4445,0.3157511757605276,0.34738437311907544,1.0,0.1258485879553597,6.723885057206448
U56,NATIVE,10.0,NULL_0R,12,4445,0.5074195874420551,0.5502074195365964,1.0,0.16534074169827773,12.558368166478717
U56,NATIVE,10.0,NULL_0R,18,4445,0.5076823740855089,0.5744810874917382,1.0,0.19970778740815326,12.93804079108105
U56,NATIVE,10.0,NULL_0R,24,4445,0.40233764540073913,0.43363203074290996,1.0,0.13286453550521496,10.94732473959958
U56,NATIVE,10.0,NULL_0R,32,4445,0.5878571435073501,0.6318064036177278,1.0,0.17485326812863639,16.3897551859288
U56,NATIVE,10.0,NULL_0R,48,4445,0.5132579759563138,0.5499903560757698,1.0,0.15337886727265324,14.526184307756203
U56,NATIVE,25.0,NULL_0,6,4445,0.042065226945163466,0.20431517610333177,0.524,0.170073704106106,36.5899870567674
U56,NATIVE,25.0,NULL_0,9,4445,0.017270340831803205,0.18016274668650686,0.508,0.14343448316817148,39.230378411047774
U56,NATIVE,25.0,NULL_0,12,4445,0.036890755287200726,0.20379877648056086,0.524,0.16306691832395423,53.305385124613686
U56,NATIVE,25.0,NULL_0,18,4445,0.01878328525157118,0.14188131278568736,0.514,0.11345442075661895,33.70954626829655
U56,NATIVE,25.0,NULL_0,24,4445,0.03558084740361473,0.11864979091784525,0.556,0.09790237722731669,30.645921640618937
U56,NATIVE,25.0,NULL_0,32,4445,0.026752137828247473,0.13370748410081404,0.542,0.11066011735960778,43.586581358802725
U56,NATIVE,25.0,NULL_0,48,4445,0.0,0.11954166981896643,0.476,0.09497980610972898,39.697887711317236
U56,NATIVE,25.0,NULL_0R,6,4445,0.2031803664287843,0.2342890609182115,0.998,0.09129828533395201,3.1440514905621106
U56,NATIVE,25.0,NULL_0R,9,4445,0.4872609117858542,0.531924536664564,1.0,0.18943461917522852,15.180439546501614
U56,NATIVE,25.0,NULL_0R,12,4445,0.7132572836145565,0.7702423822350903,1.0,0.22188710482541246,15.901069768632945
U56,NATIVE,25.0,NULL_0R,18,4445,0.4954108213299055,0.5324169067373075,1.0,0.15533833978725461,10.70885030832307
U56,NATIVE,25.0,NULL_0R,24,4445,0.4026959787024964,0.43516272007965856,1.0,0.1318188743606086,8.812027078633404
U56,NATIVE,25.0,NULL_0R,32,4445,0.42831455305821686,0.463317578658612,1.0,0.14170665396027946,13.793562885820394
U56,NATIVE,25.0,NULL_0R,48,4445,0.4997903527052864,0.5357510974169183,1.0,0.15133492798539333,14.153477679465098
U56,SCALED,10.0,NULL_0,6,4445,0.03067095206094164,0.1598977455181033,0.524,0.13442458731267254,22.75829046307748
U56,SCALED,10.0,NULL_0,9,4445,0.0,0.2279172966025098,0.494,0.1819470987027504,63.41374814774785
U56,SCALED,10.0,NULL_0,12,4445,0.03564582933626022,0.17842245376910593,0.526,0.14482612346614776,41.7239820860181
U56,SCALED,10.0,NULL_0,18,4445,0.022172169578092482,0.14949066695202148,0.506,0.12002033929617964,37.5921010704449
U56,SCALED,10.0,NULL_0,24,4445,0.043146660026997796,0.15026201207070738,0.548,0.12377733181547858,48.9006616799564
U56,SCALED,10.0,NULL_0,32,4445,0.026729244890325826,0.1334284642376649,0.536,0.11004244116885038,42.835929428175405
U56,SCALED,10.0,NULL_0,48,4445,0.0,0.11969546334933902,0.476,0.09499438059714797,39.73123326268339
U56,SCALED,10.0,NULL_0R,6,4445,0.29231415392175863,0.3523090800733857,0.992,0.1583149005905733,9.513830367905143
U56,SCALED,10.0,NULL_0R,9,4445,1.0145044177229599,1.1080296598852852,1.0,0.3330808643023536,24.193365526362566
U56,SCALED,10.0,NULL_0R,12,4445,0.32979878560176323,0.3783169324511542,1.0,0.1347126172803707,7.7784753054348155
U56,SCALED,10.0,NULL_0R,18,4445,0.3802509366921814,0.41402560593418125,1.0,0.1341036628165057,10.501820367115824
U56,SCALED,10.0,NULL_0R,24,4445,0.4634037047183456,0.5001082023296858,1.0,0.15050792029926574,12.355050473285996
U56,SCALED,10.0,NULL_0R,32,4445,0.5315982514949391,0.570198404992834,1.0,0.15898433012005048,16.331198043273844
U56,SCALED,10.0,NULL_0R,48,4445,0.5132579759563138,0.5499903560757698,1.0,0.15337886727265324,14.526184307756203
U56,SCALED,25.0,NULL_0,6,4445,0.058517880512460166,0.2735619125832002,0.526,0.22623549581307448,66.61417067075502
U56,SCALED,25.0,NULL_0,9,4445,0.0,0.18596443961691883,0.498,0.14912297095369248,42.17099707072587
U56,SCALED,25.0,NULL_0,12,4445,0.03071803450616715,0.141702923353273,0.524,0.11536415764354686,26.077573055437433
U56,SCALED,25.0,NULL_0,18,4445,0.02942741670189576,0.18110700409057048,0.508,0.14509488235835674,55.28879613820574
U56,SCALED,25.0,NULL_0,24,4445,0.03674566804204857,0.13096176913018054,0.556,0.10727508775841108,36.75040238887409
U56,SCALED,25.0,NULL_0,32,4445,0.026949121505169225,0.13302386193105567,0.544,0.1094021860342219,42.322267603957165
U56,SCALED,25.0,NULL_0,48,4445,0.0,0.11954166981896643,0.476,0.09497980610972898,39.697887711317236
U56,SCALED,25.0,NULL_0R,6,4445,0.3083901982977051,0.36988808515299415,1.0,0.15462156887714767,8.020227639360535
U56,SCALED,25.0,NULL_0R,9,4445,0.32559067756805776,0.3837467814058922,0.996,0.1619094717794562,15.581179843651318
U56,SCALED,25.0,NULL_0R,12,4445,1.2614088704344881,1.3626592775792792,1.0,0.38586286832486066,37.314571974940435
U56,SCALED,25.0,NULL_0R,18,4445,0.3015311873700347,0.3327303062203463,1.0,0.11382979274991686,7.855017098720701
U56,SCALED,25.0,NULL_0R,24,4445,0.6025942319538078,0.6492697177835853,1.0,0.1873173563503853,15.185940253553522
U56,SCALED,25.0,NULL_0R,32,4445,0.5752385852684545,0.6161147262308203,1.0,0.17127646631879656,18.57821954582436
U56,SCALED,25.0,NULL_0R,48,4445,0.4997903527052864,0.5357510974169183,1.0,0.15133492798539333,14.153477679465098
B136,NATIVE,10.0,NULL_0,6,4443,0.0,0.1869473165771555,0.498,0.15202031741098937,32.3338427082728
B136,NATIVE,10.0,NULL_0,9,4443,0.023671010642669892,0.1489692998704709,0.51,0.12409740553583123,27.97390034695602
B136,NATIVE,10.0,NULL_0,12,4443,0.01853653967596318,0.1448371595054139,0.508,0.12055553229333547,30.842758363669134
B136,NATIVE,10.0,NULL_0,18,4443,0.018635946413573436,0.12187442670028528,0.524,0.10268801378016487,26.670869903317843
B136,NATIVE,10.0,NULL_0,24,4443,0.0,0.13214441867538523,0.492,0.10950882570731914,38.47606712654866
B136,NATIVE,10.0,NULL_0,32,4443,0.0,0.11785936552604365,0.478,0.10185331656975981,38.72695900136058
B136,NATIVE,10.0,NULL_0,48,4443,0.0,0.11840859215252647,0.494,0.09611316987282503,38.351022620865365
B136,NATIVE,10.0,NULL_0R,6,4443,0.7422132876785793,0.8012784458384772,1.0,0.239444817186439,20.178669272432376
B136,NATIVE,10.0,NULL_0R,9,4443,0.5833021882944089,0.6230253474649532,1.0,0.17257578169482274,12.80224009931585
B136,NATIVE,10.0,NULL_0R,12,4443,0.6715460772405784,0.7279912457340483,1.0,0.21068098084719697,16.797379634610184
B136,NATIVE,10.0,NULL_0R,18,4443,0.5058911288415933,0.5506075050510715,1.0,0.16797538817016985,13.549399563628004
B136,NATIVE,10.0,NULL_0R,24,4443,0.4190303097120841,0.448867496088089,1.0,0.12984447283235181,8.825624586442775
B136,NATIVE,10.0,NULL_0R,32,4443,0.4617949280246404,0.5017045260821483,1.0,0.15810785962464363,10.285833818936524
B136,NATIVE,10.0,NULL_0R,48,4443,0.47519438640940176,0.509600345537652,1.0,0.147787809709849,11.904145833584518
B136,NATIVE,25.0,NULL_0,6,4443,0.02336600427587869,0.26725085088617345,0.506,0.22038359781533218,68.56111144908954
B136,NATIVE,25.0,NULL_0,9,4443,0.03283601610315519,0.22620836921336254,0.52,0.18578870896070537,62.380367986519296
B136,NATIVE,25.0,NULL_0,12,4443,0.03872862181925679,0.2178217808736279,0.514,0.1797861170903736,70.2487339776132
B136,NATIVE,25.0,NULL_0,18,4443,0.024500598730814598,0.13959042005506675,0.518,0.11829555329522858,35.16509273431548
B136,NATIVE,25.0,NULL_0,24,4443,0.0,0.13607477999585996,0.494,0.11326768900381583,41.126892235055955
B136,NATIVE,25.0,NULL_0,32,4443,0.0,0.11879332852921848,0.474,0.10273957596331752,39.44064248652819
B136,NATIVE,25.0,NULL_0,48,4443,0.0,0.11854520889927882,0.496,0.09611696513445377,38.37352794571504
B136,NATIVE,25.0,NULL_0R,6,4443,0.6063342794017039,0.6610061451892933,1.0,0.20177147103727672,4.352871973860147
B136,NATIVE,25.0,NULL_0R,9,4443,0.2754580983089549,0.3127271194187606,1.0,0.11428870540577493,4.444800441122194
B136,NATIVE,25.0,NULL_0R,12,4443,0.40205051100551953,0.4405828555558011,1.0,0.14091276357712065,11.558473783259327
B136,NATIVE,25.0,NULL_0R,18,4443,0.5116895175530869,0.5517329875952521,1.0,0.15860951252097225,14.760770743024608
B136,NATIVE,25.0,NULL_0R,24,4443,0.49911470480164577,0.5330199537280177,1.0,0.15623866206078604,11.783799583503706
B136,NATIVE,25.0,NULL_0R,32,4443,0.4813398882496809,0.5200387135955437,1.0,0.15844855124951862,11.005497337666837
B136,NATIVE,25.0,NULL_0R,48,4443,0.46115911283195193,0.4956888758116624,1.0,0.14573569276562134,11.49023842412113
B136,SCALED,10.0,NULL_0,6,4443,0.003184532233689121,0.17987797576316258,0.5,0.1463771249991018,29.990874275972484
B136,SCALED,10.0,NULL_0,9,4443,0.03107754292672868,0.18916476958021797,0.512,0.15668370167800513,44.638545746073675
B136,SCALED,10.0,NULL_0,12,4443,0.017433132474402795,0.16066808452451303,0.51,0.1325121881471907,37.78288146697383
B136,SCALED,10.0,NULL_0,18,4443,0.023799083923972744,0.15002835338499423,0.518,0.12705250286175532,40.41864181125166
B136,SCALED,10.0,NULL_0,24,4443,0.0,0.13064790115471248,0.494,0.10823939361513651,37.78170990152499
B136,SCALED,10.0,NULL_0,32,4443,0.0,0.11279349235581257,0.474,0.09758190992270681,35.647081210480124
B136,SCALED,10.0,NULL_0,48,4443,0.0,0.11840859215252647,0.494,0.09611316987282503,38.351022620865365
