panel,arm,dial,cost_bps,mean_eq_exposure,turnover_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b_full,keep4b_oos
U56,CAND,0.5,0,0.3536629672102541,1.9026386099908872,0.06812620336024233,1.3871419117730304,-0.07500902586326008,1.384503736741161,1.3964994898668865,1.261672484423045,0.05824052455593143,-0.047659137694337605,0.07632338911312209,1.4833692443804247,-0.07500902586325953,True,False,False
U56,CAND,0.5,10,0.3536629672102541,1.9026386099908872,0.06609297672051184,1.3476046178558732,-0.07685890033128417,1.3432122343312094,1.3582619478144007,1.2194122603739252,0.056207509674421896,-0.04934267637468104,0.07429011840877897,1.445784528804263,-0.07685890033128362,True,False,False
U56,CAND,0.5,25,0.3536629672102541,1.9026386099908872,0.06305011466740562,1.288185229560434,-0.07962701572755382,1.2811492021812765,1.3008012530357653,1.1559089373046327,0.05316501915370786,-0.052411622879850905,0.07124714566617985,1.389295867640296,-0.07962701572755282,True,False,False
U56,CAND,0.5,50,0.3536629672102541,1.9026386099908872,0.057997231026405416,1.1889035281447045,-0.08555499426499258,1.177439183086494,1.204800800827995,1.0498361012733983,0.04811289767407523,-0.059962998415432844,0.06619395926617222,1.2948947092054472,-0.08555499426499324,True,False,False
U56,CAND,0.65,0,0.4596878005333382,2.464099258293569,0.08470987827835952,1.3306274792117145,-0.09959754035948154,1.337012644531609,1.3303592770981367,1.2138943110678744,0.07329721374512399,-0.06448671454075872,0.09418426747231323,1.4208416229719758,-0.09959754035948154,True,False,False
U56,CAND,0.65,10,0.4596878005333382,2.464099258293569,0.08203659301553379,1.2910758216513119,-0.09995413178042356,1.2961789542115492,1.29176469676757,1.1720935960246546,0.0706308060094143,-0.0666413211287773,0.09150544389826942,1.3829454630866789,-0.09995413178042345,True,False,False
U56,CAND,0.65,25,0.4596878005333382,2.464099258293569,0.0780385362775986,1.2316379033516778,-0.10048893310284623,1.2348081571913034,1.2337698551928808,1.1092850198334205,0.06664311275357293,-0.07128902272271365,0.08749904033546341,1.3259907015111452,-0.1004889331028459,True,False,False
U56,CAND,0.65,50,0.4596878005333382,2.464099258293569,0.07140664459838919,1.1323341848100577,-0.101380039826932,1.1322654826957645,1.1368848090954542,1.004383549460346,0.06002861828629791,-0.08092388313980492,0.08085313323111065,1.2308172802090138,-0.10138003982693189,True,False,False
U56,CAND,0.75,0,0.5303530525227899,2.8382789516011373,0.09577831797172043,1.3034844930937548,-0.11675425359208913,1.314980758232492,1.2980456592002896,1.1918645301735398,0.08333380429529691,-0.07562348651909456,0.10611726225890816,1.3900518792832504,-0.11675425359208957,True,False,False
U56,CAND,0.75,10,0.5303530525227899,2.8382789516011373,0.0926683007373208,1.2639861196120796,-0.11716181036116535,1.274407277151525,1.2593456884286964,1.150320716636534,0.08023727983676254,-0.07808466352336085,0.10299622524429353,1.3520743513449152,-0.11716181036116535,True,False,False
