panel,cost,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD
u56,10.0,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,25.0,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.037834702288707334,0.39920030769495,-0.14177187688535975
broad,10.0,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,25.0,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.011143568780353386,0.15539928865606328,-0.26721084947028584
small,10.0,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,25.0,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.026724735037732872,0.250067051410945,-0.43035606447187935
