panel,claim_set,book,null,gross_nom,cost,draws,null_base_rate_4b,is_base_rate_4b,book_pass4b,outside_null,pct_Sharpe,pct_CAGR,pct_MaxDD,pct_OOS_Sharpe,p_emp_Sharpe,null_mean_Sharpe,null_p95_Sharpe,book_Sharpe,book_CAGR,book_MaxDD,mean_gross_null,mean_gross_book,gross_match
U56,CORE,TOP5,ROT,0.75,0.0,250,0.332,0.08,False,False,0.732,1.0,0.148,0.648,0.27091633466135456,0.9667152332764787,1.1819166080848127,1.0505622623923352,0.18605356260736206,-0.2050667959804663,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,0.0,500,0.352,0.098,False,False,0.742,1.0,0.164,0.642,0.25948103792415167,0.9680760920238367,1.177687072331779,1.0505622623923352,0.18605356260736206,-0.2050667959804663,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,0.0,1000,0.339,0.11,False,False,0.746,1.0,0.181,0.646,0.2547452547452547,0.9684061507321836,1.175000052308342,1.0505622623923352,0.18605356260736206,-0.2050667959804663,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,10.0,250,0.0,0.0,False,False,1.0,1.0,0.632,1.0,0.00398406374501992,0.39569980020097195,0.612403676647054,0.9511650341141642,0.16528851099111397,-0.2157977808392051,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,10.0,500,0.0,0.0,False,False,1.0,1.0,0.628,1.0,0.001996007984031936,0.3969290626318833,0.5950615487087659,0.9511650341141642,0.16528851099111397,-0.2157977808392051,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,10.0,1000,0.0,0.0,False,False,1.0,1.0,0.64,0.999,0.000999000999000999,0.3969935496865908,0.5950615487087659,0.9511650341141642,0.16528851099111397,-0.2157977808392051,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,-0.45178282007638015,-0.2391758456217551,0.8016164188068923,0.13480184032545406,-0.23163356566005888,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,-0.45077120000145954,-0.24555664144738612,0.8016164188068923,0.13480184032545406,-0.23163356566005888,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP5,ROT,0.75,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,-0.45105177688185405,-0.24555664144738612,0.8016164188068923,0.13480184032545406,-0.23163356566005888,0.7407266811279744,0.7407266811279827,8.326672684688674e-15
U56,CORE,TOP10,ROT,0.75,0.0,250,0.524,0.22,True,False,0.48,1.0,0.184,0.46,0.5219123505976095,1.0301105673411866,1.1881328517473084,1.0224088421294495,0.1435655576141759,-0.1747359903862773,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,0.0,500,0.528,0.222,True,False,0.472,1.0,0.19,0.474,0.5289421157684631,1.0295348355676714,1.1784031979578828,1.0224088421294495,0.1435655576141759,-0.1747359903862773,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,0.0,1000,0.534,0.23,True,False,0.465,0.999,0.193,0.464,0.5354645354645354,1.031917842027334,1.180339146042611,1.0224088421294495,0.1435655576141759,-0.1747359903862773,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,10.0,250,0.0,0.0,False,False,1.0,1.0,0.668,1.0,0.00398406374501992,0.4978203372472992,0.6608658726256361,0.9241736046175931,0.12779759550158154,-0.1753819448348447,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,10.0,500,0.0,0.0,False,False,1.0,1.0,0.694,1.0,0.001996007984031936,0.4973040362085543,0.6448275309255408,0.9241736046175931,0.12779759550158154,-0.1753819448348447,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,10.0,1000,0.0,0.0,False,False,1.0,1.0,0.7,1.0,0.000999000999000999,0.49956233478248274,0.6459875394467782,0.9241736046175931,0.12779759550158154,-0.1753819448348447,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,-0.29458631921308626,-0.13888825705229788,0.7763842131089446,0.10454234333367052,-0.17635039646380846,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,-0.29500431865971516,-0.14803241057933844,0.7763842131089446,0.10454234333367052,-0.17635039646380846,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP10,ROT,0.75,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,-0.292951871337978,-0.14797422575975597,0.7763842131089446,0.10454234333367052,-0.17635039646380846,0.7369848156182255,0.7369848156182213,4.218847493575595e-15
U56,CORE,TOP20,ROT,0.75,0.0,250,0.728,0.188,True,False,0.768,1.0,0.0,0.732,0.2350597609561753,1.1283920325027057,1.2166087933810612,1.1716246994475297,0.13691207107989167,-0.18220027327122856,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,0.0,500,0.718,0.202,True,False,0.758,1.0,0.0,0.722,0.2435129740518962,1.1290669917993323,1.2201291235608134,1.1716246994475297,0.13691207107989167,-0.18220027327122856,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,0.0,1000,0.748,0.198,True,False,0.758,1.0,0.001,0.682,0.24275724275724275,1.1324792017499938,1.223372608901087,1.1716246994475297,0.13691207107989167,-0.18220027327122856,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,10.0,250,0.0,0.0,True,True,1.0,1.0,0.004,1.0,0.00398406374501992,0.740100848631545,0.8280259072376336,1.0881424217199733,0.12600959041078985,-0.1830833978748886,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,10.0,500,0.0,0.0,True,True,1.0,1.0,0.004,1.0,0.001996007984031936,0.740655898349494,0.8308952131413084,1.0881424217199733,0.12600959041078985,-0.1830833978748886,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,10.0,1000,0.0,0.0,True,True,1.0,1.0,0.004,1.0,0.000999000999000999,0.7440570151566448,0.8315895898278125,1.0881424217199733,0.12600959041078985,-0.1830833978748886,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,25.0,250,0.0,0.0,True,True,1.0,1.0,0.952,1.0,0.00398406374501992,0.15785206075473446,0.2441887389941584,0.9626019640604613,0.10984685525111493,-0.1844070322536251,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,25.0,500,0.0,0.0,True,True,1.0,1.0,0.95,1.0,0.001996007984031936,0.1582270558357448,0.24748588912365063,0.9626019640604613,0.10984685525111493,-0.1844070322536251,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,TOP20,ROT,0.75,25.0,1000,0.0,0.0,True,True,1.0,1.0,0.952,1.0,0.000999000999000999,0.16160813055338616,0.24748588912365063,0.9626019640604613,0.10984685525111493,-0.1844070322536251,0.7167706073752628,0.7167706073752711,8.326672684688674e-15
U56,CORE,EWELIG,EW,0.75,0.0,250,0.112,0.336,True,False,0.712,0.0,1.0,0.856,0.2908366533864542,1.0953363438595207,1.1822393712425672,1.1282269651619792,0.11265399691489209,-0.15769534506473393,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,0.0,500,0.096,0.35,True,False,0.702,0.002,1.0,0.874,0.2994011976047904,1.0948140240818727,1.185815801761342,1.1282269651619792,0.11265399691489209,-0.15769534506473393,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,0.0,1000,0.093,0.37,True,False,0.712,0.001,1.0,0.87,0.2887112887112887,1.0959514694002663,1.1874094049091144,1.1282269651619792,0.11265399691489209,-0.15769534506473393,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,10.0,250,0.012,0.024,False,False,1.0,0.524,1.0,1.0,0.00398406374501992,0.8749347829156996,0.9595413457373265,1.0451000392155023,0.10356166800306177,-0.158746990312857,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,10.0,500,0.01,0.03,False,False,1.0,0.538,1.0,0.998,0.001996007984031936,0.8744129145803563,0.9653755880993727,1.0451000392155023,0.10356166800306177,-0.158746990312857,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,10.0,1000,0.01,0.032,False,False,0.999,0.535,1.0,0.997,0.001998001998001998,0.875652884628313,0.9655489834778631,1.0451000392155023,0.10356166800306177,-0.158746990312857,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,0.5446033432340507,0.6309828405108692,0.9200829042488128,0.0900571623450348,-0.16113531120715907,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,0.5440912943897781,0.6348901031919876,0.9200829042488128,0.0900571623450348,-0.16113531120715907,0.75,0.75,0.0
U56,CORE,EWELIG,EW,0.75,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,0.5454805627868013,0.636671645188305,0.9200829042488128,0.0900571623450348,-0.16113531120715907,0.75,0.75,0.0
U56,CORE,BAND03,BD,0.75,0.0,250,0.0,0.0,False,False,0.936,0.92,1.0,0.916,0.06772908366533864,1.1726673995794334,1.2281698079289964,1.2264397617268818,0.08815673783666811,-0.12029818259516034,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,0.0,500,0.0,0.0,False,False,0.94,0.92,1.0,0.914,0.06187624750499002,1.1715040237367527,1.2279422269403923,1.2264397617268818,0.08815673783666811,-0.12029818259516034,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,0.0,1000,0.0,0.0,False,False,0.946,0.921,1.0,0.917,0.054945054945054944,1.1716796953453845,1.2276237590450296,1.2264397617268818,0.08815673783666811,-0.12029818259516034,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,10.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,0.9834167345063022,1.0391600278850346,1.2013927882713367,0.0862272835611193,-0.12054947951644912,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,10.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,0.9821721815119208,1.0383339386621846,1.2013927882713367,0.0862272835611193,-0.12054947951644912,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,10.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,0.9822834354534461,1.0377810885833916,1.2013927882713367,0.0862272835611193,-0.12054947951644912,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,0.6989588211642561,0.7552352434264523,1.1637838393363464,0.08333929838950738,-0.12092636698249548,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,0.6975950000124735,0.7533423591372106,1.1637838393363464,0.08333929838950738,-0.12092636698249548,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,CORE,BAND03,BD,0.75,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,0.6976103294345882,0.7520720025742832,1.1637838393363464,0.08333929838950738,-0.12092636698249548,0.5326619341913827,0.5326619341913944,1.1657341758564144e-14
U56,EXT,TOP5,ROT,1.0,0.0,250,0.088,0.008,False,False,0.736,1.0,0.14,0.648,0.26693227091633465,0.9667673959876721,1.1810516872388936,1.0532896348026255,0.24749247956158338,-0.266596229953993,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,0.0,500,0.094,0.01,False,False,0.748,1.0,0.162,0.646,0.25349301397205587,0.9681135180721882,1.1778931743244716,1.0532896348026255,0.24749247956158338,-0.266596229953993,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,0.0,1000,0.084,0.011,False,False,0.754,1.0,0.182,0.651,0.24675324675324675,0.9684376411334273,1.1741858407811303,1.0532896348026255,0.24749247956158338,-0.266596229953993,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,10.0,250,0.0,0.0,False,False,1.0,1.0,0.656,1.0,0.00398406374501992,0.39619968459743926,0.6134685568233477,0.9539579342736609,0.21848327741358564,-0.27978281055182985,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,10.0,500,0.0,0.0,False,False,1.0,1.0,0.642,1.0,0.001996007984031936,0.39741485362648804,0.5950766233688838,0.9539579342736609,0.21848327741358564,-0.27978281055182985,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,10.0,1000,0.0,0.0,False,False,1.0,1.0,0.654,0.999,0.000999000999000999,0.39747174749539793,0.5950986468027731,0.9539579342736609,0.21848327741358564,-0.27978281055182985,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,-0.45064519343342885,-0.23781698632434548,0.804507239918887,0.1761948503752091,-0.299136241468805,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,-0.44964642125974297,-0.24531291441567737,0.804507239918887,0.1761948503752091,-0.299136241468805,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP5,ROT,1.0,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,-0.4499369718191839,-0.24531291441567737,0.804507239918887,0.1761948503752091,-0.299136241468805,0.9876355748373215,0.9876355748373102,1.1213252548714081e-14
U56,EXT,TOP10,ROT,1.0,0.0,250,0.196,0.04,False,False,0.48,1.0,0.184,0.468,0.5219123505976095,1.0297399965043943,1.187661921361586,1.0237449795783349,0.19096629803770515,-0.22915222700389204,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,0.0,500,0.19,0.04,False,False,0.476,1.0,0.19,0.482,0.5249500998003992,1.0291298095130026,1.1774609569333652,1.0237449795783349,0.19096629803770515,-0.22915222700389204,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,0.0,1000,0.191,0.043,False,False,0.473,0.999,0.194,0.47,0.5274725274725275,1.0315114822055171,1.1797432333434141,1.0237449795783349,0.19096629803770515,-0.22915222700389204,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
