panel,claim_set,book,null,gross_nom,cost,draws,null_base_rate_4b,is_base_rate_4b,book_pass4b,outside_null,pct_Sharpe,pct_CAGR,pct_MaxDD,pct_OOS_Sharpe,p_emp_Sharpe,null_mean_Sharpe,null_p95_Sharpe,book_Sharpe,book_CAGR,book_MaxDD,mean_gross_null,mean_gross_book,gross_match
U56,EXT,TOP10,ROT,1.0,10.0,250,0.0,0.0,False,False,1.0,1.0,0.664,1.0,0.00398406374501992,0.49807156379595074,0.6608013181433234,0.9256232051080345,0.16913981216831764,-0.22995282423061336,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,10.0,500,0.0,0.0,False,False,1.0,1.0,0.686,1.0,0.001996007984031936,0.4975265660279039,0.6450487466958521,0.9256232051080345,0.16913981216831764,-0.22995282423061336,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,10.0,1000,0.0,0.0,False,False,1.0,1.0,0.696,1.0,0.000999000999000999,0.4997794896612687,0.6465813640419442,0.9256232051080345,0.16913981216831764,-0.22995282423061336,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,-0.29343485657158247,-0.13760697140119155,0.7780049709992535,0.13712946894667044,-0.23115293066210651,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,-0.2938730208788861,-0.14667257766117922,0.7780049709992535,0.13712946894667044,-0.23115293066210651,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP10,ROT,1.0,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,-0.29183160524532037,-0.14636976640000604,0.7780049709992535,0.13712946894667044,-0.23115293066210651,0.9826464208242743,0.982646420824295,2.0650148258027912e-14
U56,EXT,TOP20,ROT,1.0,0.0,250,0.292,0.112,False,False,0.772,1.0,0.0,0.732,0.23107569721115537,1.1277768931683037,1.2157258481781674,1.171617868538972,0.18320154071940942,-0.23868804746145844,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,0.0,500,0.288,0.118,False,False,0.76,1.0,0.0,0.726,0.24151696606786427,1.1284625260116734,1.2193243754697443,1.171617868538972,0.18320154071940942,-0.23868804746145844,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,0.0,1000,0.287,0.122,False,False,0.759,1.0,0.001,0.691,0.24175824175824176,1.1318738248630735,1.2227812695737532,1.171617868538972,0.18320154071940942,-0.23868804746145844,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,10.0,250,0.0,0.0,False,False,1.0,1.0,0.004,1.0,0.00398406374501992,0.7399865848607263,0.8278273359151369,1.0882539803347882,0.16811054323039776,-0.23978879689335497,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,10.0,500,0.0,0.0,False,False,1.0,1.0,0.004,1.0,0.001996007984031936,0.7405509832747774,0.8307482836903173,1.0882539803347882,0.16811054323039776,-0.23978879689335497,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,10.0,1000,0.001,0.0,False,False,1.0,1.0,0.004,1.0,0.000999000999000999,0.7439491042740909,0.8312863432723843,1.0882539803347882,0.16811054323039776,-0.23978879689335497,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,25.0,250,0.0,0.0,False,False,1.0,1.0,0.964,1.0,0.00398406374501992,0.15848152701965496,0.24441436582439885,0.9628920175034924,0.14582548708663423,-0.24143815881739794,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,25.0,500,0.0,0.0,False,False,1.0,1.0,0.964,1.0,0.001996007984031936,0.15886394064282275,0.24797544705062902,0.9628920175034924,0.14582548708663423,-0.24143815881739794,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,TOP20,ROT,1.0,25.0,1000,0.0,0.0,False,False,1.0,1.0,0.97,1.0,0.000999000999000999,0.16223889312749998,0.24797544705062902,0.9628920175034924,0.14582548708663423,-0.24143815881739794,0.9556941431670494,0.9556941431670282,2.120525977034049e-14
U56,EXT,EWELIG,EW,1.0,0.0,250,0.0,0.0,False,False,0.704,0.0,1.0,0.848,0.29880478087649404,1.0958406518621633,1.1827408033549056,1.1276453221604563,0.1504814657333986,-0.2074855978911141,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,0.0,500,0.0,0.0,False,False,0.692,0.002,1.0,0.87,0.3093812375249501,1.0952685664270139,1.1870702687742678,1.1276453221604563,0.1504814657333986,-0.2074855978911141,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,0.0,1000,0.0,0.0,False,False,0.701,0.003,1.0,0.865,0.2997002997002997,1.0964014679422835,1.1878064046974652,1.1276453221604563,0.1504814657333986,-0.2074855978911141,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,10.0,250,0.0,0.0,False,False,1.0,0.544,1.0,1.0,0.00398406374501992,0.8761684481753537,0.9607365765549879,1.0452423857920636,0.13806075214525215,-0.2088027842873278,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,10.0,500,0.0,0.0,False,False,1.0,0.556,1.0,0.998,0.001996007984031936,0.8755990099641722,0.9670444708592149,1.0452423857920636,0.13806075214525215,-0.2088027842873278,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,10.0,1000,0.0,0.0,False,False,0.999,0.563,1.0,0.997,0.001998001998001998,0.8768316300427359,0.9672881345540648,1.0452423857920636,0.13806075214525215,-0.2088027842873278,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,0.5469328610315346,0.6330479148894645,0.921316226433163,0.11967138556128787,-0.2107766707465003,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,0.5463767413334183,0.6374127655131666,0.921316226433163,0.11967138556128787,-0.2107766707465003,1.0,1.0,0.0
U56,EXT,EWELIG,EW,1.0,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,0.5477545594828676,0.6384735096401726,0.921316226433163,0.11967138556128787,-0.2107766707465003,1.0,1.0,0.0
U56,EXT,BAND03,BD,1.0,0.0,250,0.972,0.208,True,False,0.94,0.92,1.0,0.916,0.06374501992031872,1.1722115224431968,1.227606610165892,1.2261201591406143,0.11799870108960175,-0.15879002074617365,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,0.0,500,0.974,0.226,True,False,0.942,0.92,1.0,0.916,0.059880239520958084,1.1710502418081339,1.227538622792856,1.2261201591406143,0.11799870108960175,-0.15879002074617365,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,0.0,1000,0.98,0.218,True,False,0.947,0.921,1.0,0.918,0.053946053946053944,1.171227896579666,1.2273699986771798,1.2261201591406143,0.11799870108960175,-0.15879002074617365,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,10.0,250,0.0,0.0,True,True,1.0,1.0,1.0,1.0,0.00398406374501992,0.9832249148293501,1.0389439921221355,1.2012177303386327,0.11537075945472508,-0.1591099544054907,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,10.0,500,0.0,0.0,True,True,1.0,1.0,1.0,1.0,0.001996007984031936,0.9819816098380714,1.0382085610928073,1.2012177303386327,0.11537075945472508,-0.1591099544054907,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,10.0,1000,0.0,0.0,True,True,1.0,1.0,1.0,1.0,0.000999000999000999,0.9820945130045109,1.0375323199469082,1.2012177303386327,0.11537075945472508,-0.1591099544054907,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,25.0,250,0.0,0.0,True,True,1.0,1.0,1.0,1.0,0.00398406374501992,0.6991662766347393,0.7554057935668507,1.1638259783602911,0.11144003081318776,-0.15958975623423832,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,25.0,500,0.0,0.0,True,True,1.0,1.0,1.0,1.0,0.001996007984031936,0.6978024057794824,0.7535980425780338,1.1638259783602911,0.11144003081318776,-0.15958975623423832,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
U56,EXT,BAND03,BD,1.0,25.0,1000,0.0,0.0,True,True,1.0,1.0,1.0,1.0,0.000999000999000999,0.6978188612329786,0.7520190913768422,1.1638259783602911,0.11144003081318776,-0.15958975623423832,0.7102159122551938,0.7102159122551925,1.2212453270876722e-15
B136,CORE,TOP5,ROT,0.75,0.0,250,0.212,0.104,False,False,0.64,1.0,0.184,0.436,0.36254980079681276,0.9357258417963722,1.127094436138068,0.9809077302872187,0.1896899048819929,-0.22796272464284117,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,0.0,500,0.216,0.114,False,False,0.646,1.0,0.202,0.458,0.35528942115768464,0.9316976661489166,1.133240245555292,0.9809077302872187,0.1896899048819929,-0.22796272464284117,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,0.0,1000,0.21,0.115,False,False,0.648,1.0,0.218,0.462,0.35264735264735264,0.930335109242054,1.135432099700343,0.9809077302872187,0.1896899048819929,-0.22796272464284117,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,10.0,250,0.0,0.0,False,False,1.0,1.0,0.7,0.996,0.00398406374501992,0.3488404063363373,0.5355093749577625,0.8726995875815794,0.16461534756824747,-0.2336040262765462,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,10.0,500,0.0,0.0,False,False,1.0,1.0,0.712,0.996,0.001996007984031936,0.34483268022782476,0.5464143909860888,0.8726995875815794,0.16461534756824747,-0.2336040262765462,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,10.0,1000,0.0,0.0,False,False,1.0,1.0,0.716,0.995,0.000999000999000999,0.3435701929123446,0.5491149186156252,0.8726995875815794,0.16461534756824747,-0.2336040262765462,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,-0.5201178771357636,-0.33359212449792486,0.7100282608487819,0.12796557328312463,-0.24199485466284587,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,-0.524012700237583,-0.3269326142542882,0.7100282608487819,0.12796557328312463,-0.24199485466284587,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP5,ROT,0.75,25.0,1000,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.000999000999000999,-0.525071664886457,-0.32550117789111005,0.7100282608487819,0.12796557328312463,-0.24199485466284587,0.7451140065146549,0.745114006514658,3.1086244689504383e-15
B136,CORE,TOP10,ROT,0.75,0.0,250,0.5,0.276,False,False,0.46,1.0,0.116,0.16,0.5418326693227091,1.0094712800727446,1.1582891770019592,0.9970666996695838,0.16111541926835748,-0.2137260192658509,0.7444625407166223,0.7444625407166124,9.880984919163893e-15
