qfam,panel,d_frac,d_c_bar,ident,q_resid,ma_resid,PASS
QUANTILE-M,U56,0.013956857771389233,0.03468859889444942,5.551115123125783e-17,-0.03103551393246134,-0.3374691824921541,False
QUANTILE-M,B136,0.004421559322390432,0.0228972369112993,4.163336342344337e-17,-0.032103594881972536,-0.4231395838853189,False
QUANTILE-M,SMALL439,0.0016631752368398423,0.006432522272532659,5.551115123125783e-17,-0.012359838496089327,-0.38168907558089404,True
QUANTILE-F,U56,0.0022491257794136077,0.023737010807671655,5.551115123125783e-17,-0.02998507744874598,-0.3374691824921541,False
QUANTILE-F,B136,0.0010341555033291927,0.01910302539101849,4.163336342344337e-17,-0.03275324393667578,-0.4231395838853189,True
QUANTILE-F,SMALL439,1.5579093523010457e-06,0.005063834284295576,5.551115123125783e-17,-0.012193686934757074,-0.38168907558089404,True
