Date,control,g200-dg,g200-rw,abs12-rw,v1gate-dg,v1gate-rw
2011,0.11328617410091835,0.11448418765703527,0.1664442220839748,0.13981940927440029,0.11448418765703527,0.1664442220839748
2012,0.09751420330647975,0.07269939800842828,0.08083369792934225,0.12309394337500312,0.07269939800842828,0.08083369792934225
2013,0.2656834612812078,0.2656834612812078,0.2656834612812078,0.2656834612812078,0.2656834612812078,0.2656834612812078
2014,0.07324286222633747,0.07516499571521185,0.09013318132302706,0.07324286222633747,0.07516499571521185,0.09013318132302706
2015,-0.13099468721218976,-0.1297912301017623,-0.12571246728856222,-0.13099468721218976,-0.1297912301017623,-0.12571246728856222
2016,0.038246735825607114,0.054344583994989204,0.07072151851378572,0.030667333079481107,0.054344583994989204,0.07072151851378572
2017,0.18270798297187252,0.18270798297187252,0.18270798297187252,0.18270798297187252,0.18270798297187252,0.18270798297187252
2018,-0.006796522249592929,-0.006796522249592929,-0.006796522249592929,-0.013249948940899592,-0.006796522249592929,-0.006796522249592929
2019,0.07354029729482003,0.08460805941154859,0.08956873160410939,0.07528619084305888,0.08460805941154859,0.08956873160410939
2020,0.16072634359189042,0.18580594782039883,0.26375789705518216,0.26964097400251896,0.18445517700277891,0.16254490778436415
2021,0.3068368550067868,0.3068368550067868,0.3068368550067868,0.31172519506246377,0.32988708837723,0.3068396037130099
2022,-0.1414049587351397,-0.14554850473058534,-0.13226690698511057,-0.13082695455297855,-0.14554850473058534,-0.13226690698511057
2023,-0.0082155667533228,-0.007144207916385592,-0.006103494115068719,0.010242297005321088,-0.007144207916385592,-0.006103494115068719
2024,-0.05884186892858323,-0.05884186892858323,-0.05884186892858323,-0.05445036112567636,-0.05884186892858323,-0.05884186892858323
2025,0.07458432470583376,0.08154971186736115,0.10826222764752358,0.11323486358323676,0.08154971186736115,0.10826222764752358
2026,0.17413990223651155,0.17038264713039353,0.1931360808239635,0.16413182196674336,0.17038264713039353,0.1931360808239635
