panel,book,cadence,gross,turn_yr,turn_yr_IS,turn_yr_OOS,drag_bp,CAGR,Sharpe,MaxDD,SH_H1,SH_H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,p4b,p4a,p4b_oos
U56,TOP5,D,0.25,15.47183624413471,15.07542836371835,15.79816545496147,154.7183624413471,0.04679752690892247,0.8079093086488686,-0.07879353072726591,0.8197305583795235,0.8026012567305443,0.05000989071370032,0.8157306312189918,-0.07879353072726636,0.04290853044422649,0.8011859285365125,-0.06304519093195948,False,False,False,True,False,False,False,False
U56,TOP5,D,0.5,30.815141332361968,30.029328816778257,31.462034572221086,308.1514133236197,0.09214011165676061,0.809004957957976,-0.15307773476310782,0.8208348833046685,0.8036957440811491,0.09839849070461004,0.8168133503593953,-0.15307773476310826,0.08458570347430916,0.8023050108630579,-0.12310271201211331,False,False,False,True,False,False,False,False
U56,TOP5,D,0.75,46.1132978244769,44.94178105941816,47.0777088775831,461.132978244769,0.13555955823930788,0.8096280604675182,-0.2229810640219041,0.8214543982303807,0.8043252964566545,0.14461712238488755,0.8174354099446881,-0.22298106402190487,0.12465325687728357,0.8029325175909617,-0.1802568515357833,False,False,False,False,True,False,False,False
U56,TOP5,D,1.0,61.47712057645084,59.921109143046145,62.75805369656701,614.7712057645084,0.17654255006106934,0.8096603835797247,-0.288642817951107,0.8214530953055694,0.804386176181316,0.18807106009256258,0.8174873709256414,-0.2886428179511067,0.1626886884838672,0.8029374300659753,-0.23460830657385068,False,False,False,False,True,False,False,False
U56,TOP5,W,0.25,6.234545794364917,6.118063558999922,6.330435805184254,62.345457943649166,0.054786330282625695,0.9170697629887421,-0.07561943702628271,0.8849578013117186,0.9506577061728607,0.060632269459132804,0.9505774421323607,-0.07561943702628326,0.04772831156448176,0.8757592813086955,-0.06243150809703846,False,True,True,True,False,False,False,False
U56,TOP5,W,0.5,12.41203701839728,12.17972448040596,12.603280358737143,124.1203701839728,0.10898198235253309,0.9203617806224856,-0.14729341837146293,0.887552934923025,0.9545269782357054,0.12085708844792675,0.9545784292588039,-0.1472934183714636,0.09472582879327529,0.8780453519419227,-0.12263060543818516,False,True,True,True,True,False,False,True
U56,TOP5,W,0.75,18.568319442034227,18.21864080629918,18.85618040262498,185.68319442034226,0.1621707746498684,0.9234279854354637,-0.21508840335702561,0.8899006090504901,0.9581912974531657,0.180189614100704,0.9583725362472999,-0.21508840335702684,0.14065208181795397,0.8800813494778176,-0.18056911394239084,False,True,True,False,True,False,False,False
U56,TOP5,W,1.0,24.75083181468039,24.2807360194343,25.137822077624975,247.5083181468039,0.2139022174393943,0.9262286200427939,-0.2790883928207394,0.8919612049120368,0.9616105196620562,0.2381052859178654,0.9619269550606213,-0.27908839282073816,0.18513713473487647,0.8818173739616632,-0.23622088143236575,False,True,True,False,True,False,False,False
U56,TOP5,M,0.25,2.6359626595975096,2.4841550249892883,2.7609330954706444,26.359626595975097,0.06258312094456886,1.0014762253989498,-0.10078758900791396,1.236108117171009,0.819254000594662,0.05485005037629409,0.828285361493536,-0.10078758900791407,0.0720531553547672,1.2606756962038967,-0.057666355520793355,True,False,False,True,False,False,False,False
U56,TOP5,M,0.5,5.2361373039734636,4.9354760195403715,5.483646408918999,52.36137303973464,0.12556039531910512,1.0076660206673396,-0.19108238464740213,1.240490424251073,0.8267478658199375,0.10885923117285823,0.8363507683982854,-0.19108238464740213,0.1461868458002029,1.2637268920444578,-0.11347467231188291,True,True,False,True,True,False,False,False
