panel,T_trade,chooser,pick,bar,pad,mode,n_days,oCAGR,oSharpe,oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,live_oSharpe,live_oMaxDD,mo_SHARPE,mo_CAGR,mo_DD,k4b_oos,k4b_full,k4a_oos,k4a_full,binding
U56,M,C_ISSHARPE,"t=0.16,R=M",0.1,20,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.1,20,ALL,526,0.2728733719480072,2.266015352388566,-0.08301907547097553,0.2737790842363692,1.927205840475686,-0.09974326259884958,1.9680695750498205,-0.05490655205587924,0.3388095119128802,0.08122801298254878,-0.02317311791166579,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,0,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,0,ALL,317,0.31347547473434423,2.3970723475025237,-0.08768232745289484,0.3437655741741694,2.0354353971153007,-0.1010184439188091,2.0492289327527113,-0.06326154233479353,0.361636950387223,0.07283957281242565,-0.02707126110160938,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,5,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,5,ALL,357,0.2808288589448269,2.28127678283849,-0.08768232745289484,0.29227670552923435,1.912841232856851,-0.1010184439188091,1.9813048434506033,-0.06326154233479353,0.3684355499816392,0.07623516507436287,-0.02707126110160938,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,10,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,10,ALL,397,0.270079820511127,2.2164608350551913,-0.08768232745289484,0.27566167225460747,1.8780862583995421,-0.1010184439188091,1.931213141892531,-0.06326154233479353,0.3383745766556492,0.07711664993290179,-0.02707126110160938,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,20,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.15,20,ALL,477,0.2725671387285613,2.2360978489509473,-0.08768232745289484,0.2730024143381682,1.897971291770932,-0.1010184439188091,1.9358232428351945,-0.06326154233479353,0.3381265571800154,0.08146544869184358,-0.02707126110160938,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,0,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,0,ALL,218,0.24976879040889655,1.9007451074358663,-0.15986960535030037,0.26414351740885533,1.58079580944058,-0.1934891526272724,1.716316027770498,-0.07224166630169537,0.31994929799528626,0.06486832822269784,-0.043776113773936934,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,5,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,5,ALL,238,0.23554393137625507,1.831166309607892,-0.15986960535030037,0.23774581499209857,1.4892463169032448,-0.1934891526272724,1.680462250528581,-0.07224166630169515,0.34191999270464724,0.06912186088178607,-0.043776113773936934,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,10,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,10,ALL,258,0.22814289658868914,1.7819502514666115,-0.15986960535030037,0.22536571232811298,1.4480364494141826,-0.1934891526272724,1.636302350393364,-0.07224166630169504,0.3339138020524288,0.07038689795901007,-0.043776113773936934,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,20,NONE,0,0.16460058030960023,1.201821197210332,-0.2424267774427421,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.32816006073765747,0.057798406800513874,-0.04012304223869942,False,False,False,False,L4_DD
U56,M,C_ISSHARPE,"t=0.16,R=M",0.2,20,ALL,298,0.23216520803314267,1.813141614642696,-0.15986960535030037,0.22707660460154044,1.4782520885243575,-0.1934891526272724,1.6387003572097254,-0.07224166630169593,0.33488952611833844,0.07321158481206436,-0.043776113773936934,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,0,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,0,ALL,476,0.39407098528943907,3.402644596661453,-0.08236113231736053,0.5010467037258874,2.838993404885048,-0.09974326259884969,3.0601105061970713,-0.052201988090834206,0.5636511917764051,0.04333829268131789,-0.02251517475805072,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,5,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,5,ALL,606,0.3131264297324805,2.9159443005775696,-0.08236113231736031,0.3745532574507424,2.440339207019179,-0.09974326259885002,2.583725936667832,-0.05220198809083465,0.47560509355839065,0.050939149516960824,-0.022515174758050295,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,10,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,10,ALL,736,0.2833989736369398,2.6997263903706568,-0.08236113231736075,0.32894993072640566,2.2851797723578002,-0.09974326259884969,2.383187510971669,-0.05220198809083443,0.4145466180128565,0.05313402212845583,-0.02251517475805094,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,20,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.05,20,ALL,994,0.2833442164200577,2.7071012096684615,-0.08236113231736009,0.32600700341226796,2.301182423337623,-0.09974326259884947,2.3373666749382997,-0.05220198809083443,0.40591878633083844,0.05513931403147013,-0.022515174758050406,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,0,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,0,ALL,326,0.2923725050696935,2.5259634191123004,-0.08236113231735998,0.3626367996203883,2.1472426161587888,-0.09974326259884925,2.205787780868936,-0.05490655205587902,0.3787208029535116,0.038526745335421664,-0.022515174758050427,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,5,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,5,ALL,376,0.2583740564147834,2.3357110208623606,-0.08236113231735998,0.2995518790764726,1.9753662126309668,-0.09974326259884991,2.0658223032802256,-0.05490655205587902,0.3603448082313938,0.048687741061252565,-0.02251517475805003,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,10,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,10,ALL,426,0.2472387032696448,2.252147134062449,-0.08236113231736009,0.2809592412820998,1.9316318261304346,-0.09974326259884958,2.0003044324682033,-0.05490655205587924,0.32051530793201444,0.050567234372174946,-0.022515174758050344,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,20,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.1,20,ALL,526,0.24666811921584997,2.2488107532960515,-0.0823611323173602,0.2737790842363692,1.927205840475686,-0.09974326259884958,1.9680695750498205,-0.05490655205587924,0.3216049128203655,0.055022760250391545,-0.022515174758050455,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,0,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,0,ALL,317,0.27698941626935114,2.377970756254003,-0.08768232745289484,0.3437655741741694,2.0354353971153007,-0.1010184439188091,2.0492289327527113,-0.06326154233479353,0.34253535913870214,0.03635351434743256,-0.02707126110160938,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,5,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,5,ALL,357,0.25313774430827185,2.257432299949939,-0.08768232745289484,0.29227670552923435,1.912841232856851,-0.1010184439188091,1.9813048434506033,-0.06326154233479353,0.3445910670930883,0.04854405043780782,-0.02707126110160938,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,10,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,10,ALL,397,0.24377095285238748,2.1886975321214885,-0.08768232745289484,0.27566167225460747,1.8780862583995421,-0.1010184439188091,1.931213141892531,-0.06326154233479353,0.3106112737219464,0.05080778227416227,-0.02707126110160938,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,20,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.15,20,ALL,477,0.24634206634760014,2.2098660270968855,-0.08768232745289484,0.2730024143381682,1.897971291770932,-0.1010184439188091,1.9358232428351945,-0.06326154233479353,0.3118947353259536,0.05524037631088241,-0.02707126110160938,False,True,False,False,none
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,0,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,0,ALL,218,0.2236023883490279,1.9084387241154137,-0.13738035720119346,0.26414351740885533,1.58079580944058,-0.1934891526272724,1.716316027770498,-0.07224166630169537,0.32764291467483364,0.03870192616282919,-0.021286865624830023,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,5,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,5,ALL,238,0.21322994006930496,1.8444618811090028,-0.13738035720119346,0.23774581499209857,1.4892463169032448,-0.1934891526272724,1.680462250528581,-0.07224166630169515,0.35521556420575795,0.04680786957483596,-0.021286865624830023,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,10,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,10,ALL,258,0.20656104850988433,1.7940819250286508,-0.13738035720119346,0.22536571232811298,1.4480364494141826,-0.1934891526272724,1.636302350393364,-0.07224166630169504,0.3460454756144682,0.04880504988020526,-0.021286865624830023,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,20,NONE,0,0.1536992580236911,1.2865298993454573,-0.2100819118598538,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.4128687628727826,0.04689708451460475,-0.007778176655811125,False,False,False,False,L4_DD
U56,M,C_ISLEGS,"t=0.12,R=M",0.2,20,ALL,298,0.20975299994282337,1.823410687129226,-0.13738035720119346,0.22707660460154044,1.4782520885243575,-0.1934891526272724,1.6387003572097254,-0.07224166630169593,0.3451585986048684,0.05079937672174506,-0.021286865624830023,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,0,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,0,ALL,476,0.4404815516631564,3.309751415283918,-0.08192287730572545,0.5010467037258874,2.838993404885048,-0.09974326259884969,3.0601105061970713,-0.052201988090834206,0.4707580103988698,0.08974885905503521,-0.022076919746415638,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,5,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,5,ALL,606,0.34380384310936174,2.879160179291338,-0.08192287730572478,0.3745532574507424,2.440339207019179,-0.09974326259885002,2.583725936667832,-0.05220198809083465,0.438820972272159,0.08161656289384206,-0.02207691974641477,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,10,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,10,ALL,736,0.3084617138828656,2.6547311619081895,-0.08192287730572523,0.32894993072640566,2.2851797723578002,-0.09974326259884969,2.383187510971669,-0.05220198809083443,0.36955138955038924,0.07819676237438164,-0.022076919746415416,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,20,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.05,20,ALL,994,0.31029962080912066,2.6665489725010496,-0.08192287730572512,0.32600700341226796,2.301182423337623,-0.09974326259884947,2.3373666749382997,-0.05220198809083443,0.3653665491634266,0.08209471842053309,-0.022076919746415437,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,0,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,0,ALL,326,0.32880299723714757,2.508525819537937,-0.08192287730572545,0.3626367996203883,2.1472426161587888,-0.09974326259884925,2.205787780868936,-0.05490655205587902,0.36128320337914843,0.07495723750287575,-0.0220769197464159,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,5,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,5,ALL,376,0.2842450303298947,2.337117250984542,-0.0819228773057249,0.2995518790764726,1.9753662126309668,-0.09974326259884991,2.0658223032802256,-0.05490655205587902,0.36175103835357536,0.07455871497636385,-0.02207691974641495,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,10,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,10,ALL,426,0.27156667528561607,2.2581432006184956,-0.08192287730572456,0.2809592412820998,1.9316318261304346,-0.09974326259884958,2.0003044324682033,-0.05490655205587924,0.326511374488061,0.0748952063881462,-0.02207691974641482,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,20,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.1,20,ALL,526,0.2705206954253485,2.2516438030364316,-0.08192287730572445,0.2737790842363692,1.927205840475686,-0.09974326259884958,1.9680695750498205,-0.05490655205587924,0.32443796256074564,0.07887533645989009,-0.022076919746414708,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,0,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,0,ALL,317,0.3127584852559513,2.3785070036709306,-0.08811064578952754,0.3437655741741694,2.0354353971153007,-0.1010184439188091,2.0492289327527113,-0.06326154233479353,0.34307160655562985,0.07212258333403271,-0.027499579438242085,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,5,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,5,ALL,357,0.27855274973550515,2.266884033020516,-0.08811064578952754,0.29227670552923435,1.912841232856851,-0.1010184439188091,1.9813048434506033,-0.06326154233479353,0.3540428001636653,0.07395905586504112,-0.027499579438242085,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,10,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,10,ALL,397,0.26754255333438204,2.20079781658367,-0.08811064578952754,0.27566167225460747,1.8780862583995421,-0.1010184439188091,1.931213141892531,-0.06326154233479353,0.322711558184128,0.07457938275615683,-0.027499579438242085,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,20,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.15,20,ALL,477,0.27012207420316825,2.220915832990809,-0.08811064578952754,0.2730024143381682,1.897971291770932,-0.1010184439188091,1.9358232428351945,-0.06326154233479353,0.32294454121987703,0.07902038416645052,-0.027499579438242085,False,False,False,False,L4_DD
U56,W,C_ISSHARPE,"t=0.16,R=M",0.2,0,NONE,0,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.1525745335844091,0.8736611364726746,-0.33717289200673783,1.276620821629499,-0.12054956914840886,0.30787251393360704,0.056177387404284934,-0.042913900082183515,False,False,False,False,L4_DD
