date,idea,CAGR,Sharpe,MaxDD,H1,H2,verdict,script,tup,k,in_dup_cluster
2026-09-03,macro-trend-ensemble B (momentum votes),5.0%,0.87,-10.1%,0.75,0.98,KEEP-candidate,research/backtests/2026-09-03_macro-trend-ensemble.py,5.0%|0.87|-10.1%|0.75|0.98,1,False
2026-09-03,A full-exposure 100% gross,8.4%,0.66,-18.2%,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,8.4%|0.66|-18.2%|0.65|0.68,1,False
2026-09-03,B full-exposure + SPY-200d half,7.9%,0.65,-17.6%,0.65,0.66,KILL,2026-09-03_full-exposure-v1.py,7.9%|0.65|-17.6%|0.65|0.66,1,False
2026-09-03,C full-exposure + SPY-200d cash,7.3%,0.62,-17.6%,0.64,0.61,KILL,2026-09-03_full-exposure-v1.py,7.3%|0.62|-17.6%|0.64|0.61,1,False
2026-09-03,D full-exposure no per-name 200d,8.2%,0.66,-20.4%,0.69,0.64,KILL,2026-09-03_full-exposure-v1.py,8.2%|0.66|-20.4%|0.69|0.64,1,False
2026-09-03,"D2 no 200d gate, tilt kept (diagnostic)",8.5%,0.67,-18.2%,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,8.5%|0.67|-18.2%|0.65|0.68,1,False
2026-09-03,core-plus-sleeve A (60% SPY>200d + 40% sleeve),7.8%,0.86,-14.7%,0.80,0.92,KILL,research/backtests/2026-09-03_core-plus-trend-sleeve.py,7.8%|0.86|-14.7%|0.80|0.92,1,False
2026-09-03,core-plus-sleeve B (60% QQQ>200d + 40% sleeve),10.8%,0.95,-18.9%,0.84,1.04,KILL,research/backtests/2026-09-03_core-plus-trend-sleeve.py,10.8%|0.95|-18.9%|0.84|1.04,1,False
2026-09-03,core-plus-sleeve C (50% SPY>200d + 50% sleeve),7.3%,0.88,-13.0%,0.81,0.94,KEEP-candidate,research/backtests/2026-09-03_core-plus-trend-sleeve.py,7.3%|0.88|-13.0%|0.81|0.94,1,False
2026-09-03,core-plus-sleeve D (60% SPY no filter + 40% sleeve),11.3%,0.93,-24.1%,0.97,0.90,KILL,research/backtests/2026-09-03_core-plus-trend-sleeve.py,11.3%|0.93|-24.1%|0.97|0.90,1,False
2026-09-03,"qqq-trend-only A (QQQ/SHY, 200d, weekly)",14.4%,0.91,-27.5%,0.80,1.01,KILL,research/backtests/2026-09-03_qqq-trend-only.py,14.4%|0.91|-27.5%|0.80|1.01,1,False
2026-09-03,"qqq-trend-only B (A + 12-1 mom>0, weekly)",12.5%,0.83,-28.3%,0.64,0.99,KILL,research/backtests/2026-09-03_qqq-trend-only.py,12.5%|0.83|-28.3%|0.64|0.99,1,False
2026-09-03,"qqq-trend-only C (50/50 QQQ+SPY core, weekly)",12.3%,0.88,-26.5%,0.75,1.00,KILL,research/backtests/2026-09-03_qqq-trend-only.py,12.3%|0.88|-26.5%|0.75|1.00,1,False
2026-09-03,"qqq-trend-only D (QQQ/SHY, 200d, monthly)",14.7%,0.88,-28.6%,0.85,0.91,KILL,research/backtests/2026-09-03_qqq-trend-only.py,14.7%|0.88|-28.6%|0.85|0.91,1,False
2026-09-03,A equal-weight all eligible 75% gross,10.4%,1.05,-15.9%,1.07,1.03,KILL 4a / PARK 4b,2026-09-03_composite-vs-equal-weight.py,10.4%|1.05|-15.9%|1.07|1.03,1,False
2026-09-03,B equal-weight all eligible 100% gross,13.9%,1.05,-20.9%,1.07,1.03,KILL 4a / PARK 4b,2026-09-03_composite-vs-equal-weight.py,13.9%|1.05|-20.9%|1.07|1.03,1,False
2026-09-03,C v1 top-5 by score 75% (= baseline),6.4%,0.66,-13.8%,0.65,0.68,KILL (is the baseline),2026-09-03_composite-vs-equal-weight.py,6.4%|0.66|-13.8%|0.65|0.68,1,False
2026-09-03,D BOTTOM-5 by score 75%,7.4%,0.59,-23.9%,0.51,0.65,KILL,2026-09-03_composite-vs-equal-weight.py,7.4%|0.59|-23.9%|0.51|0.65,1,False
2026-09-03,E top-5 by 12-1 momentum only 75%,19.9%,1.06,-24.1%,1.05,1.08,KILL 4a / PARK 4b,2026-09-03_composite-vs-equal-weight.py,19.9%|1.06|-24.1%|1.05|1.08,1,False
2026-09-03,"C2 top-5 by composite, no vol-scaling (diagnostic)",16.5%,0.95,-21.6%,0.90,1.00,KILL,2026-09-03_composite-vs-equal-weight.py,16.5%|0.95|-21.6%|0.90|1.00,1,False
2026-09-04,no-vol-scaling ON  n=3 gross=75%,6.4%,0.63,-13.6%,0.66,0.61,KILL,2026-09-04_no-vol-scaling.py,6.4%|0.63|-13.6%|0.66|0.61,1,False
2026-09-04,no-vol-scaling ON  n=3 gross=100%,8.3%,0.63,-17.9%,0.66,0.61,KILL,2026-09-04_no-vol-scaling.py,8.3%|0.63|-17.9%|0.66|0.61,1,False
2026-09-04,no-vol-scaling ON  n=5 gross=75% (= baseline),6.5%,0.67,-13.8%,0.64,0.69,KILL (is the baseline),2026-09-04_no-vol-scaling.py,6.5%|0.67|-13.8%|0.64|0.69,1,False
2026-09-04,no-vol-scaling ON  n=5 gross=100%,8.5%,0.67,-18.2%,0.64,0.69,KILL,2026-09-04_no-vol-scaling.py,8.5%|0.67|-18.2%|0.64|0.69,1,False
2026-09-04,no-vol-scaling ON  n=8 gross=75%,8.0%,0.82,-16.4%,0.87,0.77,KILL,2026-09-04_no-vol-scaling.py,8.0%|0.82|-16.4%|0.87|0.77,1,False
2026-09-04,no-vol-scaling ON  n=8 gross=100%,10.6%,0.81,-21.5%,0.88,0.76,KILL,2026-09-04_no-vol-scaling.py,10.6%|0.81|-21.5%|0.88|0.76,1,False
2026-09-04,no-vol-scaling OFF n=3 gross=75%,21.9%,1.04,-25.8%,1.01,1.06,KILL (DD),2026-09-04_no-vol-scaling.py,21.9%|1.04|-25.8%|1.01|1.06,1,False
2026-09-04,no-vol-scaling OFF n=3 gross=100% (walk-forward pick),29.0%,1.04,-33.1%,1.02,1.07,KILL (DD),2026-09-04_no-vol-scaling.py,29.0%|1.04|-33.1%|1.02|1.07,1,False
2026-09-04,no-vol-scaling OFF n=5 gross=75%,16.5%,0.95,-21.6%,0.90,1.00,KILL (DD),2026-09-04_no-vol-scaling.py,16.5%|0.95|-21.6%|0.90|1.00,1,False
2026-09-04,no-vol-scaling OFF n=5 gross=100%,21.9%,0.95,-28.0%,0.90,1.01,KILL (DD),2026-09-04_no-vol-scaling.py,21.9%|0.95|-28.0%|0.90|1.01,1,False
2026-09-04,no-vol-scaling OFF n=8 gross=75% (nearest miss),13.8%,0.93,-17.9%,0.92,0.95,"KILL 4a / PARK 4b (fails H1 only, 0.92 vs SPY 0.96)",2026-09-04_no-vol-scaling.py,13.8%|0.93|-17.9%|0.92|0.95,1,False
2026-09-04,no-vol-scaling OFF n=8 gross=100%,18.3%,0.93,-23.4%,0.92,0.95,KILL (DD),2026-09-04_no-vol-scaling.py,18.3%|0.93|-23.4%|0.92|0.95,1,False
2026-09-04,SPY reference on corrected trading-day index,15.3%,0.89,-33.7%,0.96,0.84,—,2026-09-04_no-vol-scaling.py,15.3%|0.89|-33.7%|0.96|0.84,1,False
2026-09-04,40 NONE    n=3,21.9%,1.04,-25.8%,1.01,1.06,"KILL 4b (MaxDD -25.8% vs cap -20.2%) — lane A's OFF book, control",2026-09-04_vol-scaler-replacement_B.py,21.9%|1.04|-25.8%|1.01|1.06,1,False
2026-09-04,40 DD      n=3 D=6%,11.8%,0.89,-16.6%,0.74,1.02,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,11.8%|0.89|-16.6%|0.74|1.02,1,False
2026-09-04,40 DD      n=3 D=8%,12.0%,0.86,-15.8%,0.77,0.94,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,12.0%|0.86|-15.8%|0.77|0.94,1,False
2026-09-04,40 DD      n=3 D=12%,13.5%,0.89,-18.5%,0.88,0.90,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,13.5%|0.89|-18.5%|0.88|0.90,1,False
2026-09-04,40 BREADTH n=3 B=30%,21.0%,1.03,-20.6%,0.96,1.09,KILL 4a / PARK 4b — NEAREST MISS: fails MaxDD by 0.4pp (-20.6% vs cap -20.2%); passes H1/H2/OOS/CAGR; walk-forward pick,2026-09-04_vol-scaler-replacement_B.py,21.0%|1.03|-20.6%|0.96|1.09,1,False
2026-09-04,40 BREADTH n=3 B=40%,19.9%,1.00,-20.9%,0.95,1.05,"KILL 4a / KILL 4b (H1, MaxDD)",2026-09-04_vol-scaler-replacement_B.py,19.9%|1.00|-20.9%|0.95|1.05,1,False
2026-09-04,40 BREADTH n=3 B=50%,19.4%,0.99,-21.4%,0.95,1.04,"KILL 4a / KILL 4b (H1, MaxDD)",2026-09-04_vol-scaler-replacement_B.py,19.4%|0.99|-21.4%|0.95|1.04,1,False
2026-09-04,40 NONE    n=5,16.5%,0.95,-21.6%,0.90,1.00,"KILL 4b (MaxDD, H1) — control",2026-09-04_vol-scaler-replacement_B.py,16.5%|0.95|-21.6%|0.90|1.00,1,False
2026-09-04,40 DD      n=5 D=6%,9.0%,0.81,-14.3%,0.73,0.87,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,9.0%|0.81|-14.3%|0.73|0.87,1,False
2026-09-04,40 DD      n=5 D=8%,8.0%,0.70,-15.5%,0.68,0.72,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,8.0%|0.70|-15.5%|0.68|0.72,1,False
2026-09-04,40 DD      n=5 D=12%,8.7%,0.70,-15.7%,0.67,0.74,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,8.7%|0.70|-15.7%|0.67|0.74,1,False
2026-09-04,40 BREADTH n=5 B=30%,16.0%,0.95,-17.8%,0.86,1.03,KILL 4a / PARK 4b — fails H1 only (0.865 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,16.0%|0.95|-17.8%|0.86|1.03,1,False
2026-09-04,40 BREADTH n=5 B=40%,15.5%,0.94,-17.2%,0.89,0.99,KILL 4a / PARK 4b — fails H1 only (0.893 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,15.5%|0.94|-17.2%|0.89|0.99,1,False
2026-09-04,40 BREADTH n=5 B=50%,15.0%,0.93,-17.9%,0.90,0.97,KILL 4a / PARK 4b — fails H1 only (0.896 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,15.0%|0.93|-17.9%|0.90|0.97,1,False
2026-09-04,40 NONE    n=8,13.8%,0.93,-17.9%,0.92,0.95,"KILL 4b (H1 0.918 vs SPY 0.957) — control, = lane A nearest miss",2026-09-04_vol-scaler-replacement_B.py,13.8%|0.93|-17.9%|0.92|0.95,1,False
2026-09-04,40 DD      n=8 D=6%,7.1%,0.72,-12.1%,0.69,0.75,"KEEP 4a (marginal) / KILL 4b (H1, H2, OOS, CAGR all fail) — do NOT adopt, see memo",2026-09-04_vol-scaler-replacement_B.py,7.1%|0.72|-12.1%|0.69|0.75,1,False
2026-09-04,40 DD      n=8 D=8%,7.4%,0.70,-13.8%,0.71,0.69,"KEEP 4a (marginal) / KILL 4b (H1, H2, OOS, CAGR all fail) — do NOT adopt, see memo",2026-09-04_vol-scaler-replacement_B.py,7.4%|0.70|-13.8%|0.71|0.69,1,False
2026-09-04,40 DD      n=8 D=12%,8.2%,0.71,-15.4%,0.69,0.73,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,8.2%|0.71|-15.4%|0.69|0.73,1,False
2026-09-04,40 BREADTH n=8 B=30%,13.4%,0.93,-19.1%,0.88,0.98,KILL 4a / PARK 4b — fails H1 only,2026-09-04_vol-scaler-replacement_B.py,13.4%|0.93|-19.1%|0.88|0.98,1,False
2026-09-04,40 BREADTH n=8 B=40%,13.0%,0.93,-16.8%,0.92,0.94,KILL 4a / PARK 4b — fails H1 only (0.915 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,13.0%|0.93|-16.8%|0.92|0.94,1,False
2026-09-04,40 BREADTH n=8 B=50%,12.4%,0.90,-18.1%,0.90,0.91,KILL 4a / PARK 4b — fails H1 only,2026-09-04_vol-scaler-replacement_B.py,12.4%|0.90|-18.1%|0.90|0.91,1,False
2026-09-04,2 ON  FIXEDW n=2,2.3%,0.52,-7.5%,0.51,0.52,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,2.3%|0.52|-7.5%|0.51|0.52,1,False
2026-09-04,2 ON  FIXEDW n=3,3.9%,0.63,-8.3%,0.66,0.62,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,3.9%|0.63|-8.3%|0.66|0.62,1,False
2026-09-04,2 ON  FIXEDW n=4,5.2%,0.65,-11.7%,0.64,0.66,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,5.2%|0.65|-11.7%|0.64|0.66,1,False
2026-09-04,2 ON  FIXEDW n=5,6.5%,0.67,-13.8%,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,6.5%|0.67|-13.8%|0.64|0.69,2,True
2026-09-04,2 ON  FIXEDW n=6,8.3%,0.72,-17.4%,0.81,0.66,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,8.3%|0.72|-17.4%|0.81|0.66,1,False
2026-09-04,2 ON  EQW    n=2,5.4%,0.52,-18.0%,0.52,0.52,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,5.4%|0.52|-18.0%|0.52|0.52,1,False
2026-09-04,2 ON  EQW    n=3,6.4%,0.63,-13.6%,0.66,0.61,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,6.4%|0.63|-13.6%|0.66|0.61,1,False
2026-09-04,2 ON  EQW    n=4,6.4%,0.65,-14.6%,0.64,0.65,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,6.4%|0.65|-14.6%|0.64|0.65,1,False
2026-09-04,2 ON  EQW    n=5,6.5%,0.67,-13.8%,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,6.5%|0.67|-13.8%|0.64|0.69,2,True
2026-09-04,2 ON  EQW    n=6,7.0%,0.72,-14.6%,0.81,0.66,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,7.0%|0.72|-14.6%|0.81|0.66,1,False
2026-09-04,2 ON  EQW    n=8,8.0%,0.82,-16.4%,0.87,0.77,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,8.0%|0.82|-16.4%|0.87|0.77,1,False
2026-09-04,2 ON  EQW    n=10,8.9%,0.91,-12.9%,0.99,0.84,KEEP 4a,2026-09-04_position-count.py,8.9%|0.91|-12.9%|0.99|0.84,1,False
2026-09-04,2 ON  EQW    n=12,9.5%,0.95,-13.9%,1.09,0.85,KILL 4a / KILL 4b (CAGR),2026-09-04_position-count.py,9.5%|0.95|-13.9%|1.09|0.85,1,False
2026-09-04,2 ON  EQW    n=15,9.0%,0.91,-15.9%,1.05,0.79,"KILL 4a / KILL 4b (H2,OOS,CAGR)",2026-09-04_position-count.py,9.0%|0.91|-15.9%|1.05|0.79,1,False
2026-09-04,2 ON  EQW    n=20,9.9%,1.00,-17.4%,1.05,0.95,KILL 4a / KILL 4b (CAGR),2026-09-04_position-count.py,9.9%|1.00|-17.4%|1.05|0.95,1,False
2026-09-04,2 OFF FIXEDW n=2,8.1%,0.85,-11.1%,0.89,0.82,KEEP 4a,2026-09-04_position-count.py,8.1%|0.85|-11.1%|0.89|0.82,1,False
2026-09-04,2 OFF FIXEDW n=3,13.2%,1.03,-16.2%,1.01,1.06,KEEP 4b,2026-09-04_position-count.py,13.2%|1.03|-16.2%|1.01|1.06,1,False
2026-09-04,2 OFF FIXEDW n=4,16.0%,1.05,-19.5%,1.09,1.02,KEEP 4b,2026-09-04_position-count.py,16.0%|1.05|-19.5%|1.09|1.02,1,False
2026-09-04,2 OFF FIXEDW n=5,16.5%,0.95,-21.6%,0.90,1.00,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,16.5%|0.95|-21.6%|0.90|1.00,2,True
2026-09-04,2 OFF FIXEDW n=6,18.3%,0.94,-23.0%,0.89,0.99,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,18.3%|0.94|-23.0%|0.89|0.99,1,False
2026-09-04,2 OFF EQW    n=2,19.5%,0.86,-26.5%,0.89,0.83,"KILL 4a / KILL 4b (H1,H2,OOS,DD)",2026-09-04_position-count.py,19.5%|0.86|-26.5%|0.89|0.83,1,False
2026-09-04,2 OFF EQW    n=3,21.9%,1.04,-25.8%,1.01,1.06,KILL 4a / KILL 4b (DD),2026-09-04_position-count.py,21.9%|1.04|-25.8%|1.01|1.06,1,False
2026-09-04,2 OFF EQW    n=4,20.0%,1.05,-23.8%,1.09,1.03,KILL 4a / KILL 4b (DD),2026-09-04_position-count.py,20.0%|1.05|-23.8%|1.09|1.03,1,False
2026-09-04,2 OFF EQW    n=5,16.5%,0.95,-21.6%,0.90,1.00,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,16.5%|0.95|-21.6%|0.90|1.00,2,True
2026-09-04,2 OFF EQW    n=6,15.3%,0.94,-19.4%,0.89,0.99,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,15.3%|0.94|-19.4%|0.89|0.99,1,False
2026-09-04,2 OFF EQW    n=8,13.8%,0.93,-17.9%,0.92,0.95,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,13.8%|0.93|-17.9%|0.92|0.95,1,False
2026-09-04,2 OFF EQW    n=10,12.9%,0.93,-17.5%,0.92,0.95,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,12.9%|0.93|-17.5%|0.92|0.95,1,False
2026-09-04,2 OFF EQW    n=12,12.7%,0.96,-17.8%,0.98,0.95,KEEP 4b,2026-09-04_position-count.py,12.7%|0.96|-17.8%|0.98|0.95,1,False
2026-09-04,2 OFF EQW    n=15,13.2%,1.04,-19.2%,1.07,1.03,KEEP 4b,2026-09-04_position-count.py,13.2%|1.04|-19.2%|1.07|1.03,1,False
2026-09-04,2 OFF EQW    n=20,12.7%,1.09,-18.3%,1.09,1.10,KEEP 4b,2026-09-04_position-count.py,12.7%|1.09|-18.3%|1.09|1.10,1,False
2026-09-04,"31 PEAD tercile h=40 (broad, 2012-26)",16.8%,0.96,-34.7%,1.11,0.87,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,16.8%|0.96|-34.7%|1.11|0.87,1,False
2026-09-04,"31 PEAD tercile h=60 (broad, 2012-26)",18.9%,1.07,-33.5%,1.29,0.93,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,18.9%|1.07|-33.5%|1.29|0.93,1,False
2026-09-04,"31 PEAD quintile h=40 (broad, 2012-26)",16.8%,0.92,-36.0%,1.13,0.78,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,16.8%|0.92|-36.0%|1.13|0.78,1,False
2026-09-04,"31 PEAD quintile h=60 (broad, 2012-26)",19.4%,1.05,-35.0%,1.35,0.84,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,19.4%|1.05|-35.0%|1.35|0.84,1,False
2026-09-04,31 PEAD CONTROL bottom-tercile h=60 (sort reversed — beats the signal),20.7%,1.16,-32.1%,1.30,1.09,diagnostic,research/backtests/2026-09-04_small-cap-pead.py,20.7%|1.16|-32.1%|1.30|1.09,1,False
2026-09-04,46 N  n=5,16.5%,0.95,-21.6%,0.90,1.00,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,16.5%|0.95|-21.6%|0.90|1.00,1,False
2026-09-04,46 N  n=8,13.8%,0.93,-17.9%,0.92,0.95,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,13.8%|0.93|-17.9%|0.92|0.95,1,False
2026-09-04,46 N  n=10,12.9%,0.93,-17.5%,0.92,0.95,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,12.9%|0.93|-17.5%|0.92|0.95,1,False
2026-09-04,46 N  n=12,12.7%,0.96,-17.8%,0.98,0.95,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,12.7%|0.96|-17.8%|0.98|0.95,1,False
2026-09-04,46 N  n=15,13.2%,1.04,-19.2%,1.07,1.03,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,13.2%|1.04|-19.2%|1.07|1.03,1,False
2026-09-04,46 N  n=20,12.7%,1.09,-18.3%,1.09,1.10,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,12.7%|1.09|-18.3%|1.09|1.10,1,False
2026-09-04,46 N  n=25,11.8%,1.09,-17.7%,1.05,1.14,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,11.8%|1.09|-17.7%|1.05|1.14,1,False
2026-09-04,46 N  n=30,11.0%,1.10,-16.6%,1.03,1.17,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,11.0%|1.10|-16.6%|1.03|1.17,1,False
2026-09-04,46 NF n=5,16.6%,0.95,-21.2%,0.90,1.00,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,16.6%|0.95|-21.2%|0.90|1.00,1,False
2026-09-04,46 NF n=8,14.0%,0.94,-17.9%,0.92,0.97,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,14.0%|0.94|-17.9%|0.92|0.97,1,False
2026-09-04,46 NF n=10,13.0%,0.94,-17.5%,0.91,0.96,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,13.0%|0.94|-17.5%|0.91|0.96,1,False
2026-09-04,46 NF n=12,12.8%,0.96,-17.8%,0.97,0.96,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,12.8%|0.96|-17.8%|0.97|0.96,1,False
2026-09-04,46 NF n=15,13.3%,1.04,-19.2%,1.06,1.03,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,13.3%|1.04|-19.2%|1.06|1.03,1,False
2026-09-04,46 NF n=20,12.8%,1.07,-18.3%,1.08,1.07,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,12.8%|1.07|-18.3%|1.08|1.07,1,False
2026-09-04,46 NF n=25,12.1%,1.07,-17.6%,1.04,1.09,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,12.1%|1.07|-17.6%|1.04|1.09,1,False
2026-09-04,46 NF n=30,11.5%,1.05,-17.5%,1.02,1.09,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,11.5%|1.05|-17.5%|1.02|1.09,1,False
2026-09-04,46 F  f=0.15,16.8%,0.98,-27.8%,1.05,0.93,KILL 4a / KILL 4b (DD),2026-09-04_eligible-fraction-vs-n_B.py,16.8%|0.98|-27.8%|1.05|0.93,1,False
2026-09-04,46 F  f=0.25,14.8%,1.00,-25.0%,0.94,1.06,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,14.8%|1.00|-25.0%|0.94|1.06,1,False
2026-09-04,46 F  f=0.35,13.6%,1.01,-21.5%,0.96,1.05,KILL 4a / KILL 4b (DD),2026-09-04_eligible-fraction-vs-n_B.py,13.6%|1.01|-21.5%|0.96|1.05,1,False
2026-09-04,46 F  f=0.45,13.6%,1.06,-19.7%,1.00,1.12,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,13.6%|1.06|-19.7%|1.00|1.12,1,False
2026-09-04,46 F  f=0.55,12.2%,1.01,-18.0%,0.96,1.05,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,12.2%|1.01|-18.0%|0.96|1.05,1,False
2026-09-04,46 F  f=0.70,11.6%,1.04,-17.1%,1.00,1.07,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,11.6%|1.04|-17.1%|1.00|1.07,1,False
2026-09-04,46 F  f=0.85,11.3%,1.07,-16.7%,1.09,1.06,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,11.3%|1.07|-16.7%|1.09|1.06,1,False
2026-09-04,46 F  f=1.00,10.4%,1.05,-15.9%,1.07,1.04,KILL 4a / KILL 4b (CAGR),2026-09-04_eligible-fraction-vs-n_B.py,10.4%|1.05|-15.9%|1.07|1.04,1,False
2026-09-04,36 spinoff INVESTABLE daily-EW,32.1%,1.11,-45.3%,0.70,1.41,PARK (5-name result; sign test p 0.12; DD 1.8x IWM),2026-09-04_spinoff-calendar.py,32.1%|1.11|-45.3%|0.70|1.41,1,False
2026-09-04,36 spinoff INVESTABLE drift,33.7%,1.08,-49.1%,0.70,1.41,PARK,2026-09-04_spinoff-calendar.py,33.7%|1.08|-49.1%|0.70|1.41,1,False
