panel,form,overlay,cls,bps,base_D1,base_D2,H_pp,H_IS,H_OOS,D1_IS,D1_OOS,base_CAGR,base_Sharpe,base_MaxDD,base_OOS,turn,CAGR,Sharpe,MaxDD,H1,H2,OOS,OOS_CAGR,OOS_MaxDD,gross,IS_Sharpe,dDD_pp,dCAGR_pp,dSharpe,dDD_IS,dDD_OOS,pass4a,fail4a,pass4b,fail4b
U56,EWALL,BASE,BASE,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,0.8284430410038338,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1973396480385436,1.079017616524333,1.1428677810959933,0.13914868596156915,-0.2251140309776435,0.7502297498779416,1.1170682401459866,0.0,0.0,0.0,0.0,0.0,False,"H1,H2,DD",False,DD
U56,EWALL,GROSS_g0.40,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,0.4720848706966237,0.07087613740940868,1.1305677549146855,-0.12496264628882836,1.1953446661050091,1.0794312948742235,1.1434404359969474,0.0737806524836464,-0.12496264628882792,0.40030912833332233,1.1149634690963395,10.01513846888148,-6.275766949817241,-0.0005747058121057247,5.700415893987676,10.015138468881556,False,"H1,H2,DD",False,CAGR
U56,EWALL,GROSS_g0.50,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,0.5764036176090475,0.08875142030383998,1.1307431677654833,-0.1544332936087477,1.195916923369652,1.079327628132899,1.1432946151091719,0.092397454060406,-0.1544332936087477,0.5003175372296268,1.1155660330946087,7.068073736889547,-4.488238660374111,-0.0003992929613079177,4.043963303019527,7.06807373688958,False,"H1,H2,DD",False,CAGR
U56,EWALL,GROSS_g0.60,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,0.6778993923434782,0.10667486403799797,1.130909569857298,-0.18321455255124786,1.1964873268548841,1.0792122173661927,1.1431344866052369,0.11106644394719933,-0.1832145525512474,0.6003005379565632,1.1161675896577707,4.18994784263953,-2.6958942869583113,-0.0002328908694932963,2.4098255839195337,4.189947842639608,False,"H1,H2,DD",True,
U56,EWALL,GROSS_g0.75,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,0.8284430410038338,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1973396480385436,1.079017616524333,1.1428677810959933,0.13914868596156915,-0.2251140309776435,0.7502297498779416,1.1170682401459866,0.0,0.0,0.0,0.0,0.0,False,"H1,H2,DD",False,DD
U56,EWALL,GROSS_g0.90,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,0.9826063254097498,0.16065785006175437,1.1313554799557384,-0.2655141568393543,1.1981882850553793,1.0787978995671503,1.1425695956364026,0.1672982446457214,-0.2655141568393542,0.9001078520973668,1.1179671442320473,-4.040012586171116,2.7024043154173283,0.00021301922894712,-2.3607938982549426,-4.040012586171072,False,"H1,H2,DD",False,DD
U56,EWALL,VOLTGT_t0.08,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,2.10561511079109,0.09741383398664394,1.2203694932900324,-0.11671250583311354,1.2563246772565255,1.187274469020698,1.297068873890871,0.10417612945011823,-0.1167125058331131,0.6112127298998502,1.1269549158271275,10.84015251445296,-3.621997292093715,0.08922703256324116,4.2815875297877,10.840152514453038,False,H2,False,CAGR
U56,EWALL,VOLTGT_t0.10,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,1.6325880753981024,0.11084133122394024,1.2307894484283228,-0.13613579536304798,1.2845947373241238,1.1823245458044587,1.2758418937026468,0.11582885347172,-0.13613579536304798,0.668788749711357,1.1753870407150862,8.897823561459518,-2.2792475683640845,0.09964698770153158,2.8195183572681914,8.89782356145955,False,"H2,DD",True,
U56,EWALL,VOLTGT_t0.12,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,1.3869653435688423,0.11835440819968324,1.2161417488595674,-0.15631532622064093,1.2998250195895331,1.1421299285087054,1.2273604023917217,0.1208243936578417,-0.15631532622064004,0.7002424928787675,1.2021075160214734,6.879870475700223,-1.527939870789785,0.08499928813277613,2.2255065880034675,6.879870475700345,False,"H2,DD",True,
U56,EWALL,VOLTGT_t0.15,GLOBAL,0,22.511403097764315,16.815415653043008,5.695987444721307,0.6254279205548441,5.695987444721384,12.553620446261082,22.511403097764347,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1428677810959933,1.1431205862614817,0.12544139570317459,1.1945348068752133,-0.1593905817866187,1.268114254640105,1.1314608896941618,1.2075301883419474,0.12891987235977598,-0.15939058178661925,0.7250894878375184,1.1783314944688412,6.572344919102447,-0.8192411204406502,0.06339234614842204,1.3523408619733335,6.572344919102424,False,"H2,DD",True,
