panel,cadence,bps,L,band,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,dDD,dS,dC,dSo,dDDo,p4b,p4a
U56,M,0,5,0.0,0.1377008758917695,1.2337640922650248,-0.14206552781695037,1.382397157164472,1.1082530527707226,0.1376159739360543,1.1907421488386325,-0.14206552781695037,5.38027261416202,0.045464226382719075,0.009830300423736338,-0.008148336827161096,-0.016792780710139343,0.045464226382719075,True,False
U56,M,10,5,0.0,0.13160365544449726,1.1850080356311368,-0.14612133779463665,1.3311937509201368,1.061566779091251,0.13148848406823443,1.1434058201162594,-0.1461213377946371,5.38027261416202,0.04201285350602646,0.0022440142623154635,-0.00870924461757161,-0.024925600867063524,0.042012853506026016,True,False
U56,W,25,5,0.0,0.10177479686414959,0.953548564189251,-0.14405806719514225,1.0498606044676486,0.8703710697897256,0.10466725228485019,0.9518196439376668,-0.14405806719514092,9.743861318078977,0.03247675503641756,0.005247901679465872,-0.0022098506585421784,0.013756646324515232,0.03247675503641867,False,False
U56,W,50,5,0.0,0.07525647274169134,0.7268082874626416,-0.15635322602833357,0.8118189950848476,0.6530867742313212,0.078178009314543,0.7325350790438309,-0.1563532260283339,9.743861318078977,0.022534575375398602,0.019512555225154715,0.00029060516472645403,0.023441914003300868,0.02253457537539838,False,False
U56,W,0,5,0.02,0.13572297409986644,1.1983324511864626,-0.15903973489082557,1.3160932182407885,1.100131452631499,0.1392124842377196,1.1852359790772367,-0.15903973489082535,9.331738483071685,0.015138580136689228,0.009939849805815637,0.0019556244196872186,0.01902183932526147,0.01513858013668945,True,False
U56,W,10,5,0.02,0.1251820652433413,1.1148388424987339,-0.15980452202750006,1.2275738854295735,1.0206957907983538,0.1285907711038774,1.104382048001565,-0.15980452202750006,9.331738483071685,0.015316819393077052,0.02231949409669598,0.0034207109160619975,0.029282487734474394,0.01531681939307683,True,False
U56,W,25,5,0.02,0.10954894953595162,0.9892243543220146,-0.1609512732268472,1.0943654290116647,0.9012101927712582,0.11283849439581983,0.9827551295762729,-0.160951273226847,9.331738483071685,0.015583549004712594,0.040923691812229435,0.005564302013259859,0.04469213196312127,0.015583549004712594,True,False
U56,W,50,5,0.02,0.08396214986990946,0.7792095248622928,-0.16286137997219086,0.8715929983481623,0.70148759014836,0.08705844693461162,0.7794399798925399,-0.16286137997219075,9.331738483071685,0.016026421431541316,0.0719137926248059,0.00899628229294458,0.07034681485200989,0.016026421431541538,False,False
U56,W,0,5,0.03,0.13740546017945499,1.1900218248440828,-0.16693868064854067,1.3560345221734527,1.0540566357502714,0.13700785563708062,1.1408660805185844,-0.16693868064854034,9.281068297535004,0.007239634378974125,0.0016292234634358582,0.0036381104992757596,-0.025348059233390785,0.007239634378974458,True,False
U56,W,10,5,0.03,0.1269066985348537,1.1086571209270872,-0.1677254929919767,1.2694812997511815,0.9766752807954758,0.12639371857029325,1.0621189271199587,-0.1677254929919767,9.281068297535004,0.007395848428600416,0.016137772525049332,0.005145344207574398,-0.012980633147131826,0.0073958484286001935,True,False
U56,W,25,5,0.03,0.11133519545815473,0.986248059105437,-0.16890526400967143,1.1392381912275662,0.8602793826051054,0.1106530308186855,0.9436607477832838,-0.16890526400967132,9.281068297535004,0.007629558221888377,0.03794739659565183,0.00735054793546297,0.0055977501701321986,0.007629558221888266,True,False
U56,W,50,5,0.03,0.08584688956623143,0.7815768973440053,-0.17087035581540122,0.9214261107438434,0.665695230542735,0.0848928703779317,0.7456166631367971,-0.17087035581540122,9.281068297535004,0.008017445588330951,0.07428116510651839,0.010881021989266548,0.03652349809626709,0.008017445588331062,False,False
U56,M,0,7,0.0,0.14326087596149706,1.2322256393551227,-0.17101218550779884,1.3580687699371992,1.130969920406951,0.14879189519466762,1.2219042032357637,-0.17101218550779862,4.985023467695969,0.0165175686918706,0.008291847513834272,-0.002588336757433529,0.014369273686991813,0.01651756869187082,True,False
U56,M,10,7,0.0,0.1375828153845171,1.1888147969433314,-0.17162709552074085,1.3111642479056738,1.09037582934682,0.14311654664872653,1.1806288782306555,-0.17162709552074085,4.985023467695969,0.016507095779922265,0.006050775574510059,-0.0027300846775517584,0.012297457247332666,0.016507095779922265,True,False
