panel,gate,con,hnd,pick_cad,pick_gross,isSharpe,oCAGR,oSharpe,oMaxDD,base_oCAGR,base_oSharpe,base_oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,oos4a,oos4b_fail,oos4b
B136,BAND3,DEGROSS,DRIFT,W,1.0,1.0942709128418082,0.10658566256677093,1.1194065606664827,-0.1607636272862938,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,CAGR,False
B136,BAND3,DEGROSS,RTT,W,1.0,1.092535757891544,0.10654240830741757,1.1155444577816602,-0.16208914721639234,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,CAGR,False
B136,BAND3,RESPREAD,DRIFT,Q,1.0,1.1764912452298522,0.16978919118028823,1.059664765109754,-0.31868068452813514,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,DD,False
B136,BAND3,RESPREAD,RTT,Q,1.0,1.1695767245817787,0.16396490255327123,1.023065783853087,-0.3218736810784817,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,DD,False
B136,MA200,DEGROSS,DRIFT,M,1.0,1.1165708984226639,0.11135899707248353,1.1555897565341218,-0.16107741737241343,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,-,True
B136,MA200,DEGROSS,RTT,M,1.0,1.1125959525268045,0.11157002713285391,1.1465312343911989,-0.16108955465066954,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,-,True
B136,MA200,RESPREAD,DRIFT,Q,0.75,1.152177530936873,0.12562342653530267,1.0524631977026615,-0.24426103458030657,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,DD,False
B136,MA200,RESPREAD,RTT,Q,1.0,1.1455706899770064,0.16079277845810336,1.0041774715842036,-0.3249308815804288,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,DD,False
SMALL439,BAND3,DEGROSS,DRIFT,M,1.0,0.7405342097638972,0.0574930927371089,0.6209416219434496,-0.21877276531122924,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,BAND3,DEGROSS,RTT,M,1.0,0.7760881613595217,0.0586304594097804,0.6254155306419733,-0.23102393126816168,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,BAND3,RESPREAD,DRIFT,M,1.0,0.6567839771023106,0.12587163389511247,0.66037151248174,-0.49147536785759605,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD",False
SMALL439,BAND3,RESPREAD,RTT,M,1.0,0.6904197645787972,0.12758905392333242,0.6633491685815099,-0.49897613261703044,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD",False
SMALL439,MA200,DEGROSS,DRIFT,M,1.0,0.7200479487273873,0.05404801564748141,0.5897828448075411,-0.2162648342814366,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,MA200,DEGROSS,RTT,M,1.0,0.7553110503631609,0.05534734952956755,0.5972458165772048,-0.22827217754710583,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,MA200,RESPREAD,DRIFT,M,1.0,0.6403049779237411,0.11852671338406329,0.6304782536569785,-0.5021271609327668,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD",False
SMALL439,MA200,RESPREAD,RTT,M,1.0,0.6743246183838133,0.12032136075917643,0.6337673210022589,-0.5107232521517202,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD",False
U56,BAND3,DEGROSS,DRIFT,M,1.0,1.1143541884020463,0.12850778260900642,1.2316852222141772,-0.1855549063124261,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,-,True
U56,BAND3,DEGROSS,RTT,W,1.0,1.1045601075833964,0.12727689844391255,1.2826950123417356,-0.15833605014505958,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,-,True
U56,BAND3,RESPREAD,DRIFT,Q,1.0,1.1585041745433666,0.16945672059796268,1.0737065762587614,-0.2838012236518558,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,DD,False
U56,BAND3,RESPREAD,RTT,Q,1.0,1.1401598974996061,0.16154726031504651,1.0258811847254001,-0.28547731870780857,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,DD,False
U56,MA200,DEGROSS,DRIFT,M,1.0,1.1388630477218966,0.126749868220289,1.2736567889108326,-0.15543752949050826,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,-,True
U56,MA200,DEGROSS,RTT,M,1.0,1.1277889775071572,0.1263146905872996,1.2615661211709814,-0.15441979476546042,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,-,True
U56,MA200,RESPREAD,DRIFT,Q,1.0,1.2152986155028274,0.16381067641413827,1.0403920371770208,-0.28978695711495994,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,DD,False
U56,MA200,RESPREAD,RTT,Q,1.0,1.1958128805838348,0.15489317573331096,0.9848286597296114,-0.29298289858291515,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,DD,False
