k,q,H1,H2,OOS,DDcap,CAGRfloor,joint4b,pass4a,CAGR,Sharpe,MaxDD,OOS_Sharpe
20,0.0,1.0,0.5,0.5,0.16666666666666666,1.0,0.16666666666666666,0.0,0.11869735734822225,1.0072596057623135,-0.25472459942646924,0.9079210742085908
20,0.25,0.75,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.0,0.10687966211367025,0.8584903810696792,-0.2583720391931371,0.840351252687546
20,0.5,0.5,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0815211264885366,0.6709998557683265,-0.2593326515271214,0.6752011353999303
20,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0617581474722972,0.5031926455674536,-0.3680992851321647,0.43866009328727007
20,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.029678298925223848,0.25001144064681113,-0.43812255724520877,0.24779621443903038
40,0.0,1.0,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.9166666666666666,0.4166666666666667,0.0,0.1178860975568444,1.0036557468011675,-0.23133294782693395,1.0370999330816268
40,0.25,1.0,0.5,0.5833333333333334,0.25,0.8333333333333334,0.16666666666666666,0.0,0.10671427628412461,0.9279548466424175,-0.23936564346054096,0.9348314637942052
40,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.0,0.0931373185771,0.7944302841343371,-0.24723330798043142,0.7357653022446353
40,0.75,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.061344440344627146,0.5202552035650831,-0.26702448943608964,0.47646966148849157
40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02675498176753505,0.2390339389248203,-0.4302875372366908,0.2506882490671781
80,0.0,1.0,0.8333333333333334,0.9166666666666666,0.0,1.0,0.0,0.0,0.121023395894397,1.0261850610347487,-0.2627465123493557,1.0039588511593323
80,0.25,1.0,0.25,0.4166666666666667,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,0.1058466256708865,0.9186048641236413,-0.26949649943417253,0.8662832508758813
80,0.5,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,0.0,0.09457929696988704,0.7896170822491021,-0.25463247770553654,0.7665447717846383
80,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06811945120799985,0.5798457709752166,-0.29687972746332747,0.5257581451115892
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503569761940315,0.37322705801450784,-0.4006707733588536,0.3241606877348314
100,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1202477445185166,1.0317983457464022,-0.26093277269291476,1.0100249608246097
100,0.25,1.0,0.08333333333333333,0.3333333333333333,0.0,0.9166666666666666,0.0,0.0,0.1048787519760547,0.911312093833424,-0.2743743496242916,0.8666044259886405
100,0.5,0.75,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08955680503807956,0.7614376222468425,-0.2658133905756268,0.7092445569510043
100,0.75,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0655366287681894,0.5718154530267445,-0.3044449437322537,0.5094016661626926
100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411103903563673,0.359122419988381,-0.3890829145916471,0.22944095528716718
