panel,delay,cost,RANK,RAND_med,RAND_sd,diff,pctile,z
U56,t+1,0.0,1.1732443577745864,1.058092856519929,0.054030290545381825,0.11515150125465734,1.0,2.0524206131519347
U56,t+1,10.0,1.1517373610135737,1.027322396543224,0.05398095499655074,0.12441496447034961,1.0,2.2319049856358593
U56,t+1,25.0,1.119429022969265,0.9811027139759213,0.053910680761630164,0.13832630899334364,1.0,2.501944153818593
U56,t+1,50.0,1.0654674226698937,0.9039330074892178,0.05380403337793201,0.1615344151806759,1.0,2.9535726867859418
U56,t+2,0.0,1.150505629494545,1.0697729225001305,0.0572960515897165,0.0807327069944146,0.9166666666666666,1.627318312983185
U56,t+2,10.0,1.129356402311172,1.0390287985539413,0.05731303065116427,0.0903276037572307,1.0,1.7926019925364534
U56,t+2,25.0,1.0975767510445127,0.9928251065463317,0.057342016596542145,0.10475164449818097,1.0,2.040746521156467
U56,t+2,50.0,1.044474442200667,0.9156202895966277,0.05739944150004416,0.12885415260403943,1.0,2.4544011317708145
B135,t+1,0.0,1.092067823429511,1.0884136765932717,0.06221734675937747,0.0036541468362392138,0.5,-0.00010935301795407285
B135,t+1,10.0,1.0703107687335567,1.0567136515414286,0.061813530239629086,0.013597117192128083,0.5833333333333334,0.15208836557371644
B135,t+1,25.0,1.037551293144669,1.009558290620451,0.06120776149987294,0.027993002524218102,0.75,0.3834813099058838
B135,t+1,50.0,0.9826570968780171,0.9321412547816321,0.06020051314049105,0.05051584209638493,0.8333333333333334,0.7775616669898515
B135,t+2,0.0,1.0490501777985541,1.0626805599527114,0.06676282450515687,-0.013630382154157239,0.4166666666666667,-0.2620324007903577
B135,t+2,10.0,1.0275771223731858,1.0314840517288952,0.06631371213218534,-0.003906929355709465,0.4166666666666667,-0.12297769446330686
B135,t+2,25.0,0.9952544544503108,0.9846046512246978,0.06564104650315075,0.010649803225613041,0.5833333333333334,0.0886581666609905
B135,t+2,50.0,0.9411155999193722,0.9062869155754456,0.06452486943195303,0.03482868434392661,0.8333333333333334,0.4496892950668702
SMALL663,t+1,0.0,0.529695727993348,0.5644736702004521,0.10895451669529166,-0.03477794220710417,0.3333333333333333,-0.6856507229244164
SMALL663,t+1,10.0,0.5066223738906394,0.5385234372720566,0.10842398985921431,-0.031901063381417294,0.3333333333333333,-0.6559857745292729
SMALL663,t+1,25.0,0.4719521616895628,0.4994539990962125,0.10758548358428278,-0.027501837406649743,0.3333333333333333,-0.6101631509003779
SMALL663,t+1,50.0,0.4140688880760761,0.4340630964887861,0.1060828463806329,-0.01999420841270999,0.3333333333333333,-0.5305109478655844
SMALL663,t+2,0.0,0.5469540506929601,0.5627268041446118,0.09871542646734921,-0.015772753451651744,0.4166666666666667,-0.46654257440816493
SMALL663,t+2,10.0,0.523706345308876,0.536374549470021,0.09809706838622778,-0.012668204161144891,0.4166666666666667,-0.4346692588432613
SMALL663,t+2,25.0,0.4887763440654968,0.496713689857325,0.09713557745038409,-0.007937345791828199,0.5,-0.3852785050446012
SMALL663,t+2,50.0,0.430465302489857,0.4303734799586229,0.09545224066841096,9.182253123407591e-05,0.5,-0.29902249075900417
