panel,band,c,G,dd_book,dd_degross,dd_unit,GROSS,SELECTION,total
U56,NOGATE,-1.0,0.2,-0.06398020629127732,-0.06398020629127732,-0.2917898169192258,0.22780961062794847,0.0,0.22780961062794847
U56,NOGATE,-1.0,0.4,-0.12506915319802792,-0.12506915319802792,-0.2917898169192258,0.16672066372119787,0.0,0.16672066372119787
U56,NOGATE,-1.0,0.6,-0.18334737890709907,-0.18334737890709907,-0.2917898169192258,0.10844243801212672,0.0,0.10844243801212672
U56,NOGATE,-1.0,0.8,-0.2388934057647808,-0.2388934057647808,-0.2917898169192258,0.05289641115444499,0.0,0.05289641115444499
U56,NOGATE,-1.0,1.0,-0.2917898169192258,-0.2917898169192258,-0.2917898169192258,0.0,0.0,0.0
U56,BAND000,0.0,0.2,-0.032813089623859315,-0.0482593447234968,-0.2917898169192258,0.243530472195729,0.015446255099637485,0.25897672729536647
U56,BAND000,0.0,0.4,-0.06505640007460356,-0.09488105151972326,-0.2917898169192258,0.19690876539950253,0.0298246514451197,0.22673341684462223
U56,BAND000,0.0,0.6,-0.09673197801206423,-0.13989917334387858,-0.2917898169192258,0.1518906435753472,0.043167195331814345,0.19505783890716155
U56,BAND000,0.0,0.8,-0.1278411644305214,-0.16903710463082744,-0.2917898169192258,0.12275271228839835,0.041195940200306036,0.16394865248870438
U56,BAND000,0.0,1.0,-0.15838559366707283,-0.21145692048177123,-0.2917898169192258,0.08033289643745456,0.053071326814698394,0.13340422325215295
U56,BAND003,0.03,0.2,-0.032857857208547725,-0.0482593447234968,-0.2917898169192258,0.243530472195729,0.015401487514949075,0.25893195971067806
U56,BAND003,0.03,0.4,-0.06519915623635864,-0.09488105151972326,-0.2917898169192258,0.19690876539950253,0.029681895283364623,0.22659066068286715
U56,BAND003,0.03,0.6,-0.09702273064446909,-0.13989917334387858,-0.2917898169192258,0.1518906435753472,0.04287644269940949,0.1947670862747567
U56,BAND003,0.03,0.8,-0.12832685764175056,-0.16903710463082744,-0.2917898169192258,0.12275271228839835,0.04071024698907688,0.16346295927747523
U56,BAND003,0.03,1.0,-0.1591100739598582,-0.21145692048177123,-0.2917898169192258,0.08033289643745456,0.052346846521913015,0.13267974295936757
U56,BAND010,0.1,0.2,-0.03366717484848114,-0.0482593447234968,-0.2917898169192258,0.243530472195729,0.01459216987501566,0.25812264207074465
U56,BAND010,0.1,0.4,-0.06679714190166908,-0.09488105151972326,-0.2917898169192258,0.19690876539950253,0.02808390961805418,0.2249926750175567
U56,BAND010,0.1,0.6,-0.09938904988705977,-0.12506915319802792,-0.2917898169192258,0.16672066372119787,0.02568010331096815,0.19240076703216602
U56,BAND010,0.1,0.8,-0.1314415738727296,-0.16903710463082744,-0.2917898169192258,0.12275271228839835,0.03759553075809785,0.1603482430464962
U56,BAND010,0.1,1.0,-0.16295337966879686,-0.21145692048177123,-0.2917898169192258,0.08033289643745456,0.048503540812974366,0.12883643725042893
B136,NOGATE,-1.0,0.2,-0.07275551738878427,-0.07275551738878427,-0.3272153855796247,0.25445986819084043,0.0,0.25445986819084043
B136,NOGATE,-1.0,0.4,-0.1417300879755854,-0.1417300879755854,-0.3272153855796247,0.1854852976040393,0.0,0.1854852976040393
B136,NOGATE,-1.0,0.6,-0.2070479200043085,-0.2070479200043085,-0.3272153855796247,0.12016746557531621,0.0,0.12016746557531621
B136,NOGATE,-1.0,0.8,-0.26883332309471086,-0.26883332309471086,-0.3272153855796247,0.058382062484913844,0.0,0.058382062484913844
B136,NOGATE,-1.0,1.0,-0.3272153855796247,-0.3272153855796247,-0.3272153855796247,0.0,0.0,0.0
B136,BAND000,0.0,0.2,-0.03448963236687541,-0.05492590493069094,-0.3272153855796247,0.27228948064893377,0.020436272563815527,0.2927257532127493
B136,BAND000,0.0,0.4,-0.06836414203906227,-0.10770769328065344,-0.3272153855796247,0.21950769229897127,0.03934355124159117,0.25885124354056244
B136,BAND000,0.0,0.6,-0.10162462945272821,-0.15839756892607315,-0.3272153855796247,0.16881781665355156,0.05677293947334494,0.2255907561268965
B136,BAND000,0.0,0.8,-0.13427225812442078,-0.19105451845495025,-0.3272153855796247,0.13616086712467446,0.056782260330529466,0.19294312745520392
B136,BAND000,0.0,1.0,-0.16630880562889705,-0.23837425661786804,-0.3272153855796247,0.08884112896175667,0.07206545098897099,0.16090657995072766
B136,BAND003,0.03,0.2,-0.033357966892967106,-0.05492590493069094,-0.3272153855796247,0.27228948064893377,0.021567938037723833,0.2938574186866576
B136,BAND003,0.03,0.4,-0.06619713373302027,-0.10770769328065344,-0.3272153855796247,0.21950769229897127,0.04151055954763316,0.26101825184660443
B136,BAND003,0.03,0.6,-0.09851520172922434,-0.15839756892607315,-0.3272153855796247,0.16881781665355156,0.05988236719684881,0.22870018385040036
B136,BAND003,0.03,0.8,-0.13031028858998606,-0.19105451845495025,-0.3272153855796247,0.13616086712467446,0.060744229864964194,0.19690509698963865
B136,BAND003,0.03,1.0,-0.16158091944280473,-0.23837425661786804,-0.3272153855796247,0.08884112896175667,0.07679333717506331,0.16563446613681998
B136,BAND010,0.1,0.2,-0.03993488734741135,-0.05492590493069094,-0.3272153855796247,0.27228948064893377,0.014991017583279587,0.28728049823221335
B136,BAND010,0.1,0.4,-0.0791002490164131,-0.10770769328065344,-0.3272153855796247,0.21950769229897127,0.028607444264240334,0.2481151365632116
B136,BAND010,0.1,0.6,-0.11749418915263599,-0.15839756892607315,-0.3272153855796247,0.16881781665355156,0.040903379773437165,0.20972119642698872
B136,BAND010,0.1,0.8,-0.15511520455271732,-0.19105451845495025,-0.3272153855796247,0.13616086712467446,0.03593931390223293,0.17210018102690738
B136,BAND010,0.1,1.0,-0.19196215352765666,-0.23837425661786804,-0.3272153855796247,0.08884112896175667,0.046412103090211376,0.13525323205196804
SMALL,NOGATE,-1.0,0.2,-0.1040341028198356,-0.1040341028198356,-0.44381431847238595,0.33978021565255034,0.0,0.33978021565255034
SMALL,NOGATE,-1.0,0.4,-0.20001760951229963,-0.20001760951229963,-0.44381431847238595,0.24379670896008632,0.0,0.24379670896008632
SMALL,NOGATE,-1.0,0.6,-0.2883709207493069,-0.2883709207493069,-0.44381431847238595,0.15544339772307902,0.0,0.15544339772307902
SMALL,NOGATE,-1.0,0.8,-0.3695038914856592,-0.3695038914856592,-0.44381431847238595,0.07431042698672674,0.0,0.07431042698672674
SMALL,NOGATE,-1.0,1.0,-0.44381431847238595,-0.44381431847238595,-0.44381431847238595,0.0,0.0,0.0
SMALL,BAND000,0.0,0.2,-0.038279227130306515,-0.05305012014343946,-0.44381431847238595,0.3907641983289465,0.014770893013132946,0.40553509134207943
SMALL,BAND000,0.0,0.4,-0.07542760415432515,-0.1040341028198356,-0.44381431847238595,0.33978021565255034,0.02860649866551046,0.3683867143180608
SMALL,BAND000,0.0,0.6,-0.11146767366130206,-0.17675331349619094,-0.44381431847238595,0.267061004976195,0.06528563983488889,0.3323466448110839
SMALL,BAND000,0.0,0.8,-0.1464216913701729,-0.2228050920217448,-0.44381431847238595,0.22100922645064114,0.0763834006515719,0.29739262710221304
SMALL,BAND000,0.0,1.0,-0.18031200902120803,-0.2669752963772726,-0.44381431847238595,0.17683902209511337,0.08666328735606454,0.2635023094511779
SMALL,BAND003,0.03,0.2,-0.039351668969160536,-0.05305012014343946,-0.44381431847238595,0.3907641983289465,0.013698451174278925,0.4044626495032254
SMALL,BAND003,0.03,0.4,-0.07753001908467205,-0.1040341028198356,-0.44381431847238595,0.33978021565255034,0.026504083735163553,0.3662842993877139
SMALL,BAND003,0.03,0.6,-0.11455754054229672,-0.17675331349619094,-0.44381431847238595,0.267061004976195,0.062195772953894224,0.32925677793008923
SMALL,BAND003,0.03,0.8,-0.15045651816258,-0.2228050920217448,-0.44381431847238595,0.22100922645064114,0.07234857385916482,0.29335780030980596
SMALL,BAND003,0.03,1.0,-0.1852492818675493,-0.2669752963772726,-0.44381431847238595,0.17683902209511337,0.08172601450972328,0.25856503660483665
SMALL,BAND010,0.1,0.2,-0.04337215536095296,-0.05305012014343946,-0.44381431847238595,0.3907641983289465,0.009677964782486503,0.400442163111433
SMALL,BAND010,0.1,0.4,-0.08538383659931448,-0.12876812219691114,-0.44381431847238595,0.3150461962754748,0.04338428559759666,0.35843048187307147
SMALL,BAND010,0.1,0.6,-0.12605965633892635,-0.17675331349619094,-0.44381431847238595,0.267061004976195,0.05069365715726459,0.3177546621334596
SMALL,BAND010,0.1,0.8,-0.1654241181080045,-0.2228050920217448,-0.44381431847238595,0.22100922645064114,0.05738097391374031,0.27839020036438145
SMALL,BAND010,0.1,1.0,-0.2035019942803975,-0.2669752963772726,-0.44381431847238595,0.17683902209511337,0.06347330209687507,0.24031232419198845
