panel,book,sleeve,cost,credit,treat,pick_f,pick_g,IS_m_min,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,OOS_pass,beats_v2,beats_spy
broad,EWall,S3,10.0,150.0,C2,0.25,0.75,0.021026542835399537,0.12040663178612454,1.0784461065313191,-0.18475873359184025,0.08749388816130033,1.0067966181183752,-0.12199962783203167,0.1545044425578177,0.7994677909156342,-0.3371595330739301,True,True,True
broad,EWall,S3,10.0,300.0,C1,0.25,0.75,0.02129832827056624,0.12460869455203993,1.2741516498906882,-0.18446737528090185,0.09520935448414036,1.318067272382361,-0.12159109473374863,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,True
broad,EWall,S3,10.0,300.0,C2,0.25,0.75,0.02129832827056624,0.12460869455203993,0.9609857026411351,-0.18446737528090185,0.09520935448414036,0.8950771945747473,-0.12159109473374863,0.1545044425578177,0.7169116582340366,-0.3371595330739301,True,True,True
broad,EWall,S3,25.0,0.0,C0,0.25,0.75,0.01412967098737139,0.11258877606797335,1.1616109568989286,-0.1856547878449123,0.07643420182382088,1.0740236940215835,-0.12284879701088969,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S3,25.0,150.0,C1,0.25,0.75,0.0183249222975993,0.11676114022631667,1.2007205219221853,-0.1853638136279704,0.0840713581588346,1.173797673537432,-0.12244064060507842,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S3,25.0,150.0,C2,0.25,0.75,0.0183249222975993,0.11676114022631667,1.044180403133746,-0.1853638136279704,0.0840713581588346,0.9623214249212243,-0.12244064060507842,0.1545044425578177,0.7994677909156342,-0.3371595330739301,True,True,True
broad,EWall,S3,25.0,300.0,C1,0.25,0.75,0.020992703017888387,0.12094979882529788,1.2398389102644696,-0.18507268987049197,0.09176327478247948,1.2735918938251738,-0.12203226194356331,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,True
broad,EWall,S3,25.0,300.0,C2,0.25,0.75,0.020992703017888387,0.12094979882529788,0.9267498114548403,-0.18507268987049197,0.09176327478247948,0.8506108533951253,-0.12203226194356331,0.1545044425578177,0.7169116582340366,-0.3371595330739301,True,True,True
broad,EWall,S4,10.0,0.0,C0,0.25,0.75,0.01553185861520981,0.1189130549512738,1.192844717076999,-0.19361486431056274,0.07983337481604247,1.118508279568834,-0.12240793860207966,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S4,10.0,150.0,C1,0.25,0.75,0.015802284429607544,0.12310869935040425,1.2309799445823728,-0.19332613818260125,0.08749388816130033,1.2182776684031593,-0.12199962783203167,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S4,10.0,150.0,C2,0.25,0.75,0.015802284429607544,0.12310869935040425,1.078333083506798,-0.19332613818260125,0.08749388816130033,1.0067966181183752,-0.12199962783203167,0.1545044425578177,0.7994677909156342,-0.3371595330739301,True,True,True
broad,EWall,S4,10.0,300.0,C1,0.25,0.75,0.016072831852063013,0.1273207345807288,1.269123834686175,-0.19303726375430608,0.09520935448414036,1.318067272382361,-0.12159109473374863,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,True
broad,EWall,S4,10.0,300.0,C2,0.25,0.75,0.016072831852063013,0.1273207345807288,0.9638214945753001,-0.19303726375430608,0.09520935448414036,0.8950771945747473,-0.12159109473374863,0.1545044425578177,0.7169116582340366,-0.3371595330739301,True,True,True
broad,EWall,S4,25.0,0.0,C0,0.25,0.75,0.013935107231219601,0.11523361614991434,1.1591007506339666,-0.1942085649386115,0.07643420182382088,1.0740236940215835,-0.12284879701088969,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S4,25.0,150.0,C1,0.25,0.75,0.015506265370670375,0.11941576873362902,1.1972296073580166,-0.1939201070884925,0.0840713581588346,1.173797673537432,-0.12244064060507842,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S4,25.0,150.0,C2,0.25,0.75,0.015506265370670375,0.11941576873362902,1.044613315022606,-0.1939201070884925,0.0840713581588346,0.9623214249212243,-0.12244064060507842,0.1545044425578177,0.7994677909156342,-0.3371595330739301,True,True,True
broad,EWall,S4,25.0,300.0,C1,0.25,0.75,0.015776725280637477,0.12361425435297191,1.2353670624967825,-0.1936315014687443,0.09176327478247948,1.2735918938251738,-0.12203226194356331,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,True
broad,EWall,S4,25.0,300.0,C2,0.25,0.75,0.015776725280637477,0.12361425435297191,0.9301258804177414,-0.1936315014687443,0.09176327478247948,0.8506108533951253,-0.12203226194356331,0.1545044425578177,0.7169116582340366,-0.3371595330739301,True,True,True
broad,TOP20,S3,10.0,0.0,C0,0.25,0.85,0.029147908358736624,0.14026734627628357,0.9755162309704409,-0.21216944919425984,0.07983337481604247,1.118508279568834,-0.12240793860207966,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,True
broad,TOP20,S3,10.0,150.0,C1,0.25,0.85,0.02954460085045965,0.14282994033219598,0.9909683715354478,-0.21199934974709544,0.08749388816130033,1.2182776684031593,-0.12199962783203167,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,True
broad,TOP20,S3,10.0,150.0,C2,0.25,0.85,0.02954460085045965,0.14282994033219598,0.8878594211644585,-0.21199934974709544,0.08749388816130033,1.0067966181183752,-0.12199962783203167,0.1545044425578177,0.7994677909156342,-0.3371595330739301,False,False,True
broad,TOP20,S3,10.0,300.0,C1,0.25,0.85,0.02994154375152072,0.145398769411478,1.0064240246399994,-0.21182918180691057,0.09520935448414036,1.318067272382361,-0.12159109473374863,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,True
broad,TOP20,S3,10.0,300.0,C2,0.25,0.85,0.02994154375152072,0.145398769411478,0.8002026883764916,-0.21182918180691057,0.09520935448414036,0.8950771945747473,-0.12159109473374863,0.1545044425578177,0.7169116582340366,-0.3371595330739301,False,False,True
broad,TOP20,S3,25.0,0.0,C0,0.25,0.9,0.018242752050620564,0.12372180218651718,0.8344353676221086,-0.2256360368411322,0.07643420182382088,1.0740236940215835,-0.12284879701088969,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False
broad,TOP20,S3,25.0,150.0,C1,0.25,0.9,0.018868081429040423,0.12540516988448402,0.8441602255158422,-0.22552420876685708,0.0840713581588346,1.173797673537432,-0.12244064060507842,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False
broad,TOP20,S3,25.0,150.0,C2,0.25,0.9,0.003434315450719927,0.12540516988448402,0.7468270223971628,-0.22552420876685708,0.0840713581588346,0.9623214249212243,-0.12244064060507842,0.1545044425578177,0.7994677909156342,-0.3371595330739301,False,False,False
broad,TOP20,S3,25.0,300.0,C1,0.25,0.9,0.019493975099299427,0.12709139434709416,0.8538872877735978,-0.2254123419541496,0.09176327478247948,1.2735918938251738,-0.12203226194356331,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False
broad,TOP20,S3,25.0,300.0,C2,0.25,0.9,-0.020428121004350874,0.12709139434709416,0.6592187202720182,-0.2254123419541496,0.09176327478247948,0.8506108533951253,-0.12203226194356331,0.1545044425578177,0.7169116582340366,-0.3371595330739301,False,False,False
broad,TOP20,S4,10.0,0.0,C0,0.25,0.85,0.022117169742075365,0.14313303684216683,0.9830532619000002,-0.22137383875238825,0.07983337481604247,1.118508279568834,-0.12240793860207966,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,True
broad,TOP20,S4,10.0,150.0,C1,0.25,0.75,0.024227516661947335,0.13061280163461397,1.011114968982931,-0.19698713792279865,0.08749388816130033,1.2182776684031593,-0.12199962783203167,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,True
broad,TOP20,S4,10.0,150.0,C2,0.25,0.75,0.024227516661947335,0.13061280163461397,0.8955509200013935,-0.19698713792279865,0.08749388816130033,1.0067966181183752,-0.12199962783203167,0.1545044425578177,0.7994677909156342,-0.3371595330739301,True,False,True
broad,TOP20,S4,10.0,300.0,C1,0.25,0.75,0.028460982873164675,0.1348522852079903,1.0399882719560256,-0.19669930181148598,0.09520935448414036,1.318067272382361,-0.12159109473374863,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,True
broad,TOP20,S4,10.0,300.0,C2,0.25,0.75,0.028460982873164675,0.1348522852079903,0.8088537763786009,-0.19669930181148598,0.09520935448414036,0.8950771945747473,-0.12159109473374863,0.1545044425578177,0.7169116582340366,-0.3371595330739301,True,False,True
broad,TOP20,S4,25.0,0.0,C0,0.25,0.9,-0.003135954463747037,0.12661356072053498,0.8431050748395058,-0.2353168743343511,0.07643420182382088,1.0740236940215835,-0.12284879701088969,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False
broad,TOP20,S4,25.0,150.0,C1,0.25,0.85,0.012983364889419757,0.12231522306264586,0.8579291868736433,-0.22319781143446227,0.0840713581588346,1.173797673537432,-0.12244064060507842,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False
broad,TOP20,S4,25.0,150.0,C2,0.25,0.9,-0.024292816275812812,0.1283011933490088,0.7565076279641236,-0.23520619195847303,0.0840713581588346,0.9623214249212243,-0.12244064060507842,0.1545044425578177,0.7994677909156342,-0.3371595330739301,False,False,False
broad,TOP20,S4,25.0,300.0,C1,0.25,0.85,0.018380152196440958,0.12483866822721978,0.8732038180242465,-0.22302967047440758,0.09176327478247948,1.2735918938251738,-0.12203226194356331,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False
broad,TOP20,S4,25.0,300.0,C2,0.25,0.9,-0.04544952601774632,0.1299916922388482,0.6699102391266136,-0.23509547121289798,0.09176327478247948,0.8506108533951253,-0.12203226194356331,0.1545044425578177,0.7169116582340366,-0.3371595330739301,False,False,False
