panel,book,sleeve,cost,credit,treat,pick_f,pick_g,IS_m_min,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,OOS_pass,beats_v2,beats_spy
u56,EWall,S3,10.0,0.0,C0,0.25,0.9,0.024698548978306284,0.1378821227090017,1.215750187794268,-0.19765784062731107,0.09481988847882805,1.2788365375971453,-0.12054946142590706,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S3,10.0,150.0,C1,0.25,0.9,0.024807514109292633,0.1395864040375867,1.2292058918890814,-0.19755779274641838,0.10244623895258642,1.374151266422197,-0.12016946725418831,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S3,10.0,150.0,C2,0.25,0.9,0.024807514109292633,0.1395864040375867,1.0945381606451787,-0.19755779274641838,0.10244623895258642,1.1684707953045652,-0.12016946725418831,0.15315660628921846,0.7931999050183669,-0.33717235283398284,True,False,True
u56,EWall,S3,10.0,300.0,C1,0.25,0.9,0.024916512848829703,0.14129357776783302,1.242664656222314,-0.19745771307421622,0.11012631400445683,1.469485699244456,-0.11978927670920814,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S3,10.0,300.0,C2,0.25,0.9,0.024916512848829703,0.14129357776783302,0.9733261551218957,-0.19745771307421622,0.11012631400445683,1.0580938540093883,-0.11978927670920814,0.15315660628921846,0.7106214299077631,-0.33717235283398284,True,False,True
u56,EWall,S3,25.0,0.0,C0,0.25,0.9,0.02110093947876579,0.1335300633597547,1.1811257679758882,-0.19821405559884964,0.09188615777181997,1.241979894711014,-0.12092634875468722,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S3,25.0,150.0,C1,0.25,0.9,0.022787453788974954,0.13522791451695615,1.1945789788416845,-0.19811408003874087,0.09949268666700095,1.337295134787112,-0.12054650986517634,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S3,25.0,150.0,C2,0.25,0.9,0.022787453788974954,0.13522791451695615,1.059937198723767,-0.19811408003874087,0.09949268666700095,1.1316240528315737,-0.12054650986517634,0.15315660628921846,0.7931999050183669,-0.33717235283398284,True,False,True
u56,EWall,S3,25.0,300.0,C1,0.25,0.9,0.02447683145098778,0.1369286443377269,1.2080352250635344,-0.19801407306683005,0.10715276879854807,1.4326299455400118,-0.1201664793377929,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S3,25.0,300.0,C2,0.25,0.9,0.02447683145098778,0.1369286443377269,0.9387486282810973,-0.19801407306683005,0.10715276879854807,1.0212564900551313,-0.1201664793377929,0.15315660628921846,0.7106214299077631,-0.33717235283398284,True,False,True
u56,EWall,S4,10.0,0.0,C0,0.25,0.9,0.01946954135210091,0.1414207343231999,1.2161168650984988,-0.20469267555662074,0.09481988847882805,1.2788365375971453,-0.12054946142590706,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,EWall,S4,10.0,150.0,C1,0.25,0.85,0.020593223898587976,0.1359751081240812,1.2370810758997326,-0.1939696987999706,0.10244623895258642,1.374151266422197,-0.12016946725418831,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S4,10.0,150.0,C2,0.25,0.85,0.020593223898587976,0.1359751081240812,1.0979211332073677,-0.1939696987999706,0.10244623895258642,1.1684707953045652,-0.12016946725418831,0.15315660628921846,0.7931999050183669,-0.33717235283398284,True,False,True
u56,EWall,S4,10.0,300.0,C1,0.25,0.85,0.023123437713243655,0.1385288539188887,1.2579432405105735,-0.19381906710765873,0.11012631400445683,1.469485699244456,-0.11978927670920814,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,EWall,S4,10.0,300.0,C2,0.25,0.85,0.023123437713243655,0.1385288539188887,0.9796186628148799,-0.19381906710765873,0.11012631400445683,1.0580938540093883,-0.11978927670920814,0.15315660628921846,0.7106214299077631,-0.33717235283398284,True,False,True
u56,EWall,S4,25.0,0.0,C0,0.25,0.9,0.01913658585639036,0.13702269175115855,1.1821132071230713,-0.20523566362971124,0.09188615777181997,1.241979894711014,-0.12092634875468722,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,EWall,S4,25.0,150.0,C1,0.25,0.9,0.019245017193492392,0.13872571704924908,1.19523917946267,-0.20513640457920101,0.09949268666700095,1.337295134787112,-0.12054650986517634,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,EWall,S4,25.0,150.0,C2,0.25,0.9,0.019245017193492392,0.13872571704924908,1.0638716492369706,-0.20513640457920101,0.09949268666700095,1.1316240528315737,-0.12054650986517634,0.15315660628921846,0.7931999050183669,-0.33717235283398284,False,False,True
u56,EWall,S4,25.0,300.0,C1,0.25,0.9,0.019353481987996163,0.14043162846382118,1.2083681031655096,-0.20503711446953699,0.10715276879854807,1.4326299455400118,-0.1201664793377929,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,EWall,S4,25.0,300.0,C2,0.25,0.9,0.019353481987996163,0.14043162846382118,0.9456300935693359,-0.20503711446953699,0.10715276879854807,1.0212564900551313,-0.1201664793377929,0.15315660628921846,0.7106214299077631,-0.33717235283398284,False,False,True
u56,TOP20,S3,10.0,0.0,C0,0.25,0.85,0.03167339673456085,0.15368556020258284,1.2000459349430672,-0.19199206577030337,0.09481988847882805,1.2788365375971453,-0.12054946142590706,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S3,10.0,150.0,C1,0.25,0.85,0.03205508464799092,0.15627768931820274,1.2179175763192085,-0.19184104801601476,0.10244623895258642,1.374151266422197,-0.12016946725418831,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S3,10.0,150.0,C2,0.25,0.85,0.03205508464799092,0.15627768931820274,1.098657069034658,-0.19184104801601476,0.10244623895258642,1.1684707953045652,-0.12016946725418831,0.15315660628921846,0.7931999050183669,-0.33717235283398284,True,False,True
u56,TOP20,S3,10.0,300.0,C1,0.25,0.85,0.032437003365117595,0.1588761244488055,1.2357932974645292,-0.19168997473774463,0.11012631400445683,1.469485699244456,-0.11978927670920814,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S3,10.0,300.0,C2,0.25,0.85,0.032437003365117595,0.1588761244488055,0.997268234688197,-0.19168997473774463,0.11012631400445683,1.0580938540093883,-0.11978927670920814,0.15315660628921846,0.7106214299077631,-0.33717235283398284,True,False,True
u56,TOP20,S3,25.0,0.0,C0,0.25,0.9,0.022226883174942147,0.14509252987684618,1.0842421623930323,-0.20396861617337436,0.09188615777181997,1.241979894711014,-0.12092634875468722,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,TOP20,S3,25.0,150.0,C1,0.25,0.9,0.02312886415222873,0.14680728587232328,1.0954922561512426,-0.20386913894697567,0.09949268666700095,1.337295134787112,-0.12054650986517634,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,TOP20,S3,25.0,150.0,C2,0.25,0.9,0.02312886415222873,0.14680728587232328,0.9828822033287453,-0.20386913894697567,0.09949268666700095,1.1316240528315737,-0.12054650986517634,0.15315660628921846,0.7931999050183669,-0.33717235283398284,False,False,True
u56,TOP20,S3,25.0,300.0,C1,0.25,0.9,0.023381126617669584,0.14852495228422358,1.1067449138292784,-0.20376962984168,0.10715276879854807,1.4326299455400118,-0.1201664793377929,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,TOP20,S3,25.0,300.0,C2,0.25,0.9,-0.004970221507973327,0.14852495228422358,0.8815222654678904,-0.20376962984168,0.10715276879854807,1.0212564900551313,-0.1201664793377929,0.15315660628921846,0.7106214299077631,-0.33717235283398284,False,False,True
u56,TOP20,S4,10.0,0.0,C0,0.25,0.85,0.02742989788700681,0.15749016913558722,1.208599638862613,-0.19841828114418547,0.09481988847882805,1.2788365375971453,-0.12054946142590706,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S4,10.0,150.0,C1,0.25,0.85,0.027809977410455905,0.1600907053656655,1.22618405100482,-0.1982682204836861,0.10244623895258642,1.374151266422197,-0.12016946725418831,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S4,10.0,150.0,C2,0.25,0.85,0.027809977410455905,0.1600907053656655,1.1088380935406017,-0.1982682204836861,0.10244623895258642,1.1684707953045652,-0.12016946725418831,0.15315660628921846,0.7931999050183669,-0.33717235283398284,True,False,True
u56,TOP20,S4,10.0,300.0,C1,0.25,0.85,0.028190286839812756,0.16269756745548625,1.2437724757356312,-0.19811810461985313,0.11012631400445683,1.469485699244456,-0.11978927670920814,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S4,10.0,300.0,C2,0.25,0.85,0.028190286839812756,0.16269756745548625,1.0090765748563666,-0.19811810461985313,0.11012631400445683,1.0580938540093883,-0.11978927670920814,0.15315660628921846,0.7106214299077631,-0.33717235283398284,True,False,True
u56,TOP20,S4,25.0,0.0,C0,0.25,0.9,0.01835185464406011,0.14901493527788356,1.0942526320631136,-0.21074590388042236,0.09188615777181997,1.241979894711014,-0.12092634875468722,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,TOP20,S4,25.0,150.0,C1,0.25,0.9,0.01860285804049258,0.15073548254690894,1.1053216990757522,-0.21064711657889879,0.09949268666700095,1.337295134787112,-0.12054650986517634,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,False,True
u56,TOP20,S4,25.0,150.0,C2,0.25,0.9,0.011197689029663338,0.15073548254690894,0.9945225215872374,-0.21064711657889879,0.09949268666700095,1.1316240528315737,-0.12054650986517634,0.15315660628921846,0.7931999050183669,-0.33717235283398284,False,False,True
u56,TOP20,S4,25.0,300.0,C1,0.25,0.85,0.01984543878563705,0.14583513927722636,1.1293319237548636,-0.1996064188521247,0.10715276879854807,1.4326299455400118,-0.1201664793377929,0.15315660628921846,0.8757783801289708,-0.33717235283398284,True,False,True
u56,TOP20,S4,25.0,300.0,C2,0.25,0.9,-0.02592583402975257,0.15245894918078928,0.8947924237492914,-0.21054829760696547,0.10715276879854807,1.0212564900551313,-0.1201664793377929,0.15315660628921846,0.7106214299077631,-0.33717235283398284,False,False,True
broad,EWall,S3,10.0,0.0,C0,0.25,0.75,0.018380991282209824,0.1162209212982186,1.1959065264189908,-0.18504994223539795,0.07983337481604247,1.118508279568834,-0.12240793860207966,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
broad,EWall,S3,10.0,150.0,C1,0.25,0.75,0.021026542835399537,0.12040663178612454,1.2350246420681033,-0.18475873359184025,0.08749388816130033,1.2182776684031593,-0.12199962783203167,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
