panel,family,dial,cost_bps,zero_IS,prestated,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,keep4b,binding4b,keep4a,binding4a,turnover_yr,refresh_yr,mean_gross
B136,FIXED,0.08,0,False,False,0.1067963510270844,1.2197691772475965,-0.10376308993327232,1.3063511496554359,1.1361405554234367,0.1149248945217205,1.3080754962410999,-0.10376308993327121,0.34927744252365145,0.3112262009938864,0.43440336533984947,0.0985326299110858,0.0009361459670374633,True,none,True,none,3.8140813186373825,26.344424460431654,0.6786253663763445
B136,FIXED,0.08,10,False,False,0.10258404338356542,1.1754784488189305,-0.10442862576063916,1.2627632219259648,1.0911527741452973,0.11078703385113964,1.2648442241482898,-0.1044286257606385,0.3056895147941804,0.266238419715747,0.3911720932470394,0.09786709408371896,-0.0032761616764815232,False,L5_CAGR,True,none,3.8140813186373825,26.344424460431654,0.6786253663763445
B136,FIXED,0.08,25,False,False,0.09629465677499427,1.1089378374377772,-0.10542624126024291,1.1972808419471166,1.023562805372035,0.10460808195258764,1.1998745066763477,-0.10542624126024314,0.24020713481533218,0.19864845094248462,0.32620237577509725,0.09686947858411521,-0.009565548285052669,False,L5_CAGR,True,none,3.8140813186373825,26.344424460431654,0.6786253663763445
B136,FIXED,0.08,50,False,False,0.08588941881199164,0.9978198616946844,-0.10708709976932873,1.0879360421593998,0.9106870795251406,0.09438363730760169,1.0913226372561802,-0.10708709976932829,0.13086233502761535,0.08577272509559031,0.21765050635492977,0.0952086200750294,-0.019970786248055303,False,L5_CAGR,False,H1,3.8140813186373825,26.344424460431654,0.6786253663763445
B136,FIXED,0.1,0,False,False,0.1286270762769417,1.2602507915910557,-0.1174303658226914,1.348420959595755,1.1734079862830948,0.1334464726946729,1.3234379654241013,-0.11743036582269128,0.3913472524639706,0.34849363185354454,0.4497658345228509,0.08486535402166673,0.02276687121689476,True,none,True,none,3.1323083839844807,20.962230215827336,0.7771701690660778
B136,FIXED,0.1,10,False,False,0.1250962195302867,1.228631477106311,-0.11807522356955857,1.3171143618077108,1.1414896569837694,0.13007219242892387,1.2927878651902318,-0.11807522356955846,0.3600406546759264,0.31657530255421906,0.4191157342889814,0.08422049627479955,0.019236014470239773,True,none,True,none,3.1323083839844807,20.962230215827336,0.7771701690660778
B136,FIXED,0.1,25,False,False,0.11981994629744852,1.1811677338534763,-0.12005538984948905,1.270111685649481,1.0935851616793997,0.12502895592012364,1.2467784194084364,-0.12005538984948894,0.31303797851769655,0.2686708072498494,0.37310628850718597,0.08224032999486908,0.013959741237401582,True,none,True,none,3.1323083839844807,20.962230215827336,0.7771701690660778
B136,FIXED,0.1,50,False,False,0.11107926295843895,1.1019918788255159,-0.12708369542135212,1.191682881186617,1.0136954649542538,0.11667182794182263,1.1700261551040252,-0.12708369542135345,0.2346091740548325,0.18878111052470348,0.2963540242027748,0.07521202442300601,0.005219057898392013,True,none,False,MaxDD,3.1323083839844807,20.962230215827336,0.7771701690660778
B136,FIXED,0.12,0,False,False,0.14318337135503434,1.2611771495157522,-0.1440256827198001,1.3368430160177722,1.1868430657928954,0.1474807966828895,1.3184992335329058,-0.14402568271979999,0.3797693088859878,0.36192871136334515,0.44482710263165537,0.05827003712455803,0.0373231662949874,True,none,False,MaxDD,2.7155201379420313,16.656474820143885,0.8395534624677564
B136,FIXED,0.12,10,False,False,0.14008271856573118,1.2365401554045752,-0.14475459034041405,1.3128054819664585,1.1616262010133265,0.14446561221722387,1.2941148407965892,-0.14475459034041427,0.3557317748346741,0.3367118465837762,0.42044270989533883,0.05754112950394408,0.03422251350568424,True,none,False,MaxDD,2.7155201379420313,16.656474820143885,0.8395534624677564
B136,FIXED,0.12,25,False,False,0.1354469219184533,1.1995539022055255,-0.14584694803332232,1.2767137474331403,1.12377490008548,0.1399571292272459,1.2575079708907462,-0.1458469480333222,0.31964004030135584,0.2988605456559297,0.3838358399894958,0.0564487718110358,0.029586716858406373,True,none,False,MaxDD,2.7155201379420313,16.656474820143885,0.8395534624677564
B136,FIXED,0.12,50,False,False,0.12776091129215428,1.1378403857661976,-0.14888862514766787,1.2164780844908034,1.0606328617983602,0.13248095290716955,1.1964278910934194,-0.1488886251476662,0.259404377359019,0.23571850736880995,0.322755760192169,0.05340709469669025,0.02190070623210734,True,none,False,MaxDD,2.7155201379420313,16.656474820143885,0.8395534624677564
B136,FIXED,0.16,0,False,False,0.16472194698352705,1.261109991191694,-0.16878413116375746,1.3532251142323217,1.172149169706703,0.16501534182737299,1.282649429645709,-0.16878413116375734,0.3961514071005373,0.3472348152771527,0.40897729874445854,0.03351158868060067,0.05886174192348011,True,none,False,MaxDD,2.0177741477669864,9.971223021582734,0.9154565742874946
B136,FIXED,0.16,10,False,False,0.16237356835468963,1.245148569212782,-0.16947300351918748,1.3393828743308014,1.154158395693474,0.16248426302177732,1.265068873300137,-0.16947300351918781,0.382309167199017,0.3292440412639237,0.39139674239888655,0.03282271632517064,0.056513363294642696,True,none,False,MaxDD,2.0177741477669864,9.971223021582734,0.9154565742874946
B136,FIXED,0.16,25,False,False,0.15885950914084845,1.2211909049167498,-0.17050539265410325,1.3186025617362709,1.1271602092614175,0.1586975234271093,1.2386837024565773,-0.17050539265410314,0.36152885460448647,0.30224585483186717,0.36501157155532693,0.031790327190254875,0.052999304080801515,True,none,False,MaxDD,2.0177741477669864,9.971223021582734,0.9154565742874946
B136,FIXED,0.16,50,False,False,0.15302536360282493,1.1812238390094862,-0.1722235919350693,1.2839259503712503,1.0821364151695252,0.1524125460475232,1.1946752519234676,-0.1722235919350692,0.32685224323946593,0.2572220607399749,0.3210031210222172,0.030072127909288815,0.04716515854277799,True,none,False,MaxDD,2.0177741477669864,9.971223021582734,0.9154565742874946
B136,FIXED,0.2,0,False,False,0.17179779642539672,1.2128391592948806,-0.20276516768721664,1.3183401041540974,1.1129418624111396,0.1684122141097375,1.205560033363088,-0.20276516768721664,0.361266397022313,0.28802750798158927,0.33188790246183764,-0.00046944784285851693,0.06593759136534978,False,L4_DD,False,MaxDD,1.671574999430873,5.948741007194244,0.9494252538337866
B136,FIXED,0.2,10,False,False,0.16984104537514222,1.200750532594834,-0.2034186442680439,1.3075840808379529,1.0995962545905318,0.1663263982092955,1.1924154910208364,-0.20341864426804412,0.35051037370616844,0.2746819001609815,0.31874336011958604,-0.0011229244236857783,0.06398084031509528,False,L4_DD,False,MaxDD,1.671574999430873,5.948741007194244,0.9494252538337866
B136,FIXED,0.2,25,False,False,0.1669117788341543,1.1826063316364335,-0.20439798335077164,1.2914381840660993,1.079568182441428,0.16320434649463866,1.1726879057920843,-0.20439798335077164,0.3343644769343149,0.25465382801187775,0.29901577489083386,-0.0021022635064135153,0.06105157377410737,False,L4_DD,False,MaxDD,1.671574999430873,5.948741007194244,0.9494252538337866
B136,FIXED,0.2,50,False,False,0.1620452547747211,1.1523377100121799,-0.20602788210958245,1.2644979076060041,1.0461646244318836,0.15801867080749155,1.139782144227033,-0.2060278821095829,0.3074242004742197,0.22125027000233333,0.26611001332578266,-0.003732162265224326,0.056185049714674154,False,L4_DD,False,MaxDD,1.671574999430873,5.948741007194244,0.9494252538337866
B136,SELFQ,0.1,0,True,False,0.11608971474330931,1.2526250483443884,-0.10482669670047373,1.2983904947295146,1.2145470267240834,0.10945518388707498,1.3697693310324268,-0.08665996603701132,0.3413167875977302,0.38963267229453313,0.4960972001311764,0.09746902314388439,0.010229509683262375,True,none,True,none,3.6786863014375686,25.324640287769782,0.6839325450753286
B136,SELFQ,0.1,10,True,False,0.11199271389539778,1.2121420775312879,-0.1062239854383904,1.2620192068671037,1.168173508898177,0.10541445636596225,1.3228326798617267,-0.08782935072797071,0.30494549973531926,0.34325915446862676,0.4491605489604763,0.09607173440596772,0.006132508835350839,True,none,True,none,3.6786863014375686,25.324640287769782,0.6839325450753286
B136,SELFQ,0.1,25,True,False,0.1058744784365302,1.1513243029511209,-0.1083160753311202,1.2073749153110422,1.098512479463003,0.09938004099023057,1.252305800544899,-0.09103059906927924,0.25030120817925783,0.2735981250334527,0.37863366964364864,0.09397964451323793,1.4273376483256439e-05,True,none,True,none,3.6786863014375686,25.324640287769782,0.6839325450753286
B136,SELFQ,0.1,50,True,False,0.09574971245204655,1.049760290426046,-0.11179266674715116,1.116103558485748,0.9822123164302172,0.08939341436542603,1.1345107382757407,-0.09634218359428803,0.15902985135396353,0.15729796200066692,0.26083860737449027,0.09050305309720696,-0.010110492608000385,False,L5_CAGR,False,H1,3.6786863014375686,25.324640287769782,0.6839325450753286
B136,SELFQ,0.2,0,True,False,0.12743547525003418,1.2411008024222194,-0.1336021834217639,1.275339759062741,1.2165866541811718,0.1214851538483297,1.3675354182100847,-0.10406737975728164,0.3182660519309567,0.39167229975162154,0.49386328730883433,0.06869353642259424,0.021575270189987242,True,none,False,MaxDD,3.4338997058357523,22.888489208633093,0.7507053330858304
B136,SELFQ,0.2,10,True,False,0.12357058167678692,1.206836507410929,-0.13487741015183452,1.2460518992182363,1.1755301933566955,0.117573765148832,1.3270322962800758,-0.1068030517855213,0.2889781920864519,0.3506158389271452,0.4533601653788254,0.0674183096925236,0.01771037661673998,True,none,False,MaxDD,3.4338997058357523,22.888489208633093,0.7507053330858304
B136,SELFQ,0.2,25,True,False,0.11779725969735311,1.1553875292443125,-0.13678696961051973,1.202082998954663,1.1138663137198312,0.11173139569568535,1.2661816410734035,-0.11089308917669338,0.24500929182287867,0.28895195929028095,0.3925095101721531,0.0655087502338384,0.011937054637306169,True,none,False,MaxDD,3.4338997058357523,22.888489208633093,0.7507053330858304
B136,SELFQ,0.2,50,True,False,0.10823876348964023,1.0695280562238791,-0.1399608389619369,1.1287209119477013,1.0109308109565878,0.1020596587150504,1.1645569774377593,-0.11770879166863224,0.1716472048159169,0.18601645652703747,0.2908848465365089,0.06233488088242123,0.0023785584295932943,True,none,False,MaxDD,3.4338997058357523,22.888489208633093,0.7507053330858304
B136,SELFQ,0.3,0,True,False,0.13657319941555657,1.2429903227223205,-0.1475361138854112,1.2972621464425147,1.191006397803839,0.12804446074049758,1.336120014943965,-0.12116144222424674,0.3401884393107303,0.3660920433742887,0.46244788404271453,0.05475960595894691,0.03071299435550963,True,none,False,MaxDD,3.110605647724149,19.60251798561151,0.7945390356199538
B136,SELFQ,0.3,10,True,False,0.1330430418518609,1.213932039693511,-0.1487658464222389,1.2729147037543265,1.1557954372732662,0.12449526761222773,1.3022083324790852,-0.12317670634791855,0.31584099662254206,0.33088108284371587,0.4285362015778348,0.053529873422119234,0.02718283679181395,True,none,False,MaxDD,3.110605647724149,19.60251798561151,0.7945390356199538
B136,SELFQ,0.3,25,True,False,0.12776762995082946,1.170302831169833,-0.15060737966974203,1.2363650430717203,1.1029177041797398,0.11919163100469143,1.2512717237258852,-0.12660445757695815,0.27929133593993594,0.2780033497501895,0.37759959282463484,0.0516883401746161,0.021907424890782526,True,none,False,MaxDD,3.110605647724149,19.60251798561151,0.7945390356199538
B136,SELFQ,0.3,50,True,False,0.11902788754139704,1.0974952861544816,-0.15366844363741605,1.175383951750514,1.014659177691138,0.11040571713124958,1.166225510655,-0.1330305497776083,0.2183102446187296,0.1897448232615877,0.2925533797537495,0.04862727620694207,0.013167682481350099,True,none,False,MaxDD,3.110605647724149,19.60251798561151,0.7945390356199538
B136,SELFQ,0.4,0,True,False,0.14714729068589816,1.2570351097572188,-0.1526420869034263,1.318728594988058,1.1939868398342939,0.13902643712216234,1.3373611251988073,-0.1355387477210569,0.36165488785627364,0.3690724854047436,0.46368899429755694,0.049653632940931836,0.04128708562585122,True,none,False,MaxDD,2.839349910065154,16.71312949640288,0.8366420663760121
