panel,r_target,source,kind,r_real,rev_is,rev_oos,breadth,disp,corr,evol,phat
U56,0.05,U56,NAMED,0.04878048780487805,True,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.8038670057638221
U56,0.1,U56,NAMED,0.0975609756097561,False,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.7841309706154842
U56,0.2,U56,NAMED,0.1951219512195122,True,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.7446589003188084
U56,0.35,U56,NAMED,0.34146341463414637,True,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.6854507948737948
U56,0.5,U56,NAMED,0.4878048780487805,False,False,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.6262426894287813
U56,0.75,U56,NAMED,0.7560975609756098,True,False,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.517694496112923
U56,1.0,U56,NAMED,1.0,False,False,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815,0.41901432037123365
B136,0.05,B136,NAMED,0.050505050505050504,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.7946915218500366
B136,0.1,B136,NAMED,0.10101010101010101,False,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.7742577480853432
B136,0.2,B136,NAMED,0.20202020202020202,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.7333902005559567
B136,0.35,B136,NAMED,0.35353535353535354,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.672088879261877
B136,0.5,B136,NAMED,0.5050505050505051,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.6107875579677973
B136,0.75,B136,NAMED,0.7474747474747475,False,False,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.5127054438972696
B136,1.0,B136,NAMED,1.0,True,False,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623,0.4105365750738035
BSTK100,0.05,BSTK100,NAMED,0.05555555555555555,True,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515,0.7818595766654941
BSTK100,0.1,BSTK100,NAMED,0.09722222222222222,True,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515,0.7650017133096222
BSTK100,0.2,BSTK100,NAMED,0.19444444444444445,False,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515,0.7256666988125876
