corpus,split,seed,norm,family,qlo,qhi,IS_D,OOS_D,OOS_t,OOS_fc,OOS_abstain,n
FROZEN(parent),DATE,-1,raw,THRESHOLD,0.0,0.9,0.04103774932074054,-0.0013652745097968678,-0.5047014032635683,0.008325533641923342,0.9,740
FROZEN(parent),DATE,-1,raw,BAND,0.1,1.0,0.04342741771502669,-0.015492490625774678,-5.075513405717513,0.0037771776558968074,0.9,740
FROZEN(parent),DATE,-1,raw,ALWAYS-ABSTAIN,0.0,1.0,,-0.014665171166890919,-4.520020426503981,0.006226698944824769,1.0,740
FROZEN(parent),DATE,-1,z,THRESHOLD,0.0,0.9,0.045973090688934,-0.008447665488740135,-2.8319738849868386,0.006439908570413256,0.9,740
FROZEN(parent),DATE,-1,z,BAND,0.1,1.0,0.04325026206426634,-0.01501732980392408,-4.79613106948701,0.004245795374601746,0.9,740
FROZEN(parent),DATE,-1,z,ALWAYS-ABSTAIN,0.0,1.0,,-0.014665171166890919,-4.520020426503981,0.006226698944824769,1.0,740
FROZEN(parent),DATE,-1,rng,THRESHOLD,0.0,0.9,0.04764899411873498,-0.0067333493816928375,-2.2980273407802723,0.0070841940186458455,0.9,740
FROZEN(parent),DATE,-1,rng,BAND,0.1,0.9,0.04405903122618708,-0.007064304994209775,-2.521857634386593,0.005176922229912764,0.8027027027027027,740
FROZEN(parent),DATE,-1,rng,ALWAYS-ABSTAIN,0.0,1.0,,-0.014665171166890919,-4.520020426503981,0.006226698944824769,1.0,740
FROZEN(parent),FILE,0,raw,THRESHOLD,0.0,0.8,,0.013907475732000577,4.24948612739196,0.028678275317571243,0.8,565
FROZEN(parent),FILE,0,raw,BAND,0.1,0.8,,0.01487885695048786,4.804714092686654,0.033424297940207244,0.6973451327433628,565
FROZEN(parent),FILE,0,raw,ALWAYS-ABSTAIN,0.0,1.0,,0.020276576942028918,5.37329742123398,0.036477254415507185,1.0,565
FROZEN(parent),FILE,0,z,THRESHOLD,0.0,0.6,,0.009271493117025636,2.93926259839331,0.020614482789812285,0.5982300884955752,565
FROZEN(parent),FILE,0,z,BAND,0.1,0.6,,0.009684003389694284,3.191702304923048,0.021239155288212,0.5008849557522124,565
FROZEN(parent),FILE,0,z,ALWAYS-ABSTAIN,0.0,1.0,,0.020276576942028918,5.37329742123398,0.036477254415507185,1.0,565
FROZEN(parent),FILE,0,rng,THRESHOLD,0.0,0.7,,0.014464187858484827,4.444087104951736,0.02623118405383741,0.6991150442477876,565
FROZEN(parent),FILE,0,rng,BAND,0.2,0.7,,0.01628014795560077,5.609004780547235,0.02686835759407598,0.49911504424778763,565
FROZEN(parent),FILE,0,rng,ALWAYS-ABSTAIN,0.0,1.0,,0.020276576942028918,5.37329742123398,0.036477254415507185,1.0,565
FROZEN(parent),FILE,1,raw,THRESHOLD,0.0,0.9,,0.010148903503550204,3.6622455809637735,0.019323295423156275,0.8990944372574385,773
FROZEN(parent),FILE,1,raw,BAND,0.3,1.0,,-0.005836509157474744,-2.042108378801023,0.0208857641780277,0.7011642949547219,773
FROZEN(parent),FILE,1,raw,ALWAYS-ABSTAIN,0.0,1.0,,0.00014037251983123076,0.042014475245835556,0.018363069977358603,1.0,773
FROZEN(parent),FILE,1,z,THRESHOLD,0.0,0.9,,0.005650081858351278,1.8114376899938012,0.019405931528150767,0.8990944372574385,773
FROZEN(parent),FILE,1,z,BAND,0.3,1.0,,-0.007092109733633978,-2.4969797782614536,0.020388379929217437,0.7011642949547219,773
FROZEN(parent),FILE,1,z,ALWAYS-ABSTAIN,0.0,1.0,,0.00014037251983123076,0.042014475245835556,0.018363069977358603,1.0,773
FROZEN(parent),FILE,1,rng,THRESHOLD,0.0,0.9,,0.007858334671567359,2.6076568874444663,0.019798112758801088,0.8990944372574385,773
FROZEN(parent),FILE,1,rng,BAND,0.3,0.9,,0.0003290729299622405,0.1319979629651262,0.022066647861924273,0.6002587322121604,773
FROZEN(parent),FILE,1,rng,ALWAYS-ABSTAIN,0.0,1.0,,0.00014037251983123076,0.042014475245835556,0.018363069977358603,1.0,773
FROZEN(parent),FILE,2,raw,THRESHOLD,0.0,0.9,,0.010240834373323635,3.4305039955069634,0.023842476893597586,0.8993103448275862,725
FROZEN(parent),FILE,2,raw,BAND,0.2,1.0,,-0.0074143262145263565,-2.3835287487341694,0.01875991152264785,0.8,725
FROZEN(parent),FILE,2,raw,ALWAYS-ABSTAIN,0.0,1.0,,-0.001161430667001287,-0.32266281155059817,0.022234854246475092,1.0,725
FROZEN(parent),FILE,2,z,THRESHOLD,0.0,0.9,,0.0033978193711963227,0.9943428577917807,0.02288837986063463,0.9006896551724138,725
FROZEN(parent),FILE,2,z,BAND,0.3,0.9,,-0.003082184491520008,-1.0768108174246718,0.018135925323578425,0.6013793103448276,725
FROZEN(parent),FILE,2,z,ALWAYS-ABSTAIN,0.0,1.0,,-0.001161430667001287,-0.32266281155059817,0.022234854246475092,1.0,725
FROZEN(parent),FILE,2,rng,THRESHOLD,0.0,0.9,,0.005839666264282793,1.7653299356047314,0.023207648166231387,0.8993103448275862,725
FROZEN(parent),FILE,2,rng,BAND,0.3,0.9,,-0.0015365599238343463,-0.5563044475033547,0.018491454447662165,0.6,725
FROZEN(parent),FILE,2,rng,ALWAYS-ABSTAIN,0.0,1.0,,-0.001161430667001287,-0.32266281155059817,0.022234854246475092,1.0,725
FROZEN(parent),FILE,3,raw,THRESHOLD,0.0,0.9,,0.010325580312952299,3.5665159730785567,0.031022432855186955,0.8991282689912827,803
FROZEN(parent),FILE,3,raw,BAND,0.3,1.0,,-0.00539448026472337,-1.8293132746245222,0.022839574048015173,0.701120797011208,803
FROZEN(parent),FILE,3,raw,ALWAYS-ABSTAIN,0.0,1.0,,0.0012978359755217077,0.37816764372301653,0.030077858819939754,1.0,803
FROZEN(parent),FILE,3,z,THRESHOLD,0.0,0.9,,0.00459843908149877,1.3982751213705298,0.029833805302395686,0.8991282689912827,803
FROZEN(parent),FILE,3,z,BAND,0.3,1.0,,-0.006307109235535109,-2.174640978449644,0.021947679337626445,0.7023661270236613,803
FROZEN(parent),FILE,3,z,ALWAYS-ABSTAIN,0.0,1.0,,0.0012978359755217077,0.37816764372301653,0.030077858819939754,1.0,803
FROZEN(parent),FILE,3,rng,THRESHOLD,0.0,0.9,,0.007190331541627125,2.266699409195145,0.030426413623772745,0.8991282689912827,803
FROZEN(parent),FILE,3,rng,BAND,0.3,1.0,,-0.006827181033794991,-2.3442148300846113,0.022079672784631552,0.701120797011208,803
FROZEN(parent),FILE,3,rng,ALWAYS-ABSTAIN,0.0,1.0,,0.0012978359755217077,0.37816764372301653,0.030077858819939754,1.0,803
FROZEN(parent),FILE,4,raw,THRESHOLD,0.0,0.7,,0.006911202424611881,2.2595107582241742,0.015603340688191476,0.7,520
FROZEN(parent),FILE,4,raw,BAND,0.1,0.7,,0.006794479963598423,2.4379367857991237,0.014517345740634987,0.6,520
FROZEN(parent),FILE,4,raw,ALWAYS-ABSTAIN,0.0,1.0,,0.026478238155397748,6.702850410442802,0.04388932198910256,1.0,520
FROZEN(parent),FILE,4,z,THRESHOLD,0.0,0.7,,0.012022707272343182,3.481980642189704,0.02636838062525759,0.7019230769230769,520
FROZEN(parent),FILE,4,z,BAND,0.1,0.7,,0.010622333405201717,3.2313349010754218,0.024855747953832663,0.6019230769230769,520
FROZEN(parent),FILE,4,z,ALWAYS-ABSTAIN,0.0,1.0,,0.026478238155397748,6.702850410442802,0.04388932198910256,1.0,520
FROZEN(parent),FILE,4,rng,THRESHOLD,0.0,0.6,,0.005558204612639688,1.7969717891886483,0.015918376501409245,0.6,520
