panel,N,nullgate,seeds,book_CAGR,book_MaxDD,book_IS_CAGR,book_mean_nsel,null_mean_nsel,null_CAGR_med,null_IS_CAGR_med,EDGE_pp,EDGE_IS_pp,EDGE_se_pp,null_CAGR_sd,null_CAGR_p90,null_CAGR_max,book_pct_of_null,lam_median,null_already_drier,null_raw_CAGR_med,null_raw_MaxDD_med,null_raw_Sharpe_med,null_raw_CAGR_se
U56,20,OPEN,40,0.15578668168705812,-0.19127568902302328,0.13911411272723173,18.714431934493348,20.0,0.10460544775741087,0.12126849494153713,5.1181233929647245,1.78456177856946,0.2843383613302251,0.014348629186363288,0.12381523210444255,0.13893995408294968,1.0,0.8008220603408234,0,0.13071910396000164,-0.2345363724339023,1.072652209902079,0.21595270041196837
U56,20,ELIG,40,0.15578668168705812,-0.19127568902302328,0.13911411272723173,18.714431934493348,18.79815762538383,0.10433231497913753,0.10966538169020579,5.1454366707920585,2.9448731037025944,0.19117414757586487,0.009647263002966417,0.11800184086314727,0.1278009196015344,1.0,0.9271775099098101,7,0.1149282826536725,-0.2051649143817626,1.0193480824458365,0.15680312191507262
U56,25,OPEN,40,0.1489102187692648,-0.21158700153786847,0.13051171690682306,23.333674513817808,25.0,0.11938420538057803,0.12561514618921354,2.9526013388686767,0.48965707176095163,0.248750045148184,0.012552728169440327,0.1324876793143351,0.1501530735146932,0.975,0.9191826432388859,5,0.1287995783019411,-0.22858731446071645,1.0713447752616987,0.1841430625867189
U56,25,ELIG,40,0.1489102187692648,-0.21158700153786847,0.13051171690682306,23.333674513817808,23.414662231320367,0.11392325022698147,0.11581254927849838,3.4986968542283337,1.4699167628324683,0.1596602424942791,0.008056969888402217,0.12347940740869245,0.1255054142781722,1.0,0.9778235216048811,14,0.11936465922656236,-0.2160010581273884,1.0621238028315272,0.11894053452882496
U56,30,OPEN,40,0.14008113065953998,-0.22068513612656904,0.12162384147871874,27.83930399181167,30.0,0.12462461006994163,0.12466487560860351,1.5456520589598344,-0.30410341298847676,0.18173999715859887,0.009171185398128173,0.1340823943785053,0.1372590002688352,1.0,0.9725049194479826,15,0.128309201877849,-0.22639867475940545,1.0831284137891006,0.1282424413173121
U56,30,ELIG,40,0.14008113065953998,-0.22068513612656904,0.12162384147871874,27.83930399181167,27.957215967246675,0.12101961908876468,0.12038247757701037,1.9061511570775291,0.124136390170837,0.12237294646254175,0.00617533287812139,0.12871955406474567,0.13040530838066888,1.0,1.0,25,0.12271356193950944,-0.21352402082316269,1.090913228341016,0.1066929425491453
U56,40,OPEN,40,0.13457634739318403,-0.229841888535963,0.12806187458574558,36.561924257932446,40.0,0.13044099246138974,0.12520802318373925,0.41353549317942884,0.28538514020063355,0.09101007213258702,0.004592661261552584,0.13387367240740056,0.13815482299022497,0.925,1.0,29,0.13095536427052779,-0.22649195965133767,1.10363878934238,0.07284967205473927
U56,40,ELIG,40,0.13457634739318403,-0.229841888535963,0.12806187458574558,36.561924257932446,36.64122313203685,0.12548043189742197,0.11944522670855173,0.9095915495762052,0.861664787719385,0.05360745056937625,0.002705204553644286,0.1279139769703282,0.13059765568767134,1.0,1.0,35,0.12554232394782538,-0.21747531098238804,1.115243238674596,0.051249682600783546
B136,5,OPEN,40,0.18905908768145907,-0.281238810087446,0.23791409235330785,4.733606557377049,5.0,0.13188839998355217,0.13065573851108092,5.717068769790689,10.725835384222693,0.4659626612019666,0.023513976126890386,0.1563875369008091,0.1947478323214311,0.975,1.0,24,0.13412857566486802,-0.2644952844901231,0.9210200881522125,0.4181409268248132
B136,5,ELIG,40,0.18905908768145907,-0.281238810087446,0.23791409235330785,4.733606557377049,4.789959016393443,0.10717393916708318,0.12470781895988559,8.188514851437589,11.320627339342227,0.3971501824588967,0.020041476896538176,0.13435752896360423,0.1562840279958908,1.0,0.9770758742982754,17,0.11653132196324645,-0.2870935722627278,0.8840368175858625,0.35814196097201845
B136,8,OPEN,40,0.1782211925038646,-0.24535256443898135,0.21911842781946667,7.57172131147541,8.0,0.12577592526150072,0.13739128660915978,5.244526724236387,8.172714121030689,0.4078848808980243,0.02058318434188562,0.14566678213130166,0.16890450203155982,1.0,0.9571136698081856,13,0.1403899743317386,-0.25526909615935145,0.9899847967221405,0.330487402823142
B136,8,ELIG,40,0.1782211925038646,-0.24535256443898135,0.21911842781946667,7.57172131147541,7.648565573770492,0.11067829517812755,0.12111793268478488,6.754289732573704,9.800049513468178,0.3475385531938409,0.017537914351107048,0.1363352748120646,0.1493556522676731,1.0,0.9551607020857831,12,0.12150039661845968,-0.25578919314482823,0.9540294983008362,0.29682033727406254
B136,10,OPEN,40,0.18094572346347726,-0.20203288162979294,0.20680632078852312,9.456967213114755,10.0,0.09770731130437638,0.13814889026703958,8.323841215910088,6.865743052148354,0.34431510346503535,0.01737524869937039,0.1251840636389482,0.15180021277201794,1.0,0.7784601445098931,1,0.12840824475359636,-0.25457020900957505,0.9592576078888659,0.30612252199393303
B136,10,ELIG,40,0.18094572346347726,-0.20203288162979294,0.20680632078852312,9.456967213114755,9.550204918032787,0.09463484613119,0.1200685524958286,8.631087733228727,8.673776829269453,0.3295729941887005,0.016631314400665932,0.11546193607322541,0.1396317062534118,1.0,0.7877615789648175,3,0.11991095460258816,-0.251101155670134,0.9592946039910761,0.20932984505097002
B136,12,OPEN,40,0.17598257111489235,-0.2117059535427822,0.18940738775400634,11.34016393442623,12.0,0.11078690920873313,0.14059500683355253,6.519566190615922,4.881238092045381,0.2738028555089674,0.013816973641846617,0.12600601567975042,0.14161759867849577,1.0,0.7889084396481136,0,0.1385539012328334,-0.2626883377195488,1.0303697533219995,0.21717119079655992
B136,12,ELIG,40,0.17598257111489235,-0.2117059535427822,0.18940738775400634,11.34016393442623,11.44672131147541,0.11013268094709616,0.11956251446897137,6.584989016779619,6.984487328503497,0.3686298668689392,0.01860224994607022,0.13132989659553412,0.14988031841352645,1.0,0.8694270406890717,13,0.12114673017442334,-0.24062879657211256,1.0094724855580042,0.24626938163426104
B136,15,OPEN,40,0.1677976415961746,-0.19659728035297697,0.1592409493784368,14.164959016393443,15.0,0.09946012893931022,0.13278372533846805,6.8337512656864385,2.645722403996875,0.26360156700383974,0.013302183779168924,0.12143525850405372,0.1334324581417088,1.0,0.745131601775327,1,0.1338557304789969,-0.2571411553113122,1.0133894117899243,0.19978017570752138
B136,15,ELIG,40,0.1677976415961746,-0.19659728035297697,0.1592409493784368,14.164959016393443,14.287909836065575,0.10069274570606346,0.12682915475810919,6.7104895890111145,3.2411794620327616,0.30057785837705997,0.015168126493050854,0.1221142008557127,0.13014812107313878,1.0,0.8202764905300892,4,0.12361324734539592,-0.23574846568943586,1.0282912878362716,0.1827737116990305
B136,20,OPEN,40,0.16040704123612182,-0.20740302267849475,0.16061313997190863,18.864754098360656,20.0,0.11108346923525203,0.12485391212940755,4.932357200086979,3.5759227842501073,0.24246064781546098,0.012235344930292593,0.12344242417459804,0.14172454456143013,1.0,0.7860713234650961,1,0.13716314368913662,-0.25817493595733443,1.0473296957510854,0.1788020443465596
B136,20,ELIG,40,0.16040704123612182,-0.20740302267849475,0.16061313997190863,18.864754098360656,19.0077868852459,0.1043960756620691,0.12448628301100828,5.601096557405272,3.6126856960900344,0.22559512927615388,0.011384256563516779,0.12173418212411223,0.13012017580680713,1.0,0.8762056576280505,6,0.11998198574530217,-0.23408677764633368,1.017699243936511,0.12980435339917734
B136,25,OPEN,40,0.16366123249678388,-0.216146994859019,0.15929717640987096,23.546106557377048,25.0,0.12096973437112513,0.12388287361443506,4.269149812565876,3.5414302795435892,0.21389338279088033,0.010793748760192205,0.13311209080726322,0.1410281243208713,1.0,0.8743470851130084,0,0.13977209240224997,-0.24435963977855835,1.0791998287039137,0.13957332584920334
B136,25,ELIG,40,0.16366123249678388,-0.216146994859019,0.15929717640987096,23.546106557377048,23.68921618852459,0.11222091402895384,0.12101928814691254,5.144031846783004,3.8277888262958415,0.2409845492427264,0.012160856243772765,0.12460926660799279,0.13270596800960854,1.0,0.905954740573879,7,0.12275759302436018,-0.2365581935995128,1.0502130896104709,0.16623871598123233
B136,30,OPEN,40,0.1601345108161336,-0.24354358049436975,0.1529253327475546,28.21311475409836,30.0,0.13202551572773435,0.12251519852359327,2.810899508839926,3.0410134223961327,0.1931112636261126,0.009745016115722371,0.14099977937004907,0.15345209811326055,1.0,0.935847995967258,7,0.13912470386879738,-0.25858375192200717,1.0718259389796718,0.15126115459624265
B136,30,ELIG,40,0.1601345108161336,-0.24354358049436975,0.1529253327475546,28.21311475409836,28.356762295081968,0.12225503760094159,0.12125677091483089,3.7879473215192028,3.1668561832723707,0.127466561881579,0.006432373111890011,0.13067404207910027,0.13504397246454491,1.0,1.0,28,0.12270198273374167,-0.23507417097818994,1.0511081447678143,0.10810092515133479
B136,40,OPEN,40,0.15311485642590061,-0.25383188323645245,0.14825103577374144,37.506147540983605,40.0,0.13458253463184833,0.12336013242246147,1.8532321794052287,2.489090335127997,0.1767412329791501,0.00891893166329819,0.1446794217679953,0.15312431062002085,0.975,0.9861051587820286,18,0.13853608474467372,-0.25703715429188095,1.0843985204892936,0.1422960346882652
B136,40,ELIG,40,0.15311485642590061,-0.25383188323645245,0.14825103577374144,37.506147540983605,37.665855532786885,0.12390850656911478,0.12228901630757583,2.920634985678583,2.596201946616561,0.12658694710373034,0.006387984918136804,0.12954302939067605,0.13357092662783598,1.0,1.0,33,0.12418067034308422,-0.2412070902077752,1.056978826957116,0.1072468545143056
