book,panel,tiling,L,L_months,is_full,cost,n_blocks,inside_share,callable_share,med_absz,med_d,leg_share,first_end,last_end
R3,U56,OVERLAP63,3780,180.0,False,10,11,0.0,1.0,2.953762703677978,0.021596711260837342,1.0,2024-01-19,2026-07-27
R3,U56,OVERLAP63,4443,211.6,True,10,1,0.0,1.0,3.04799439379125,0.02141684706830655,1.0,2026-09-11,2026-09-11
R3,U56,DISJOINT,126,6.0,False,10,35,1.0,0.0,0.6693438155247207,0.010998259490167694,0.6857142857142857,2009-07-14,2026-07-27
R3,U56,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.680025419983883,0.01324882059722135,0.6956521739130435,2009-10-12,2026-04-24
R3,U56,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.7844594864125654,0.017698546244809203,0.6470588235294118,2010-01-12,2026-01-23
R3,U56,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.9071509195244103,0.02000179578893338,0.7857142857142857,2010-04-14,2026-07-27
R3,U56,DISJOINT,378,18.0,False,10,11,0.9090909090909091,0.09090909090909091,0.7056329220510044,0.016111515450286343,0.9090909090909091,2010-07-14,2025-07-24
R3,U56,DISJOINT,504,24.0,False,10,8,1.0,0.0,1.1060897043422515,0.02054352982560697,0.875,2011-01-11,2025-01-22
R3,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,1.3750000880421929,0.02460330683183474,1.0,2011-07-13,2026-07-27
R3,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,1.2604495915852425,0.022079258102388533,1.0,2012-01-11,2024-01-19
R3,U56,DISJOINT,1008,48.0,False,10,4,0.75,0.25,1.4373847200418197,0.019510217740462046,1.0,2013-01-14,2025-01-22
R3,U56,DISJOINT,1260,60.0,False,10,3,0.6666666666666666,0.3333333333333333,1.8042254328357736,0.022984749306796948,1.0,2014-01-14,2024-01-19
R3,U56,DISJOINT,1512,72.0,False,10,2,0.5,0.5,2.093959581789747,0.024259794769603205,1.0,2015-01-14,2021-01-15
R3,U56,DISJOINT,2016,96.0,False,10,2,0.0,1.0,2.2092613174808324,0.022367950758977184,1.0,2017-01-13,2025-01-22
R3,U56,DISJOINT,2520,120.0,False,10,1,0.0,1.0,2.323034715672704,0.021596552341198887,1.0,2019-01-16,2019-01-16
R3,U56,DISJOINT,3024,144.0,False,10,1,0.0,1.0,2.9012927779479334,0.024080192916972408,1.0,2021-01-15,2021-01-15
R3,U56,DISJOINT,3780,180.0,False,10,1,0.0,1.0,3.0786044172542297,0.022816613914225355,1.0,2024-01-19,2024-01-19
R3,U56,DISJOINT,4443,211.6,True,10,1,0.0,1.0,3.04799439379125,0.02141684706830655,1.0,2026-09-11,2026-09-11
R4,B136,OVERLAP21,126,6.0,False,10,206,0.9854368932038835,0.014563106796116505,0.5998318593802505,0.006737461711561227,0.5533980582524272,2009-07-14,2026-08-25
R4,B136,OVERLAP21,189,9.0,False,10,203,0.9950738916256158,0.0049261083743842365,0.6643329139279276,0.006854018992513124,0.5714285714285714,2009-10-12,2026-08-25
R4,B136,OVERLAP21,252,12.0,False,10,200,1.0,0.0,0.605197116702745,0.008013387521189241,0.61,2010-01-12,2026-08-25
R4,B136,OVERLAP21,315,15.0,False,10,197,1.0,0.0,0.6158259186300781,0.007738961951645534,0.6446700507614214,2010-04-14,2026-08-25
R4,B136,OVERLAP21,378,18.0,False,10,194,1.0,0.0,0.5158663966412171,0.009542141365884382,0.6907216494845361,2010-07-14,2026-08-25
R4,B136,OVERLAP21,504,24.0,False,10,188,0.9893617021276596,0.010638297872340425,0.4305563472127155,0.0101195940095622,0.776595744680851,2011-01-11,2026-08-25
R4,B136,OVERLAP21,630,30.0,False,10,182,0.967032967032967,0.03296703296703297,0.4308944785357084,0.010031568445197252,0.9010989010989011,2011-07-13,2026-08-25
R4,B136,OVERLAP21,756,36.0,False,10,176,0.9375,0.0625,0.5668021482929564,0.011769020369218387,0.9261363636363636,2012-01-11,2026-08-25
R4,B136,OVERLAP21,1008,48.0,False,10,164,0.9207317073170732,0.07926829268292683,0.7670890989018624,0.013801742550970442,0.9573170731707317,2013-01-14,2026-08-25
R4,B136,OVERLAP21,1260,60.0,False,10,152,0.9407894736842105,0.05921052631578947,0.9590275043183527,0.016128581265525615,1.0,2014-01-14,2026-08-25
R4,B136,OVERLAP21,1512,72.0,False,10,140,0.9214285714285714,0.07857142857142857,1.1269339067027235,0.017036061970222838,1.0,2015-01-14,2026-08-25
R4,B136,OVERLAP21,2016,96.0,False,10,116,0.896551724137931,0.10344827586206896,1.393553052642487,0.018276414846084808,1.0,2017-01-13,2026-08-25
R4,B136,OVERLAP21,2520,120.0,False,10,92,0.967391304347826,0.03260869565217391,1.534817693459045,0.018107311157970082,1.0,2019-01-16,2026-08-25
R4,B136,OVERLAP21,3024,144.0,False,10,68,1.0,0.0,1.551456032290044,0.017054698864164202,1.0,2021-01-15,2026-08-25
R4,B136,OVERLAP21,3780,180.0,False,10,32,1.0,0.0,1.624698584917653,0.016074670807990372,1.0,2024-01-19,2026-08-25
R4,B136,OVERLAP21,4443,211.6,True,10,1,1.0,0.0,1.5974092693236142,0.015140969218314114,1.0,2026-09-11,2026-09-11
R4,B136,OVERLAP63,126,6.0,False,10,69,1.0,0.0,0.5842909991871147,0.0011924427566426532,0.5217391304347826,2009-07-14,2026-07-27
R4,B136,OVERLAP63,189,9.0,False,10,68,0.9852941176470589,0.014705882352941176,0.633820937526696,0.008537458473462281,0.5735294117647058,2009-10-12,2026-07-27
R4,B136,OVERLAP63,252,12.0,False,10,67,1.0,0.0,0.6409286099850255,0.010822381081652621,0.5970149253731343,2010-01-12,2026-07-27
R4,B136,OVERLAP63,315,15.0,False,10,66,1.0,0.0,0.6258485123325022,0.01012672957895184,0.696969696969697,2010-04-14,2026-07-27
R4,B136,OVERLAP63,378,18.0,False,10,65,1.0,0.0,0.5101431134540501,0.011022150056591712,0.676923076923077,2010-07-14,2026-07-27
R4,B136,OVERLAP63,504,24.0,False,10,63,1.0,0.0,0.4590189810272664,0.010307011336474811,0.7777777777777778,2011-01-11,2026-07-27
R4,B136,OVERLAP63,630,30.0,False,10,61,0.9672131147540983,0.03278688524590164,0.42339302044265015,0.009660881949616236,0.9180327868852459,2011-07-13,2026-07-27
R4,B136,OVERLAP63,756,36.0,False,10,59,0.9322033898305084,0.06779661016949153,0.5797719590240771,0.012707182557562896,0.9322033898305084,2012-01-11,2026-07-27
R4,B136,OVERLAP63,1008,48.0,False,10,55,0.9090909090909091,0.09090909090909091,0.7769526618238872,0.013833370067598785,0.9636363636363636,2013-01-14,2026-07-27
R4,B136,OVERLAP63,1260,60.0,False,10,51,0.9803921568627451,0.0196078431372549,0.9827242023077227,0.016128356021183197,1.0,2014-01-14,2026-07-27
R4,B136,OVERLAP63,1512,72.0,False,10,47,0.9148936170212766,0.0851063829787234,1.1347608737544825,0.016595973678362262,1.0,2015-01-14,2026-07-27
R4,B136,OVERLAP63,2016,96.0,False,10,39,0.8461538461538461,0.15384615384615385,1.4194185237791797,0.018138787234161728,1.0,2017-01-13,2026-07-27
R4,B136,OVERLAP63,2520,120.0,False,10,31,0.9354838709677419,0.06451612903225806,1.5309569539579013,0.018042006555218933,1.0,2019-01-16,2026-07-27
R4,B136,OVERLAP63,3024,144.0,False,10,23,1.0,0.0,1.5334452906627982,0.016776598806597,1.0,2021-01-15,2026-07-27
R4,B136,OVERLAP63,3780,180.0,False,10,11,1.0,0.0,1.6273427802684788,0.016477702021904676,1.0,2024-01-19,2026-07-27
R4,B136,OVERLAP63,4443,211.6,True,10,1,1.0,0.0,1.5974092693236142,0.015140969218314114,1.0,2026-09-11,2026-09-11
R4,B136,DISJOINT,126,6.0,False,10,35,1.0,0.0,0.6267660587549476,0.00037915835050164604,0.5142857142857142,2009-07-14,2026-07-27
R4,B136,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.662349069697977,0.005543752425253123,0.6086956521739131,2009-10-12,2026-04-24
R4,B136,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.7207864992282493,0.014351868531244844,0.5294117647058824,2010-01-12,2026-01-23
R4,B136,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.44369781597422064,0.011931412330551604,0.7142857142857143,2010-04-14,2026-07-27
R4,B136,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.3294800093792878,0.009314259722700086,0.6363636363636364,2010-07-14,2025-07-24
R4,B136,DISJOINT,504,24.0,False,10,8,1.0,0.0,0.5483595944700295,0.010893177238888545,0.625,2011-01-11,2025-01-22
R4,B136,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.6758346008143312,0.015909147586220404,0.8571428571428571,2011-07-13,2026-07-27
R4,B136,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.6151268311223878,0.012707182557562896,1.0,2012-01-11,2024-01-19
R4,B136,DISJOINT,1008,48.0,False,10,4,1.0,0.0,0.7212365566965172,0.012850773351814646,1.0,2013-01-14,2025-01-22
R4,B136,DISJOINT,1260,60.0,False,10,3,1.0,0.0,1.015792282034983,0.017065641899044436,1.0,2014-01-14,2024-01-19
R4,B136,DISJOINT,1512,72.0,False,10,2,1.0,0.0,1.3668011063336518,0.020136317876722924,1.0,2015-01-14,2021-01-15
R4,B136,DISJOINT,2016,96.0,False,10,2,1.0,0.0,1.1837211215170171,0.015816045976046113,1.0,2017-01-13,2025-01-22
R4,B136,DISJOINT,2520,120.0,False,10,1,1.0,0.0,1.909630371787144,0.022598163444317858,1.0,2019-01-16,2019-01-16
R4,B136,DISJOINT,3024,144.0,False,10,1,1.0,0.0,1.9155891110886303,0.02011941844294632,1.0,2021-01-15,2021-01-15
R4,B136,DISJOINT,3780,180.0,False,10,1,1.0,0.0,1.6765705262354547,0.016477702021904676,1.0,2024-01-19,2024-01-19
R4,B136,DISJOINT,4443,211.6,True,10,1,1.0,0.0,1.5974092693236142,0.015140969218314114,1.0,2026-09-11,2026-09-11
LIVE,U56,OVERLAP21,126,6.0,False,10,206,0.9902912621359223,0.009708737864077669,0.5133321445052623,0.002337514013958545,0.5436893203883495,2009-07-14,2026-08-25
LIVE,U56,OVERLAP21,189,9.0,False,10,203,1.0,0.0,0.41818729959351947,0.004290927947526377,0.5862068965517241,2009-10-12,2026-08-25
LIVE,U56,OVERLAP21,252,12.0,False,10,200,1.0,0.0,0.4757500903989197,0.006986779988939637,0.665,2010-01-12,2026-08-25
LIVE,U56,OVERLAP21,315,15.0,False,10,197,1.0,0.0,0.503312217369574,0.01066102069309914,0.7208121827411168,2010-04-14,2026-08-25
LIVE,U56,OVERLAP21,378,18.0,False,10,194,0.9948453608247423,0.005154639175257732,0.5499338415332657,0.01063581239279673,0.7628865979381443,2010-07-14,2026-08-25
LIVE,U56,OVERLAP21,504,24.0,False,10,188,0.9946808510638298,0.005319148936170213,0.6257187993323912,0.013658474540628192,0.7978723404255319,2011-01-11,2026-08-25
LIVE,U56,OVERLAP21,630,30.0,False,10,182,1.0,0.0,0.7050609985152465,0.01478209831038401,0.8626373626373627,2011-07-13,2026-08-25
LIVE,U56,OVERLAP21,756,36.0,False,10,176,0.9943181818181818,0.005681818181818182,0.792537635113717,0.016859064411181783,0.9147727272727273,2012-01-11,2026-08-25
LIVE,U56,OVERLAP21,1008,48.0,False,10,164,1.0,0.0,1.148602024179889,0.019752912509665207,0.9878048780487805,2013-01-14,2026-08-25
LIVE,U56,OVERLAP21,1260,60.0,False,10,152,1.0,0.0,1.2743131884163925,0.020641352963843524,1.0,2014-01-14,2026-08-25
LIVE,U56,OVERLAP21,1512,72.0,False,10,140,0.9928571428571429,0.007142857142857143,1.3806887260959773,0.020459090104291592,1.0,2015-01-14,2026-08-25
LIVE,U56,OVERLAP21,2016,96.0,False,10,116,0.9741379310344828,0.02586206896551724,1.6565304290034861,0.02242640701382399,1.0,2017-01-13,2026-08-25
LIVE,U56,OVERLAP21,2520,120.0,False,10,92,0.6304347826086957,0.3695652173913043,1.8641855590900613,0.023652055406363698,1.0,2019-01-16,2026-08-25
LIVE,U56,OVERLAP21,3024,144.0,False,10,68,0.5,0.5,1.9485127196767762,0.021677722422504916,1.0,2021-01-15,2026-08-25
LIVE,U56,OVERLAP21,3780,180.0,False,10,32,0.59375,0.40625,1.9448375139199559,0.019876969309316136,1.0,2024-01-19,2026-08-25
LIVE,U56,OVERLAP21,4443,211.6,True,10,1,0.0,1.0,2.0048089985755007,0.019892662920730185,1.0,2026-09-11,2026-09-11
LIVE,U56,OVERLAP63,126,6.0,False,10,69,1.0,0.0,0.49991082757135713,-0.0032473149581283556,0.463768115942029,2009-07-14,2026-07-27
LIVE,U56,OVERLAP63,189,9.0,False,10,68,1.0,0.0,0.4298789975912538,0.0026619369713562976,0.5735294117647058,2009-10-12,2026-07-27
LIVE,U56,OVERLAP63,252,12.0,False,10,67,1.0,0.0,0.5019688482638657,0.005622160295648923,0.6119402985074627,2010-01-12,2026-07-27
LIVE,U56,OVERLAP63,315,15.0,False,10,66,1.0,0.0,0.5049142410800724,0.010061082344344628,0.6666666666666666,2010-04-14,2026-07-27
LIVE,U56,OVERLAP63,378,18.0,False,10,65,1.0,0.0,0.5301115552187325,0.011530826323800376,0.7538461538461538,2010-07-14,2026-07-27
LIVE,U56,OVERLAP63,504,24.0,False,10,63,1.0,0.0,0.670618426673597,0.014408247500101626,0.7936507936507936,2011-01-11,2026-07-27
LIVE,U56,OVERLAP63,630,30.0,False,10,61,1.0,0.0,0.747590475843766,0.015220545218965736,0.8852459016393442,2011-07-13,2026-07-27
LIVE,U56,OVERLAP63,756,36.0,False,10,59,1.0,0.0,0.7600789995858438,0.015602935328847115,0.9322033898305084,2012-01-11,2026-07-27
LIVE,U56,OVERLAP63,1008,48.0,False,10,55,1.0,0.0,1.1578988941822774,0.01911870980430208,0.9818181818181818,2013-01-14,2026-07-27
LIVE,U56,OVERLAP63,1260,60.0,False,10,51,1.0,0.0,1.2248234235811952,0.020630448154396318,1.0,2014-01-14,2026-07-27
LIVE,U56,OVERLAP63,1512,72.0,False,10,47,1.0,0.0,1.3568151181870252,0.019541890257795187,1.0,2015-01-14,2026-07-27
LIVE,U56,OVERLAP63,2016,96.0,False,10,39,0.9743589743589743,0.02564102564102564,1.6566712070886584,0.022505350407336443,1.0,2017-01-13,2026-07-27
LIVE,U56,OVERLAP63,2520,120.0,False,10,31,0.6129032258064516,0.3870967741935484,1.8383833559488356,0.023530417744190672,1.0,2019-01-16,2026-07-27
LIVE,U56,OVERLAP63,3024,144.0,False,10,23,0.4782608695652174,0.5217391304347826,1.9750530162177742,0.021959649654116002,1.0,2021-01-15,2026-07-27
LIVE,U56,OVERLAP63,3780,180.0,False,10,11,0.6363636363636364,0.36363636363636365,1.933497649754856,0.019815570527596173,1.0,2024-01-19,2026-07-27
LIVE,U56,OVERLAP63,4443,211.6,True,10,1,0.0,1.0,2.0048089985755007,0.019892662920730185,1.0,2026-09-11,2026-09-11
LIVE,U56,DISJOINT,126,6.0,False,10,35,1.0,0.0,0.5427185570424182,-0.0003015316040495264,0.45714285714285713,2009-07-14,2026-07-27
LIVE,U56,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.4440160586115983,0.006178785053394371,0.6086956521739131,2009-10-12,2026-04-24
LIVE,U56,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.46190805366484444,-0.002698857607891611,0.47058823529411764,2010-01-12,2026-01-23
LIVE,U56,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.40397713956617665,0.007184992685969236,0.7142857142857143,2010-04-14,2026-07-27
LIVE,U56,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.4578836427359496,0.015523090936598101,0.7272727272727273,2010-07-14,2025-07-24
LIVE,U56,DISJOINT,504,24.0,False,10,8,1.0,0.0,0.7250997440771931,0.01961977927234403,0.75,2011-01-11,2025-01-22
LIVE,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.747590475843766,0.018378811429641678,1.0,2011-07-13,2026-07-27
LIVE,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.6687123732867898,0.014520535295228162,0.8,2012-01-11,2024-01-19
LIVE,U56,DISJOINT,1008,48.0,False,10,4,1.0,0.0,1.2047381516652136,0.021003147884244736,1.0,2013-01-14,2025-01-22
LIVE,U56,DISJOINT,1260,60.0,False,10,3,1.0,0.0,0.9888342464694803,0.014616163481806138,1.0,2014-01-14,2024-01-19
LIVE,U56,DISJOINT,1512,72.0,False,10,2,1.0,0.0,1.0610655652837147,0.01713661442105006,1.0,2015-01-14,2021-01-15
LIVE,U56,DISJOINT,2016,96.0,False,10,2,1.0,0.0,1.3997722009208522,0.020373423842820697,1.0,2017-01-13,2025-01-22
LIVE,U56,DISJOINT,2520,120.0,False,10,1,1.0,0.0,1.0640045575043438,0.01417037461585343,1.0,2019-01-16,2019-01-16
LIVE,U56,DISJOINT,3024,144.0,False,10,1,1.0,0.0,1.4432450230349276,0.017197870437217135,1.0,2021-01-15,2021-01-15
LIVE,U56,DISJOINT,3780,180.0,False,10,1,1.0,0.0,1.7962445652680183,0.019540037835723646,1.0,2024-01-19,2024-01-19
LIVE,U56,DISJOINT,4443,211.6,True,10,1,0.0,1.0,2.0048089985755007,0.019892662920730185,1.0,2026-09-11,2026-09-11
V1,U56,OVERLAP21,126,6.0,False,10,206,0.9563106796116505,0.043689320388349516,0.654701236561003,-0.039377637959712546,0.23300970873786409,2009-07-14,2026-08-25
V1,U56,OVERLAP21,189,9.0,False,10,203,0.9310344827586207,0.06896551724137931,0.6936297274478256,-0.028503511276094975,0.23645320197044334,2009-10-12,2026-08-25
V1,U56,OVERLAP21,252,12.0,False,10,200,0.89,0.11,0.6336918423797041,-0.023169797035249746,0.215,2010-01-12,2026-08-25
V1,U56,OVERLAP21,315,15.0,False,10,197,0.8730964467005076,0.12690355329949238,0.5586730491562943,-0.020759330593241226,0.2436548223350254,2010-04-14,2026-08-25
V1,U56,OVERLAP21,378,18.0,False,10,194,0.9072164948453608,0.09278350515463918,0.5647485899940212,-0.020155280866631053,0.20618556701030927,2010-07-14,2026-08-25
V1,U56,OVERLAP21,504,24.0,False,10,188,0.9202127659574468,0.0797872340425532,0.5918640078884004,-0.0162304804110038,0.2074468085106383,2011-01-11,2026-08-25
V1,U56,OVERLAP21,630,30.0,False,10,182,0.978021978021978,0.02197802197802198,0.6016499956061966,-0.014514862595886049,0.2087912087912088,2011-07-13,2026-08-25
V1,U56,OVERLAP21,756,36.0,False,10,176,1.0,0.0,0.4442193036032644,-0.012567669062542995,0.19886363636363635,2012-01-11,2026-08-25
V1,U56,OVERLAP21,1008,48.0,False,10,164,1.0,0.0,0.4018951542290951,-0.010533957663870858,0.23780487804878048,2013-01-14,2026-08-25
V1,U56,OVERLAP21,1260,60.0,False,10,152,1.0,0.0,0.502562428639947,-0.010981463812110619,0.17763157894736842,2014-01-14,2026-08-25
V1,U56,OVERLAP21,1512,72.0,False,10,140,1.0,0.0,0.5491550223768444,-0.012002249061505613,0.18571428571428572,2015-01-14,2026-08-25
V1,U56,OVERLAP21,2016,96.0,False,10,116,1.0,0.0,0.4984435674229532,-0.010608919976506464,0.15517241379310345,2017-01-13,2026-08-25
V1,U56,OVERLAP21,2520,120.0,False,10,92,1.0,0.0,0.40723534480020623,-0.007829452172636607,0.0,2019-01-16,2026-08-25
V1,U56,OVERLAP21,3024,144.0,False,10,68,1.0,0.0,0.5439579879452396,-0.009256056260906392,0.0,2021-01-15,2026-08-25
V1,U56,OVERLAP21,3780,180.0,False,10,32,1.0,0.0,0.6380513848559128,-0.009838399621062081,0.0,2024-01-19,2026-08-25
V1,U56,OVERLAP21,4443,211.6,True,10,1,1.0,0.0,0.9726005199570692,-0.01422619900184336,0.0,2026-09-11,2026-09-11
V1,U56,OVERLAP63,126,6.0,False,10,69,0.9130434782608695,0.08695652173913043,0.7914093408699279,-0.04057088940990958,0.2608695652173913,2009-07-14,2026-07-27
V1,U56,OVERLAP63,189,9.0,False,10,68,0.8970588235294118,0.10294117647058823,0.8007589364376009,-0.028302335399674347,0.25,2009-10-12,2026-07-27
V1,U56,OVERLAP63,252,12.0,False,10,67,0.8656716417910447,0.13432835820895522,0.6004779793285411,-0.020650644936273825,0.16417910447761194,2010-01-12,2026-07-27
V1,U56,OVERLAP63,315,15.0,False,10,66,0.8484848484848485,0.15151515151515152,0.5127032161979831,-0.018324763432467403,0.24242424242424243,2010-04-14,2026-07-27
V1,U56,OVERLAP63,378,18.0,False,10,65,0.8923076923076924,0.1076923076923077,0.5406557126465732,-0.019378272764861173,0.16923076923076924,2010-07-14,2026-07-27
V1,U56,OVERLAP63,504,24.0,False,10,63,0.9047619047619048,0.09523809523809523,0.6347181497101833,-0.01710894574413438,0.2222222222222222,2011-01-11,2026-07-27
V1,U56,OVERLAP63,630,30.0,False,10,61,0.9672131147540983,0.03278688524590164,0.6035073501573746,-0.013413665896889242,0.18032786885245902,2011-07-13,2026-07-27
V1,U56,OVERLAP63,756,36.0,False,10,59,1.0,0.0,0.42637466105725147,-0.013429278460424188,0.22033898305084745,2012-01-11,2026-07-27
V1,U56,OVERLAP63,1008,48.0,False,10,55,1.0,0.0,0.37874485937874963,-0.010149703314733347,0.2545454545454545,2013-01-14,2026-07-27
V1,U56,OVERLAP63,1260,60.0,False,10,51,1.0,0.0,0.5047146753243124,-0.011444365730234895,0.1568627450980392,2014-01-14,2026-07-27
V1,U56,OVERLAP63,1512,72.0,False,10,47,1.0,0.0,0.6026173764874414,-0.01297621902889342,0.19148936170212766,2015-01-14,2026-07-27
V1,U56,OVERLAP63,2016,96.0,False,10,39,1.0,0.0,0.517254546896537,-0.01120405271729115,0.1794871794871795,2017-01-13,2026-07-27
V1,U56,OVERLAP63,2520,120.0,False,10,31,1.0,0.0,0.45240252708996825,-0.008647889704550535,0.0,2019-01-16,2026-07-27
V1,U56,OVERLAP63,3024,144.0,False,10,23,1.0,0.0,0.516919834150537,-0.008886376573553921,0.0,2021-01-15,2026-07-27
V1,U56,OVERLAP63,3780,180.0,False,10,11,1.0,0.0,0.6704148629198882,-0.010444615675213965,0.0,2024-01-19,2026-07-27
V1,U56,OVERLAP63,4443,211.6,True,10,1,1.0,0.0,0.9726005199570692,-0.01422619900184336,0.0,2026-09-11,2026-09-11
V1,U56,DISJOINT,126,6.0,False,10,35,0.9142857142857143,0.08571428571428572,0.766255393077212,-0.04825309132254124,0.2571428571428571,2009-07-14,2026-07-27
V1,U56,DISJOINT,189,9.0,False,10,23,0.9565217391304348,0.043478260869565216,0.5937773406692382,-0.027019812022827955,0.17391304347826086,2009-10-12,2026-04-24
V1,U56,DISJOINT,252,12.0,False,10,17,0.8823529411764706,0.11764705882352941,0.7179593030263681,-0.020650644936273825,0.11764705882352941,2010-01-12,2026-01-23
V1,U56,DISJOINT,315,15.0,False,10,14,0.7857142857142857,0.21428571428571427,1.0785712198661548,-0.020464549469037363,0.21428571428571427,2010-04-14,2026-07-27
V1,U56,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.5986934739759743,-0.022196422213315532,0.09090909090909091,2010-07-14,2025-07-24
V1,U56,DISJOINT,504,24.0,False,10,8,0.75,0.25,0.7921503481118546,-0.014330989869994794,0.25,2011-01-11,2025-01-22
V1,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.6035073501573746,-0.018549315147786218,0.2857142857142857,2011-07-13,2026-07-27
V1,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.3499446649130615,-0.014584551558622483,0.2,2012-01-11,2024-01-19
V1,U56,DISJOINT,1008,48.0,False,10,4,1.0,0.0,0.3087528758685743,-0.009355577180160283,0.25,2013-01-14,2025-01-22
V1,U56,DISJOINT,1260,60.0,False,10,3,1.0,0.0,0.3817886473645395,-0.008271822843089832,0.0,2014-01-14,2024-01-19
V1,U56,DISJOINT,1512,72.0,False,10,2,1.0,0.0,0.4371142180298786,-0.011455164378000322,0.0,2015-01-14,2021-01-15
V1,U56,DISJOINT,2016,96.0,False,10,2,1.0,0.0,0.5148861025657794,-0.0113561307289433,0.0,2017-01-13,2025-01-22
V1,U56,DISJOINT,2520,120.0,False,10,1,1.0,0.0,0.6644407836317577,-0.012695699278048568,0.0,2019-01-16,2019-01-16
V1,U56,DISJOINT,3024,144.0,False,10,1,1.0,0.0,0.6277482295192648,-0.01161416090537419,0.0,2021-01-15,2021-01-15
V1,U56,DISJOINT,3780,180.0,False,10,1,1.0,0.0,0.5336342556767345,-0.00856100875769645,0.0,2024-01-19,2024-01-19
V1,U56,DISJOINT,4443,211.6,True,10,1,1.0,0.0,0.9726005199570692,-0.01422619900184336,0.0,2026-09-11,2026-09-11
K1,U56,OVERLAP21,126,6.0,False,0,206,0.9805825242718447,0.019417475728155338,0.6602537828520496,0.0015337930723648401,0.5097087378640777,2009-07-14,2026-08-25
K1,U56,OVERLAP21,189,9.0,False,0,203,0.9802955665024631,0.019704433497536946,0.6810584802960936,0.004099871611438141,0.5270935960591133,2009-10-12,2026-08-25
K1,U56,OVERLAP21,252,12.0,False,0,200,0.98,0.02,0.6140554964498793,0.00910977741102458,0.57,2010-01-12,2026-08-25
K1,U56,OVERLAP21,315,15.0,False,0,197,0.9847715736040609,0.015228426395939087,0.5788443878192107,0.010975471312292907,0.6548223350253807,2010-04-14,2026-08-25
K1,U56,OVERLAP21,378,18.0,False,0,194,0.9948453608247423,0.005154639175257732,0.5170697491069982,0.011780460585379121,0.711340206185567,2010-07-14,2026-08-25
K1,U56,OVERLAP21,504,24.0,False,0,188,1.0,0.0,0.446027216598628,0.012249127329820803,0.851063829787234,2011-01-11,2026-08-25
K1,U56,OVERLAP21,630,30.0,False,0,182,1.0,0.0,0.6043122619117336,0.014466168712134055,0.9285714285714286,2011-07-13,2026-08-25
K1,U56,OVERLAP21,756,36.0,False,0,176,1.0,0.0,0.7463233952539157,0.017553648121530253,0.9090909090909091,2012-01-11,2026-08-25
K1,U56,OVERLAP21,1008,48.0,False,0,164,1.0,0.0,0.8981382358503543,0.01768776203030837,0.975609756097561,2013-01-14,2026-08-25
K1,U56,OVERLAP21,1260,60.0,False,0,152,1.0,0.0,1.0019577130418238,0.01836761187629722,0.9868421052631579,2014-01-14,2026-08-25
K1,U56,OVERLAP21,1512,72.0,False,0,140,1.0,0.0,1.0937270009691034,0.018606939451277504,0.9928571428571429,2015-01-14,2026-08-25
K1,U56,OVERLAP21,2016,96.0,False,0,116,0.9913793103448276,0.008620689655172414,1.303623198003152,0.019838316168607442,1.0,2017-01-13,2026-08-25
K1,U56,OVERLAP21,2520,120.0,False,0,92,1.0,0.0,1.478427159678376,0.020407137483285057,1.0,2019-01-16,2026-08-25
K1,U56,OVERLAP21,3024,144.0,False,0,68,1.0,0.0,1.575624659464209,0.019618887883708424,1.0,2021-01-15,2026-08-25
K1,U56,OVERLAP21,3780,180.0,False,0,32,1.0,0.0,1.6659109972323976,0.018047231592963186,1.0,2024-01-19,2026-08-25
K1,U56,OVERLAP21,4443,211.6,True,0,1,1.0,0.0,1.5966452887044824,0.016929986205870308,1.0,2026-09-11,2026-09-11
K1,U56,OVERLAP63,126,6.0,False,0,69,0.9855072463768116,0.014492753623188406,0.5946163008426729,-0.002238810034446464,0.463768115942029,2009-07-14,2026-07-27
K1,U56,OVERLAP63,189,9.0,False,0,68,0.9852941176470589,0.014705882352941176,0.696684396862183,0.00455841377648044,0.5441176470588235,2009-10-12,2026-07-27
K1,U56,OVERLAP63,252,12.0,False,0,67,0.9850746268656716,0.014925373134328358,0.6114039045502643,0.013506547894457759,0.5522388059701493,2010-01-12,2026-07-27
K1,U56,OVERLAP63,315,15.0,False,0,66,0.9848484848484849,0.015151515151515152,0.5513351079660168,0.010003852381188259,0.6818181818181818,2010-04-14,2026-07-27
