panel,ladder,stat,rung_i,rung_j,i,j,gap,agree_boot,sd_boot,resolved_boot,agree_analytic,se_analytic,rho,dist_rho,resolved_analytic
U56,N,S_FULL,5,8,0,1,-0.06839258341285026,0.807,0.07844674363996933,False,0.807397262538373,0.07876199048079746,0.9508645415389648,0.3134819243944862,False
U56,N,S_FULL,5,10,0,2,-0.12657307875316115,0.882,0.09946346511244965,False,0.9028932962056648,0.09749776611178997,0.915868733061842,0.4101981641552238,True
U56,N,S_FULL,5,12,0,3,-0.18322104889544333,0.933,0.11631506246234104,True,0.9400371729140607,0.11782054578356065,0.8732772650287876,0.5034336797855552,True
U56,N,S_FULL,5,15,0,4,-0.1761523806496179,0.898,0.1345629089001077,False,0.9054837360397986,0.13411461897846821,0.8373907240965326,0.5702793629502428,True
U56,N,S_FULL,5,20,0,5,-0.1537365394298984,0.844,0.14836353463443588,False,0.8512520025894195,0.14756561740976162,0.8078910920388812,0.61985305994424,False
U56,N,S_FULL,5,25,0,6,-0.1425488726446289,0.808,0.1661341531408363,False,0.8063379439753191,0.16489546024904592,0.7726533559057438,0.6743094899143215,False
U56,N,S_FULL,5,30,0,7,-0.11479342167580242,0.752,0.1663595471855918,False,0.7543064663657626,0.1668255993356701,0.7529085094833942,0.7029814940901443,False
U56,N,S_FULL,5,40,0,8,-0.14079685592405156,0.775,0.18370049361630875,False,0.7762570519270686,0.18535338445755095,0.7166295193313035,0.7528219984414596,False
U56,N,S_FULL,8,10,1,2,-0.05818049534031089,0.832,0.05717088615374491,False,0.8515613525116242,0.05577367672873571,0.971412326048676,0.23911367150928028,False
U56,N,S_FULL,8,12,1,3,-0.11482846548259307,0.915,0.0797917099971673,True,0.9220249613036703,0.08093209186856049,0.9351559857981832,0.3601222409177663,True
U56,N,S_FULL,8,15,1,4,-0.10775979723676765,0.859,0.09946885769105436,False,0.8602155594352131,0.09965870822102714,0.9057533068272638,0.4341582503482714,False
U56,N,S_FULL,8,20,1,5,-0.08534395601704814,0.777,0.11007967465321163,False,0.7819650912650787,0.10957729874633397,0.8792676358353628,0.4913906066758647,False
U56,N,S_FULL,8,25,1,6,-0.07415628923177864,0.731,0.12898453679562144,False,0.7181938962560623,0.128412605777777,0.8467101538112424,0.553696390070872,False
U56,N,S_FULL,8,30,1,7,-0.04640083826295216,0.643,0.13284755674337015,False,0.6353661813936631,0.1340677591043806,0.828100252538745,0.5863441778703955,False
U56,N,S_FULL,8,40,1,8,-0.0724042725112013,0.686,0.1519068216743797,False,0.6803197768822583,0.15451413747869558,0.7962116760975111,0.6384172991116217,False
U56,N,S_FULL,10,12,2,3,-0.05664797014228218,0.822,0.061231516279339676,False,0.8202026378157207,0.06183347305393364,0.9697277244109681,0.2460580240066635,False
U56,N,S_FULL,10,15,2,4,-0.04957930189645676,0.728,0.08087771131766024,False,0.7266222365251715,0.08227168340327047,0.9432292049867737,0.33695932992937394,False
U56,N,S_FULL,10,20,2,5,-0.02716346067673725,0.618,0.09035592383069685,False,0.6155246951346529,0.0924720414977865,0.9154931424891222,0.4111127765245878,False
U56,N,S_FULL,10,25,2,6,-0.01597579389146775,0.55,0.10416807802447262,False,0.5595344750511452,0.10665528655475251,0.8853552515342175,0.4788418287196359,False
U56,N,S_FULL,10,30,2,7,0.01177965707735873,0.543,0.10692240431398661,False,0.5422159713304989,0.1111099549226235,0.8672765948382208,0.5152153048227104,False
U56,N,S_FULL,10,40,2,8,-0.014223777170890406,0.559,0.12393700077330119,False,0.5436035757781477,0.12987795730056964,0.8374976650096566,0.570091808378867,False
U56,N,S_FULL,12,15,3,4,0.007068668245825416,0.536,0.04932945489870533,False,0.5569639831057731,0.04933594788875374,0.976041109645028,0.218901303582103,False
U56,N,S_FULL,12,20,3,5,0.029484509465544928,0.678,0.06766410858562404,False,0.6729346911879718,0.06580904144108762,0.9500653396772305,0.3160210762679271,False
U56,N,S_FULL,12,25,3,6,0.04067217625081443,0.686,0.08289109952782976,False,0.6914247695534693,0.0813617730364527,0.9267486979469565,0.3827565859734971,False
U56,N,S_FULL,12,30,3,7,0.06842762721964091,0.773,0.08956193697884002,False,0.7794419584809373,0.0888312962059414,0.910662594881408,0.422699432501611,False
U56,N,S_FULL,12,40,3,8,0.04242419297139177,0.638,0.10940938091667762,False,0.6495927751806002,0.11041604281989963,0.8849643971509813,0.47965738365841654,False
U56,N,S_FULL,15,20,4,5,0.022415841219719512,0.695,0.04728039121891441,False,0.6836188726635062,0.04691051469179759,0.9762034899837848,0.21815824539180356,False
