book,pool,panel,cost,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_n,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_n,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,pass4b,pass4a
U56-band0.03-g0.50,GRID,U56,10.0,0.05722738517124415,1.2007655653686848,-0.0811756968176699,1.2315322934548556,1.176560253686947,0.06269554686498391,1.2767816592721966,-0.08117569681767012,2438,0.050622779666629425,1.1036658925833327,-0.05290028799807511,2007,True,True,True,True,False,False,False
U56-band0.03-g0.75,GRID,U56,10.0,0.08617736292500311,1.2007324826082908,-0.12054949323437114,1.2321991121974933,1.175958130760422,0.09454831802271646,1.2762297973468626,-0.12054949323437081,2438,0.07609482993076822,1.1042709988490098,-0.07887207032744381,2007,True,True,True,True,False,False,False
U56-band0.03-g1.00,GRID,U56,10.0,0.1153026775142354,1.200557594332463,-0.1591099751297821,1.2327298000774998,1.1752128489278042,0.1266852163572325,1.2755286548566704,-0.15910997512978242,2438,0.10163033272165856,1.104743024733504,-0.10451954207318537,2007,True,True,True,True,True,True,False
U56-band0.08-g0.50,GRID,U56,10.0,0.056504180346043764,1.1446337355785878,-0.09763784562295275,1.2412267142355118,1.0650075025872898,0.05956278346558941,1.1634503118824011,-0.09763784562295263,2438,0.05280062152691656,1.1217352468845168,-0.05681133760527435,2007,True,True,True,True,False,False,False
U56-band0.08-g0.75,GRID,U56,10.0,0.0850141999633407,1.1443399416369502,-0.14466925708344947,1.241801257334515,1.0641592074771387,0.08965572621005746,1.1625770854970072,-0.14466925708344924,2438,0.07940250115402048,1.122241827448784,-0.08467557790929359,2007,True,True,True,True,False,False,False
U56-band0.08-g1.00,GRID,U56,10.0,0.11364276426240827,1.143892180573586,-0.19050611381992277,1.2422354871381258,1.0631621872837251,0.11989738418987961,1.161541176122481,-0.19050611381992255,2438,0.10609194590800497,1.1226115282697102,-0.11217288637090839,2007,True,True,True,True,True,True,False
U56-qroll-q0.12-w1008-d0.50,GRID,U56,10.0,0.1418746622223772,1.1623350687614609,-0.15593611048389855,1.1118074153749664,1.2110276570219813,0.1591622093084153,1.2961135950512594,-0.15593611048389888,2438,0.12122109035427053,1.0024383672920216,-0.14791148023407985,2007,True,True,True,True,True,True,False
U56-qroll-q0.12-w1008-d1.00,GRID,U56,10.0,0.14390979643943735,1.2143550304308504,-0.14791148023407985,1.1072781601856714,1.3198483159196834,0.1658939156817678,1.4036966692504877,-0.13030434040547378,2438,0.11776148963803212,0.9946283512673375,-0.14791148023407985,2007,True,True,True,True,True,True,False
U56-qroll-q0.12-w252-d0.50,GRID,U56,10.0,0.13333162601581972,1.1441349282644908,-0.15593611048389866,1.0378243902550104,1.247833861329865,0.15642121534293985,1.3367064239564874,-0.15593611048389833,2438,0.10590284541198192,0.9176474508874465,-0.14317423140355134,2007,True,True,True,True,True,True,False
U56-qroll-q0.12-w252-d1.00,GRID,U56,10.0,0.12565710193079616,1.1395834366685345,-0.1521996261811671,0.9184370928018661,1.364728858655452,0.1595844232493302,1.4547889227260455,-0.12070241736473386,2438,0.0857764262892462,0.7838126794824297,-0.1521996261811671,2007,False,True,True,True,True,False,False
