panel,bar,gross,window,gap_pp,phi,d_star_pp,feasible
U56,B_EW742,0.5,full,-6.822896950172794,0.0,9.746995643103991,True
U56,B_EW742,0.5,full,-6.822896950172794,0.2,13.64579390034559,True
U56,B_EW742,0.5,full,-6.822896950172794,0.4,22.742989833909316,True
U56,B_EW742,0.5,full,-6.822896950172794,0.5,34.11448475086398,True
U56,B_EW742,0.5,full,-6.822896950172794,0.6,68.22896950172796,True
U56,B_EW742,0.5,full,-6.822896950172794,0.7,inf,False
U56,B_EW742,0.5,full,-6.822896950172794,0.8,inf,False
U56,B_EW742,0.5,full,-6.822896950172794,1.0,inf,False
U56,B_EW742,0.5,oos,-6.766279068006953,0.0,9.666112954295647,True
U56,B_EW742,0.5,oos,-6.766279068006953,0.2,13.532558136013908,True
U56,B_EW742,0.5,oos,-6.766279068006953,0.4,22.55426356002318,True
U56,B_EW742,0.5,oos,-6.766279068006953,0.5,33.831395340034774,True
U56,B_EW742,0.5,oos,-6.766279068006953,0.6,67.66279068006955,True
U56,B_EW742,0.5,oos,-6.766279068006953,0.7,inf,False
U56,B_EW742,0.5,oos,-6.766279068006953,0.8,inf,False
U56,B_EW742,0.5,oos,-6.766279068006953,1.0,inf,False
U56,B_EW742,0.6,full,-5.664841235754034,0.0,8.092630336791478,True
U56,B_EW742,0.6,full,-5.664841235754034,0.2,11.32968247150807,True
U56,B_EW742,0.6,full,-5.664841235754034,0.4,18.88280411918012,True
U56,B_EW742,0.6,full,-5.664841235754034,0.5,28.324206178770176,True
U56,B_EW742,0.6,full,-5.664841235754034,0.6,56.64841235754035,True
U56,B_EW742,0.6,full,-5.664841235754034,0.7,inf,False
U56,B_EW742,0.6,full,-5.664841235754034,0.8,inf,False
U56,B_EW742,0.6,full,-5.664841235754034,1.0,inf,False
U56,B_EW742,0.6,oos,-5.492614749656943,0.0,7.84659249950992,True
U56,B_EW742,0.6,oos,-5.492614749656943,0.2,10.985229499313888,True
U56,B_EW742,0.6,oos,-5.492614749656943,0.4,18.308715832189815,True
U56,B_EW742,0.6,oos,-5.492614749656943,0.5,27.46307374828472,True
U56,B_EW742,0.6,oos,-5.492614749656943,0.6,54.92614749656944,True
U56,B_EW742,0.6,oos,-5.492614749656943,0.7,inf,False
U56,B_EW742,0.6,oos,-5.492614749656943,0.8,inf,False
U56,B_EW742,0.6,oos,-5.492614749656943,1.0,inf,False
U56,B_EW742,0.7,full,-4.503510131496899,0.0,6.433585902138428,True
U56,B_EW742,0.7,full,-4.503510131496899,0.2,9.0070202629938,True
U56,B_EW742,0.7,full,-4.503510131496899,0.4,15.011700438323,True
U56,B_EW742,0.7,full,-4.503510131496899,0.5,22.5175506574845,True
U56,B_EW742,0.7,full,-4.503510131496899,0.6,45.035101314969,True
U56,B_EW742,0.7,full,-4.503510131496899,0.7,inf,False
U56,B_EW742,0.7,full,-4.503510131496899,0.8,inf,False
U56,B_EW742,0.7,full,-4.503510131496899,1.0,inf,False
U56,B_EW742,0.7,oos,-4.213895067097773,0.0,6.019850095853961,True
U56,B_EW742,0.7,oos,-4.213895067097773,0.2,8.427790134195547,True
U56,B_EW742,0.7,oos,-4.213895067097773,0.4,14.046316890325912,True
U56,B_EW742,0.7,oos,-4.213895067097773,0.5,21.069475335488868,True
U56,B_EW742,0.7,oos,-4.213895067097773,0.6,42.138950670977735,True
U56,B_EW742,0.7,oos,-4.213895067097773,0.7,inf,False
U56,B_EW742,0.7,oos,-4.213895067097773,0.8,inf,False
U56,B_EW742,0.7,oos,-4.213895067097773,1.0,inf,False
U56,B_EW742,0.75,full,-3.921692004923935,0.0,5.602417149891337,True
U56,B_EW742,0.75,full,-3.921692004923935,0.2,7.843384009847871,True
U56,B_EW742,0.75,full,-3.921692004923935,0.4,13.072306683079788,True
U56,B_EW742,0.75,full,-3.921692004923935,0.5,19.60846002461968,True
U56,B_EW742,0.75,full,-3.921692004923935,0.6,39.21692004923936,True
U56,B_EW742,0.75,full,-3.921692004923935,0.7,inf,False
U56,B_EW742,0.75,full,-3.921692004923935,0.8,inf,False
U56,B_EW742,0.75,full,-3.921692004923935,1.0,inf,False
U56,B_EW742,0.75,oos,-3.572719166650984,0.0,5.10388452378712,True
U56,B_EW742,0.75,oos,-3.572719166650984,0.2,7.145438333301969,True
U56,B_EW742,0.75,oos,-3.572719166650984,0.4,11.909063888836615,True
U56,B_EW742,0.75,oos,-3.572719166650984,0.5,17.863595833254923,True
U56,B_EW742,0.75,oos,-3.572719166650984,0.6,35.727191666509846,True
U56,B_EW742,0.75,oos,-3.572719166650984,0.7,inf,False
U56,B_EW742,0.75,oos,-3.572719166650984,0.8,inf,False
U56,B_EW742,0.75,oos,-3.572719166650984,1.0,inf,False
U56,B_EW742,0.8,full,-3.339143676571174,0.0,4.770205252244534,True
U56,B_EW742,0.8,full,-3.339143676571174,0.2,6.678287353142349,True
