leg,eta2_cadence,eta2_panel,eta2_book,eta2_gross,eta2_phase
L1_H1,0.019143032306494237,0.7434599486825578,0.010385704445806837,1.6605436885722926e-05,0.019849142926980604
L2_H2,0.0008546725141536772,0.5990817698893612,0.030132477767187457,2.688734039757044e-05,0.05126647604091045
L3_OOS,0.002080103933362788,0.6469502926125483,0.0415288238970322,4.4758033099947466e-05,0.037379035889864264
L4_DD,0.056937627589801504,0.038377383486079136,0.20268590105546622,0.04300590713634192,0.08447870064717886
L5_CAGR,0.006456933452481559,0.45555318267358086,0.14805931718191667,0.02313559925308978,0.03711643731849733
